customer_id,customer_type,sku,category,preference_rank,avg_order_qty,order_frequency_per_year,last_order_month,price_sensitivity,reorder_rate
CUST0049,潜在,FWD302,金色系列,5,321,19.7,2024-12,高,0.78
CUST0050,潜在,FWD151,银白系列,1,209,13.5,2024-10,低,0.44
CUST0050,潜在,FWDD28L,钻石系列,2,331,21.3,2025-06,低,0.41
CUST0050,潜在,FWD534,金属彩光系列,3,209,5.8,2025-04,中,0.37
CUST0050,潜在,FWD6884,水晶系列,4,270,6.2,2025-01,中,0.71
CUST0050,潜在,FWD6602,磁性珠光,5,316,5.7,2024-10,高,0.33
CUST0051,普通,FWDV015,玻璃包银系列,1,386,6.5,2024-11,低,0.33
CUST0051,普通,FWD6300,水晶系列,2,372,5.6,2025-11,高,0.82
CUST0051,普通,FWD411,着色系列,3,382,7.0,2025-05,高,0.44
CUST0051,普通,FWD153,银白系列,4,130,21.6,2025-01,高,0.33
CUST0052,普通,FWD5518WR,耐候系列,1,291,10.2,2024-10,高,0.43
CUST0052,普通,BHC9323PG,玻璃变色龙,2,141,13.0,2025-03,中,0.32
CUST0052,普通,BHC9328GR,玻璃变色龙,3,17,11.4,2024-10,低,0.78
CUST0052,普通,FWD508,金属彩光系列,4,70,14.9,2024-11,低,0.92
CUST0052,普通,FWDD28M,钻石系列,5,198,2.2,2024-11,低,0.66
CUST0054,普通,FWD407,着色系列,1,298,7.9,2025-11,高,0.31
CUST0054,普通,FWD534,金属彩光系列,2,459,11.3,2025-01,高,0.35
CUST0054,普通,FWD302WR,耐候系列,3,59,16.2,2025-01,低,0.93
CUST0054,普通,FWD5870D,钻石系列,4,130,2.5,2024-12,中,0.34
CUST0054,普通,FWD6501,水晶系列,5,312,11.0,2024-11,中,0.7
CUST0054,普通,FWD534WR,耐候系列,6,392,6.1,2025-08,高,0.63
CUST0054,普通,FWD520,金属彩光系列,7,307,17.2,2025-03,高,0.48
CUST0054,普通,FWD6235,水晶系列,8,112,23.5,2025-10,中,0.7
CUST0054,普通,BHC89237BG,着色变色龙,9,325,3.6,2025-05,高,0.62
CUST0054,普通,FWD219WR,耐候系列,10,21,2.9,2025-06,中,0.76
CUST0055,普通,FWD235WR,耐候系列,1,293,11.9,2025-01,低,0.65
CUST0055,普通,BHC9232MGH,化妆品系列,2,363,20.0,2025-11,中,0.86
CUST0055,普通,FWDV095,玻璃包银系列,3,410,15.2,2025-04,中,0.69
CUST0056,潜在,FWD307,金色系列,1,433,17.2,2024-11,低,0.77
CUST0056,潜在,FWD5874A,钻石系列,2,288,7.5,2025-07,低,0.9
CUST0056,潜在,FWD5516,金属彩光系列,3,467,3.5,2025-10,中,0.85
CUST0056,潜在,FWDV060B,玻璃包银系列,4,334,18.7,2025-09,高,0.4
CUST0056,潜在,FWD500WR,耐候系列,5,438,19.5,2024-10,低,0.59
CUST0056,潜在,FWD509,金属彩光系列,6,54,18.9,2024-10,中,0.41
CUST0056,潜在,FWD6007,超白系列,7,213,23.3,2025-02,中,0.83
CUST0056,潜在,FWD205M,虹彩系列,8,98,11.5,2025-04,中,0.5
CUST0056,潜在,FWDV150B,玻璃包银系列,9,229,8.5,2025-08,低,0.63
CUST0057,潜在,FWD300,金色系列,1,358,11.1,2025-08,低,0.72
CUST0057,潜在,FWD509,金属彩光系列,2,432,4.9,2025-06,高,0.44
CUST0057,潜在,FWD6235,水晶系列,3,480,18.7,2025-06,中,0.82
CUST0057,潜在,FWD6006,超白系列,4,145,4.6,2025-08,低,0.4
CUST0057,潜在,FWDD27M,钻石系列,5,365,23.7,2025-04,高,0.34
CUST0057,潜在,FWD520,金属彩光系列,6,37,22.7,2025-07,高,0.82
CUST0058,潜在,FWD532,金属彩光系列,1,460,5.1,2025-09,高,0.48
CUST0058,潜在,FWD163,银白系列,2,10,21.1,2025-04,高,0.31
CUST0058,潜在,FWD3302,金色系列,3,421,11.7,2025-06,高,0.61
CUST0058,潜在,FWD405B,着色系列,4,242,2.5,2024-11,中,0.77
CUST0059,大客户,BHC9232MGH,化妆品系列,1,428,15.8,2024-11,中,0.37
CUST0059,大客户,BHC9326BM ,玻璃变色龙,2,81,13.3,2025-09,高,0.89
CUST0059,大客户,FWD330,金色系列,3,368,8.4,2025-04,中,0.33
CUST0059,大客户,FWD491,着色系列,4,203,3.1,2025-06,低,0.32
CUST0059,大客户,FWD600,其他,5,438,18.8,2025-11,高,0.68
CUST0061,普通,FWD6883,水晶系列,1,222,23.2,2024-10,中,0.31
CUST0061,普通,FWD7322,其他,2,380,9.3,2025-03,低,0.92
CUST0061,普通,FWD151WR,耐候系列,3,257,16.0,2024-10,低,0.82
CUST0061,普通,FWD6840,水晶系列,4,350,7.3,2025-02,中,0.67
CUST0062,大客户,FWD6500,水晶系列,1,472,10.5,2025-07,高,0.68
CUST0062,大客户,FWD302,金色系列,2,158,19.5,2025-02,低,0.79
CUST0062,大客户,FWD400B,着色系列,3,493,15.9,2025-03,中,0.34
CUST0062,大客户,FWD4002,着色系列,4,63,11.5,2025-04,中,0.64
CUST0062,大客户,FWD6303,水晶系列,5,417,12.6,2024-10,低,0.69
CUST0062,大客户,FWD308,金色系列,6,130,10.4,2025-06,低,0.5
CUST0062,大客户,FWD5519WR,耐候系列,7,441,9.1,2025-03,低,0.9
CUST0062,大客户,FWD119,银白系列,8,261,12.1,2025-02,高,0.55
CUST0062,大客户,FWD123,银白系列,9,72,20.2,2025-11,高,0.49
CUST0062,大客户,FWD508WR,耐候系列,10,447,19.0,2025-01,高,0.73
CUST0063,潜在,FWD7365,其他,1,347,10.6,2025-03,中,0.66
CUST0063,潜在,FWD306WR,耐候系列,2,388,10.2,2025-07,高,0.32
CUST0063,潜在,FWD221,虹彩系列,3,290,22.6,2025-07,中,0.43
CUST0063,潜在,FWD353,金色系列,4,307,14.4,2025-10,高,0.58
CUST0064,潜在,FWDV080B,玻璃包银系列,1,33,4.1,2025-01,中,0.91
CUST0064,潜在,FWDD21M,钻石系列,2,120,11.4,2025-07,中,0.81
CUST0064,潜在,FWD5516,金属彩光系列,3,174,5.8,2024-12,低,0.85
CUST0064,潜在,FWD205WR,耐候系列,4,203,21.9,2025-05,高,0.83
CUST0064,潜在,FWD123T,银白系列,5,356,2.0,2025-02,高,0.48
CUST0064,潜在,FWD6501,水晶系列,6,235,17.3,2025-06,中,0.64
CUST0064,潜在,BHC9338GR,玻璃变色龙,7,224,5.1,2025-01,中,0.89
CUST0064,潜在,FWDD29M,钻石系列,8,320,1.3,2025-04,高,0.88
CUST0064,潜在,FWD6300T,水晶系列,9,418,4.2,2025-05,低,0.32
CUST0064,潜在,FWD6810,水晶系列,10,321,4.9,2025-08,高,0.91
CUST0064,潜在,FWD552,金属彩光系列,11,484,7.5,2025-02,低,0.77
CUST0064,潜在,FWDD10M,钻石系列,12,247,19.8,2025-02,中,0.9
CUST0065,大客户,FWD6885,水晶系列,1,158,16.3,2024-10,高,0.9
CUST0065,大客户,FWD100,银白系列,2,21,14.9,2025-05,高,0.93
CUST0065,大客户,FWD6002T,超白系列,3,368,4.2,2024-10,中,0.5
CUST0065,大客户,FWD429,着色系列,4,450,12.0,2025-09,中,0.68
CUST0065,大客户,FWD8205WR,耐候系列,5,400,11.1,2024-12,高,0.88
CUST0065,大客户,FWD101WR,耐候系列,6,305,5.9,2025-08,高,0.76
CUST0065,大客户,FWD6500,水晶系列,7,221,6.7,2025-07,低,0.59
CUST0065,大客户,FWDV095B,玻璃包银系列,8,309,20.2,2025-06,低,0.35
CUST0066,大客户,FWD5892,钻石系列,1,144,16.8,2025-05,低,0.89
CUST0066,大客户,FWD152WR,耐候系列,2,120,17.3,2025-11,高,0.9
CUST0066,大客户,FWD5894,钻石系列,3,400,19.0,2025-09,低,0.76
CUST0066,大客户,FWD509,金属彩光系列,4,84,2.6,2025-04,高,0.86
CUST0067,大客户,FWD6504,水晶系列,1,365,21.7,2024-11,低,0.89
CUST0067,大客户,FWD235,虹彩系列,2,85,3.5,2025-08,高,0.49
CUST0067,大客户,FWDD21X,钻石系列,3,385,12.1,2025-09,低,0.35
CUST0067,大客户,FWD502,金属彩光系列,4,278,16.8,2025-02,高,0.5
CUST0067,大客户,FWD351WR,耐候系列,5,269,21.5,2025-09,低,0.36
CUST0067,大客户,BHC9275BOH,化妆品系列,6,136,19.1,2025-11,高,0.49
CUST0067,大客户,FWD502WR,耐候系列,7,418,16.8,2025-07,中,0.61
CUST0067,大客户,FWD301,金色系列,8,115,12.9,2025-06,低,0.42
CUST0067,大客户,FWD103,银白系列,9,92,16.3,2025-06,低,0.62
CUST0067,大客户,FWD504,金属彩光系列,10,468,6.5,2025-05,高,0.7
CUST0067,大客户,FWD3302,金色系列,11,327,5.0,2025-01,低,0.44
CUST0067,大客户,FWDD28X,钻石系列,12,187,20.4,2024-12,低,0.68
CUST0068,潜在,FWDV040,玻璃包银系列,1,137,8.6,2025-04,低,0.32
CUST0068,潜在,FWDV040B,玻璃包银系列,2,313,15.0,2025-11,低,0.74
CUST0068,潜在,FWD304,金色系列,3,186,13.1,2025-02,低,0.57
CUST0069,潜在,FWDD21X,钻石系列,1,122,1.7,2025-07,高,0.34
CUST0069,潜在,FWD300WR,耐候系列,2,470,8.3,2024-10,中,0.43
CUST0069,潜在,FWD205,虹彩系列,3,158,3.7,2025-08,低,0.57
CUST0069,潜在,FWD7322,其他,4,92,5.0,2025-10,低,0.77
CUST0069,潜在,FWD6006,超白系列,5,467,18.2,2024-10,中,0.5
CUST0069,潜在,FWD289,虹彩系列,6,302,5.8,2025-11,中,0.51
CUST0069,潜在,FWD421,着色系列,7,368,18.3,2025-05,高,0.6
CUST0069,潜在,FWDV150,玻璃包银系列,8,301,18.8,2025-10,低,0.44
CUST0069,潜在,FWD5870B,钻石系列,9,366,1.1,2025-04,低,0.56
CUST0070,普通,FWD6502A,水晶系列,1,196,2.2,2024-10,低,0.77
CUST0070,普通,FWD304,金色系列,2,73,12.8,2025-02,中,0.38
CUST0070,普通,FWD235,虹彩系列,3,58,15.6,2025-11,中,0.37
CUST0070,普通,FWDV150B,玻璃包银系列,4,207,8.8,2025-09,高,0.38
CUST0071,大客户,FWD522WR,耐候系列,1,499,2.8,2025-06,高,0.35
CUST0071,大客户,FWD151,银白系列,2,358,4.0,2024-11,高,0.47
CUST0071,大客户,FWD205WR,耐候系列,3,367,1.1,2024-10,中,0.79
CUST0071,大客户,FWD3504,金属彩光系列,4,448,22.5,2025-01,高,0.44
CUST0071,大客户,BHC9230YBH,化妆品系列,5,417,10.2,2025-07,高,0.55
CUST0071,大客户,BHC9234BOH,化妆品系列,6,12,9.8,2025-02,低,0.52
CUST0071,大客户,FWD503,金属彩光系列,7,261,22.7,2025-08,低,0.67
CUST0072,普通,FWD6881,水晶系列,1,344,2.7,2025-06,低,0.87
CUST0072,普通,FWD6300T,水晶系列,2,187,1.1,2024-10,低,0.51
CUST0072,普通,FWDD29M,钻石系列,3,374,13.9,2024-11,高,0.38
CUST0072,普通,FWD6303,水晶系列,4,391,8.2,2025-03,中,0.92
CUST0072,普通,FWD502WR,耐候系列,5,82,19.9,2025-02,高,0.46
CUST0073,大客户,FWD302WR,耐候系列,1,213,14.7,2025-09,高,0.67
CUST0073,大客户,BHC89235G,着色变色龙,2,196,22.8,2024-11,中,0.71
CUST0073,大客户,FWDV040,玻璃包银系列,3,252,11.4,2025-10,中,0.63
CUST0073,大客户,BHC9235BVH,化妆品系列,4,198,9.3,2025-08,中,0.77
CUST0073,大客户,FWD901KSW,耐候系列,5,326,5.8,2025-04,高,0.62
CUST0073,大客户,FWD6205,水晶系列,6,220,7.3,2025-01,中,0.56
CUST0073,大客户,FWD5518WR,耐候系列,7,247,22.2,2024-11,高,0.52
CUST0074,普通,BHC9323PG,玻璃变色龙,1,467,5.5,2025-09,高,0.64
CUST0074,普通,FWD259,虹彩系列,2,476,6.6,2025-02,中,0.37
CUST0074,普通,FWD151WR,耐候系列,3,372,5.7,2025-07,高,0.32
CUST0074,普通,FWD306WR,耐候系列,4,313,4.9,2025-07,中,0.91
CUST0074,普通,FWD403,着色系列,5,40,20.1,2025-09,高,0.57
CUST0074,普通,BHC9225BMTH,化妆品系列,6,322,16.3,2025-03,低,0.43
CUST0074,普通,FWD510,金属彩光系列,7,118,17.4,2025-06,低,0.63
CUST0074,普通,FWD407,着色系列,8,90,4.0,2025-05,高,0.55
CUST0074,普通,FWD419B,着色系列,9,381,16.6,2025-10,高,0.88
CUST0075,潜在,FWD306,金色系列,1,436,8.0,2025-08,中,0.58
CUST0075,潜在,FWD219WR,耐候系列,2,272,9.0,2025-11,高,0.38
CUST0075,潜在,FWD6005,超白系列,3,242,15.5,2024-11,中,0.69
CUST0075,潜在,FWD418B,着色系列,4,247,6.9,2025-10,中,0.59
CUST0075,潜在,FWD5891,钻石系列,5,116,2.5,2025-04,低,0.69
CUST0075,潜在,FWD6003TWR,耐候系列,6,69,4.6,2025-01,低,0.72
CUST0075,潜在,FWDV040B,玻璃包银系列,7,261,5.2,2024-12,中,0.67
CUST0075,潜在,FWD5872C,钻石系列,8,261,23.4,2025-07,低,0.34
CUST0075,潜在,FWD6224,水晶系列,9,420,20.7,2025-11,低,0.54
CUST0077,大客户,FWD535,金属彩光系列,1,230,3.9,2025-01,低,0.6
CUST0077,大客户,FWD215WR,耐候系列,2,217,22.4,2024-10,低,0.92
CUST0077,大客户,FWD362,金色系列,3,351,16.7,2025-10,低,0.31
CUST0077,大客户,FWDD25L,钻石系列,4,297,6.3,2025-04,低,0.9
CUST0077,大客户,FWD534WR,耐候系列,5,75,4.0,2024-12,低,0.63
CUST0077,大客户,FWD103,银白系列,6,324,14.9,2025-01,低,0.59
CUST0077,大客户,FWD303WR,耐候系列,7,385,23.5,2025-08,中,0.71
CUST0078,大客户,FWD403,着色系列,1,109,9.6,2025-10,低,0.51
CUST0078,大客户,FWD3112,金色系列,2,24,18.4,2025-02,高,0.35
CUST0078,大客户,FWD6504T,水晶系列,3,156,18.2,2025-10,中,0.71
CUST0078,大客户,FWD6002,超白系列,4,435,7.2,2025-05,中,0.92
CUST0078,大客户,FWDV060B,玻璃包银系列,5,203,6.8,2025-11,中,0.61
CUST0078,大客户,FWD307,金色系列,6,131,19.1,2025-11,中,0.85
CUST0079,大客户,FWD3302,金色系列,1,280,3.1,2025-05,高,0.83
CUST0079,大客户,FWD5516,金属彩光系列,2,303,11.7,2025-03,中,0.48
CUST0079,大客户,FWDV040B,玻璃包银系列,3,296,5.9,2025-11,高,0.44
CUST0079,大客户,FWD6003T,超白系列,4,216,12.8,2024-11,高,0.93
CUST0079,大客户,FWDD29L,钻石系列,5,369,10.9,2025-09,低,0.34
CUST0079,大客户,FWD7351,其他,6,199,6.4,2024-10,中,0.88
CUST0079,大客户,FWD103,银白系列,7,398,19.1,2024-12,低,0.58
CUST0080,普通,FWD424,着色系列,1,99,21.8,2025-11,高,0.71
CUST0080,普通,FWDV080,玻璃包银系列,2,467,20.0,2025-02,高,0.31
CUST0080,普通,BHC89233BR,着色变色龙,3,176,8.5,2025-05,低,0.93
CUST0080,普通,FWD6009,超白系列,4,29,19.1,2025-10,高,0.67
CUST0080,普通,FWD403,着色系列,5,420,19.2,2024-11,低,0.67
CUST0080,普通,FWD6001,超白系列,6,499,2.3,2025-02,高,0.38
CUST0080,普通,BHC5518,化妆品系列,7,139,2.2,2025-09,高,0.58
CUST0080,普通,FWD6002,超白系列,8,264,16.6,2024-11,高,0.79
CUST0080,普通,FWDD10Y,钻石系列,9,422,10.4,2025-04,低,0.41
CUST0080,普通,FWD6219,水晶系列,10,280,3.8,2025-05,高,0.53
CUST0081,大客户,FWD504WR,耐候系列,1,253,21.6,2025-10,中,0.9
CUST0081,大客户,FWD534WR,耐候系列,2,297,21.9,2025-01,低,0.95
CUST0081,大客户,BHC9320YB,玻璃变色龙,3,320,7.9,2024-11,高,0.88
CUST0082,普通,FWD5870B,钻石系列,1,346,12.3,2025-07,中,0.77
CUST0082,普通,FWD3500,金属彩光系列,2,129,5.0,2025-03,低,0.74
CUST0082,普通,FWD416,着色系列,3,377,17.5,2025-08,高,0.58
CUST0082,普通,FWD7322,其他,4,97,14.0,2024-11,高,0.52
CUST0082,普通,FWD163,银白系列,5,411,22.4,2025-05,低,0.84
CUST0082,普通,FWD6001,超白系列,6,27,21.2,2025-11,低,0.53
CUST0083,大客户,FWD6504A,水晶系列,1,253,15.2,2025-02,低,0.7
CUST0083,大客户,FWD506,金属彩光系列,2,202,18.8,2025-09,高,0.87
CUST0083,大客户,FWD323,金色系列,3,19,18.1,2025-10,中,0.44
CUST0083,大客户,FWD600,其他,4,500,21.1,2025-08,中,0.61
CUST0083,大客户,FWDD28X,钻石系列,5,308,20.5,2024-11,中,0.45
CUST0084,普通,FWD299,虹彩系列,1,54,1.4,2024-11,低,0.92
CUST0084,普通,FWDD10L,钻石系列,2,492,19.0,2025-07,低,0.53
CUST0084,普通,FWD5871C,钻石系列,3,39,5.4,2025-03,高,0.7
CUST0084,普通,FWD520,金属彩光系列,4,55,12.7,2025-07,低,0.75
CUST0085,普通,FWDD10L,钻石系列,1,207,18.9,2025-01,高,0.71
CUST0085,普通,FWD111M,银白系列,2,319,12.0,2025-03,中,0.47
CUST0085,普通,FWD111,银白系列,3,33,11.6,2025-11,低,0.91
CUST0085,普通,FWD323,金色系列,4,274,13.3,2025-04,低,0.49
CUST0085,普通,FWDD29M,钻石系列,5,481,9.3,2025-07,高,0.39
CUST0085,普通,FWD6504T,水晶系列,6,165,22.5,2025-11,高,0.87
CUST0086,大客户,BHC9225BMTH,化妆品系列,1,170,14.6,2025-01,低,0.86
CUST0086,大客户,FWD215WR,耐候系列,2,57,8.2,2024-10,中,0.85
CUST0086,大客户,FWD5872A,钻石系列,3,365,4.4,2024-11,低,0.73
CUST0086,大客户,FWD300WR,耐候系列,4,67,5.7,2025-05,中,0.69
CUST0086,大客户,BHC89233BR,着色变色龙,5,10,17.0,2025-10,低,0.8
CUST0087,普通,FWD6810,水晶系列,1,13,3.3,2025-01,中,0.67
CUST0087,普通,BHC9326BM ,玻璃变色龙,2,450,12.8,2025-04,高,0.55
CUST0087,普通,FWD205,虹彩系列,3,475,5.1,2024-10,低,0.34
CUST0088,潜在,FWD221,虹彩系列,1,67,11.4,2024-12,中,0.36
CUST0088,潜在,FWD211WR,耐候系列,2,60,4.2,2024-11,高,0.4
CUST0088,潜在,FWD6300T,水晶系列,3,231,14.6,2025-06,高,0.78
CUST0088,潜在,FWDV580,玻璃包银系列,4,271,1.7,2025-08,低,0.85
CUST0088,潜在,BHC9323PG,玻璃变色龙,5,456,13.6,2024-12,高,0.55
CUST0088,潜在,BHC9337GP,玻璃变色龙,6,155,2.5,2025-11,高,0.39
CUST0089,潜在,FWD151,银白系列,1,484,21.4,2025-05,高,0.58
CUST0089,潜在,FWD153,银白系列,2,239,10.0,2025-07,高,0.82
CUST0089,潜在,FWD320,金色系列,3,242,9.8,2025-04,高,0.63
CUST0089,潜在,FWD6820,水晶系列,4,319,9.5,2025-06,低,0.33
CUST0089,潜在,FWD123T,银白系列,5,258,23.3,2025-11,中,0.47
CUST0089,潜在,FWD6882,水晶系列,6,463,14.4,2025-07,高,0.78
CUST0089,潜在,BHC89234BG,着色变色龙,7,227,15.5,2025-04,低,0.31
CUST0089,潜在,FWD6504A,水晶系列,8,22,11.5,2025-11,高,0.84
CUST0089,潜在,FWDV015,玻璃包银系列,9,147,22.9,2024-10,低,0.9
CUST0090,大客户,FWD6002,超白系列,1,34,6.8,2025-02,高,0.91
CUST0090,大客户,FWD435B,着色系列,2,489,4.7,2024-11,中,0.36
CUST0090,大客户,FWD600,其他,3,360,8.5,2025-03,中,0.89
CUST0090,大客户,FWDV060,玻璃包银系列,4,263,22.2,2025-01,低,0.95
CUST0090,大客户,FWD330,金色系列,5,266,15.1,2024-11,高,0.37
CUST0091,潜在,FWD217,虹彩系列,1,45,11.6,2025-03,中,0.72
CUST0091,潜在,FWD123TS,银白系列,2,444,1.1,2025-01,高,0.59
CUST0091,潜在,FWD303,金色系列,3,304,22.8,2025-11,高,0.41
CUST0091,潜在,BHC9225BMTH,化妆品系列,4,473,21.3,2025-08,低,0.67
CUST0091,潜在,FWD6219,水晶系列,5,67,20.2,2025-08,中,0.41
CUST0091,潜在,FWD306,金色系列,6,141,18.3,2025-02,中,0.71
CUST0091,潜在,FWD223,虹彩系列,7,169,9.8,2024-10,高,0.46
CUST0091,潜在,FWD6502A,水晶系列,8,43,4.5,2024-12,低,0.84
CUST0091,潜在,FWDD29M,钻石系列,9,195,7.6,2025-06,低,0.88
CUST0092,潜在,FWDV580,玻璃包银系列,1,409,3.0,2025-04,低,0.72
CUST0092,潜在,FWD122,银白系列,2,369,5.6,2024-11,中,0.84
CUST0092,潜在,FWD308,金色系列,3,378,16.3,2025-01,高,0.38
CUST0093,普通,FWD111M,银白系列,1,44,5.5,2025-06,中,0.95
CUST0093,普通,BHC9321RY,玻璃变色龙,2,53,20.9,2025-02,中,0.51
CUST0093,普通,FWD500,金属彩光系列,3,337,4.2,2025-10,高,0.83
CUST0093,普通,FWD259,虹彩系列,4,188,15.7,2024-12,中,0.9
CUST0093,普通,FWD6830,水晶系列,5,348,15.1,2025-02,低,0.47
CUST0093,普通,FWD205,虹彩系列,6,157,1.5,2024-11,高,0.88
CUST0093,普通,FWD5892,钻石系列,7,172,19.6,2024-12,高,0.94
CUST0094,大客户,FWD101,银白系列,1,326,13.2,2025-02,低,0.84
CUST0094,大客户,FWDD25L,钻石系列,2,163,1.1,2024-12,高,0.54
CUST0094,大客户,FWD111,银白系列,3,288,5.9,2025-03,高,0.61
CUST0094,大客户,FWD6501,水晶系列,4,440,20.9,2025-01,中,0.6
CUST0094,大客户,FWDD23X,钻石系列,5,152,16.6,2025-08,低,0.35
CUST0094,大客户,FWD425,着色系列,6,263,1.5,2024-10,中,0.86
CUST0094,大客户,FWD5870C,钻石系列,7,200,1.6,2025-11,中,0.53
CUST0094,大客户,FWDV155,玻璃包银系列,8,404,10.0,2025-07,低,0.93
CUST0095,潜在,FWD205,虹彩系列,1,407,20.0,2025-02,高,0.49
CUST0095,潜在,FWD302WR,耐候系列,2,230,18.3,2025-11,高,0.6
CUST0095,潜在,FWD600,其他,3,140,21.0,2025-04,低,0.38
CUST0095,潜在,FWD6500,水晶系列,4,40,5.4,2025-06,中,0.54
CUST0096,普通,FWD416,着色系列,1,92,2.9,2025-07,中,0.56
CUST0096,普通,FWD259,虹彩系列,2,481,21.1,2025-01,中,0.89
CUST0096,普通,FWD8503WR,耐候系列,3,144,4.8,2024-11,中,0.83
CUST0096,普通,FWD525,金属彩光系列,4,315,6.7,2025-07,低,0.86
CUST0096,普通,FWD6002,超白系列,5,285,6.0,2025-10,低,0.67
CUST0096,普通,FWD502WR,耐候系列,6,278,10.3,2025-10,中,0.54
CUST0096,普通,FWDD10L,钻石系列,7,440,12.6,2024-10,高,0.63
CUST0096,普通,FWD205,虹彩系列,8,106,21.7,2024-11,中,0.75
CUST0096,普通,FWD6002AWR,耐候系列,9,489,3.0,2025-07,高,0.66
CUST0096,普通,BHC9327GP,玻璃变色龙,10,434,20.9,2025-06,高,0.57
CUST0096,普通,FWD323,金色系列,11,93,21.6,2024-10,中,0.67
CUST0096,普通,FWD301,金色系列,12,285,9.4,2025-07,低,0.66
CUST0097,大客户,FWD5894,钻石系列,1,138,19.5,2024-10,中,0.39
CUST0097,大客户,FWD152WR,耐候系列,2,136,17.8,2024-12,高,0.7
CUST0097,大客户,FWD307,金色系列,3,67,5.3,2024-12,低,0.58
CUST0097,大客户,FWD502,金属彩光系列,4,304,9.4,2025-06,高,0.32
CUST0097,大客户,FWD6840,水晶系列,5,430,20.9,2025-11,低,0.77
CUST0097,大客户,FWD223WR,耐候系列,6,347,18.5,2025-08,低,0.95
CUST0097,大客户,FWDD23L,钻石系列,7,473,7.2,2025-11,中,0.55
CUST0097,大客户,BHC9225BMTH,化妆品系列,8,458,4.0,2025-02,高,0.9
CUST0097,大客户,FWDV080B,玻璃包银系列,9,46,8.9,2025-07,低,0.53
CUST0097,大客户,FWD5893,钻石系列,10,21,1.7,2025-09,高,0.8
CUST0098,潜在,BHC9320YB,玻璃变色龙,1,497,11.6,2025-11,低,0.79
CUST0098,潜在,BHC89235G,着色变色龙,2,316,17.4,2024-12,中,0.57
CUST0098,潜在,FWD5892,钻石系列,3,273,23.3,2024-12,高,0.87
CUST0098,潜在,FWD5893,钻石系列,4,169,19.2,2025-02,高,0.61
CUST0098,潜在,FWD504,金属彩光系列,5,255,16.3,2025-10,低,0.8
CUST0098,潜在,FWDD10M,钻石系列,6,114,11.7,2025-09,中,0.75
CUST0098,潜在,FWDD29X,钻石系列,7,368,13.8,2025-03,中,0.77
CUST0098,潜在,FWDV150B,玻璃包银系列,8,467,17.7,2025-09,低,0.49
CUST0098,潜在,FWD219,虹彩系列,9,350,7.3,2025-02,高,0.54
CUST0099,普通,FWD600,其他,1,25,14.8,2025-07,高,0.53
CUST0099,普通,FWD6002AWR,耐候系列,2,143,3.0,2025-02,高,0.84
CUST0099,普通,FWD231WR,耐候系列,3,491,2.9,2025-09,中,0.71
CUST0099,普通,FWD111M,银白系列,4,257,9.0,2025-06,中,0.76
CUST0099,普通,FWD5873A,钻石系列,5,270,23.7,2025-11,高,0.89
CUST0099,普通,FWD2205G,虹彩系列,6,126,11.8,2025-10,中,0.79
CUST0100,普通,FWD6683T,磁性珠光,1,493,17.9,2025-06,低,0.89
CUST0100,普通,FWDV040,玻璃包银系列,2,393,23.4,2024-11,中,0.51
CUST0100,普通,FWD320,金色系列,3,320,15.5,2024-10,低,0.69
CUST0100,普通,FWD5890,钻石系列,4,178,20.3,2025-06,中,0.95
CUST0100,普通,FWDD23L,钻石系列,5,334,12.5,2025-02,中,0.37
CUST0100,普通,FWD6007,超白系列,6,108,14.8,2025-01,低,0.65
CUST0101,潜在,FWDD25M,钻石系列,1,224,7.9,2025-09,高,0.48
CUST0101,潜在,FWD323,金色系列,2,178,11.3,2025-02,中,0.38
CUST0101,潜在,FWD5893,钻石系列,3,250,16.9,2025-02,低,0.95
CUST0101,潜在,BHC9225BMTH,化妆品系列,4,283,12.2,2025-04,低,0.75
CUST0101,潜在,FWDV040,玻璃包银系列,5,489,19.8,2025-09,低,0.76
CUST0101,潜在,FWD6502,水晶系列,6,310,11.7,2025-09,低,0.63
CUST0101,潜在,FWD5870B,钻石系列,7,420,10.1,2025-04,低,0.68
CUST0101,潜在,FWDD21L,钻石系列,8,253,16.4,2024-11,低,0.41
CUST0101,潜在,FWDD25L,钻石系列,9,355,8.8,2025-04,高,0.71
CUST0101,潜在,FWD430,着色系列,10,452,2.9,2025-10,低,0.7
CUST0102,普通,FWD520,金属彩光系列,1,323,16.8,2025-05,中,0.66
CUST0102,普通,FWD355,金色系列,2,292,22.4,2024-12,高,0.49
CUST0102,普通,FWD6500,水晶系列,3,28,10.0,2025-04,中,0.42
CUST0102,普通,FWD525,金属彩光系列,4,398,16.4,2025-11,中,0.66
CUST0102,普通,FWD7322,其他,5,442,18.8,2025-02,高,0.33
CUST0102,普通,FWD6005T,超白系列,6,33,19.8,2025-11,中,0.71
CUST0102,普通,FWD410,着色系列,7,384,9.2,2025-11,高,0.38
CUST0102,普通,FWD362,金色系列,8,448,5.6,2025-06,中,0.66
CUST0102,普通,FWD525WR,耐候系列,9,21,19.5,2025-07,高,0.38
CUST0103,普通,FWD249,虹彩系列,1,22,14.4,2025-04,高,0.59
CUST0103,普通,FWD4002,着色系列,2,458,13.9,2024-10,低,0.34
CUST0103,普通,FWD424,着色系列,3,360,15.0,2025-01,高,0.37
CUST0103,普通,FWD7365,其他,4,203,18.4,2025-03,高,0.43
