month,warehouse,op_type,sku,qty,weight_kg,operator,duration_min,error_flag
2025-09,上海仓,退货入库,FWD231WR,1804,18.04,仓管-04,96,False
2025-09,上海仓,盘点,FWD6602E,1797,17.97,仓管-03,86,False
2025-09,上海仓,退货入库,FWD6006,2615,26.15,仓管-03,115,False
2025-09,上海仓,出库,FWD5870C,1271,25.42,仓管-04,103,False
2025-09,上海仓,移库,FWD5891,570,0.0,仓管-01,109,False
2025-09,上海仓,报废,FWD6601,3864,77.28,仓管-03,28,False
2025-09,上海仓,盘点,FWD211WR,220,2.2,仓管-04,62,False
2025-09,上海仓,报废,FWD221,2209,44.18,仓管-02,55,False
2025-09,上海仓,报废,BHC89230GY,3660,73.2,仓管-01,23,False
2025-09,上海仓,入库,FWD530,4524,45.24,仓管-01,64,False
2025-09,上海仓,入库,FWD306,3836,76.72,仓管-02,91,False
2025-09,上海仓,移库,FWDD29X,4236,42.36,仓管-02,50,False
2025-09,上海仓,入库,FWD6882,2292,45.84,仓管-04,6,False
2025-10,上海仓,出库,FWD6884,2378,23.78,仓管-01,86,False
2025-10,上海仓,出库,FWD402,653,6.53,仓管-01,120,False
2025-10,上海仓,出库,FWD152,3861,0.0,仓管-02,76,False
2025-10,上海仓,退货入库,FWD323,100,2.0,仓管-03,40,False
2025-10,上海仓,移库,FWD5872A,3603,36.03,仓管-04,114,False
2025-10,上海仓,报废,FWD500,120,1.2,仓管-04,47,False
2025-10,上海仓,盘点,FWDV095B,1582,31.64,仓管-02,17,False
2025-10,上海仓,报废,FWD219,4380,43.8,仓管-03,83,False
2025-10,上海仓,移库,BHC9338GR,812,0.0,仓管-03,31,False
2025-10,上海仓,移库,FWDV080,2291,0.0,仓管-04,112,False
2025-10,上海仓,出库,FWD6840,938,9.38,仓管-02,45,False
2025-10,上海仓,报废,FWD600,3511,35.11,仓管-02,55,False
2025-10,上海仓,出库,FWDV155,2807,28.07,仓管-01,12,False
2025-10,上海仓,出库,HC010AS,3687,73.74,仓管-02,52,False
2025-10,上海仓,入库,FWD5890,79,0.0,仓管-03,111,False
2025-10,上海仓,退货入库,FWDV080B,2383,23.83,仓管-03,83,False
2025-10,上海仓,出库,FWDV150,3806,0.0,仓管-03,10,False
2025-10,上海仓,报废,FWD111MT,1115,0.0,仓管-03,47,False
2025-10,上海仓,移库,FWD8503WR,1189,0.0,仓管-01,40,False
2025-10,上海仓,报废,FWD6884,4130,82.6,仓管-02,17,False
2025-10,上海仓,盘点,FWDV060,1924,0.0,仓管-03,57,False
2025-10,上海仓,报废,FWD6224,4637,0.0,仓管-01,16,False
2025-10,上海仓,报废,BHC9321RY,3735,37.35,仓管-01,56,False
2025-10,上海仓,移库,FWD111,3012,60.24,仓管-02,14,False
2025-10,上海仓,报废,FWD4002,2166,43.32,仓管-04,45,False
2025-10,上海仓,报废,FWD505,1303,13.03,仓管-03,47,False
2025-10,上海仓,退货入库,FWD201WR,2830,56.6,仓管-04,87,False
2025-10,上海仓,入库,FWD221WR,906,18.12,仓管-03,113,False
2025-10,上海仓,入库,FWD325,1998,19.98,仓管-04,99,False
2025-10,上海仓,移库,FWD4012,2230,0.0,仓管-04,45,False
2025-10,上海仓,盘点,FWD307,995,9.95,仓管-01,98,False
2025-10,上海仓,入库,FWD299,373,3.73,仓管-02,113,False
2025-10,上海仓,退货入库,FWD323M,2646,0.0,仓管-02,84,False
2025-10,上海仓,入库,FWD307,2243,22.43,仓管-04,97,False
2025-10,上海仓,盘点,FWD6163,1841,18.41,仓管-01,56,False
2025-10,上海仓,移库,BHC9225BMTH,2701,27.01,仓管-01,59,False
2025-10,上海仓,报废,BHC9234BOH,3352,33.52,仓管-03,88,False
2025-10,上海仓,盘点,BHC9237GRH,1101,11.01,仓管-01,60,False
2025-10,上海仓,退货入库,FWD6006,1342,13.42,仓管-01,15,False
2025-10,上海仓,报废,FWD6005T,118,2.36,仓管-03,108,False
2025-10,上海仓,移库,FWDV060,3793,37.93,仓管-04,112,False
2025-10,上海仓,盘点,FWD223,225,0.0,仓管-01,79,False
2025-10,上海仓,移库,FWD552,1636,32.72,仓管-04,64,False
2025-10,上海仓,退货入库,FWD7331,2020,0.0,仓管-04,88,False
2025-10,上海仓,退货入库,FWD6840,1885,18.85,仓管-02,16,False
2025-10,上海仓,移库,FWD534WR,4881,48.81,仓管-02,106,False
2025-10,上海仓,移库,FWDV080B,833,16.66,仓管-03,97,False
2025-10,上海仓,退货入库,FWD6601A,4192,41.92,仓管-03,47,False
2025-10,上海仓,退货入库,FWD103TWR,272,2.72,仓管-02,76,False
2025-10,上海仓,入库,FWD5870D,1805,18.05,仓管-03,94,False
2025-10,上海仓,报废,BHC89235G,4740,0.0,仓管-01,76,False
2025-10,上海仓,盘点,FWD7352,4576,45.76,仓管-04,120,False
2025-10,上海仓,报废,FWD299,1025,10.25,仓管-01,96,False
2025-10,上海仓,退货入库,BHC9233POH,2494,24.94,仓管-04,95,True
2025-10,上海仓,入库,FWDD27M,2126,21.26,仓管-04,119,False
2025-10,上海仓,入库,FWDV060B,589,11.78,仓管-02,5,False
2025-10,上海仓,报废,FWD305,2952,29.52,仓管-04,45,False
2025-10,上海仓,出库,FWD5894,3431,0.0,仓管-01,102,False
2025-10,上海仓,移库,FWD320,2667,26.67,仓管-01,22,False
2025-10,上海仓,报废,FWD500WR,3921,78.42,仓管-04,79,False
2025-10,上海仓,移库,FWDD25L,2141,42.82,仓管-02,57,False
2025-10,上海仓,盘点,FWD6850,783,0.0,仓管-01,84,False
2025-10,上海仓,盘点,FWD5892,4195,83.9,仓管-02,114,False
2025-10,上海仓,盘点,FWD6602E,4280,42.8,仓管-03,97,False
2025-10,上海仓,盘点,FWD6007,2876,28.76,仓管-02,64,False
2025-10,上海仓,出库,FWD111WR,1335,13.35,仓管-04,77,False
2025-10,上海仓,退货入库,FWD7322,2856,57.12,仓管-03,117,False
2025-10,上海仓,退货入库,FWD6504,4517,90.34,仓管-01,67,False
2025-10,上海仓,出库,FWD6504,2741,27.41,仓管-02,64,False
2025-10,上海仓,移库,FWDV150,1582,15.82,仓管-04,52,False
2025-10,上海仓,入库,FWD330,2943,58.86,仓管-04,38,False
2025-10,上海仓,移库,FWD305,2588,25.88,仓管-02,76,False
2025-10,上海仓,退货入库,FWD224,2579,51.58,仓管-03,74,False
2025-10,上海仓,盘点,HC010AS,3170,31.7,仓管-01,37,False
2025-10,上海仓,盘点,FWD221WR,3381,0.0,仓管-03,52,False
2025-10,上海仓,出库,FWDD10A,2351,23.51,仓管-03,8,False
2025-10,上海仓,移库,FWD301,2135,21.35,仓管-04,48,False
2025-10,上海仓,盘点,FWD219WR,81,0.0,仓管-03,85,False
2025-11,上海仓,入库,FWD6219,747,0.0,仓管-04,43,False
2025-11,上海仓,退货入库,FWD6007,4453,0.0,仓管-03,74,False
2025-11,上海仓,退货入库,HM010AS,1232,0.0,仓管-01,67,False
2025-11,上海仓,退货入库,FWD205A,4888,48.88,仓管-02,52,False
2025-11,上海仓,退货入库,FWD425B,2262,22.62,仓管-03,32,False
2025-11,上海仓,移库,FWD430,1999,39.98,仓管-03,25,False
2025-11,上海仓,移库,FWD6003T,4904,49.04,仓管-04,47,False
2025-11,上海仓,出库,BHC9225BMTH,1815,36.3,仓管-02,99,False
2025-11,上海仓,移库,FWD351,1517,15.17,仓管-01,38,False
2025-11,上海仓,报废,FWD7322B,3436,34.36,仓管-03,44,False
2025-11,上海仓,出库,FWDV095,3840,38.4,仓管-04,120,False
2025-11,上海仓,入库,FWD534,2385,0.0,仓管-01,22,False
2025-11,上海仓,盘点,FWDD10X,4739,94.78,仓管-02,60,False
2025-11,上海仓,盘点,FWD530,3344,33.44,仓管-01,91,False
2025-11,上海仓,退货入库,FWD355,1394,13.94,仓管-02,28,False
2025-11,上海仓,盘点,FWD103TWR,1687,16.87,仓管-01,6,False
2025-11,上海仓,退货入库,FWD408,1397,13.97,仓管-04,69,False
2025-11,上海仓,入库,FWD351,4789,47.89,仓管-02,53,False
2025-11,上海仓,报废,FWD525,1448,28.96,仓管-02,53,True
2025-11,上海仓,出库,FWD6005T,2125,21.25,仓管-03,54,False
2025-11,上海仓,报废,FWD421,1232,0.0,仓管-04,90,False
2025-11,上海仓,入库,FWD6006,2304,46.08,仓管-04,109,False
2025-11,上海仓,出库,FWD402,2967,29.67,仓管-04,111,False
2025-11,上海仓,退货入库,FWD5874A,1033,0.0,仓管-02,97,False
2025-11,上海仓,退货入库,FWD5874A,2299,0.0,仓管-04,70,False
2025-11,上海仓,报废,FWD5871C,3021,30.21,仓管-01,92,False
2025-11,上海仓,出库,FWDD21M,3974,39.74,仓管-04,14,False
2025-11,上海仓,退货入库,FWD524WR,2465,24.65,仓管-02,79,False
2025-11,上海仓,报废,FWD6002T,1468,0.0,仓管-02,50,False
2025-11,上海仓,入库,FWD7365,2932,29.32,仓管-02,64,False
2025-11,上海仓,退货入库,FWD355,3663,73.26,仓管-02,104,False
2025-11,上海仓,盘点,FWD289,1318,0.0,仓管-03,53,False
2025-11,上海仓,移库,FWD6163,2631,26.31,仓管-04,115,False
2025-11,上海仓,报废,FWD103TWR,2269,22.69,仓管-03,38,False
2025-11,上海仓,出库,FWD289,1721,34.42,仓管-01,30,False
2025-11,上海仓,移库,FWD505,2786,27.86,仓管-03,98,False
2025-11,上海仓,报废,FWDD29X,939,9.39,仓管-04,70,False
2025-11,上海仓,移库,FWD330,3742,0.0,仓管-03,77,False
2025-11,上海仓,入库,FWD6005,242,0.0,仓管-03,81,False
2025-11,上海仓,退货入库,FWD405B,164,1.64,仓管-03,73,False
2025-11,上海仓,退货入库,FWD522,239,0.0,仓管-03,28,False
2025-11,上海仓,退货入库,FWD123,2530,0.0,仓管-04,116,False
2025-11,上海仓,入库,FWD505,1481,29.62,仓管-02,93,False
2025-11,上海仓,出库,FWD524WR,4495,44.95,仓管-01,41,False
2025-11,上海仓,退货入库,FWD6001,4492,0.0,仓管-02,72,False
2025-11,上海仓,入库,FWD5895,1852,18.52,仓管-02,21,False
2025-11,上海仓,盘点,FWD508,4828,96.56,仓管-02,17,False
2025-11,上海仓,出库,FWDV060,4913,49.13,仓管-03,97,False
2025-11,上海仓,入库,FWD534WR,2235,22.35,仓管-02,85,False
2025-11,上海仓,出库,FWDD23L,3119,31.19,仓管-01,53,False
2025-11,上海仓,报废,HC010AS,3794,75.88,仓管-03,105,False
2025-11,上海仓,入库,BHC89230GY,3901,39.01,仓管-02,112,False
2025-11,上海仓,入库,FWD231WR,2189,21.89,仓管-03,52,False
2025-11,上海仓,入库,FWD6009,3781,37.81,仓管-01,105,False
2025-11,上海仓,出库,FWD152WR,480,9.6,仓管-04,99,False
2025-11,上海仓,报废,FWD289,3276,32.76,仓管-01,8,False
2025-11,上海仓,盘点,FWD403,4026,80.52,仓管-02,73,False
2025-11,上海仓,报废,FWD231WR,1217,12.17,仓管-02,36,False
2025-11,上海仓,盘点,FWDD28L,665,6.65,仓管-03,9,False
2025-11,上海仓,入库,FWDD25M,4084,40.84,仓管-02,36,False
2025-11,上海仓,移库,FWD362,776,7.76,仓管-02,49,False
2025-11,上海仓,退货入库,FWD5874A,1483,0.0,仓管-04,32,False
2025-11,上海仓,盘点,FWDD27X,2189,43.78,仓管-03,99,False
2025-11,上海仓,报废,FWD221WR,1924,19.24,仓管-02,107,False
2025-11,上海仓,退货入库,FWD424,1903,19.03,仓管-02,82,False
2025-11,上海仓,入库,FWD8205WR,1181,23.62,仓管-03,82,False
2025-11,上海仓,出库,FWDD10A,2629,0.0,仓管-03,65,False
2024-10,深圳仓,出库,BHC89237BG,1298,12.98,仓管-01,79,False
2024-10,深圳仓,盘点,FWD504WR,911,9.11,仓管-04,69,False
2024-10,深圳仓,盘点,FWD163,1491,29.82,仓管-04,77,False
2024-10,深圳仓,出库,FWD491,341,3.41,仓管-04,60,False
2024-10,深圳仓,出库,FWD5873A,3091,30.91,仓管-04,72,False
2024-10,深圳仓,盘点,BHC5518,4453,0.0,仓管-02,5,False
2024-10,深圳仓,移库,FWDV095B,2130,21.3,仓管-02,115,False
2024-10,深圳仓,移库,FWD401,1778,17.78,仓管-03,31,False
2024-10,深圳仓,退货入库,FWD96107SW,1032,0.0,仓管-04,34,False
2024-10,深圳仓,报废,FWD6303,3475,69.5,仓管-02,93,False
2024-10,深圳仓,盘点,FWD5800,738,7.38,仓管-03,72,False
2024-10,深圳仓,报废,FWD308,456,0.0,仓管-03,69,False
2024-10,深圳仓,盘点,FWDD25L,743,7.43,仓管-01,101,False
2024-10,深圳仓,报废,FWD111,2251,0.0,仓管-02,10,False
2024-10,深圳仓,移库,FWD8205WR,507,10.14,仓管-04,74,False
2024-10,深圳仓,移库,FWD330,1617,0.0,仓管-02,65,False
2024-10,深圳仓,报废,FWD403,4951,49.51,仓管-04,101,False
2024-10,深圳仓,移库,FWD6602E,3788,37.88,仓管-04,25,False
2024-10,深圳仓,出库,FWDD10A,3962,39.62,仓管-04,8,False
2024-10,深圳仓,盘点,FWD7352,3123,62.46,仓管-02,61,False
2024-10,深圳仓,移库,FWD436 ,2145,42.9,仓管-04,19,False
2024-10,深圳仓,入库,FWD215WR,2276,22.76,仓管-04,42,False
2024-10,深圳仓,退货入库,FWD5870C,1744,0.0,仓管-02,33,False
2024-10,深圳仓,移库,BHC9225BMTH,2438,0.0,仓管-04,73,False
2024-10,深圳仓,出库,FWD6007,618,0.0,仓管-01,53,False
2024-10,深圳仓,移库,FWD300WR,1591,31.82,仓管-02,50,False
2024-10,深圳仓,盘点,FWD6215,4594,45.94,仓管-01,71,False
2024-10,深圳仓,盘点,FWD173,4491,44.91,仓管-01,103,False
2024-10,深圳仓,退货入库,FWD205M,492,4.92,仓管-04,13,False
2024-10,深圳仓,报废,FWD221,4903,49.03,仓管-03,63,False
2024-10,深圳仓,盘点,FWDD25X,3358,67.16,仓管-01,30,False
2024-10,深圳仓,出库,FWD6018T,415,8.3,仓管-04,36,False
2024-10,深圳仓,出库,FWD351WR,2506,25.06,仓管-01,90,False
2024-10,深圳仓,入库,FWD308,2438,24.38,仓管-01,107,False
2024-10,深圳仓,入库,FWD435,3973,39.73,仓管-02,13,False
2024-10,深圳仓,入库,FWD231WR,4008,80.16,仓管-02,120,False
2024-10,深圳仓,盘点,FWD520,1037,0.0,仓管-03,50,False
2024-10,深圳仓,退货入库,FWD6005T,2600,0.0,仓管-01,52,False
2024-10,深圳仓,退货入库,FWD6215,1267,25.34,仓管-04,119,False
2024-10,深圳仓,报废,FWD001,4860,48.6,仓管-02,84,False
2024-10,深圳仓,盘点,FWD299,4990,99.8,仓管-04,59,False
2024-10,深圳仓,报废,FWDD27M,831,8.31,仓管-01,56,False
2024-10,深圳仓,盘点,FWD5800D,1516,30.32,仓管-03,68,False
2024-10,深圳仓,移库,FWD110,2183,43.66,仓管-04,16,False
2024-10,深圳仓,移库,FWD6009,1880,37.6,仓管-02,89,False
2024-10,深圳仓,移库,FWD101,3363,33.63,仓管-02,13,False
2024-10,深圳仓,报废,FWD299,198,1.98,仓管-03,65,False
2024-10,深圳仓,退货入库,FWD6820,1346,13.46,仓管-02,54,False
2024-10,深圳仓,盘点,FWDD25M,4630,0.0,仓管-01,77,False
2024-10,深圳仓,盘点,FWD534,2444,24.44,仓管-01,32,False
2024-10,深圳仓,移库,FWD217,3299,32.99,仓管-03,97,False
2024-10,深圳仓,入库,FWDV040B,3981,0.0,仓管-01,87,True
2024-10,深圳仓,退货入库,FWD151WR,4160,41.6,仓管-04,8,False
2024-10,深圳仓,盘点,FWD211,3607,72.14,仓管-04,95,False
2024-10,深圳仓,退货入库,FWD5519,2849,0.0,仓管-04,43,False
2024-10,深圳仓,出库,FWD6303,1137,11.37,仓管-04,31,False
2024-10,深圳仓,报废,FWD6219,4284,42.84,仓管-03,38,False
2024-10,深圳仓,移库,FWD427,2662,0.0,仓管-02,66,False
2024-10,深圳仓,移库,FWD123TS,2571,25.71,仓管-02,11,False
2024-10,深圳仓,盘点,FWD427,3094,30.94,仓管-03,57,False
2024-11,深圳仓,出库,FWD7352,3371,67.42,仓管-03,31,False
2024-11,深圳仓,移库,FWD6504,1699,33.98,仓管-03,38,False
2024-11,深圳仓,出库,FWD223,1611,32.22,仓管-03,87,False
2024-11,深圳仓,盘点,FWD6502A,4001,40.01,仓管-03,36,False
2024-11,深圳仓,入库,FWDD29M,4804,48.04,仓管-02,96,False
2024-11,深圳仓,入库,FWD6820,595,5.95,仓管-03,103,False
2024-11,深圳仓,出库,HC010AS,3667,36.67,仓管-02,40,False
2024-11,深圳仓,报废,FWD505,2175,43.5,仓管-04,33,False
2024-11,深圳仓,盘点,FWD534,1700,17.0,仓管-01,68,False
2024-11,深圳仓,入库,FWD5874A,365,3.65,仓管-01,106,False
2024-11,深圳仓,出库,FWD435B,1956,39.12,仓管-03,44,False
2024-11,深圳仓,出库,FWD151WR,57,0.57,仓管-03,80,False
2024-11,深圳仓,退货入库,FWD215,4978,49.78,仓管-02,114,False
2024-11,深圳仓,退货入库,FWDD29L,3154,63.08,仓管-02,97,False
2024-11,深圳仓,报废,FWDV080B,1513,30.26,仓管-02,103,False
2024-11,深圳仓,盘点,BHC89234BG,1514,15.14,仓管-04,117,False
2024-11,深圳仓,报废,FWD111,1805,36.1,仓管-04,13,False
2024-11,深圳仓,盘点,FWD532,1059,10.59,仓管-02,96,False
2024-11,深圳仓,移库,FWD7322,2651,0.0,仓管-01,104,False
2024-11,深圳仓,退货入库,FWDD28X,4820,0.0,仓管-01,112,False
2024-11,深圳仓,报废,FWD330,1801,18.01,仓管-02,48,False
2024-11,深圳仓,移库,FWD122,1079,10.79,仓管-04,66,False
2024-11,深圳仓,出库,BHC89230GY,4998,49.98,仓管-04,39,False
2024-11,深圳仓,入库,FWD302WR,4101,82.02,仓管-01,11,False
2024-11,深圳仓,入库,FWD001,2902,29.02,仓管-03,101,False
2024-11,深圳仓,退货入库,FWD6006,2574,25.74,仓管-03,84,False
2024-11,深圳仓,入库,BHC9234BOH,1420,0.0,仓管-02,115,False
2024-11,深圳仓,退货入库,FWD435B,359,0.0,仓管-02,111,False
2024-11,深圳仓,退货入库,FWD224,3459,34.59,仓管-04,120,False
2024-11,深圳仓,报废,FWD421,2672,26.72,仓管-01,47,False
2024-11,深圳仓,退货入库,BHC89237BG,3709,37.09,仓管-01,35,False
2024-11,深圳仓,退货入库,FWD3302,4794,47.94,仓管-04,10,False
2024-11,深圳仓,入库,FWD6501,156,3.12,仓管-01,107,False
2024-11,深圳仓,盘点,FWD6500A,2769,0.0,仓管-03,40,True
2024-11,深圳仓,盘点,FWD5893,260,2.6,仓管-01,67,False
2024-11,深圳仓,出库,FWD304,3664,0.0,仓管-01,87,False
2024-11,深圳仓,移库,FWD225WR,1933,19.33,仓管-02,16,False
2024-11,深圳仓,出库,FWD306WR,890,8.9,仓管-03,94,False
2024-11,深圳仓,出库,FWD505,2013,40.26,仓管-04,7,False
2024-11,深圳仓,盘点,BHC89234BG,1254,12.54,仓管-04,18,False
2024-11,深圳仓,盘点,FWD402,3441,34.41,仓管-02,79,False
2024-11,深圳仓,移库,FWD362,3109,0.0,仓管-02,97,True
2024-11,深圳仓,报废,FWDD10M,1212,24.24,仓管-01,41,False
2024-11,深圳仓,出库,FWD6601A,58,0.58,仓管-04,48,False
2024-11,深圳仓,入库,FWD304,1724,0.0,仓管-03,87,False
2024-11,深圳仓,盘点,BHC9321RY,2322,23.22,仓管-02,111,False
2024-11,深圳仓,出库,FWDD10L,684,6.84,仓管-04,12,False
2024-11,深圳仓,入库,FWDD28M,2449,48.98,仓管-04,83,False
2024-11,深圳仓,退货入库,FWD6224,2118,42.36,仓管-01,105,False
2024-11,深圳仓,盘点,FWD436 ,4286,42.86,仓管-01,52,False
2024-11,深圳仓,报废,FWD530,302,6.04,仓管-02,45,False
2024-11,深圳仓,移库,FWD205M,534,0.0,仓管-01,76,False
2024-11,深圳仓,报废,FWD535,3821,76.42,仓管-01,110,False
2024-11,深圳仓,退货入库,FWD525WR,1383,13.83,仓管-01,38,False
2024-11,深圳仓,入库,FWDD25X,3674,73.48,仓管-01,106,False
2024-11,深圳仓,移库,FWD532,4886,48.86,仓管-03,118,False
2024-11,深圳仓,入库,FWD151WR,692,6.92,仓管-04,62,False
2024-11,深圳仓,入库,FWDD21L,2952,29.52,仓管-02,6,False
2024-11,深圳仓,退货入库,FWD6205,3710,74.2,仓管-01,69,False
2024-11,深圳仓,出库,FWD6830,1375,13.75,仓管-03,66,False
2024-11,深圳仓,出库,FWD6235,2894,57.88,仓管-01,13,False
2024-11,深圳仓,出库,FWD306WR,2413,24.13,仓管-02,15,False
2024-11,深圳仓,出库,FWDV095,1450,0.0,仓管-02,30,False
2024-11,深圳仓,出库,FWD123T,2626,26.26,仓管-01,41,False
2024-11,深圳仓,报废,FWD418B,961,19.22,仓管-03,42,False
2024-11,深圳仓,移库,FWD153,3229,0.0,仓管-03,67,False
2024-11,深圳仓,出库,FWD6601,640,6.4,仓管-03,111,False
2024-11,深圳仓,入库,FWD7305,4783,95.66,仓管-01,15,False
2024-11,深圳仓,入库,FWD401,2553,51.06,仓管-04,93,False
2024-11,深圳仓,报废,FWD425B,4393,43.93,仓管-02,51,False
2024-11,深圳仓,移库,BHC89237BG,945,9.45,仓管-04,114,False
2024-11,深圳仓,入库,FWD111MT,1329,13.29,仓管-01,117,False
2024-11,深圳仓,出库,FWD524WR,4231,84.62,仓管-04,10,False
2024-12,深圳仓,出库,FWD435,359,3.59,仓管-03,52,False
2024-12,深圳仓,移库,FWD6205,1590,31.8,仓管-04,47,False
2024-12,深圳仓,退货入库,FWD5800A,3666,73.32,仓管-04,14,False
2024-12,深圳仓,入库,FWDV040,2105,21.05,仓管-02,52,False
2024-12,深圳仓,盘点,FWD6840,4795,47.95,仓管-03,120,False
2024-12,深圳仓,退货入库,BHC89233BR,3535,0.0,仓管-04,111,False
2024-12,深圳仓,入库,FWD534,2263,22.63,仓管-04,94,False
2024-12,深圳仓,报废,FWD5894,3727,0.0,仓管-01,64,False
2024-12,深圳仓,移库,FWD408,725,7.25,仓管-03,34,False
2024-12,深圳仓,盘点,FWD5891,651,0.0,仓管-04,111,False
2024-12,深圳仓,移库,BHC9233POH,758,7.58,仓管-02,103,False
2024-12,深圳仓,报废,HM010AS,4955,99.1,仓管-04,35,False
2024-12,深圳仓,盘点,BHC9227GOH,70,0.7,仓管-03,15,False
2024-12,深圳仓,入库,FWD418B,4868,48.68,仓管-04,77,False
2024-12,深圳仓,移库,FWD123TS,833,8.33,仓管-01,96,False
2024-12,深圳仓,移库,FWDV220,4690,46.9,仓管-04,19,False
2024-12,深圳仓,报废,FWD534,1748,17.48,仓管-01,116,False
2024-12,深圳仓,入库,FWD5891,167,1.67,仓管-01,94,False
2024-12,深圳仓,盘点,BHC89235G,4283,85.66,仓管-02,37,False
2024-12,深圳仓,盘点,FWD119,4466,44.66,仓管-04,31,False
2024-12,深圳仓,出库,FWD436 ,1313,13.13,仓管-03,40,False
2024-12,深圳仓,移库,FWDD21M,4371,43.71,仓管-03,24,False
2024-12,深圳仓,移库,BHC89233BR,2294,45.88,仓管-03,36,False
2024-12,深圳仓,盘点,FWDD25L,827,8.27,仓管-03,71,False
2024-12,深圳仓,移库,FWD219,706,14.12,仓管-02,74,False
2024-12,深圳仓,退货入库,FWD323M,1110,22.2,仓管-02,101,False
2024-12,深圳仓,退货入库,FWD101WR,3205,0.0,仓管-01,37,False
2024-12,深圳仓,出库,FWDD29M,4191,83.82,仓管-02,24,False
2024-12,深圳仓,报废,FWD6009,1049,10.49,仓管-04,29,False
2024-12,深圳仓,出库,FWD219,624,6.24,仓管-04,102,False
2024-12,深圳仓,盘点,FWD304,4509,90.18,仓管-01,79,False
2024-12,深圳仓,入库,FWD509,1797,17.97,仓管-03,78,False
2024-12,深圳仓,退货入库,FWD361,3009,0.0,仓管-01,45,False
2024-12,深圳仓,报废,FWD103,930,9.3,仓管-04,56,False
2024-12,深圳仓,出库,FWD435,2236,22.36,仓管-03,24,False
2024-12,深圳仓,出库,FWD223WR,1549,0.0,仓管-03,33,False
2024-12,深圳仓,入库,FWD001,4351,87.02,仓管-04,106,False
2024-12,深圳仓,盘点,FWD306,3008,30.08,仓管-01,17,False
2024-12,深圳仓,入库,FWD205A,1117,22.34,仓管-02,16,False
2024-12,深圳仓,入库,FWD5870D,3718,37.18,仓管-02,30,False
2024-12,深圳仓,退货入库,FWD6163,742,7.42,仓管-01,81,False
2024-12,深圳仓,退货入库,FWD6602E,4407,0.0,仓管-04,97,False
2024-12,深圳仓,盘点,FWD225,3483,34.83,仓管-02,108,False
2024-12,深圳仓,退货入库,FWD303WR,2196,43.92,仓管-02,41,False
2024-12,深圳仓,报废,BHC9234BOH,1133,11.33,仓管-04,75,False
2024-12,深圳仓,出库,FWD6602,3866,38.66,仓管-02,105,False
2024-12,深圳仓,移库,FWD123,4266,42.66,仓管-03,20,False
2024-12,深圳仓,入库,FWDD21X,4724,47.24,仓管-04,81,False
2024-12,深圳仓,退货入库,FWD522,4892,48.92,仓管-04,27,False
2024-12,深圳仓,退货入库,FWD302WR,2416,0.0,仓管-01,14,False
2024-12,深圳仓,盘点,FWDV095,4570,91.4,仓管-03,9,False
2024-12,深圳仓,盘点,FWD5871C,4897,48.97,仓管-04,69,False
2024-12,深圳仓,盘点,FWDD21M,300,3.0,仓管-02,71,False
2024-12,深圳仓,入库,FWD6883,3784,37.84,仓管-04,103,False
2024-12,深圳仓,出库,FWD221,1034,0.0,仓管-01,33,False
2024-12,深圳仓,移库,FWD120,3049,30.49,仓管-04,97,False
2024-12,深圳仓,退货入库,FWD302WR,4177,0.0,仓管-03,108,False
2024-12,深圳仓,出库,FWDD28L,520,10.4,仓管-04,87,False
2024-12,深圳仓,出库,FWD504,3089,61.78,仓管-02,25,False
2024-12,深圳仓,退货入库,FWD6502,1438,14.38,仓管-03,37,False
2024-12,深圳仓,出库,BHC9230YBH,4335,43.35,仓管-01,53,False
2024-12,深圳仓,盘点,FWD6504A,373,7.46,仓管-04,13,False
2024-12,深圳仓,退货入库,FWD5872A,2492,49.84,仓管-04,19,False
2024-12,深圳仓,出库,FWD3302,1734,17.34,仓管-01,65,False
2024-12,深圳仓,盘点,BHC9234BOH,1615,16.15,仓管-04,53,False
2024-12,深圳仓,移库,FWD6007,1038,20.76,仓管-03,28,False
2024-12,深圳仓,退货入库,FWD552,1467,14.67,仓管-04,70,False
2024-12,深圳仓,盘点,FWD101,1220,12.2,仓管-03,32,False
2024-12,深圳仓,报废,FWD491,4304,0.0,仓管-01,115,False
2024-12,深圳仓,出库,FWDD21M,4230,42.3,仓管-03,6,False
2024-12,深圳仓,退货入库,FWD7322,4534,45.34,仓管-01,21,False
2024-12,深圳仓,报废,BHC89230GY,2489,24.89,仓管-04,23,False
2024-12,深圳仓,出库,FWD413,2080,20.8,仓管-03,85,False
2024-12,深圳仓,退货入库,FWD6504,4655,0.0,仓管-02,67,False
2025-01,深圳仓,移库,FWD6601A,4426,44.26,仓管-02,42,False
2025-01,深圳仓,移库,FWDD27L,4530,45.3,仓管-04,28,False
2025-01,深圳仓,移库,FWD6881,4789,95.78,仓管-01,31,False
2025-01,深圳仓,入库,FWD411,620,12.4,仓管-01,19,False
2025-01,深圳仓,退货入库,FWDV550,108,1.08,仓管-01,107,False
2025-01,深圳仓,报废,FWD201WR,616,6.16,仓管-04,60,False
2025-01,深圳仓,盘点,FWD221WR,1296,12.96,仓管-01,100,False
2025-01,深圳仓,报废,FWD225,3801,38.01,仓管-01,12,False
2025-01,深圳仓,盘点,BHC9233POH,2330,46.6,仓管-03,106,False
2025-01,深圳仓,入库,FWD504WR,2317,46.34,仓管-03,33,False
