supplier_id,month,promised_days,actual_days,on_time,delay_days
SUP013,2025-04,51,71,False,20
SUP013,2025-05,88,89,True,1
SUP013,2025-05,75,74,True,0
SUP013,2025-05,82,83,True,1
SUP013,2025-05,40,39,True,0
SUP013,2025-06,56,58,True,2
SUP013,2025-06,60,68,False,8
SUP013,2025-06,44,41,True,0
SUP013,2025-06,66,65,True,0
SUP013,2025-07,39,37,True,0
SUP013,2025-07,49,47,True,0
SUP013,2025-07,58,58,True,0
SUP013,2025-07,77,80,True,3
SUP013,2025-07,38,38,True,0
SUP013,2025-08,75,78,True,3
SUP013,2025-08,20,21,True,1
SUP013,2025-08,77,90,False,13
SUP013,2025-08,32,29,True,0
SUP013,2025-08,62,62,True,0
SUP013,2025-08,54,53,True,0
SUP013,2025-08,60,63,True,3
SUP013,2025-08,90,100,False,10
SUP013,2025-09,16,29,False,13
SUP013,2025-09,76,77,True,1
SUP013,2025-09,65,64,True,0
SUP013,2025-09,48,62,False,14
SUP013,2025-09,14,15,True,1
SUP013,2025-10,33,31,True,0
SUP013,2025-10,79,80,True,1
SUP013,2025-10,43,45,True,2
SUP013,2025-10,84,81,True,0
SUP013,2025-10,83,80,True,0
SUP013,2025-11,86,84,True,0
SUP013,2025-11,16,22,False,6
SUP013,2025-11,17,35,False,18
SUP013,2025-11,57,60,True,3
SUP014,2024-10,39,41,True,2
SUP014,2024-10,29,26,True,0
SUP014,2024-10,23,23,True,0
SUP014,2024-11,88,91,True,3
SUP014,2024-11,45,63,False,18
SUP014,2024-12,21,22,True,1
SUP014,2024-12,56,62,False,6
SUP014,2024-12,60,57,True,0
SUP014,2024-12,79,76,True,0
SUP014,2024-12,51,51,True,0
SUP014,2025-01,59,62,True,3
SUP014,2025-01,29,30,True,1
SUP014,2025-01,52,55,True,3
SUP014,2025-01,51,49,True,0
SUP014,2025-02,35,50,False,15
SUP014,2025-02,59,57,True,0
SUP014,2025-02,43,46,True,3
SUP014,2025-03,37,35,True,0
SUP014,2025-04,77,79,True,2
SUP014,2025-04,31,39,False,8
SUP014,2025-05,85,86,True,1
SUP014,2025-05,87,84,True,0
SUP014,2025-06,23,23,True,0
SUP014,2025-06,24,23,True,0
SUP014,2025-06,80,80,True,0
SUP014,2025-06,87,84,True,0
SUP014,2025-06,56,54,True,0
SUP014,2025-06,41,40,True,0
SUP014,2025-07,87,89,True,2
SUP014,2025-07,71,72,True,1
SUP014,2025-07,81,80,True,0
SUP014,2025-07,39,41,True,2
SUP014,2025-07,63,66,True,3
SUP014,2025-07,49,47,True,0
SUP014,2025-07,55,58,True,3
SUP014,2025-07,40,60,False,20
SUP014,2025-08,45,42,True,0
SUP014,2025-08,19,16,True,0
SUP014,2025-08,48,48,True,0
SUP014,2025-08,65,63,True,0
SUP014,2025-09,50,60,False,10
SUP014,2025-09,60,62,True,2
SUP014,2025-09,19,28,False,9
SUP014,2025-09,81,84,True,3
SUP014,2025-10,89,92,True,3
SUP014,2025-10,14,12,True,0
SUP014,2025-11,31,33,True,2
SUP014,2025-11,78,78,True,0
SUP014,2025-11,51,51,True,0
SUP014,2025-11,58,58,True,0
SUP014,2025-11,44,44,True,0
SUP014,2025-11,18,21,True,3
SUP015,2024-10,74,74,True,0
SUP015,2024-10,61,59,True,0
SUP015,2024-10,61,76,False,15
SUP015,2024-10,58,58,True,0
SUP015,2024-11,30,31,True,1
SUP015,2024-11,52,52,True,0
SUP015,2024-11,63,64,True,1
SUP015,2024-12,53,58,False,5
SUP015,2024-12,87,94,False,7
SUP015,2024-12,33,34,True,1
SUP015,2024-12,42,39,True,0
SUP015,2024-12,61,58,True,0
SUP015,2024-12,83,99,False,16
SUP015,2024-12,52,51,True,0
SUP015,2024-12,79,96,False,17
SUP015,2025-01,69,68,True,0
SUP015,2025-01,63,62,True,0
SUP015,2025-01,48,47,True,0
SUP015,2025-01,62,63,True,1
SUP015,2025-01,73,89,False,16
SUP015,2025-01,61,64,True,3
SUP015,2025-02,34,31,True,0
SUP015,2025-02,19,34,False,15
SUP015,2025-03,36,35,True,0
SUP015,2025-03,17,16,True,0
SUP015,2025-03,17,15,True,0
SUP015,2025-04,35,33,True,0
SUP015,2025-04,27,30,True,3
SUP015,2025-04,37,36,True,0
SUP015,2025-04,42,40,True,0
SUP015,2025-04,17,15,True,0
SUP015,2025-05,24,25,True,1
SUP015,2025-05,60,62,True,2
SUP015,2025-05,79,78,True,0
SUP015,2025-05,28,26,True,0
SUP015,2025-05,71,68,True,0
SUP015,2025-06,42,39,True,0
SUP015,2025-06,41,38,True,0
SUP015,2025-06,78,77,True,0
SUP015,2025-06,87,90,True,3
SUP015,2025-06,89,91,True,2
SUP015,2025-06,60,70,False,10
SUP015,2025-06,55,58,True,3
SUP015,2025-06,45,60,False,15
SUP015,2025-07,29,26,True,0
SUP015,2025-07,51,48,True,0
SUP015,2025-07,50,50,True,0
SUP015,2025-07,30,42,False,12
SUP015,2025-07,14,28,False,14
SUP015,2025-07,85,87,True,2
SUP015,2025-08,68,76,False,8
SUP015,2025-09,52,51,True,0
SUP015,2025-09,20,22,True,2
SUP015,2025-09,62,60,True,0
SUP015,2025-09,77,77,True,0
SUP015,2025-09,87,84,True,0
SUP015,2025-10,59,64,False,5
SUP015,2025-10,68,67,True,0
SUP015,2025-10,80,79,True,0
SUP015,2025-10,58,57,True,0
SUP015,2025-10,37,54,False,17
SUP015,2025-10,58,55,True,0
SUP015,2025-11,74,75,True,1
SUP015,2025-11,21,20,True,0
SUP015,2025-11,64,63,True,0
SUP015,2025-11,20,23,True,3
SUP015,2025-11,81,80,True,0
SUP016,2024-10,37,36,True,0
SUP016,2024-11,76,73,True,0
SUP016,2024-11,49,50,True,1
SUP016,2024-11,57,59,True,2
SUP016,2024-11,39,37,True,0
SUP016,2024-11,62,61,True,0
SUP016,2024-12,33,41,False,8
SUP016,2025-01,48,51,True,3
SUP016,2025-02,50,50,True,0
SUP016,2025-03,38,49,False,11
SUP016,2025-03,16,16,True,0
SUP016,2025-03,69,80,False,11
SUP016,2025-03,53,53,True,0
SUP016,2025-03,62,78,False,16
SUP016,2025-03,55,53,True,0
SUP016,2025-04,47,49,True,2
SUP016,2025-05,38,36,True,0
SUP016,2025-05,42,43,True,1
SUP016,2025-05,41,39,True,0
SUP016,2025-05,23,24,True,1
SUP016,2025-05,29,26,True,0
SUP016,2025-06,83,81,True,0
SUP016,2025-06,84,81,True,0
SUP016,2025-06,71,74,True,3
SUP016,2025-06,85,88,True,3
SUP016,2025-07,87,88,True,1
SUP016,2025-07,71,89,False,18
SUP016,2025-08,69,70,True,1
SUP016,2025-08,52,63,False,11
SUP016,2025-08,25,22,True,0
SUP016,2025-08,90,88,True,0
SUP016,2025-08,82,80,True,0
SUP016,2025-08,76,75,True,0
SUP016,2025-08,19,18,True,0
SUP016,2025-09,60,61,True,1
SUP016,2025-10,49,50,True,1
SUP016,2025-10,80,79,True,0
SUP016,2025-10,75,76,True,1
SUP016,2025-10,50,49,True,0
SUP016,2025-11,76,75,True,0
SUP016,2025-11,80,83,True,3
SUP016,2025-11,57,59,True,2
SUP016,2025-11,61,62,True,1
SUP017,2024-10,33,39,False,6
SUP017,2024-10,40,38,True,0
SUP017,2024-10,18,15,True,0
SUP017,2024-10,31,32,True,1
SUP017,2024-10,65,62,True,0
SUP017,2024-10,76,75,True,0
SUP017,2024-10,55,54,True,0
SUP017,2024-11,20,22,True,2
SUP017,2024-11,83,85,True,2
SUP017,2024-11,73,90,False,17
SUP017,2024-11,25,25,True,0
SUP017,2024-11,67,66,True,0
SUP017,2024-11,43,43,True,0
SUP017,2024-12,46,48,True,2
SUP017,2025-01,25,22,True,0
SUP017,2025-01,20,18,True,0
SUP017,2025-02,49,47,True,0
SUP017,2025-02,55,55,True,0
SUP017,2025-02,47,63,False,16
SUP017,2025-02,65,64,True,0
SUP017,2025-02,33,35,True,2
SUP017,2025-02,41,41,True,0
SUP017,2025-02,88,93,False,5
SUP017,2025-03,43,42,True,0
SUP017,2025-03,66,64,True,0
SUP017,2025-03,40,39,True,0
SUP017,2025-03,38,45,False,7
SUP017,2025-03,21,24,True,3
SUP017,2025-03,17,27,False,10
SUP017,2025-04,36,39,True,3
SUP017,2025-04,23,42,False,19
SUP017,2025-04,73,70,True,0
SUP017,2025-04,63,72,False,9
SUP017,2025-04,61,60,True,0
SUP017,2025-05,83,82,True,0
SUP017,2025-05,28,30,True,2
SUP017,2025-05,78,77,True,0
SUP017,2025-05,36,38,True,2
SUP017,2025-05,36,56,False,20
SUP017,2025-05,46,48,True,2
SUP017,2025-05,33,35,True,2
SUP017,2025-05,46,48,True,2
SUP017,2025-06,74,75,True,1
SUP017,2025-06,25,25,True,0
SUP017,2025-06,28,30,True,2
SUP017,2025-06,67,66,True,0
SUP017,2025-06,89,90,True,1
SUP017,2025-07,33,31,True,0
SUP017,2025-07,81,79,True,0
SUP017,2025-08,90,89,True,0
SUP017,2025-08,58,61,True,3
SUP017,2025-08,58,58,True,0
SUP017,2025-08,44,55,False,11
SUP017,2025-08,39,59,False,20
SUP017,2025-08,19,20,True,1
SUP017,2025-08,34,37,True,3
SUP017,2025-08,35,51,False,16
SUP017,2025-09,77,78,True,1
SUP017,2025-09,71,69,True,0
SUP017,2025-09,49,48,True,0
SUP017,2025-10,40,54,False,14
SUP017,2025-10,63,62,True,0
SUP017,2025-10,86,85,True,0
SUP017,2025-10,86,83,True,0
SUP017,2025-10,24,27,True,3
SUP017,2025-10,61,59,True,0
SUP017,2025-10,23,30,False,7
SUP017,2025-11,88,89,True,1
SUP017,2025-11,82,80,True,0
SUP017,2025-11,68,86,False,18
SUP017,2025-11,63,65,True,2
SUP017,2025-11,84,96,False,12
SUP017,2025-11,32,31,True,0
SUP018,2024-10,23,24,True,1
SUP018,2024-10,56,54,True,0
SUP018,2024-11,47,50,True,3
SUP018,2024-11,50,47,True,0
SUP018,2024-11,40,40,True,0
SUP018,2024-11,83,80,True,0
SUP018,2024-11,25,36,False,11
SUP018,2024-11,34,31,True,0
SUP018,2024-12,38,35,True,0
SUP018,2024-12,51,49,True,0
SUP018,2024-12,42,42,True,0
SUP018,2024-12,49,51,True,2
SUP018,2024-12,49,65,False,16
SUP018,2024-12,29,48,False,19
SUP018,2024-12,43,54,False,11
SUP018,2024-12,14,13,True,0
SUP018,2025-01,78,77,True,0
SUP018,2025-01,71,74,True,3
SUP018,2025-01,61,58,True,0
SUP018,2025-01,67,70,True,3
SUP018,2025-01,59,61,True,2
SUP018,2025-02,70,71,True,1
SUP018,2025-02,63,60,True,0
SUP018,2025-03,69,66,True,0
SUP018,2025-03,75,89,False,14
SUP018,2025-03,75,85,False,10
SUP018,2025-03,36,45,False,9
SUP018,2025-04,56,53,True,0
SUP018,2025-04,86,89,True,3
SUP018,2025-04,54,53,True,0
SUP018,2025-04,51,59,False,8
SUP018,2025-04,84,87,True,3
SUP018,2025-05,48,53,False,5
SUP018,2025-05,80,78,True,0
SUP018,2025-05,80,83,True,3
SUP018,2025-05,15,16,True,1
SUP018,2025-05,48,53,False,5
SUP018,2025-05,73,90,False,17
SUP018,2025-06,89,91,True,2
SUP018,2025-06,73,76,True,3
SUP018,2025-07,56,58,True,2
SUP018,2025-07,24,21,True,0
SUP018,2025-07,85,90,False,5
SUP018,2025-07,80,82,True,2
SUP018,2025-07,23,22,True,0
SUP018,2025-07,88,96,False,8
SUP018,2025-07,68,75,False,7
SUP018,2025-08,55,52,True,0
SUP018,2025-08,87,87,True,0
SUP018,2025-08,69,72,True,3
SUP018,2025-08,83,80,True,0
SUP018,2025-08,68,65,True,0
SUP018,2025-08,39,55,False,16
SUP018,2025-08,32,31,True,0
SUP018,2025-09,52,59,False,7
SUP018,2025-09,57,71,False,14
SUP018,2025-09,24,21,True,0
SUP018,2025-09,65,66,True,1
SUP018,2025-09,85,82,True,0
SUP018,2025-09,83,80,True,0
SUP018,2025-09,24,27,True,3
SUP018,2025-09,76,96,False,20
SUP018,2025-10,48,45,True,0
SUP018,2025-10,85,93,False,8
SUP018,2025-10,46,46,True,0
SUP018,2025-10,66,66,True,0
SUP018,2025-11,62,61,True,0
SUP018,2025-11,17,14,True,0
SUP019,2024-10,50,67,False,17
SUP019,2024-10,85,87,True,2
SUP019,2024-10,62,61,True,0
SUP019,2024-10,73,71,True,0
SUP019,2024-11,73,70,True,0
SUP019,2024-11,68,67,True,0
SUP019,2024-11,58,56,True,0
SUP019,2024-11,35,37,True,2
SUP019,2024-11,21,22,True,1
SUP019,2024-11,70,71,True,1
SUP019,2024-12,19,16,True,0
SUP019,2024-12,51,51,True,0
SUP019,2024-12,20,21,True,1
SUP019,2024-12,64,74,False,10
SUP019,2025-01,32,42,False,10
SUP019,2025-01,33,34,True,1
SUP019,2025-01,59,59,True,0
SUP019,2025-01,35,32,True,0
SUP019,2025-01,86,85,True,0
SUP019,2025-01,39,39,True,0
SUP019,2025-01,30,28,True,0
SUP019,2025-02,69,68,True,0
SUP019,2025-03,88,87,True,0
SUP019,2025-03,87,84,True,0
SUP019,2025-03,44,46,True,2
SUP019,2025-03,44,43,True,0
SUP019,2025-03,61,67,False,6
SUP019,2025-04,14,15,True,1
SUP019,2025-04,31,32,True,1
SUP019,2025-04,29,35,False,6
SUP019,2025-04,49,67,False,18
SUP019,2025-05,33,31,True,0
SUP019,2025-05,71,74,True,3
SUP019,2025-05,24,31,False,7
SUP019,2025-05,68,79,False,11
SUP019,2025-05,71,72,True,1
SUP019,2025-05,17,20,True,3
SUP019,2025-05,71,69,True,0
SUP019,2025-05,81,91,False,10
SUP019,2025-06,88,91,True,3
SUP019,2025-06,76,77,True,1
SUP019,2025-06,70,73,True,3
SUP019,2025-06,22,20,True,0
SUP019,2025-07,36,50,False,14
SUP019,2025-07,45,43,True,0
SUP019,2025-07,87,85,True,0
SUP019,2025-07,26,24,True,0
SUP019,2025-07,65,68,True,3
SUP019,2025-08,18,16,True,0
SUP019,2025-08,57,59,True,2
SUP019,2025-08,47,44,True,0
SUP019,2025-08,89,86,True,0
SUP019,2025-08,79,85,False,6
SUP019,2025-09,49,49,True,0
SUP019,2025-09,27,28,True,1
SUP019,2025-09,84,81,True,0
SUP019,2025-09,56,55,True,0
SUP019,2025-10,17,20,True,3
SUP019,2025-10,84,84,True,0
SUP019,2025-10,59,60,True,1
SUP019,2025-10,83,83,True,0
SUP019,2025-10,80,81,True,1
SUP019,2025-10,26,26,True,0
SUP019,2025-11,78,80,True,2
SUP019,2025-11,52,52,True,0
SUP019,2025-11,47,45,True,0
SUP019,2025-11,35,38,True,3
SUP019,2025-11,82,81,True,0
SUP020,2024-10,56,56,True,0
SUP020,2024-10,49,46,True,0
SUP020,2024-10,76,76,True,0
SUP020,2024-11,83,86,True,3
SUP020,2024-11,52,52,True,0
SUP020,2024-11,69,67,True,0
SUP020,2024-11,48,45,True,0
SUP020,2024-11,22,19,True,0
SUP020,2024-11,26,28,True,2
SUP020,2024-12,28,25,True,0
SUP020,2024-12,26,23,True,0
SUP020,2024-12,72,74,True,2
SUP020,2024-12,26,29,True,3
SUP020,2024-12,65,67,True,2
SUP020,2025-01,66,63,True,0
SUP020,2025-01,62,62,True,0
SUP020,2025-01,37,35,True,0
SUP020,2025-02,62,65,True,3
SUP020,2025-03,22,23,True,1
SUP020,2025-03,30,28,True,0
SUP020,2025-03,37,39,True,2
SUP020,2025-03,52,51,True,0
SUP020,2025-03,69,71,True,2
SUP020,2025-04,50,51,True,1
SUP020,2025-04,64,66,True,2
SUP020,2025-04,76,75,True,0
SUP020,2025-04,72,70,True,0
SUP020,2025-04,76,73,True,0
SUP020,2025-04,81,82,True,1
SUP020,2025-04,76,73,True,0
SUP020,2025-05,48,45,True,0
SUP020,2025-05,40,39,True,0
SUP020,2025-05,59,60,True,1
SUP020,2025-05,23,25,True,2
SUP020,2025-05,75,77,True,2
SUP020,2025-06,23,20,True,0
SUP020,2025-06,26,26,True,0
SUP020,2025-06,85,88,True,3
SUP020,2025-07,69,72,True,3
SUP020,2025-07,53,56,True,3
SUP020,2025-07,89,86,True,0
SUP020,2025-07,38,36,True,0
SUP020,2025-08,36,39,True,3
SUP020,2025-08,42,40,True,0
SUP020,2025-08,52,52,True,0
SUP020,2025-08,52,53,True,1
SUP020,2025-08,31,29,True,0
SUP020,2025-09,70,73,True,3
SUP020,2025-09,26,25,True,0
SUP020,2025-09,20,19,True,0
SUP020,2025-09,78,80,True,2
SUP020,2025-09,87,85,True,0
SUP020,2025-09,47,45,True,0
SUP020,2025-10,60,60,True,0
SUP020,2025-10,64,64,True,0
SUP020,2025-10,24,21,True,0
SUP020,2025-10,25,22,True,0
SUP020,2025-10,63,62,True,0
SUP020,2025-11,59,60,True,1
SUP020,2025-11,75,76,True,1
SUP020,2025-11,73,73,True,0
SUP020,2025-11,72,71,True,0
SUP020,2025-11,62,62,True,0
SUP020,2025-11,62,62,True,0
SUP020,2025-11,46,48,True,2
SUP020,2025-11,25,27,True,2
SUP021,2024-10,64,77,False,13
SUP021,2024-10,15,14,True,0
SUP021,2024-11,34,36,True,2
SUP021,2024-11,46,44,True,0
SUP021,2024-11,31,45,False,14
SUP021,2024-12,31,31,True,0
SUP021,2024-12,26,25,True,0
SUP021,2024-12,87,86,True,0
SUP021,2024-12,19,34,False,15
SUP021,2024-12,78,79,True,1
SUP021,2025-01,68,71,True,3
SUP021,2025-01,51,48,True,0
SUP021,2025-01,55,52,True,0
SUP021,2025-01,82,102,False,20
SUP021,2025-02,59,59,True,0
SUP021,2025-02,87,84,True,0
SUP021,2025-02,55,56,True,1
SUP021,2025-02,41,38,True,0
SUP021,2025-02,16,16,True,0
SUP021,2025-02,59,60,True,1
SUP021,2025-02,56,54,True,0
SUP021,2025-03,48,64,False,16
SUP021,2025-03,28,28,True,0
SUP021,2025-03,49,51,True,2
SUP021,2025-03,52,54,True,2
SUP021,2025-03,33,30,True,0
SUP021,2025-03,85,84,True,0
SUP021,2025-04,38,46,False,8
SUP021,2025-05,26,27,True,1
SUP021,2025-05,59,62,True,3
SUP021,2025-05,61,59,True,0
SUP021,2025-06,22,22,True,0
SUP021,2025-06,28,27,True,0
SUP021,2025-06,55,66,False,11
SUP021,2025-06,62,70,False,8
SUP021,2025-06,83,85,True,2
SUP021,2025-07,14,15,True,1
SUP021,2025-07,19,17,True,0
SUP021,2025-07,59,57,True,0
SUP021,2025-07,64,63,True,0
SUP021,2025-07,48,56,False,8
SUP021,2025-07,74,77,True,3
SUP021,2025-07,23,22,True,0
SUP021,2025-07,23,26,True,3
SUP021,2025-08,22,25,True,3
SUP021,2025-08,51,69,False,18
SUP021,2025-09,36,33,True,0
SUP021,2025-09,77,74,True,0
SUP021,2025-09,36,34,True,0
SUP021,2025-09,83,96,False,13
SUP021,2025-09,58,56,True,0
SUP021,2025-09,60,61,True,1
SUP021,2025-09,90,90,True,0
SUP021,2025-09,42,44,True,2
SUP021,2025-10,33,36,True,3
SUP021,2025-10,23,33,False,10
SUP021,2025-11,39,41,True,2
SUP021,2025-11,62,62,True,0
SUP021,2025-11,30,38,False,8
SUP021,2025-11,39,56,False,17
SUP021,2025-11,36,34,True,0
SUP022,2024-10,47,47,True,0
SUP022,2024-10,14,13,True,0
SUP022,2024-10,67,69,True,2
SUP022,2024-10,30,32,True,2
SUP022,2024-10,84,85,True,1
SUP022,2024-11,46,62,False,16
SUP022,2024-11,42,42,True,0
SUP022,2024-11,21,20,True,0
SUP022,2024-11,80,78,True,0
SUP022,2024-11,38,36,True,0
SUP022,2024-12,68,81,False,13
SUP022,2024-12,22,38,False,16
SUP022,2024-12,28,30,True,2
SUP022,2024-12,14,13,True,0
SUP022,2025-01,61,60,True,0
SUP022,2025-01,55,57,True,2
SUP022,2025-01,44,45,True,1
SUP022,2025-01,62,60,True,0
SUP022,2025-01,57,57,True,0
SUP022,2025-01,14,19,False,5
SUP022,2025-01,75,72,True,0
SUP022,2025-02,75,88,False,13
SUP022,2025-03,63,75,False,12
SUP022,2025-03,63,63,True,0
SUP022,2025-03,38,36,True,0
SUP022,2025-03,65,67,True,2
SUP022,2025-03,80,78,True,0
SUP022,2025-03,83,82,True,0
SUP022,2025-04,76,78,True,2
SUP022,2025-04,24,23,True,0
SUP022,2025-04,39,55,False,16
SUP022,2025-04,38,50,False,12
SUP022,2025-04,86,86,True,0
SUP022,2025-05,79,88,False,9
SUP022,2025-05,82,90,False,8
SUP022,2025-05,58,74,False,16
SUP022,2025-06,15,13,True,0
SUP022,2025-06,85,84,True,0
SUP022,2025-06,53,50,True,0
SUP022,2025-06,63,60,True,0
SUP022,2025-06,40,40,True,0
SUP022,2025-06,80,90,False,10
SUP022,2025-06,89,88,True,0
SUP022,2025-07,30,29,True,0
SUP022,2025-07,19,20,True,1
SUP022,2025-07,53,54,True,1
SUP022,2025-07,45,43,True,0
SUP022,2025-07,63,65,True,2
SUP022,2025-08,68,70,True,2
SUP022,2025-08,32,29,True,0
SUP022,2025-08,90,89,True,0
SUP022,2025-09,78,78,True,0
SUP022,2025-09,49,48,True,0
SUP022,2025-09,60,62,True,2
SUP022,2025-09,15,23,False,8
SUP022,2025-09,83,86,True,3
SUP022,2025-09,63,61,True,0
SUP022,2025-09,74,75,True,1
SUP022,2025-09,53,61,False,8
SUP022,2025-10,66,65,True,0
SUP022,2025-10,80,89,False,9
SUP022,2025-10,72,73,True,1
SUP022,2025-11,24,32,False,8
SUP022,2025-11,89,92,True,3
SUP022,2025-11,43,42,True,0
SUP022,2025-11,71,72,True,1
SUP022,2025-11,26,27,True,1
SUP022,2025-11,50,56,False,6
SUP023,2024-10,46,48,True,2
SUP023,2024-10,14,12,True,0
SUP023,2024-11,89,86,True,0
SUP023,2024-11,74,73,True,0
SUP023,2024-12,80,79,True,0
SUP023,2024-12,35,43,False,8
SUP023,2024-12,78,77,True,0
SUP023,2025-01,55,52,True,0
SUP023,2025-01,36,52,False,16
SUP023,2025-01,28,30,True,2
SUP023,2025-01,75,89,False,14
SUP023,2025-01,70,88,False,18
SUP023,2025-01,43,40,True,0
SUP023,2025-02,74,74,True,0
SUP023,2025-02,19,17,True,0
SUP023,2025-02,72,74,True,2
SUP023,2025-02,34,34,True,0
SUP023,2025-03,28,26,True,0
SUP023,2025-03,14,26,False,12
SUP023,2025-03,61,64,True,3
SUP023,2025-04,70,85,False,15
SUP023,2025-04,24,27,True,3
SUP023,2025-04,69,71,True,2
SUP023,2025-04,47,46,True,0
SUP023,2025-05,60,61,True,1
SUP023,2025-06,36,39,True,3
SUP023,2025-06,60,63,True,3
SUP023,2025-06,86,101,False,15
SUP023,2025-06,59,57,True,0
SUP023,2025-06,90,90,True,0
SUP023,2025-06,75,73,True,0
SUP023,2025-06,60,63,True,3
SUP023,2025-06,84,85,True,1
SUP023,2025-07,54,52,True,0
SUP023,2025-07,34,33,True,0
SUP023,2025-07,51,52,True,1
SUP023,2025-07,71,79,False,8
SUP023,2025-07,37,39,True,2
SUP023,2025-07,86,84,True,0
SUP023,2025-08,60,62,True,2
SUP023,2025-08,44,47,True,3
SUP023,2025-08,68,66,True,0
SUP023,2025-08,40,42,True,2
SUP023,2025-09,70,73,True,3
SUP023,2025-09,59,75,False,16
SUP023,2025-10,69,70,True,1
SUP023,2025-10,61,58,True,0
SUP023,2025-10,64,73,False,9
SUP023,2025-10,23,41,False,18
SUP023,2025-10,74,75,True,1
SUP023,2025-10,62,61,True,0
SUP023,2025-10,76,78,True,2
SUP023,2025-10,16,16,True,0
SUP023,2025-11,80,82,True,2
SUP023,2025-11,20,22,True,2
SUP023,2025-11,79,76,True,0
SUP023,2025-11,72,73,True,1
SUP024,2024-10,16,19,True,3
SUP024,2024-10,22,23,True,1
SUP024,2024-10,66,65,True,0
SUP024,2024-10,37,38,True,1
SUP024,2024-10,74,71,True,0
SUP024,2024-11,34,34,True,0
SUP024,2024-11,21,20,True,0
SUP024,2024-11,25,24,True,0
SUP024,2024-11,85,95,False,10
SUP024,2024-11,81,84,True,3
SUP024,2024-11,44,44,True,0
SUP024,2024-11,25,24,True,0
SUP024,2024-11,86,85,True,0
SUP024,2024-12,16,13,True,0
SUP024,2025-01,48,61,False,13
SUP024,2025-01,20,22,True,2
SUP024,2025-01,74,71,True,0
SUP024,2025-01,36,34,True,0
SUP024,2025-01,50,58,False,8
SUP024,2025-01,26,29,True,3
SUP024,2025-01,56,54,True,0
SUP024,2025-02,17,17,True,0
SUP024,2025-02,85,87,True,2
SUP024,2025-02,37,36,True,0
SUP024,2025-02,84,82,True,0
SUP024,2025-02,17,19,True,2
SUP024,2025-03,90,87,True,0
SUP024,2025-03,23,25,True,2
SUP024,2025-03,55,58,True,3
SUP024,2025-03,29,27,True,0
SUP024,2025-04,40,43,True,3
SUP024,2025-04,21,22,True,1
SUP024,2025-04,86,88,True,2
SUP024,2025-05,23,26,True,3
SUP024,2025-05,41,44,True,3
SUP024,2025-05,63,63,True,0
SUP024,2025-05,15,16,True,1
SUP024,2025-05,21,18,True,0
SUP024,2025-05,68,67,True,0
SUP024,2025-05,21,20,True,0
SUP024,2025-05,17,14,True,0
SUP024,2025-06,36,35,True,0
SUP024,2025-06,16,18,True,2
SUP024,2025-06,26,28,True,2
SUP024,2025-06,49,50,True,1
SUP024,2025-07,48,49,True,1
SUP024,2025-08,55,55,True,0
SUP024,2025-08,38,41,True,3
SUP024,2025-08,51,50,True,0
SUP024,2025-08,59,58,True,0
SUP024,2025-09,22,21,True,0
SUP024,2025-09,24,25,True,1
SUP024,2025-10,31,32,True,1
SUP024,2025-10,86,89,True,3
SUP024,2025-11,61,59,True,0
SUP024,2025-11,55,65,False,10
SUP024,2025-11,74,72,True,0
SUP024,2025-11,66,67,True,1
SUP024,2025-11,55,57,True,2
SUP024,2025-11,66,79,False,13
SUP024,2025-11,55,56,True,1
SUP025,2024-10,70,71,True,1
SUP025,2024-10,41,57,False,16
SUP025,2024-10,76,77,True,1
SUP025,2024-10,68,65,True,0
SUP025,2024-10,37,49,False,12
SUP025,2024-11,46,48,True,2
SUP025,2024-11,46,43,True,0
SUP025,2024-11,73,74,True,1
SUP025,2024-11,53,56,True,3
SUP025,2024-11,78,79,True,1
SUP025,2024-12,35,33,True,0
SUP025,2025-01,75,75,True,0
SUP025,2025-02,53,56,True,3
SUP025,2025-02,56,62,False,6
SUP025,2025-03,85,88,True,3
SUP025,2025-03,23,35,False,12
SUP025,2025-03,70,71,True,1
SUP025,2025-04,18,21,True,3
SUP025,2025-04,83,84,True,1
SUP025,2025-05,42,39,True,0
SUP025,2025-05,28,27,True,0
SUP025,2025-06,14,16,True,2
SUP025,2025-06,48,51,True,3
SUP025,2025-06,46,49,True,3
SUP025,2025-06,43,46,True,3
SUP025,2025-06,31,31,True,0
SUP025,2025-06,31,34,True,3
SUP025,2025-06,22,25,True,3
SUP025,2025-06,56,53,True,0
SUP025,2025-07,86,88,True,2
SUP025,2025-08,65,68,True,3
SUP025,2025-08,81,79,True,0
SUP025,2025-08,23,22,True,0
SUP025,2025-09,52,50,True,0
SUP025,2025-09,15,20,False,5
SUP025,2025-10,67,70,True,3
SUP025,2025-10,27,27,True,0
SUP025,2025-10,70,68,True,0
SUP025,2025-10,78,78,True,0
SUP025,2025-10,88,99,False,11
SUP025,2025-10,24,37,False,13
SUP025,2025-10,86,85,True,0
SUP025,2025-10,82,84,True,2
SUP025,2025-11,77,77,True,0
SUP026,2024-10,23,24,True,1
SUP026,2024-10,19,19,True,0
SUP026,2024-10,71,68,True,0
SUP026,2024-10,15,18,True,3
SUP026,2024-10,54,52,True,0
SUP026,2024-10,72,87,False,15
SUP026,2024-10,88,87,True,0
SUP026,2024-11,28,27,True,0
SUP026,2024-11,22,23,True,1
SUP026,2024-11,49,46,True,0
SUP026,2024-11,77,80,True,3
SUP026,2024-11,69,69,True,0
