month,channel,category,revenue_rmb,units_sold,orders_count,avg_order_value,return_rate,new_customer_ratio
2025-06,线下门店,着色系列,331464.85,3961,202,2084.68,0.04,0.17
2025-06,线下门店,玻璃变色龙,209102.05,2381,257,1349.05,0.07,0.26
2025-06,线下门店,水晶系列,129860.88,241,264,615.45,0.08,0.33
2025-06,线下门店,化妆品系列,360143.58,3804,124,16370.16,0.04,0.17
2025-06,线下门店,云母粉,191212.6,4713,65,1131.44,0.03,0.34
2025-06,线下门店,银白系列,488150.54,881,297,5084.9,0.02,0.38
2025-06,线下门店,虹彩系列,300770.67,787,82,1392.46,0.05,0.24
2025-06,线下门店,着色变色龙,364285.88,4741,129,9107.15,0.06,0.18
2025-06,线下门店,玻璃包银系列,162612.93,2867,87,5807.6,0.03,0.27
2025-07,线下门店,金色系列,209201.8,145,147,1788.05,0.06,0.34
2025-07,线下门店,磁性珠光,277338.48,2664,130,1593.9,0.04,0.24
2025-07,线下门店,其他,281855.55,767,63,1241.65,0.06,0.21
2025-07,线下门店,金属彩光系列,380874.49,1427,276,5289.92,0.02,0.23
2025-07,线下门店,超白系列,486238.97,419,227,1848.82,0.02,0.34
2025-07,线下门店,钻石系列,248724.75,4581,224,1162.27,0.01,0.14
2025-07,线下门店,耐候系列,497914.71,2320,277,2845.23,0.05,0.21
2025-07,线下门店,着色系列,328608.15,1259,158,1186.31,0.06,0.34
2025-07,线下门店,玻璃变色龙,476477.73,3141,275,3452.74,0.04,0.16
2025-07,线下门店,水晶系列,171786.81,1208,94,617.94,0.06,0.24
2025-07,线下门店,化妆品系列,165667.13,1568,86,662.67,0.01,0.39
2025-07,线下门店,云母粉,162801.85,1637,112,2806.93,0.05,0.2
2025-07,线下门店,银白系列,39942.82,3939,90,907.79,0.03,0.27
2025-07,线下门店,虹彩系列,120754.46,215,108,805.03,0.03,0.37
2025-07,线下门店,着色变色龙,218821.17,2604,198,1013.06,0.08,0.27
2025-07,线下门店,玻璃包银系列,324383.68,1759,49,3686.18,0.02,0.16
2025-08,线下门店,金色系列,97379.38,4717,62,1315.94,0.07,0.28
2025-08,线下门店,磁性珠光,385366.63,2804,151,1529.23,0.02,0.1
2025-08,线下门店,其他,123597.21,1873,56,1454.08,0.02,0.24
2025-08,线下门店,金属彩光系列,10120.97,737,36,126.51,0.05,0.23
2025-08,线下门店,超白系列,335772.69,2779,164,1262.3,0.06,0.17
2025-08,线下门店,钻石系列,202690.86,3258,252,1061.21,0.03,0.26
2025-08,线下门店,耐候系列,270035.9,1852,95,1776.55,0.06,0.35
2025-08,线下门店,着色系列,284638.07,4114,138,4008.99,0.05,0.23
2025-08,线下门店,玻璃变色龙,180608.44,307,197,728.26,0.06,0.2
2025-08,线下门店,水晶系列,217798.19,4685,107,1062.43,0.04,0.38
2025-08,线下门店,化妆品系列,497764.83,1704,236,2565.8,0.05,0.1
2025-08,线下门店,云母粉,162091.44,870,198,1166.13,0.05,0.1
2025-08,线下门店,银白系列,143783.64,2352,255,675.04,0.01,0.31
2025-08,线下门店,虹彩系列,133988.6,568,25,533.82,0.08,0.29
2025-08,线下门店,着色变色龙,250247.24,3978,289,3972.18,0.01,0.11
2025-08,线下门店,玻璃包银系列,448189.92,1354,100,5820.65,0.02,0.35
2025-09,线下门店,金色系列,68519.11,3732,41,403.05,0.02,0.26
2025-09,线下门店,磁性珠光,491867.68,1690,18,2732.6,0.07,0.35
2025-09,线下门店,其他,165075.34,1486,197,602.46,0.01,0.3
2025-09,线下门店,金属彩光系列,214025.58,603,43,1981.72,0.07,0.25
2025-09,线下门店,超白系列,367188.96,787,98,1549.32,0.01,0.28
2025-09,线下门店,钻石系列,347471.19,3452,98,31588.29,0.03,0.27
2025-09,线下门店,耐候系列,67680.14,3919,300,1253.34,0.05,0.24
2025-09,线下门店,着色系列,66968.23,841,103,1240.15,0.02,0.28
2025-09,线下门店,玻璃变色龙,483225.14,1487,15,3993.6,0.05,0.24
2025-09,线下门店,水晶系列,439827.21,2121,167,4110.53,0.06,0.32
2025-09,线下门店,化妆品系列,162138.66,3207,156,1605.33,0.03,0.27
2025-09,线下门店,云母粉,212851.56,1642,149,1900.46,0.02,0.19
2025-09,线下门店,银白系列,351803.5,2267,57,1353.09,0.03,0.21
2025-09,线下门店,虹彩系列,388461.57,4384,240,4004.76,0.01,0.35
2025-09,线下门店,着色变色龙,198983.54,4506,117,857.69,0.03,0.34
2025-09,线下门店,玻璃包银系列,400172.99,1799,185,1498.78,0.05,0.32
2025-10,线下门店,金色系列,141785.56,4304,117,998.49,0.03,0.18
2025-10,线下门店,磁性珠光,461740.49,4335,105,1825.06,0.02,0.28
2025-10,线下门店,其他,192418.55,3195,27,1099.53,0.06,0.29
2025-10,线下门店,金属彩光系列,435971.26,164,91,1937.65,0.04,0.2
2025-10,线下门店,超白系列,452460.14,1632,193,2725.66,0.02,0.26
2025-10,线下门店,钻石系列,378502.14,3696,243,1631.47,0.06,0.24
2025-10,线下门店,耐候系列,129358.48,3157,182,503.34,0.06,0.19
2025-10,线下门店,着色系列,485675.18,2019,269,7471.93,0.04,0.33
2025-10,线下门店,玻璃变色龙,477451.15,3382,24,5133.88,0.05,0.38
2025-10,线下门店,水晶系列,444431.67,4393,111,1481.44,0.06,0.14
2025-10,线下门店,化妆品系列,173242.09,540,56,1031.2,0.07,0.14
2025-10,线下门店,云母粉,179590.2,3343,94,733.02,0.01,0.14
2025-10,线下门店,银白系列,442647.82,2568,167,8679.37,0.02,0.36
2025-10,线下门店,虹彩系列,223908.95,2104,88,761.6,0.07,0.21
2025-10,线下门店,着色变色龙,243898.6,2923,61,971.71,0.05,0.22
2025-10,线下门店,玻璃包银系列,114121.02,3969,202,462.03,0.06,0.33
2025-11,线下门店,金色系列,56954.18,1152,172,730.18,0.04,0.2
2025-11,线下门店,磁性珠光,148765.35,3578,211,525.67,0.02,0.25
2025-11,线下门店,其他,372810.27,4904,23,3030.98,0.07,0.15
2025-11,线下门店,金属彩光系列,125227.22,3067,184,470.78,0.07,0.28
2025-11,线下门店,超白系列,378325.39,732,127,4729.07,0.04,0.11
2025-11,线下门店,钻石系列,157949.58,860,183,766.75,0.06,0.23
2025-11,线下门店,耐候系列,149632.42,3268,256,5541.94,0.03,0.39
2025-11,线下门店,着色系列,97963.8,3362,274,1530.68,0.04,0.12
2025-11,线下门店,玻璃变色龙,346172.15,930,217,21635.76,0.02,0.14
2025-11,线下门店,水晶系列,258415.51,3824,15,1001.61,0.06,0.3
2025-11,线下门店,化妆品系列,217003.96,546,165,955.96,0.03,0.29
2025-11,线下门店,云母粉,305781.66,3788,267,1528.91,0.06,0.31
2025-11,线下门店,银白系列,423642.52,3088,67,4194.48,0.08,0.26
2025-11,线下门店,虹彩系列,197901.19,755,86,15223.17,0.03,0.38
2025-11,线下门店,着色变色龙,299174.98,1718,273,1236.26,0.04,0.24
2025-11,线下门店,玻璃包银系列,29523.78,4110,245,149.87,0.01,0.28
2024-10,经销商,金色系列,190955.25,3587,182,1186.06,0.06,0.11
2024-10,经销商,磁性珠光,140945.4,2502,192,632.04,0.01,0.2
2024-10,经销商,其他,321631.52,4980,67,1675.16,0.06,0.26
2024-10,经销商,金属彩光系列,204145.14,1535,53,721.36,0.02,0.32
2024-10,经销商,超白系列,320130.81,3631,150,1721.13,0.08,0.31
2024-10,经销商,钻石系列,129609.35,4388,244,4320.31,0.02,0.21
2024-10,经销商,耐候系列,81907.72,928,205,301.13,0.08,0.12
2024-10,经销商,着色系列,464445.87,2573,226,2160.21,0.01,0.39
2024-10,经销商,玻璃变色龙,135860.42,749,231,1968.99,0.07,0.27
2024-10,经销商,水晶系列,497510.02,4311,286,3712.76,0.06,0.11
2024-10,经销商,化妆品系列,290934.65,1862,233,1939.56,0.06,0.33
2024-10,经销商,云母粉,145658.37,474,214,1428.02,0.06,0.18
2024-10,经销商,银白系列,209519.57,253,222,2756.84,0.03,0.24
2024-10,经销商,虹彩系列,397226.53,2706,59,3229.48,0.03,0.31
2024-10,经销商,着色变色龙,118318.28,2457,245,525.86,0.05,0.2
2024-10,经销商,玻璃包银系列,200629.36,4668,16,1084.48,0.03,0.2
2024-11,经销商,金色系列,227747.7,3884,265,1946.56,0.05,0.15
2024-11,经销商,磁性珠光,201130.01,3400,26,4022.6,0.05,0.27
2024-11,经销商,其他,179196.6,1800,281,900.49,0.03,0.33
2024-11,经销商,金属彩光系列,231234.6,3928,25,2598.14,0.05,0.15
2024-11,经销商,超白系列,182296.93,3635,222,8680.81,0.06,0.19
2024-11,经销商,钻石系列,374585.49,2022,202,1314.34,0.02,0.28
2024-11,经销商,耐候系列,426337.41,894,212,3523.45,0.02,0.13
2024-11,经销商,着色系列,151781.0,1403,215,521.58,0.04,0.33
2024-11,经销商,玻璃变色龙,214908.2,2384,173,1102.09,0.05,0.3
2024-11,经销商,水晶系列,346553.5,2703,267,1220.26,0.05,0.17
2024-11,经销商,化妆品系列,207943.32,3900,156,866.43,0.02,0.36
2024-11,经销商,云母粉,206026.64,127,282,1138.27,0.06,0.3
2024-11,经销商,银白系列,344842.37,905,206,1539.47,0.08,0.22
2024-11,经销商,虹彩系列,321844.27,1936,80,1205.41,0.08,0.28
2024-11,经销商,着色变色龙,368752.52,287,176,2691.62,0.02,0.29
2024-11,经销商,玻璃包银系列,345337.9,3133,21,1652.33,0.05,0.36
2024-12,经销商,金色系列,426651.42,1422,244,2154.81,0.06,0.17
2024-12,经销商,磁性珠光,241362.76,1736,175,3134.58,0.03,0.37
2024-12,经销商,其他,111433.56,3877,245,825.43,0.06,0.23
2024-12,经销商,金属彩光系列,128522.99,1548,246,483.17,0.05,0.34
2024-12,经销商,超白系列,420558.97,1404,135,1709.59,0.06,0.12
2024-12,经销商,钻石系列,376818.2,3428,276,1507.27,0.07,0.12
2024-12,经销商,耐候系列,214373.91,2230,285,3019.35,0.06,0.28
2024-12,经销商,着色系列,494712.32,294,234,1932.47,0.07,0.12
2024-12,经销商,玻璃变色龙,407714.57,426,196,1905.21,0.06,0.25
2024-12,经销商,水晶系列,328318.6,3610,73,5211.41,0.02,0.18
2024-12,经销商,化妆品系列,414362.01,1015,96,2103.36,0.04,0.2
2024-12,经销商,云母粉,457357.55,4053,117,3154.19,0.02,0.29
2024-12,经销商,银白系列,46294.08,4126,135,323.73,0.03,0.31
2024-12,经销商,虹彩系列,172023.99,3789,142,573.41,0.03,0.11
2024-12,经销商,着色变色龙,78610.28,4374,157,3417.84,0.03,0.21
2024-12,经销商,玻璃包银系列,187734.88,2485,167,2063.02,0.05,0.19
2025-01,经销商,金色系列,359408.63,2515,89,4792.12,0.02,0.19
2025-01,经销商,磁性珠光,198271.07,1967,24,1680.26,0.05,0.14
2025-01,经销商,其他,15912.69,3083,270,58.08,0.04,0.29
2025-01,经销商,金属彩光系列,93500.96,2919,89,351.51,0.03,0.21
2025-01,经销商,超白系列,434050.26,4075,96,1561.33,0.04,0.25
2025-01,经销商,钻石系列,196137.46,630,185,1569.1,0.03,0.17
2025-01,经销商,耐候系列,146374.62,1079,110,762.37,0.04,0.27
2025-01,经销商,着色系列,322931.92,199,278,2562.95,0.06,0.21
2025-01,经销商,玻璃变色龙,26091.86,909,178,97.0,0.01,0.27
2025-01,经销商,水晶系列,272029.4,4505,50,7158.67,0.04,0.26
2025-01,经销商,化妆品系列,129899.2,1596,135,1030.95,0.06,0.24
2025-01,经销商,云母粉,29714.07,2277,292,195.49,0.02,0.16
2025-01,经销商,银白系列,417039.27,621,77,1505.56,0.03,0.16
2025-01,经销商,虹彩系列,129530.89,4861,254,524.42,0.02,0.36
2025-01,经销商,着色变色龙,35030.57,698,110,137.92,0.02,0.13
2025-01,经销商,玻璃包银系列,106724.16,4543,120,412.06,0.03,0.1
2025-02,经销商,金色系列,220580.27,1013,236,2023.67,0.05,0.29
2025-02,经销商,磁性珠光,380216.09,104,138,1744.11,0.05,0.25
2025-02,经销商,其他,96500.62,4255,257,353.48,0.03,0.29
2025-02,经销商,金属彩光系列,139457.95,4459,137,757.92,0.03,0.27
2025-02,经销商,超白系列,161313.97,3704,67,1566.16,0.04,0.2
2025-02,经销商,钻石系列,487433.65,3954,263,5241.22,0.02,0.33
2025-02,经销商,耐候系列,339758.33,874,236,1836.53,0.05,0.26
2025-02,经销商,着色系列,99501.28,990,128,836.15,0.03,0.19
2025-02,经销商,玻璃变色龙,385546.05,3965,62,2365.31,0.07,0.16
2025-02,经销商,水晶系列,339224.75,2752,90,3140.97,0.06,0.34
2025-02,经销商,化妆品系列,427655.07,1387,176,1560.78,0.08,0.3
2025-02,经销商,云母粉,396486.83,2306,127,2753.38,0.04,0.36
2025-02,经销商,银白系列,158772.88,1287,166,882.07,0.06,0.35
2025-02,经销商,虹彩系列,164519.86,2623,227,552.08,0.04,0.23
2025-02,经销商,着色变色龙,383489.14,3410,38,1751.09,0.03,0.34
2025-02,经销商,玻璃包银系列,487743.02,2346,19,4316.31,0.02,0.32
2025-03,经销商,金色系列,154450.48,3159,22,887.65,0.04,0.21
2025-03,经销商,磁性珠光,283453.4,1733,120,1061.62,0.04,0.18
2025-03,经销商,其他,46469.19,1414,176,182.23,0.08,0.28
2025-03,经销商,金属彩光系列,476502.23,476,209,1839.78,0.03,0.4
2025-03,经销商,超白系列,297196.04,585,61,7820.95,0.05,0.18
2025-03,经销商,钻石系列,191029.93,2428,66,761.08,0.02,0.32
2025-03,经销商,耐候系列,169027.3,3489,87,1942.84,0.05,0.27
2025-03,经销商,着色系列,285299.83,3690,135,1611.86,0.05,0.33
2025-03,经销商,玻璃变色龙,137752.37,4450,159,6559.64,0.02,0.33
2025-03,经销商,水晶系列,436655.41,2671,194,1834.69,0.06,0.16
2025-03,经销商,化妆品系列,167420.89,1965,245,858.57,0.03,0.3
2025-03,经销商,云母粉,354989.55,2191,21,4382.59,0.02,0.22
2025-03,经销商,银白系列,204190.91,4084,34,729.25,0.01,0.4
2025-03,经销商,虹彩系列,193002.44,4734,233,7423.17,0.08,0.36
2025-03,经销商,着色变色龙,170264.31,4513,261,1105.61,0.05,0.29
2025-03,经销商,玻璃包银系列,369872.57,4730,57,1253.81,0.06,0.26
2025-04,经销商,金色系列,401309.58,818,249,3750.56,0.06,0.33
2025-04,经销商,磁性珠光,221163.9,2368,248,917.69,0.07,0.4
2025-04,经销商,其他,84580.6,2806,47,821.17,0.06,0.2
2025-04,经销商,金属彩光系列,268579.84,3642,20,1249.21,0.05,0.1
2025-04,经销商,超白系列,415829.09,254,14,3326.63,0.03,0.15
2025-04,经销商,钻石系列,429231.57,4887,177,1522.1,0.04,0.3
2025-04,经销商,耐候系列,387264.64,4805,191,4400.73,0.02,0.14
2025-04,经销商,着色系列,161156.02,926,23,569.46,0.05,0.35
2025-04,经销商,玻璃变色龙,391936.98,4524,188,8709.71,0.03,0.19
2025-04,经销商,水晶系列,122750.89,1810,113,743.94,0.02,0.4
2025-04,经销商,化妆品系列,124159.64,1879,191,5398.25,0.02,0.37
2025-04,经销商,云母粉,225424.06,3172,23,951.16,0.07,0.36
2025-04,经销商,银白系列,112206.33,503,238,479.51,0.04,0.16
2025-04,经销商,虹彩系列,196447.4,1121,57,1984.32,0.05,0.27
2025-04,经销商,着色变色龙,263083.13,1434,117,3705.4,0.08,0.32
2025-04,经销商,玻璃包银系列,185611.27,2695,222,1734.68,0.02,0.13
2025-05,经销商,金色系列,258385.99,4015,140,956.99,0.02,0.24
2025-05,经销商,磁性珠光,13555.24,3540,214,222.22,0.03,0.38
2025-05,经销商,其他,419901.97,3656,163,3306.31,0.08,0.13
2025-05,经销商,金属彩光系列,325355.16,3292,251,18075.29,0.08,0.18
2025-05,经销商,超白系列,327206.21,2748,33,3990.32,0.07,0.15
2025-05,经销商,钻石系列,14544.23,4348,89,179.56,0.06,0.33
2025-05,经销商,耐候系列,39978.92,1818,160,199.89,0.05,0.35
2025-05,经销商,着色系列,215427.18,1530,275,2476.17,0.06,0.34
2025-05,经销商,玻璃变色龙,98991.2,996,93,3959.65,0.04,0.19
2025-05,经销商,水晶系列,316403.12,2272,174,13183.46,0.06,0.2
2025-05,经销商,化妆品系列,445522.02,380,83,2043.68,0.01,0.21
2025-05,经销商,云母粉,303268.66,4402,96,3369.65,0.02,0.2
2025-05,经销商,银白系列,119122.84,3539,43,1777.95,0.08,0.24
2025-05,经销商,虹彩系列,213387.65,4496,235,2735.74,0.07,0.34
2025-05,经销商,着色变色龙,10353.6,4001,250,73.43,0.02,0.3
2025-05,经销商,玻璃包银系列,189135.54,889,254,721.89,0.06,0.36
2025-06,经销商,金色系列,106180.68,1896,273,1397.11,0.07,0.14
2025-06,经销商,磁性珠光,333012.87,876,216,2162.42,0.07,0.13
2025-06,经销商,其他,120849.47,1612,164,678.93,0.06,0.24
2025-06,经销商,金属彩光系列,299484.48,4334,146,3889.41,0.03,0.21
2025-06,经销商,超白系列,81158.29,380,207,2387.01,0.07,0.39
2025-06,经销商,钻石系列,17017.65,379,131,184.97,0.04,0.1
2025-06,经销商,耐候系列,245580.42,2917,106,1131.71,0.04,0.16
2025-06,经销商,着色系列,314443.15,4571,235,4492.05,0.06,0.3
2025-06,经销商,玻璃变色龙,262100.55,2863,182,2496.2,0.03,0.34
2025-06,经销商,水晶系列,248804.02,4596,243,4217.02,0.06,0.2
2025-06,经销商,化妆品系列,264345.73,617,197,1159.41,0.05,0.39
2025-06,经销商,云母粉,71851.8,1960,244,1088.66,0.02,0.31
2025-06,经销商,银白系列,71886.63,2947,167,298.28,0.04,0.4
2025-06,经销商,虹彩系列,50653.95,4234,103,237.81,0.07,0.37
2025-06,经销商,着色变色龙,260343.26,1260,123,14463.51,0.02,0.32
2025-06,经销商,玻璃包银系列,267531.6,1343,298,952.07,0.05,0.34
2025-07,经销商,金色系列,187701.51,1987,281,1975.81,0.04,0.13
2025-07,经销商,磁性珠光,91161.4,1953,87,318.75,0.08,0.28
2025-07,经销商,其他,430564.65,2380,35,2002.63,0.03,0.37
2025-07,经销商,金属彩光系列,486284.34,4003,249,2794.74,0.02,0.38
2025-07,经销商,超白系列,10173.27,2158,294,60.2,0.02,0.32
2025-07,经销商,钻石系列,301052.62,647,40,1368.42,0.02,0.24
2025-07,经销商,耐候系列,88523.95,2086,210,972.79,0.06,0.22
2025-07,经销商,着色系列,104751.94,2970,46,838.02,0.08,0.18
2025-07,经销商,玻璃变色龙,447392.87,1111,87,3890.37,0.04,0.3
2025-07,经销商,水晶系列,382686.45,188,70,1386.55,0.03,0.13
2025-07,经销商,化妆品系列,317987.41,3959,128,1358.92,0.03,0.14
2025-07,经销商,云母粉,374026.75,3822,88,8131.02,0.07,0.33
2025-07,经销商,银白系列,362803.34,2329,30,1769.77,0.07,0.18
2025-07,经销商,虹彩系列,317180.19,3589,96,1224.63,0.06,0.17
2025-07,经销商,着色变色龙,60494.58,3070,133,230.02,0.07,0.39
2025-07,经销商,玻璃包银系列,216620.32,961,153,1434.57,0.07,0.29
2025-08,经销商,金色系列,171126.54,2158,192,3290.89,0.01,0.31
2025-08,经销商,磁性珠光,247918.89,4898,263,2015.6,0.05,0.3
2025-08,经销商,其他,60943.07,4096,297,203.82,0.04,0.26
2025-08,经销商,金属彩光系列,463369.12,3234,31,7128.76,0.05,0.34
2025-08,经销商,超白系列,477495.02,4815,58,6821.36,0.08,0.17
2025-08,经销商,钻石系列,294259.81,3555,211,9808.66,0.03,0.34
2025-08,经销商,耐候系列,427594.19,4796,277,14744.63,0.08,0.34
2025-08,经销商,着色系列,317777.99,3637,23,2648.15,0.05,0.11
2025-08,经销商,玻璃变色龙,473515.38,909,159,2142.6,0.07,0.32
2025-08,经销商,水晶系列,426220.74,2176,193,2291.51,0.03,0.39
2025-08,经销商,化妆品系列,145549.91,491,176,596.52,0.06,0.29
2025-08,经销商,云母粉,386619.46,1415,117,1310.57,0.06,0.26
2025-08,经销商,银白系列,167721.76,3387,188,1711.45,0.07,0.36
2025-08,经销商,虹彩系列,173544.0,4509,126,1008.98,0.07,0.13
2025-08,经销商,着色变色龙,363750.93,3426,170,1377.84,0.05,0.33
2025-08,经销商,玻璃包银系列,109053.07,4076,189,599.19,0.07,0.37
2025-09,经销商,金色系列,379837.71,1480,175,21102.1,0.02,0.27
2025-09,经销商,磁性珠光,455326.86,4691,161,1538.27,0.05,0.22
2025-09,经销商,其他,350861.68,1727,57,6265.39,0.06,0.37
2025-09,经销商,金属彩光系列,334963.19,2257,84,1820.45,0.05,0.22
2025-09,经销商,超白系列,461416.58,948,160,8873.4,0.03,0.17
2025-09,经销商,钻石系列,414805.68,2114,290,4660.74,0.06,0.18
2025-09,经销商,耐候系列,252301.53,1893,135,2018.41,0.04,0.34
2025-09,经销商,着色系列,81234.58,2531,134,4061.73,0.07,0.24
2025-09,经销商,玻璃变色龙,225085.45,4657,292,750.28,0.02,0.16
2025-09,经销商,水晶系列,264099.98,3373,208,1846.85,0.06,0.39
2025-09,经销商,化妆品系列,403678.78,2259,230,2028.54,0.04,0.38
2025-09,经销商,云母粉,125005.85,4526,192,2551.14,0.08,0.14
2025-09,经销商,银白系列,431372.9,2122,285,5751.64,0.02,0.38
2025-09,经销商,虹彩系列,492897.07,3997,284,2899.39,0.02,0.35
2025-09,经销商,着色变色龙,121633.97,2953,293,980.92,0.04,0.27
2025-09,经销商,玻璃包银系列,36068.71,3687,264,154.8,0.01,0.4
2025-10,经销商,金色系列,20836.44,3773,296,534.27,0.07,0.24
2025-10,经销商,磁性珠光,356091.42,622,191,8281.2,0.08,0.18
2025-10,经销商,其他,133485.92,325,261,580.37,0.06,0.38
2025-10,经销商,金属彩光系列,493241.23,1862,241,2935.96,0.05,0.3
2025-10,经销商,超白系列,171961.29,4768,270,788.81,0.02,0.26
2025-10,经销商,钻石系列,343847.65,2676,13,9293.18,0.06,0.21
2025-10,经销商,耐候系列,68644.86,681,42,244.29,0.04,0.15
2025-10,经销商,着色系列,105363.29,1569,102,4214.53,0.06,0.25
2025-10,经销商,玻璃变色龙,68555.05,829,58,317.38,0.05,0.38
2025-10,经销商,水晶系列,199851.06,3438,205,793.06,0.02,0.2
2025-10,经销商,化妆品系列,56973.02,3009,100,247.71,0.07,0.25
2025-10,经销商,云母粉,100437.53,3388,112,797.12,0.03,0.29
2025-10,经销商,银白系列,49968.52,3800,58,179.74,0.03,0.36
2025-10,经销商,虹彩系列,39841.44,4663,40,198.22,0.02,0.1
2025-10,经销商,着色变色龙,492713.07,203,12,2783.69,0.04,0.11
2025-10,经销商,玻璃包银系列,453521.07,4715,201,10078.25,0.08,0.16
2025-11,经销商,金色系列,314227.47,1589,284,2596.92,0.08,0.13
2025-11,经销商,磁性珠光,344758.73,1367,201,3447.59,0.07,0.31
2025-11,经销商,其他,441039.25,1554,269,5128.36,0.07,0.23
2025-11,经销商,金属彩光系列,314820.48,4503,71,1862.84,0.08,0.13
2025-11,经销商,超白系列,344685.71,4934,275,3628.27,0.07,0.25
2025-11,经销商,钻石系列,305716.65,2863,242,1054.2,0.07,0.34
2025-11,经销商,耐候系列,472565.44,4642,43,2582.32,0.03,0.14
2025-11,经销商,着色系列,480589.66,4120,106,2224.95,0.01,0.12
2025-11,经销商,玻璃变色龙,491349.36,4035,60,1780.25,0.02,0.3
2025-11,经销商,水晶系列,456814.84,4712,282,1649.15,0.04,0.26
2025-11,经销商,化妆品系列,108456.72,2724,79,453.79,0.06,0.19
2025-11,经销商,云母粉,316906.24,3411,232,1561.11,0.02,0.11
2025-11,经销商,银白系列,61116.07,4697,257,292.42,0.03,0.4
2025-11,经销商,虹彩系列,387662.98,551,280,12505.26,0.02,0.13
2025-11,经销商,着色变色龙,447125.34,4779,287,4562.5,0.05,0.32
2025-11,经销商,玻璃包银系列,271803.14,486,165,1313.06,0.02,0.39
2024-10,直销,金色系列,35693.28,3653,270,128.39,0.07,0.25
2024-10,直销,磁性珠光,343755.36,466,119,5729.26,0.04,0.16
2024-10,直销,其他,118567.9,2723,47,1040.07,0.04,0.27
2024-10,直销,金属彩光系列,310378.35,470,205,2698.94,0.07,0.13
2024-10,直销,超白系列,152316.42,2069,179,1523.16,0.08,0.35
2024-10,直销,钻石系列,192174.05,3392,32,2159.26,0.02,0.17
2024-10,直销,耐候系列,337581.07,3563,168,2961.24,0.08,0.3
2024-10,直销,着色系列,457730.73,3452,15,2061.85,0.07,0.21
2024-10,直销,玻璃变色龙,422890.78,1652,259,3042.38,0.05,0.29
2024-10,直销,水晶系列,203779.55,3779,75,1643.38,0.01,0.13
2024-10,直销,化妆品系列,87872.68,4102,44,853.13,0.05,0.15
2024-10,直销,云母粉,372645.54,3362,155,1312.13,0.03,0.36
2024-10,直销,银白系列,138134.6,1078,212,1222.43,0.08,0.27
2024-10,直销,虹彩系列,254003.94,1141,275,9071.57,0.04,0.13
2024-10,直销,着色变色龙,122036.09,3279,104,2346.85,0.06,0.34
2024-10,直销,玻璃包银系列,128458.4,3138,234,1547.69,0.04,0.33
2024-11,直销,金色系列,334809.61,4225,106,2861.62,0.06,0.11
2024-11,直销,磁性珠光,16963.46,1351,184,122.92,0.07,0.21
2024-11,直销,其他,108318.16,562,210,530.97,0.02,0.19
2024-11,直销,金属彩光系列,41188.2,1607,109,227.56,0.06,0.23
2024-11,直销,超白系列,436955.28,668,135,1560.55,0.03,0.15
2024-11,直销,钻石系列,278090.45,2701,39,4150.6,0.06,0.22
2024-11,直销,耐候系列,271794.15,1491,174,1365.8,0.01,0.37
2024-11,直销,着色系列,345315.14,148,205,31392.29,0.05,0.34
2024-11,直销,玻璃变色龙,386660.76,1080,124,13809.31,0.05,0.12
2024-11,直销,水晶系列,327942.69,4002,207,2129.5,0.06,0.22
2024-11,直销,化妆品系列,456018.13,2046,261,3304.48,0.03,0.4
2024-11,直销,云母粉,232942.3,1354,242,820.22,0.07,0.17
2024-11,直销,银白系列,150563.12,1528,208,1067.82,0.07,0.21
2024-11,直销,虹彩系列,20259.19,2556,83,653.52,0.04,0.31
2024-11,直销,着色变色龙,275334.28,1959,215,3720.73,0.07,0.21
2024-11,直销,玻璃包银系列,471521.74,3549,223,1924.58,0.06,0.23
2024-12,直销,金色系列,200337.0,3078,182,1138.28,0.06,0.14
2024-12,直销,磁性珠光,269669.02,2115,121,2520.27,0.05,0.38
2024-12,直销,其他,367360.33,3077,247,1266.76,0.07,0.34
2024-12,直销,金属彩光系列,193660.15,2614,119,917.82,0.02,0.13
2024-12,直销,超白系列,329596.35,2560,221,9155.45,0.02,0.2
2024-12,直销,钻石系列,446063.08,3248,274,1931.01,0.02,0.23
2024-12,直销,耐候系列,350045.11,3261,300,3571.89,0.03,0.32
2024-12,直销,着色系列,286048.36,1376,215,2577.01,0.02,0.19
2024-12,直销,玻璃变色龙,130392.26,1169,259,762.53,0.05,0.33
2024-12,直销,水晶系列,269988.17,389,59,6278.79,0.02,0.1
2024-12,直销,化妆品系列,432502.14,532,179,7723.25,0.03,0.37
2024-12,直销,云母粉,109473.46,1333,119,655.53,0.07,0.21
2024-12,直销,银白系列,455530.35,4879,238,1800.52,0.03,0.15
2024-12,直销,虹彩系列,158587.83,4702,91,1822.85,0.02,0.14
2024-12,直销,着色变色龙,456013.43,3456,91,1535.4,0.05,0.24
2024-12,直销,玻璃包银系列,491818.48,2143,68,5786.1,0.07,0.13
2025-01,直销,金色系列,29295.39,3220,252,143.6,0.04,0.33
2025-01,直销,磁性珠光,297225.93,3068,235,2885.69,0.04,0.11
2025-01,直销,其他,250965.85,4743,186,1371.4,0.08,0.37
2025-01,直销,金属彩光系列,43756.1,1205,163,207.37,0.07,0.13
2025-01,直销,超白系列,468164.15,1714,174,2944.43,0.06,0.38
2025-01,直销,钻石系列,50705.62,4152,18,227.38,0.08,0.21
2025-01,直销,耐候系列,133830.73,4305,153,484.89,0.07,0.11
