po_id,sku,category,supplier_id,inspect_date,qty_inspected,qty_defective,defect_rate,defect_type,result,inspector
PO01070,FWDV060B,玻璃包银系列,SUP015,2025-01-25,1635,14,0.00856,无,通过,QC-03
PO01110,FWD6225,水晶系列,SUP041,2025-12-05,2821,4,0.00142,颜色偏差,通过,QC-03
PO01203,FWD110,银白系列,SUP042,2025-11-28,2602,24,0.00922,无,通过,QC-01
PO00002,FWD6683T,磁性珠光,SUP030,2025-10-12,1720,13,0.00756,尺寸偏差,通过,QC-02
PO01876,FWD6003TWR,耐候系列,SUP039,2025-09-01,1783,17,0.00953,无,通过,QC-01
PO02319,FWD506,金属彩光系列,SUP018,2025-01-19,3446,33,0.00958,尺寸偏差,通过,QC-03
PO00364,FWD101,银白系列,SUP044,2025-05-03,3616,32,0.00885,外观缺陷,通过,QC-02
PO00299,FWD221WR,耐候系列,SUP044,2025-05-08,1832,0,0.0,无,通过,QC-01
PO00506,FWD520WR,耐候系列,SUP017,2025-11-25,1788,4,0.00224,无,通过,QC-02
PO00719,FWD6002A,超白系列,SUP045,2025-07-15,4202,12,0.00286,无,通过,QC-02
PO01309,FWD427,着色系列,SUP025,2025-06-18,2716,0,0.0,外观缺陷,通过,QC-01
PO02338,FWD110,银白系列,SUP040,2025-03-16,601,5,0.00832,无,通过,QC-01
PO01628,FWD100,银白系列,SUP013,2025-03-16,3030,23,0.00759,无,通过,QC-01
PO02571,FWD351,金色系列,SUP023,2025-04-04,4119,34,0.00825,无,不通过,QC-02
PO01446,FWD416,着色系列,SUP042,2025-01-12,2113,5,0.00237,外观缺陷,通过,QC-02
PO02719,FWD111WR,耐候系列,SUP028,2025-02-15,246,0,0.0,无,通过,QC-03
PO00402,FWD503,金属彩光系列,SUP007,2025-09-30,3036,20,0.00659,无,通过,QC-03
PO02566,FWD427,着色系列,SUP038,2024-11-26,4113,37,0.009,外观缺陷,通过,QC-02
PO00867,FWD6224,水晶系列,SUP003,2025-11-19,1710,12,0.00702,无,通过,QC-02
PO00783,FWD425,着色系列,SUP018,2025-06-20,4213,24,0.0057,无,通过,QC-03
PO01439,FWD535,金属彩光系列,SUP004,2025-02-20,1196,1,0.00084,无,通过,QC-01
PO00983,FWD6601,磁性珠光,SUP039,2026-01-26,1226,11,0.00897,无,通过,QC-02
PO00179,FWD6163,超白系列,SUP024,2025-08-15,4747,42,0.00885,外观缺陷,通过,QC-03
PO00289,FWD6502,水晶系列,SUP055,2025-02-10,1255,6,0.00478,外观缺陷,不通过,QC-01
PO00888,FWD221,虹彩系列,SUP025,2025-07-07,2513,12,0.00478,尺寸偏差,通过,QC-02
PO01649,FWDD29L,钻石系列,SUP036,2024-11-22,569,5,0.00879,外观缺陷,通过,QC-01
PO02328,FWD6603B,磁性珠光,SUP038,2025-11-18,4272,17,0.00398,颜色偏差,通过,QC-01
PO00878,FWD323M,金色系列,SUP002,2025-05-17,772,0,0.0,外观缺陷,通过,QC-03
PO01367,FWD417,着色系列,SUP017,2025-01-23,4633,1,0.00022,无,通过,QC-01
PO01996,FWD100,银白系列,SUP052,2025-05-06,1026,10,0.00975,无,通过,QC-01
PO01491,FWD6830,水晶系列,SUP018,2025-03-06,1741,10,0.00574,无,通过,QC-01
PO01951,FWD508WR,耐候系列,SUP056,2025-07-10,4380,11,0.00251,无,通过,QC-02
PO01943,FWDV060,玻璃包银系列,SUP028,2025-05-14,1919,11,0.00573,外观缺陷,通过,QC-02
PO02064,FWD205A,虹彩系列,SUP050,2025-07-01,2978,2,0.00067,无,通过,QC-01
PO01981,FWD7504,其他,SUP054,2024-11-13,3502,19,0.00543,无,通过,QC-02
PO02019,FWD3504,金属彩光系列,SUP032,2025-10-17,3822,11,0.00288,外观缺陷,通过,QC-03
PO01583,FWD6883,水晶系列,SUP020,2025-07-18,101,1,0.0099,尺寸偏差,通过,QC-03
PO00417,FWD503,金属彩光系列,SUP049,2026-01-11,3196,12,0.00375,无,通过,QC-02
PO00690,BHC9328GR,玻璃变色龙,SUP007,2025-08-17,885,5,0.00565,无,通过,QC-02
PO01793,FWD5519WR,耐候系列,SUP024,2026-02-12,3452,9,0.00261,外观缺陷,通过,QC-03
PO01718,BHC89237BG,着色变色龙,SUP060,2025-01-21,3923,32,0.00816,颜色偏差,通过,QC-03
PO01476,FWD5874A,钻石系列,SUP002,2025-04-19,1284,0,0.0,无,通过,QC-01
PO00463,BHC9327GP,玻璃变色龙,SUP053,2026-01-18,129,1,0.00775,颜色偏差,通过,QC-03
PO01052,FWD6910,水晶系列,SUP059,2025-08-19,3157,26,0.00824,颜色偏差,不通过,QC-02
PO02393,FWDD23X,钻石系列,SUP026,2026-01-05,3696,5,0.00135,无,通过,QC-01
PO01275,FWD6003,超白系列,SUP052,2025-06-26,3328,21,0.00631,无,通过,QC-01
PO00443,FWD6603,磁性珠光,SUP043,2025-10-12,3924,13,0.00331,外观缺陷,通过,QC-01
PO00030,FWD6002T,超白系列,SUP036,2026-01-09,2398,18,0.00751,无,通过,QC-01
PO00248,FWD205A,虹彩系列,SUP020,2025-02-14,3080,10,0.00325,无,通过,QC-02
PO02380,FWDV040B,玻璃包银系列,SUP027,2025-12-21,2384,0,0.0,尺寸偏差,通过,QC-03
PO02889,FWD101,银白系列,SUP013,2025-05-22,4829,15,0.00311,尺寸偏差,通过,QC-02
PO00080,FWD400B,着色系列,SUP013,2026-01-30,1519,9,0.00592,外观缺陷,通过,QC-03
PO01115,FWD7331,其他,SUP045,2024-12-15,3194,23,0.0072,无,通过,QC-02
PO00348,FWD6601,磁性珠光,SUP001,2025-06-12,2155,11,0.0051,外观缺陷,不通过,QC-01
PO02097,FWD417,着色系列,SUP043,2025-02-17,2343,12,0.00512,无,通过,QC-03
PO00278,FWD5870A,钻石系列,SUP015,2025-11-23,716,2,0.00279,无,通过,QC-01
PO00987,FWD400B,着色系列,SUP021,2025-05-22,4079,40,0.00981,颜色偏差,通过,QC-01
PO01692,FWDV150B,玻璃包银系列,SUP020,2025-11-04,2192,19,0.00867,无,通过,QC-02
PO01667,FWDD28L,钻石系列,SUP031,2025-05-25,1251,8,0.00639,尺寸偏差,通过,QC-03
PO02702,FWD401,着色系列,SUP020,2025-05-01,3624,10,0.00276,外观缺陷,通过,QC-02
PO02260,FWDD29M,钻石系列,SUP011,2025-04-15,1468,6,0.00409,外观缺陷,通过,QC-02
PO01678,FWD119,银白系列,SUP051,2025-01-08,3768,24,0.00637,颜色偏差,通过,QC-03
PO01581,FWD259,虹彩系列,SUP027,2025-03-05,4918,43,0.00874,外观缺陷,通过,QC-03
PO02848,FWD525WR,耐候系列,SUP056,2025-03-31,825,3,0.00364,尺寸偏差,通过,QC-03
PO00357,FWD215WR,耐候系列,SUP044,2025-10-28,2096,16,0.00763,颜色偏差,通过,QC-02
PO02805,FWDV080,玻璃包银系列,SUP006,2025-09-28,3168,27,0.00852,尺寸偏差,通过,QC-01
PO00693,FWD5892,钻石系列,SUP041,2026-02-03,4181,31,0.00741,无,通过,QC-03
PO00162,FWD223WR,耐候系列,SUP007,2026-01-04,1598,13,0.00814,外观缺陷,通过,QC-03
PO02850,FWD7331,其他,SUP016,2026-01-03,4134,12,0.0029,外观缺陷,通过,QC-02
PO00377,BHC9235BVH,化妆品系列,SUP047,2025-06-28,831,5,0.00602,无,通过,QC-03
PO01848,FWD201WR,耐候系列,SUP005,2025-10-18,2394,18,0.00752,颜色偏差,通过,QC-02
PO02965,FWDD10M,钻石系列,SUP060,2025-12-04,504,4,0.00794,颜色偏差,通过,QC-02
PO02722,FWD419B,着色系列,SUP011,2025-03-19,1322,8,0.00605,无,通过,QC-02
PO00465,FWD6502,水晶系列,SUP053,2025-08-15,2054,1,0.00049,无,通过,QC-03
PO02069,FWD5800D,钻石系列,SUP046,2025-06-24,3555,31,0.00872,颜色偏差,通过,QC-02
PO02176,FWDD29M,钻石系列,SUP004,2025-11-11,4636,36,0.00777,颜色偏差,通过,QC-01
PO01005,FWD6881,水晶系列,SUP037,2025-03-07,2108,21,0.00996,无,通过,QC-01
PO01081,FWD223,虹彩系列,SUP055,2025-07-25,272,2,0.00735,颜色偏差,通过,QC-03
PO01830,BHC9235BVH,化妆品系列,SUP036,2025-07-08,1503,11,0.00732,无,通过,QC-02
PO02588,FWD6001,超白系列,SUP002,2025-02-28,3790,36,0.0095,无,通过,QC-03
PO00907,FWDV040B,玻璃包银系列,SUP050,2025-06-15,3499,16,0.00457,外观缺陷,通过,QC-02
PO02287,FWD110,银白系列,SUP010,2025-10-04,3648,20,0.00548,尺寸偏差,通过,QC-01
PO00237,FWDD29L,钻石系列,SUP033,2025-08-13,885,2,0.00226,外观缺陷,通过,QC-03
PO00434,FWD6602,磁性珠光,SUP044,2025-07-22,1619,3,0.00185,尺寸偏差,通过,QC-02
PO00324,FWD355,金色系列,SUP040,2025-11-22,513,2,0.0039,外观缺陷,通过,QC-03
PO00128,FWD302,金色系列,SUP058,2024-11-24,4099,24,0.00586,无,通过,QC-01
PO01663,FWD430,着色系列,SUP028,2024-12-19,4398,25,0.00568,无,通过,QC-02
PO00210,BHC9321RY,玻璃变色龙,SUP004,2025-10-18,1456,2,0.00137,尺寸偏差,通过,QC-03
PO02996,FWD123TS,银白系列,SUP020,2025-01-29,3676,30,0.00816,颜色偏差,通过,QC-01
PO00947,FWD400B,着色系列,SUP017,2025-12-12,1644,2,0.00122,颜色偏差,不通过,QC-03
PO00025,FWDV095,玻璃包银系列,SUP005,2025-06-09,3194,31,0.00971,外观缺陷,通过,QC-01
PO02235,FWD211,虹彩系列,SUP014,2025-01-18,729,2,0.00274,无,通过,QC-01
PO02960,BHC9233POH,化妆品系列,SUP058,2024-12-18,4597,41,0.00892,无,通过,QC-02
PO02527,FWDD28L,钻石系列,SUP037,2025-02-13,111,1,0.00901,无,通过,QC-02
PO00917,FWD6885,水晶系列,SUP037,2025-05-21,1901,7,0.00368,尺寸偏差,通过,QC-02
PO02518,FWD215WR,耐候系列,SUP044,2026-02-14,3776,32,0.00847,无,通过,QC-02
PO00180,FWD305,金色系列,SUP044,2024-12-17,833,0,0.0,无,通过,QC-02
PO01594,BHC9338GR,玻璃变色龙,SUP028,2024-12-02,160,1,0.00625,外观缺陷,通过,QC-01
PO00472,FWDV080,玻璃包银系列,SUP040,2025-02-14,1495,4,0.00268,无,通过,QC-01
PO00720,FWD6504T,水晶系列,SUP035,2024-12-31,2074,15,0.00723,无,通过,QC-01
PO01141,FWDV060,玻璃包银系列,SUP058,2025-03-20,2100,10,0.00476,无,通过,QC-02
PO01342,FWD305,金色系列,SUP027,2025-02-21,2834,26,0.00917,无,通过,QC-01
PO01505,FWD7322,其他,SUP003,2025-02-07,3833,0,0.0,尺寸偏差,通过,QC-02
PO01445,FWDV095B,玻璃包银系列,SUP047,2025-10-12,3097,11,0.00355,无,通过,QC-02
PO00476,FWD5872C,钻石系列,SUP001,2026-01-16,3416,14,0.0041,无,通过,QC-01
PO01503,FWD6235,水晶系列,SUP006,2024-12-28,563,0,0.0,无,通过,QC-03
PO00263,FWD6300,水晶系列,SUP016,2025-04-22,1208,3,0.00248,无,通过,QC-03
PO02795,FWD6003TWR,耐候系列,SUP040,2025-05-12,3707,31,0.00836,尺寸偏差,通过,QC-01
PO00522,FWDD21M,钻石系列,SUP021,2025-07-20,2446,8,0.00327,无,通过,QC-01
PO00665,FWD509,金属彩光系列,SUP034,2025-07-07,4060,28,0.0069,外观缺陷,通过,QC-02
PO00546,BHC9232MGH,化妆品系列,SUP057,2025-06-28,2585,5,0.00193,尺寸偏差,通过,QC-01
PO02709,FWD508,金属彩光系列,SUP051,2025-10-11,3879,17,0.00438,尺寸偏差,通过,QC-02
PO01772,FWD436 ,着色系列,SUP032,2025-04-17,2751,18,0.00654,外观缺陷,通过,QC-03
PO01365,FWD509,金属彩光系列,SUP055,2025-07-24,1157,8,0.00691,颜色偏差,通过,QC-03
PO00176,FWD8205WR,耐候系列,SUP042,2024-11-22,4520,11,0.00243,无,通过,QC-01
PO02957,FWDD21X,钻石系列,SUP021,2025-05-12,2577,7,0.00272,无,通过,QC-03
PO00497,BHC89232BR,着色变色龙,SUP038,2025-07-17,1276,7,0.00549,无,通过,QC-01
PO02678,FWD225WR,耐候系列,SUP004,2025-11-19,4863,40,0.00823,无,通过,QC-01
PO00220,FWD508,金属彩光系列,SUP010,2025-01-18,354,0,0.0,颜色偏差,通过,QC-03
PO01454,FWD121WR,耐候系列,SUP044,2025-06-23,3281,19,0.00579,颜色偏差,通过,QC-01
PO02634,FWD6307A,水晶系列,SUP046,2025-08-20,2280,15,0.00658,无,通过,QC-03
PO01209,FWD8503WR,耐候系列,SUP001,2025-07-02,4368,31,0.0071,颜色偏差,通过,QC-02
PO02442,FWD435,着色系列,SUP036,2025-03-24,4329,15,0.00347,无,通过,QC-03
PO01151,BHC9327GP,玻璃变色龙,SUP002,2025-02-22,157,1,0.00637,无,通过,QC-01
PO01335,FWD215WR,耐候系列,SUP022,2025-11-01,1827,15,0.00821,无,通过,QC-01
PO02405,FWD6850,水晶系列,SUP052,2025-04-18,3677,31,0.00843,无,通过,QC-02
PO01125,FWDD27M,钻石系列,SUP051,2025-08-06,3178,7,0.0022,外观缺陷,通过,QC-03
PO02015,FWD500WR,耐候系列,SUP018,2026-01-15,4415,36,0.00815,颜色偏差,通过,QC-01
PO00486,FWD6009,超白系列,SUP002,2025-12-27,2477,8,0.00323,颜色偏差,通过,QC-01
PO01058,FWD401,着色系列,SUP041,2025-05-27,2644,26,0.00983,尺寸偏差,通过,QC-01
PO02385,FWD502WR,耐候系列,SUP028,2025-03-03,1381,0,0.0,无,通过,QC-01
PO01449,FWD532,金属彩光系列,SUP032,2025-04-28,2295,13,0.00566,无,通过,QC-03
PO00300,FWD500,金属彩光系列,SUP033,2025-06-08,813,6,0.00738,无,通过,QC-01
PO02301,FWD427,着色系列,SUP029,2025-08-24,2863,1,0.00035,无,通过,QC-03
PO00055,FWD6882,水晶系列,SUP008,2025-02-05,994,2,0.00201,无,通过,QC-02
PO00192,FWD3502,金属彩光系列,SUP049,2025-07-24,2668,11,0.00412,颜色偏差,通过,QC-03
PO01142,FWD403,着色系列,SUP029,2024-12-20,340,1,0.00294,颜色偏差,通过,QC-01
PO01411,FWD5519,金属彩光系列,SUP043,2025-01-24,2830,0,0.0,颜色偏差,通过,QC-03
PO02293,FWDV015,玻璃包银系列,SUP041,2025-12-24,2604,19,0.0073,无,通过,QC-03
PO01294,FWD411,着色系列,SUP023,2025-01-07,2233,13,0.00582,无,通过,QC-03
PO02084,FWD6830,水晶系列,SUP045,2025-05-31,4767,34,0.00713,无,通过,QC-03
PO00723,FWD417,着色系列,SUP032,2025-06-08,2647,4,0.00151,颜色偏差,通过,QC-02
PO01267,FWD122,银白系列,SUP024,2025-07-30,4686,30,0.0064,无,通过,QC-02
PO02230,FWD001,其他,SUP057,2025-05-19,1992,17,0.00853,尺寸偏差,通过,QC-01
PO01606,FWD6500A,水晶系列,SUP029,2024-12-05,674,2,0.00297,无,通过,QC-02
PO01352,FWDD28X,钻石系列,SUP050,2025-11-13,1983,2,0.00101,颜色偏差,通过,QC-02
PO01778,FWD5519WR,耐候系列,SUP006,2025-12-22,2482,13,0.00524,无,通过,QC-03
PO02076,FWD6307A,水晶系列,SUP041,2025-09-15,2964,23,0.00776,无,通过,QC-03
PO01516,FWDV080B,玻璃包银系列,SUP047,2025-11-02,1036,1,0.00097,无,通过,QC-02
PO01592,FWD7351,其他,SUP042,2025-01-29,2011,0,0.0,无,通过,QC-03
PO01978,FWD416,着色系列,SUP009,2024-12-04,2163,7,0.00324,无,通过,QC-03
PO02267,BHC9338GR,玻璃变色龙,SUP046,2025-01-10,785,2,0.00255,外观缺陷,通过,QC-02
PO02633,FWD524,金属彩光系列,SUP055,2025-02-24,1697,15,0.00884,尺寸偏差,通过,QC-03
PO00937,FWDD21M,钻石系列,SUP019,2024-12-18,4522,14,0.0031,外观缺陷,通过,QC-03
PO00121,FWDV095B,玻璃包银系列,SUP038,2025-12-20,4819,14,0.00291,无,通过,QC-01
PO00615,BHC9234BOH,化妆品系列,SUP045,2024-11-19,2125,4,0.00188,颜色偏差,通过,QC-03
PO01849,FWD411,着色系列,SUP030,2025-09-19,2814,27,0.00959,无,通过,QC-01
PO02801,FWD6303,水晶系列,SUP009,2025-07-15,4774,20,0.00419,无,通过,QC-01
PO02511,FWDV580,玻璃包银系列,SUP047,2025-08-11,361,0,0.0,无,通过,QC-02
PO00320,BHC89232BR,着色变色龙,SUP011,2025-01-18,4526,37,0.00817,颜色偏差,通过,QC-02
PO01882,FWDV060,玻璃包银系列,SUP047,2025-04-10,435,1,0.0023,无,通过,QC-02
PO01262,FWD6500A,水晶系列,SUP012,2024-12-20,2233,14,0.00627,尺寸偏差,通过,QC-03
PO01362,FWD425B,着色系列,SUP031,2025-05-30,3193,6,0.00188,无,通过,QC-01
PO01789,FWD407,着色系列,SUP049,2025-03-18,3014,11,0.00365,无,通过,QC-03
PO02264,FWD111WR,耐候系列,SUP017,2025-09-09,1895,5,0.00264,无,通过,QC-03
PO02123,FWD5871C,钻石系列,SUP059,2025-08-17,4330,1,0.00023,无,通过,QC-03
PO01361,FWD231WR,耐候系列,SUP038,2025-12-04,1482,4,0.0027,无,通过,QC-03
PO00262,FWD111WR,耐候系列,SUP039,2025-04-18,3570,24,0.00672,无,通过,QC-03
PO00675,FWD6225,水晶系列,SUP019,2025-07-01,1035,0,0.0,外观缺陷,通过,QC-02
PO00094,FWD153,银白系列,SUP004,2025-08-06,4755,13,0.00273,无,通过,QC-01
PO01530,FWD6001,超白系列,SUP023,2025-05-14,4877,25,0.00513,无,通过,QC-03
PO01074,FWDD10L,钻石系列,SUP029,2025-12-28,1075,5,0.00465,尺寸偏差,通过,QC-02
PO02676,FWD5890,钻石系列,SUP008,2025-03-11,4943,13,0.00263,颜色偏差,通过,QC-03
PO01099,FWDD23M,钻石系列,SUP003,2024-12-04,2771,5,0.0018,外观缺陷,通过,QC-03
PO02446,FWDV150B,玻璃包银系列,SUP003,2024-11-27,3963,34,0.00858,无,通过,QC-03
PO00811,FWD3502,金属彩光系列,SUP007,2025-07-15,2261,0,0.0,外观缺陷,通过,QC-03
PO01279,FWD6683T,磁性珠光,SUP027,2025-05-05,4397,2,0.00045,颜色偏差,通过,QC-03
PO01434,FWD323,金色系列,SUP006,2025-06-08,1497,7,0.00468,尺寸偏差,不通过,QC-03
PO01897,FWD6881,水晶系列,SUP059,2025-09-29,3016,23,0.00763,无,通过,QC-03
PO01742,FWD5800A,钻石系列,SUP045,2025-12-28,210,1,0.00476,无,通过,QC-01
PO00541,FWDV080,玻璃包银系列,SUP001,2025-05-26,2145,10,0.00466,无,通过,QC-01
PO01408,FWD410,着色系列,SUP045,2025-08-12,2925,28,0.00957,无,不通过,QC-02
PO02378,FWDD10M,钻石系列,SUP025,2025-12-13,2524,3,0.00119,外观缺陷,通过,QC-03
PO00277,FWD401,着色系列,SUP001,2025-06-15,3050,10,0.00328,无,通过,QC-01
PO02914,FWD7322,其他,SUP007,2025-12-22,384,0,0.0,无,通过,QC-01
PO02244,FWD7305WR,耐候系列,SUP016,2024-12-24,778,1,0.00129,颜色偏差,通过,QC-03
PO00298,HM010AS,云母粉,SUP041,2024-12-06,3012,20,0.00664,无,通过,QC-01
PO01163,FWD351WR,耐候系列,SUP013,2025-06-21,437,3,0.00686,无,通过,QC-03
PO01754,BHC9230YBH,化妆品系列,SUP007,2025-12-01,3725,21,0.00564,无,通过,QC-01
PO02250,FWD6500,水晶系列,SUP016,2025-09-04,3284,0,0.0,外观缺陷,通过,QC-03
PO01957,FWD3502,金属彩光系列,SUP046,2025-07-03,1583,2,0.00126,无,通过,QC-03
PO01948,FWD502WR,耐候系列,SUP029,2025-06-15,3156,30,0.00951,尺寸偏差,通过,QC-02
PO00312,FWDD25X,钻石系列,SUP013,2025-05-04,666,3,0.0045,无,通过,QC-02
PO01167,FWD6820,水晶系列,SUP023,2024-12-18,3779,35,0.00926,无,通过,QC-03
PO00833,FWD6860,水晶系列,SUP030,2025-05-07,3039,25,0.00823,无,通过,QC-01
PO00927,BHC9337GP,玻璃变色龙,SUP012,2025-10-28,4519,25,0.00553,外观缺陷,通过,QC-01
PO01510,FWD525,金属彩光系列,SUP026,2025-03-25,2256,10,0.00443,无,通过,QC-02
PO01806,FWD123T,银白系列,SUP052,2025-09-18,4094,26,0.00635,无,通过,QC-01
PO01061,BHC9275BOH,化妆品系列,SUP037,2026-01-01,1758,3,0.00171,颜色偏差,通过,QC-01
PO02185,FWD6504T,水晶系列,SUP052,2025-02-02,2406,17,0.00707,无,通过,QC-03
PO02541,FWD211WR,耐候系列,SUP032,2025-03-21,4145,7,0.00169,无,通过,QC-01
PO01430,FWD7504,其他,SUP013,2025-05-31,556,3,0.0054,无,通过,QC-02
PO00010,FWD502,金属彩光系列,SUP035,2025-12-09,1873,16,0.00854,尺寸偏差,通过,QC-01
PO01394,FWDV080B,玻璃包银系列,SUP010,2025-06-28,2954,8,0.00271,无,通过,QC-03
PO01220,FWDD27M,钻石系列,SUP053,2025-08-05,3398,27,0.00795,无,通过,QC-02
PO02048,FWD552,金属彩光系列,SUP010,2025-07-27,4865,36,0.0074,颜色偏差,通过,QC-03
PO01540,FWD500WR,耐候系列,SUP043,2025-12-29,3003,19,0.00633,尺寸偏差,通过,QC-02
PO02031,FWD7351,其他,SUP018,2025-08-18,2800,13,0.00464,尺寸偏差,通过,QC-02
PO01083,FWD901KSW,耐候系列,SUP054,2025-05-15,3922,10,0.00255,无,通过,QC-02
PO01093,FWD103,银白系列,SUP042,2025-02-01,1060,6,0.00566,无,通过,QC-01
PO01379,FWD119,银白系列,SUP013,2025-06-29,4410,38,0.00862,无,通过,QC-01
PO00876,BHC9234BOH,化妆品系列,SUP017,2024-12-23,2561,2,0.00078,无,通过,QC-02
PO00336,FWD417,着色系列,SUP001,2025-04-16,2051,2,0.00098,无,不通过,QC-02
PO01008,FWD525,金属彩光系列,SUP032,2025-11-22,4600,38,0.00826,外观缺陷,通过,QC-02
PO02866,FWD6504,水晶系列,SUP045,2025-02-17,4585,1,0.00022,无,通过,QC-03
PO01709,FWD430,着色系列,SUP022,2024-12-09,1060,3,0.00283,无,通过,QC-01
PO01966,FWD5870B,钻石系列,SUP056,2025-07-04,3362,0,0.0,颜色偏差,通过,QC-01
PO00517,FWD6820,水晶系列,SUP015,2025-11-17,688,2,0.00291,无,通过,QC-02
PO00817,FWD6002,超白系列,SUP032,2025-09-07,309,1,0.00324,无,通过,QC-03
PO01750,FWD6884,水晶系列,SUP015,2025-07-16,259,1,0.00386,无,通过,QC-02
PO00730,BHC9275BOH,化妆品系列,SUP001,2025-01-01,246,0,0.0,无,通过,QC-02
PO02027,FWD304,金色系列,SUP039,2026-01-26,1363,8,0.00587,无,通过,QC-01
PO01114,FWD5873A,钻石系列,SUP047,2025-03-20,4435,9,0.00203,无,通过,QC-01
PO00605,FWD211WR,耐候系列,SUP025,2025-12-28,689,4,0.00581,外观缺陷,通过,QC-03
PO00831,FWD122,银白系列,SUP017,2025-07-08,4776,22,0.00461,无,通过,QC-01
PO01949,FWD6500A,水晶系列,SUP042,2025-03-31,1427,3,0.0021,无,通过,QC-01
PO01213,FWD231,虹彩系列,SUP051,2025-09-30,4656,41,0.00881,无,通过,QC-03
PO00163,FWD5519,金属彩光系列,SUP010,2025-05-25,2990,23,0.00769,无,通过,QC-02
PO01283,FWD306WR,耐候系列,SUP002,2025-03-02,2645,8,0.00302,无,通过,QC-03
PO00371,FWD355,金色系列,SUP017,2025-10-06,1745,14,0.00802,尺寸偏差,通过,QC-02
PO01946,FWD259,虹彩系列,SUP036,2025-04-05,4398,32,0.00728,无,通过,QC-01
PO00294,FWD500,金属彩光系列,SUP022,2026-01-07,4958,30,0.00605,颜色偏差,通过,QC-03
PO01799,FWD4002,着色系列,SUP045,2025-05-25,3759,14,0.00372,无,通过,QC-03
PO01484,FWD509,金属彩光系列,SUP031,2025-06-11,1665,13,0.00781,无,通过,QC-01
PO02470,FWD430,着色系列,SUP021,2025-03-29,3400,4,0.00118,无,通过,QC-02
PO00954,FWD221,虹彩系列,SUP027,2025-08-29,3106,5,0.00161,无,通过,QC-03
PO00641,FWD6601A,磁性珠光,SUP016,2025-04-10,628,1,0.00159,尺寸偏差,通过,QC-01
PO00600,FWD6500,水晶系列,SUP055,2025-11-27,3987,7,0.00176,外观缺陷,通过,QC-01
PO00791,FWDV550,玻璃包银系列,SUP013,2025-02-19,4151,14,0.00337,无,不通过,QC-02
PO01775,FWD223WR,耐候系列,SUP007,2025-02-28,4793,5,0.00104,尺寸偏差,通过,QC-03
PO02923,FWD323M,金色系列,SUP052,2025-12-09,2658,18,0.00677,无,通过,QC-02
PO00809,FWD6300,水晶系列,SUP054,2025-11-10,3341,19,0.00569,无,不通过,QC-02
PO00449,FWD249,虹彩系列,SUP035,2026-01-18,2476,14,0.00565,外观缺陷,通过,QC-01
PO01264,FWD6850,水晶系列,SUP011,2024-12-27,3868,17,0.0044,尺寸偏差,通过,QC-02
PO00747,FWD289,虹彩系列,SUP029,2025-01-16,3994,37,0.00926,无,通过,QC-01
PO00066,FWD307,金色系列,SUP058,2025-12-25,4899,13,0.00265,尺寸偏差,通过,QC-01
PO02192,FWD300,金色系列,SUP057,2025-07-26,3436,33,0.0096,尺寸偏差,通过,QC-02
PO02940,FWD6300T,水晶系列,SUP023,2025-05-14,1159,0,0.0,无,通过,QC-01
PO02560,FWD7305WR,耐候系列,SUP056,2025-11-10,1123,7,0.00623,外观缺陷,通过,QC-01
PO00996,FWD163,银白系列,SUP010,2025-05-13,528,2,0.00379,无,通过,QC-02
PO02890,FWDD27X,钻石系列,SUP029,2025-04-14,2379,15,0.00631,外观缺陷,通过,QC-01
PO02374,BHC9326BM ,玻璃变色龙,SUP020,2025-07-25,715,6,0.00839,颜色偏差,通过,QC-03
PO00829,FWDV580,玻璃包银系列,SUP039,2024-12-09,2688,0,0.0,无,通过,QC-01
PO01673,FWD299,虹彩系列,SUP054,2024-12-18,2407,2,0.00083,无,通过,QC-02
PO02769,FWD152WR,耐候系列,SUP017,2025-12-18,1765,17,0.00963,无,通过,QC-03
PO02276,FWD361,金色系列,SUP015,2025-05-18,2748,6,0.00218,颜色偏差,通过,QC-02
PO02482,BHC9234BOH,化妆品系列,SUP022,2025-01-19,1354,0,0.0,尺寸偏差,通过,QC-02
PO01597,FWDV015,玻璃包银系列,SUP057,2025-07-31,4499,25,0.00556,尺寸偏差,通过,QC-02
PO00635,FWD6850,水晶系列,SUP027,2025-03-30,3976,30,0.00755,无,通过,QC-03
PO01416,FWD201WR,耐候系列,SUP025,2025-03-12,4666,1,0.00021,无,通过,QC-03
PO00620,FWD5800,钻石系列,SUP021,2025-02-19,1162,10,0.00861,尺寸偏差,通过,QC-03
PO00525,FWD508WR,耐候系列,SUP015,2025-08-04,1937,17,0.00878,外观缺陷,通过,QC-02
PO02621,FWDD27X,钻石系列,SUP054,2025-03-06,2850,25,0.00877,尺寸偏差,不通过,QC-02
PO00260,FWDV580,玻璃包银系列,SUP011,2025-06-23,1530,6,0.00392,无,通过,QC-02
PO01224,FWD211WR,耐候系列,SUP016,2025-04-06,3415,23,0.00673,无,通过,QC-02
PO00455,FWD419B,着色系列,SUP004,2025-04-27,723,2,0.00277,外观缺陷,通过,QC-02
PO00297,FWD6005,超白系列,SUP016,2025-04-24,4767,47,0.00986,无,不通过,QC-01
PO00880,BHC89234BG,着色变色龙,SUP023,2025-04-10,1802,16,0.00888,无,不通过,QC-02
PO00941,FWD231,虹彩系列,SUP009,2025-08-21,2252,18,0.00799,外观缺陷,通过,QC-03
