shipment_id,month,ship_date,expected_delivery,actual_delivery,warehouse,carrier,destination,sku,category,qty,weight_kg,freight_cost_rmb,revenue_rmb,on_time
SHP00954,2025-05,2025-05-10,2025-05-23,2025-05-26,深圳仓,FedEx,重庆,FWD323WR,耐候系列,1542,30.84,1144.21,138780.0,True
SHP00955,2025-11,2025-11-25,2025-12-10,2025-12-12,上海仓,顺丰,北京,FWD5871A,钻石系列,950,19.0,388.79,266000.0,True
SHP00956,2025-10,2025-10-23,2025-10-30,2025-11-04,广州仓,DHL,Tokyo,FWD6163,超白系列,645,6.45,891.09,24187.5,True
SHP00957,2025-01,2025-01-05,2025-01-19,2025-01-20,广州仓,京东物流,广州,FWD224,虹彩系列,456,0.0,861.16,17100.0,True
SHP00958,2025-06,2025-06-27,2025-07-03,2025-07-07,广州仓,FedEx,重庆,FWD500WR,耐候系列,1940,19.4,1339.38,174600.0,True
SHP00959,2024-12,2024-12-18,2024-12-24,2024-12-29,上海仓,中外运,南京,FWD153,银白系列,589,11.78,1744.85,15314.0,True
SHP00960,2025-06,2025-06-10,2025-06-19,2025-06-19,广州仓,DHL,深圳,FWD6601A,磁性珠光,1435,28.7,1150.38,215250.0,True
SHP00961,2025-11,2025-11-23,2025-12-04,2025-12-09,广州仓,中外运,南京,FWD429,着色系列,661,6.61,1983.09,39660.0,True
SHP00962,2025-11,2025-11-23,2025-12-06,2025-12-05,深圳仓,DHL,Singapore,FWDV150B,玻璃包银系列,1050,0.0,969.61,2331000.0,True
SHP00963,2024-11,2024-11-20,2024-12-04,2024-12-03,成都仓,京东物流,武汉,FWD96107SW,耐候系列,1459,29.18,447.55,145900.0,True
SHP00964,2025-04,2025-04-24,2025-05-03,2025-05-07,深圳仓,顺丰,南京,FWD524WR,耐候系列,998,19.96,884.19,89820.0,True
SHP00965,2025-08,2025-08-24,2025-08-27,2025-08-26,上海仓,中外运,武汉,FWD302,金色系列,744,7.44,1574.89,27900.0,False
SHP00966,2025-02,2025-02-17,2025-02-22,2025-02-23,上海仓,中外运,南京,FWDD10A,钻石系列,1656,16.56,660.97,165600.0,True
SHP00967,2025-05,2025-05-21,2025-05-25,2025-05-29,成都仓,DHL,杭州,FWDD27X,钻石系列,62,0.62,333.23,15500.0,True
SHP00968,2025-11,2025-11-12,2025-11-18,2025-11-18,成都仓,德邦,武汉,FWDV060,玻璃包银系列,129,1.29,729.42,753360.0,True
SHP00969,2025-02,2025-02-07,2025-02-20,2025-02-25,上海仓,德邦,西安,FWD201WR,耐候系列,930,0.0,641.22,83700.0,True
SHP00970,2025-07,2025-07-15,2025-07-30,2025-08-04,广州仓,DHL,Los Angeles,FWDD10M,钻石系列,235,2.35,1561.8,28200.0,True
SHP00971,2024-10,2024-10-14,2024-10-22,2024-10-23,上海仓,DHL,西安,FWD6502,水晶系列,1701,17.01,976.29,93555.0,True
SHP00972,2025-05,2025-05-15,2025-05-16,2025-05-16,成都仓,DHL,重庆,BHC9320YB,玻璃变色龙,284,2.84,780.42,142000.0,True
SHP00973,2025-08,2025-08-03,2025-08-04,2025-08-06,广州仓,中外运,Singapore,FWD6850,水晶系列,1838,18.38,1333.94,156230.0,True
SHP00974,2025-10,2025-10-23,2025-10-26,2025-10-31,上海仓,DHL,Tokyo,FWD534,金属彩光系列,1404,14.04,574.43,47736.0,False
SHP00975,2025-06,2025-06-02,2025-06-03,2025-06-08,深圳仓,京东物流,杭州,FWD535,金属彩光系列,1585,15.85,475.27,53890.0,True
SHP00976,2025-09,2025-09-06,2025-09-11,2025-09-15,深圳仓,京东物流,Seoul,FWD111MT,银白系列,1368,0.0,805.59,39672.0,True
SHP00977,2025-01,2025-01-06,2025-01-21,2025-01-21,上海仓,京东物流,南京,FWD205WR,耐候系列,612,6.12,261.94,55080.0,True
SHP00978,2024-10,2024-10-25,2024-11-02,2024-11-03,深圳仓,DHL,南京,FWD6504,水晶系列,286,2.86,574.31,24310.0,True
SHP00979,2025-05,2025-05-12,2025-05-26,2025-05-25,深圳仓,中外运,Tokyo,FWDD21L,钻石系列,71,1.42,558.97,19880.0,True
SHP00980,2025-06,2025-06-27,2025-07-05,2025-07-05,成都仓,德邦,杭州,FWD6006,超白系列,1769,35.38,506.07,68991.0,True
SHP00981,2025-08,2025-08-04,2025-08-19,2025-08-19,上海仓,德邦,南京,FWD6884,水晶系列,415,8.3,1863.21,22825.0,True
SHP00982,2025-11,2025-11-13,2025-11-15,2025-11-16,广州仓,FedEx,重庆,FWD502,金属彩光系列,1118,11.18,536.22,38012.0,True
SHP00983,2024-10,2024-10-22,2024-11-05,2024-11-07,成都仓,FedEx,Frankfurt,FWD435B,着色系列,759,7.59,123.74,45540.0,True
SHP00984,2025-07,2025-07-11,2025-07-23,2025-07-26,成都仓,京东物流,Seoul,FWD303,金色系列,81,1.62,558.17,3037.5,True
SHP00985,2025-05,2025-05-14,2025-05-23,2025-05-25,上海仓,DHL,Tokyo,FWD217,虹彩系列,1065,10.65,899.35,39937.5,True
SHP00986,2025-08,2025-08-10,2025-08-25,2025-08-28,深圳仓,DHL,上海,FWD5870B,钻石系列,1298,12.98,1496.2,233640.0,True
SHP00987,2025-06,2025-06-03,2025-06-18,2025-06-17,成都仓,DHL,深圳,FWD302,金色系列,1380,13.8,928.6,51750.0,True
SHP00988,2025-10,2025-10-23,2025-11-06,2025-11-05,深圳仓,顺丰,Seoul,FWD221,虹彩系列,1375,27.5,1902.74,51562.5,True
SHP00989,2025-03,2025-03-14,2025-03-25,2025-03-24,上海仓,顺丰,成都,FWD6001,超白系列,705,14.1,1138.15,26437.5,True
SHP00990,2024-10,2024-10-10,2024-10-15,2024-10-18,成都仓,FedEx,深圳,FWD552,金属彩光系列,1924,19.24,1957.28,57720.0,True
SHP00991,2025-05,2025-05-14,2025-05-27,2025-05-30,深圳仓,德邦,重庆,FWD6205,水晶系列,1951,19.51,1552.53,107305.0,True
SHP00992,2025-07,2025-07-06,2025-07-12,2025-07-16,广州仓,德邦,北京,FWD101,银白系列,196,1.96,1208.68,4900.0,True
SHP00993,2024-12,2024-12-19,2024-12-25,2024-12-29,深圳仓,DHL,上海,FWD231WR,耐候系列,464,9.28,1679.59,41760.0,True
SHP00994,2025-01,2025-01-13,2025-01-25,2025-01-29,成都仓,FedEx,Singapore,FWD205,虹彩系列,1084,21.68,1917.98,40650.0,False
SHP00995,2025-10,2025-10-19,2025-10-30,2025-11-03,成都仓,中外运,成都,FWD5871A,钻石系列,266,5.32,739.37,74480.0,True
SHP00996,2024-11,2024-11-15,2024-11-30,2024-11-29,广州仓,京东物流,Los Angeles,FWDD28M,钻石系列,665,13.3,1195.77,186200.0,True
SHP00997,2025-01,2025-01-23,2025-02-01,2025-02-03,成都仓,京东物流,Singapore,FWD520,金属彩光系列,1817,18.17,600.43,61778.0,True
SHP00998,2025-09,2025-09-18,2025-09-19,2025-09-24,上海仓,DHL,重庆,BHC89233BR,着色变色龙,398,3.98,1489.96,199000.0,True
SHP00999,2025-03,2025-03-19,2025-03-22,2025-03-24,成都仓,顺丰,上海,BHC9327GP,玻璃变色龙,1763,0.0,1221.99,881500.0,True
SHP01000,2024-11,2024-11-22,2024-12-06,2024-12-11,广州仓,FedEx,杭州,FWD401,着色系列,47,0.47,1832.6,2068.0,True
SHP01001,2025-10,2025-10-17,2025-10-26,2025-10-26,成都仓,顺丰,北京,FWD6300,水晶系列,10,0.1,553.17,850.0,True
SHP01002,2025-10,2025-10-05,2025-10-11,2025-10-10,深圳仓,DHL,上海,FWD508,金属彩光系列,1298,0.0,1045.36,44132.0,False
SHP01003,2025-02,2025-02-01,2025-02-14,2025-02-17,上海仓,DHL,西安,FWD421,着色系列,198,1.98,195.97,11880.0,True
SHP01004,2025-04,2025-04-14,2025-04-21,2025-04-25,上海仓,德邦,武汉,FWD6215,水晶系列,1654,16.54,1303.35,90970.0,True
SHP01005,2025-03,2025-03-23,2025-04-01,2025-04-02,广州仓,德邦,广州,FWD353,金色系列,1521,15.21,1137.17,57037.5,True
SHP01006,2025-01,2025-01-18,2025-01-30,2025-01-29,上海仓,中外运,杭州,FWD418B,着色系列,1669,16.69,876.01,100140.0,True
SHP01007,2025-07,2025-07-08,2025-07-10,2025-07-14,深圳仓,京东物流,重庆,FWD6307A,水晶系列,606,6.06,918.93,33330.0,True
SHP01008,2025-03,2025-03-20,2025-04-04,2025-04-08,上海仓,德邦,Los Angeles,FWD407,着色系列,743,7.43,309.53,32692.0,False
SHP01009,2024-12,2024-12-28,2025-01-08,2025-01-11,深圳仓,顺丰,西安,FWD6830,水晶系列,42,0.84,1618.2,3570.0,True
SHP01010,2024-10,2024-10-01,2024-10-15,2024-10-15,深圳仓,德邦,深圳,FWD407,着色系列,1295,25.9,1237.97,56980.0,True
SHP01011,2025-04,2025-04-28,2025-05-01,2025-04-30,深圳仓,FedEx,北京,FWD7352,其他,1286,12.86,306.67,77160.0,True
SHP01012,2025-11,2025-11-09,2025-11-20,2025-11-22,上海仓,京东物流,西安,FWD201WR,耐候系列,1706,34.12,1409.12,153540.0,True
SHP01013,2025-03,2025-03-20,2025-04-02,2025-04-05,广州仓,DHL,重庆,FWD6163,超白系列,362,0.0,1857.89,13575.0,True
SHP01014,2025-08,2025-08-13,2025-08-20,2025-08-23,成都仓,DHL,Seoul,FWD6500,水晶系列,984,19.68,763.26,54120.0,True
SHP01015,2025-11,2025-11-06,2025-11-18,2025-11-23,成都仓,中外运,广州,FWD5800D,钻石系列,1102,11.02,1991.98,132240.0,False
SHP01016,2024-10,2024-10-01,2024-10-03,2024-10-05,广州仓,京东物流,南京,FWD6001,超白系列,1645,16.45,272.37,61687.5,True
SHP01017,2025-09,2025-09-21,2025-10-02,2025-10-05,成都仓,德邦,上海,FWD6003T,超白系列,1086,21.72,1192.31,40725.0,True
SHP01018,2024-12,2024-12-24,2025-01-05,2025-01-06,成都仓,中外运,杭州,FWDD29M,钻石系列,1759,0.0,641.31,615650.0,False
SHP01019,2025-05,2025-05-27,2025-06-11,2025-06-14,成都仓,京东物流,杭州,FWD6163,超白系列,768,7.68,1716.27,28800.0,True
SHP01020,2025-01,2025-01-07,2025-01-09,2025-01-08,上海仓,中外运,深圳,BHC9321RY,玻璃变色龙,1918,38.36,107.54,959000.0,True
SHP01021,2025-02,2025-02-19,2025-02-23,2025-02-26,上海仓,FedEx,Frankfurt,FWD221,虹彩系列,648,0.0,1774.27,24300.0,True
SHP01022,2025-05,2025-05-11,2025-05-18,2025-05-19,成都仓,京东物流,武汉,BHC9233POH,化妆品系列,421,4.21,1906.99,92620.0,True
SHP01023,2025-06,2025-06-20,2025-06-25,2025-06-25,广州仓,顺丰,成都,FWD6002AWR,耐候系列,731,7.31,56.68,58480.0,True
SHP01024,2025-04,2025-04-08,2025-04-14,2025-04-17,成都仓,FedEx,杭州,FWD320,金色系列,901,9.01,790.55,33787.5,True
SHP01025,2025-07,2025-07-22,2025-08-03,2025-08-02,深圳仓,中外运,南京,FWD361,金色系列,220,4.4,1637.2,7700.0,False
SHP01026,2025-08,2025-08-12,2025-08-20,2025-08-22,深圳仓,京东物流,北京,HM010AS,云母粉,1948,19.48,1919.0,48700.0,True
SHP01027,2025-06,2025-06-02,2025-06-13,2025-06-17,广州仓,FedEx,Singapore,FWDV060B,玻璃包银系列,1662,16.62,436.83,8019150.0,True
SHP01028,2025-05,2025-05-25,2025-06-06,2025-06-06,成都仓,DHL,上海,FWDV095,玻璃包银系列,788,15.76,1679.7,1686320.0,True
SHP01029,2025-07,2025-07-10,2025-07-14,2025-07-16,上海仓,京东物流,上海,FWD4002,着色系列,1455,29.1,1445.56,64020.0,True
SHP01030,2025-02,2025-02-08,2025-02-09,2025-02-14,成都仓,中外运,成都,FWD5519,金属彩光系列,1853,18.53,751.76,111180.0,True
SHP01031,2025-05,2025-05-07,2025-05-14,2025-05-14,上海仓,DHL,西安,FWD111WR,耐候系列,998,19.96,1654.34,59880.0,True
SHP01032,2025-02,2025-02-26,2025-03-03,2025-03-03,广州仓,FedEx,成都,FWD401,着色系列,18,0.36,412.03,792.0,True
SHP01033,2025-06,2025-06-23,2025-07-03,2025-07-02,成都仓,顺丰,Singapore,FWD6601A,磁性珠光,1449,0.0,907.81,217350.0,True
SHP01034,2025-03,2025-03-15,2025-03-16,2025-03-15,成都仓,DHL,Frankfurt,FWD418B,着色系列,1916,19.16,704.94,114960.0,True
SHP01035,2025-01,2025-01-20,2025-02-01,2025-02-02,上海仓,FedEx,北京,FWD5873A,钻石系列,842,0.0,717.31,235760.0,True
SHP01036,2024-10,2024-10-17,2024-10-18,2024-10-23,上海仓,德邦,南京,FWD223WR,耐候系列,842,16.84,910.89,75780.0,True
SHP01037,2025-03,2025-03-26,2025-03-27,2025-03-30,成都仓,FedEx,Frankfurt,FWD6602E,磁性珠光,523,5.23,893.38,78450.0,True
SHP01038,2025-01,2025-01-13,2025-01-19,2025-01-23,深圳仓,京东物流,南京,BHC9326BM ,玻璃变色龙,1771,17.71,1157.89,44275.0,True
SHP01039,2025-08,2025-08-04,2025-08-05,2025-08-04,上海仓,德邦,杭州,FWD7305,其他,68,0.68,1598.66,4080.0,True
SHP01040,2025-05,2025-05-07,2025-05-21,2025-05-24,深圳仓,德邦,上海,FWD532,金属彩光系列,1572,15.72,154.95,53448.0,True
SHP01041,2025-02,2025-02-09,2025-02-10,2025-02-10,深圳仓,中外运,成都,FWD6006,超白系列,1703,17.03,353.58,66417.0,True
SHP01042,2025-11,2025-11-17,2025-12-02,2025-12-05,深圳仓,京东物流,北京,FWD323M,金色系列,507,5.07,574.06,19012.5,False
SHP01043,2025-07,2025-07-06,2025-07-13,2025-07-14,广州仓,FedEx,北京,FWD8205WR,耐候系列,1095,21.9,1819.27,240900.0,True
SHP01044,2025-10,2025-10-20,2025-11-02,2025-11-01,成都仓,DHL,广州,FWD306WR,耐候系列,801,16.02,488.25,72090.0,True
SHP01045,2025-01,2025-01-16,2025-01-23,2025-01-22,成都仓,德邦,西安,BHC9230YBH,化妆品系列,130,2.6,439.42,28600.0,True
SHP01046,2024-12,2024-12-21,2024-12-30,2024-12-31,上海仓,京东物流,深圳,FWD530,金属彩光系列,1121,22.42,441.23,38114.0,True
SHP01047,2025-04,2025-04-26,2025-04-27,2025-04-29,成都仓,中外运,武汉,FWD508WR,耐候系列,17,0.34,1962.02,1530.0,True
SHP01048,2025-05,2025-05-26,2025-06-05,2025-06-08,成都仓,FedEx,杭州,FWDD29M,钻石系列,1780,35.6,1885.72,623000.0,True
SHP01049,2025-03,2025-03-09,2025-03-22,2025-03-23,成都仓,中外运,广州,FWD351,金色系列,1284,12.84,53.28,48150.0,True
SHP01050,2025-03,2025-03-01,2025-03-08,2025-03-07,上海仓,德邦,重庆,FWDD29M,钻石系列,388,3.88,223.39,135800.0,True
SHP01051,2025-02,2025-02-27,2025-03-02,2025-03-03,深圳仓,顺丰,西安,FWD6005T,超白系列,826,16.52,365.42,30975.0,True
SHP01052,2025-02,2025-02-05,2025-02-13,2025-02-13,广州仓,中外运,Tokyo,FWDD10L,钻石系列,1630,16.3,560.06,195600.0,True
SHP01053,2025-06,2025-06-08,2025-06-22,2025-06-21,广州仓,德邦,上海,FWD500WR,耐候系列,666,6.66,394.36,59940.0,True
SHP01054,2025-03,2025-03-03,2025-03-16,2025-03-16,上海仓,德邦,西安,BHC89232BR,着色变色龙,1262,25.24,213.0,631000.0,True
SHP01055,2025-06,2025-06-24,2025-06-29,2025-07-03,广州仓,德邦,杭州,FWD7331,其他,694,13.88,436.65,76340.0,True
SHP01056,2025-08,2025-08-18,2025-09-02,2025-09-03,成都仓,顺丰,深圳,FWD6882,水晶系列,735,7.35,113.57,40425.0,True
SHP01057,2025-10,2025-10-22,2025-10-31,2025-11-04,上海仓,FedEx,Seoul,FWD525,金属彩光系列,521,5.21,1966.15,17714.0,True
SHP01058,2025-09,2025-09-08,2025-09-14,2025-09-15,深圳仓,DHL,Frankfurt,FWD304,金色系列,742,7.42,292.39,27825.0,True
SHP01059,2025-05,2025-05-12,2025-05-27,2025-05-31,深圳仓,德邦,广州,FWDV220,玻璃包银系列,1493,14.93,1018.24,2105130.0,True
SHP01060,2025-09,2025-09-02,2025-09-09,2025-09-10,上海仓,顺丰,南京,FWD6307A,水晶系列,1401,14.01,1942.66,77055.0,True
SHP01061,2024-12,2024-12-28,2025-01-05,2025-01-09,上海仓,FedEx,广州,FWD8205WR,耐候系列,318,3.18,558.29,69960.0,True
SHP01062,2024-10,2024-10-20,2024-10-22,2024-10-26,广州仓,京东物流,上海,FWD532,金属彩光系列,1444,28.88,1647.58,49096.0,True
SHP01063,2025-11,2025-11-10,2025-11-23,2025-11-28,广州仓,中外运,北京,FWD411,着色系列,1589,0.0,655.53,95340.0,True
SHP01064,2025-10,2025-10-04,2025-10-13,2025-10-15,上海仓,京东物流,杭州,FWD417,着色系列,1767,17.67,1401.99,106020.0,True
SHP01065,2024-12,2024-12-20,2024-12-24,2024-12-28,广州仓,德邦,成都,FWD219,虹彩系列,1131,22.62,429.3,42412.5,True
SHP01066,2025-05,2025-05-04,2025-05-07,2025-05-11,上海仓,德邦,杭州,FWD211,虹彩系列,1907,19.07,1061.18,71512.5,True
SHP01067,2025-06,2025-06-08,2025-06-09,2025-06-12,广州仓,德邦,重庆,FWDV155,玻璃包银系列,1532,15.32,1507.87,2129480.0,True
SHP01068,2025-03,2025-03-11,2025-03-22,2025-03-21,成都仓,京东物流,杭州,FWD6205,水晶系列,126,0.0,1754.83,6930.0,True
SHP01069,2025-10,2025-10-07,2025-10-11,2025-10-16,上海仓,德邦,上海,FWD6006,超白系列,824,8.24,705.28,32136.0,True
SHP01070,2025-07,2025-07-28,2025-08-02,2025-08-02,成都仓,京东物流,重庆,FWD5516,金属彩光系列,1210,24.2,1509.93,72600.0,True
SHP01071,2024-10,2024-10-07,2024-10-14,2024-10-15,广州仓,DHL,Los Angeles,BHC89235G,着色变色龙,160,1.6,882.48,80000.0,False
SHP01072,2025-11,2025-11-10,2025-11-21,2025-11-20,广州仓,中外运,Frankfurt,FWD5894,钻石系列,712,7.12,1130.48,178000.0,True
SHP01073,2025-07,2025-07-04,2025-07-08,2025-07-13,广州仓,中外运,Singapore,FWD417,着色系列,823,8.23,505.15,49380.0,True
SHP01074,2025-05,2025-05-11,2025-05-14,2025-05-17,深圳仓,顺丰,Los Angeles,FWD361,金色系列,1440,28.8,1434.53,50400.0,True
SHP01075,2025-06,2025-06-04,2025-06-13,2025-06-13,广州仓,中外运,Frankfurt,FWD6009,超白系列,1931,19.31,1449.12,86895.0,True
SHP01076,2024-10,2024-10-06,2024-10-18,2024-10-17,成都仓,FedEx,Seoul,FWD111,银白系列,1251,25.02,663.65,36279.0,True
SHP01077,2025-06,2025-06-25,2025-06-29,2025-06-28,深圳仓,FedEx,Seoul,FWD5893,钻石系列,1223,24.46,1592.22,305750.0,True
SHP01078,2025-05,2025-05-01,2025-05-10,2025-05-14,成都仓,FedEx,北京,FWD201,虹彩系列,78,0.0,892.65,2925.0,True
SHP01079,2024-12,2024-12-23,2025-01-03,2025-01-02,广州仓,德邦,上海,BHC5518,化妆品系列,1926,19.26,1607.43,144450.0,True
SHP01080,2024-11,2024-11-17,2024-11-20,2024-11-20,成都仓,京东物流,深圳,FWDD25M,钻石系列,355,3.55,325.81,99400.0,True
SHP01081,2025-01,2025-01-11,2025-01-17,2025-01-19,广州仓,中外运,深圳,FWD5518WR,耐候系列,821,0.0,1841.56,98520.0,False
SHP01082,2025-04,2025-04-05,2025-04-19,2025-04-24,成都仓,FedEx,广州,FWD6683T,磁性珠光,61,0.61,249.9,18300.0,True
SHP01083,2025-04,2025-04-09,2025-04-11,2025-04-12,成都仓,德邦,杭州,BHC9321RY,玻璃变色龙,1101,11.01,1869.91,550500.0,True
SHP01084,2024-11,2024-11-05,2024-11-11,2024-11-12,广州仓,FedEx,Frankfurt,FWD223,虹彩系列,1418,28.36,130.44,53175.0,True
SHP01085,2025-04,2025-04-15,2025-04-29,2025-05-04,上海仓,FedEx,Tokyo,FWD8205WR,耐候系列,1684,16.84,535.25,370480.0,True
SHP01086,2025-01,2025-01-12,2025-01-17,2025-01-19,上海仓,DHL,杭州,FWD3112,金色系列,427,4.27,1538.45,17080.0,False
SHP01087,2025-10,2025-10-06,2025-10-11,2025-10-10,广州仓,顺丰,南京,FWD5518,金属彩光系列,881,0.0,629.5,52860.0,True
SHP01088,2025-01,2025-01-07,2025-01-13,2025-01-14,成都仓,德邦,Tokyo,FWD6003TWR,耐候系列,45,0.9,451.58,3600.0,True
SHP01089,2024-11,2024-11-23,2024-12-07,2024-12-10,成都仓,德邦,成都,FWD530,金属彩光系列,36,0.72,1449.53,1224.0,True
SHP01090,2025-02,2025-02-11,2025-02-25,2025-02-27,广州仓,DHL,Frankfurt,FWD6820,水晶系列,1857,18.57,168.93,157845.0,True
SHP01091,2025-05,2025-05-02,2025-05-17,2025-05-20,广州仓,德邦,广州,FWD524WR,耐候系列,1858,37.16,148.99,167220.0,True
SHP01092,2025-01,2025-01-24,2025-02-05,2025-02-10,深圳仓,DHL,Los Angeles,FWD6860,水晶系列,1720,17.2,1490.18,146200.0,True
SHP01093,2025-03,2025-03-26,2025-03-30,2025-04-04,成都仓,DHL,Los Angeles,FWD111M,银白系列,1374,27.48,1393.92,39846.0,True
SHP01094,2025-02,2025-02-21,2025-03-05,2025-03-09,成都仓,DHL,重庆,FWD302WR,耐候系列,1830,18.3,885.35,164700.0,True
SHP01095,2025-02,2025-02-17,2025-03-02,2025-03-01,成都仓,DHL,Seoul,FWD405B,着色系列,1091,10.91,60.11,48004.0,True
SHP01096,2025-06,2025-06-02,2025-06-12,2025-06-11,广州仓,中外运,深圳,BHC89235G,着色变色龙,1306,13.06,1689.35,653000.0,True
SHP01097,2025-07,2025-07-27,2025-08-11,2025-08-15,深圳仓,FedEx,Tokyo,FWDD25L,钻石系列,1230,12.3,1610.63,344400.0,True
SHP01098,2025-11,2025-11-23,2025-12-04,2025-12-06,广州仓,DHL,杭州,FWD6504T,水晶系列,430,4.3,599.96,36550.0,True
SHP01099,2025-08,2025-08-09,2025-08-10,2025-08-12,成都仓,顺丰,西安,FWD6002T,超白系列,856,0.0,354.96,32100.0,True
SHP01100,2025-08,2025-08-18,2025-08-30,2025-08-30,成都仓,FedEx,北京,FWD361,金色系列,1789,17.89,881.73,62615.0,True
SHP01101,2025-11,2025-11-09,2025-11-16,2025-11-18,成都仓,德邦,深圳,FWDD28M,钻石系列,439,8.78,1746.94,122920.0,True
SHP01102,2025-04,2025-04-02,2025-04-09,2025-04-09,成都仓,DHL,广州,FWD5800A,钻石系列,1802,18.02,1795.65,216240.0,True
SHP01103,2025-09,2025-09-08,2025-09-10,2025-09-09,深圳仓,顺丰,杭州,BHC9325BR,玻璃变色龙,53,0.53,1366.22,26500.0,True
SHP01104,2025-03,2025-03-25,2025-04-05,2025-04-06,广州仓,中外运,Seoul,FWD205WR,耐候系列,1643,0.0,777.13,147870.0,True
SHP01105,2025-09,2025-09-28,2025-10-10,2025-10-14,广州仓,FedEx,Los Angeles,FWD6502A,水晶系列,921,0.0,924.58,50655.0,True
SHP01106,2024-12,2024-12-18,2024-12-26,2024-12-25,广州仓,京东物流,杭州,FWD307,金色系列,22,0.22,1396.51,825.0,True
SHP01107,2024-10,2024-10-20,2024-11-02,2024-11-04,深圳仓,FedEx,武汉,FWD323WR,耐候系列,496,9.92,408.15,44640.0,True
SHP01108,2025-03,2025-03-21,2025-03-26,2025-03-31,上海仓,中外运,北京,FWDV550,玻璃包银系列,1253,25.06,374.69,1641430.0,True
SHP01109,2025-03,2025-03-06,2025-03-13,2025-03-18,上海仓,DHL,深圳,FWDV060B,玻璃包银系列,937,9.37,1645.6,4521025.0,False
SHP01110,2025-07,2025-07-16,2025-07-28,2025-07-27,上海仓,DHL,深圳,FWD235,虹彩系列,1153,11.53,1519.7,43237.5,True
SHP01111,2025-10,2025-10-06,2025-10-13,2025-10-15,广州仓,FedEx,深圳,FWD901KSW,耐候系列,1730,17.3,1196.96,224900.0,False
SHP01112,2025-09,2025-09-10,2025-09-18,2025-09-22,广州仓,DHL,Singapore,FWDV020,玻璃包银系列,1713,0.0,1517.4,15194310.0,True
SHP01113,2025-10,2025-10-13,2025-10-24,2025-10-29,广州仓,中外运,广州,FWD534,金属彩光系列,681,6.81,1172.23,23154.0,True
SHP01114,2025-04,2025-04-23,2025-05-02,2025-05-06,广州仓,DHL,西安,FWD5874A,钻石系列,1066,21.32,1147.52,298480.0,True
SHP01115,2024-12,2024-12-16,2024-12-17,2024-12-18,成都仓,中外运,武汉,FWD3302,金色系列,1753,17.53,1546.19,65737.5,True
SHP01116,2025-04,2025-04-04,2025-04-05,2025-04-05,深圳仓,京东物流,Seoul,BHC9237GRH,化妆品系列,1363,13.63,1580.74,299860.0,True
SHP01117,2025-01,2025-01-01,2025-01-06,2025-01-05,深圳仓,顺丰,武汉,BHC9323PG,玻璃变色龙,1595,15.95,1341.44,797500.0,False
SHP01118,2025-01,2025-01-17,2025-01-23,2025-01-22,上海仓,京东物流,Singapore,FWD351,金色系列,998,9.98,1525.98,37425.0,True
SHP01119,2025-10,2025-10-04,2025-10-06,2025-10-07,上海仓,京东物流,西安,FWD413,着色系列,178,0.0,1063.16,10680.0,True
SHP01120,2025-03,2025-03-09,2025-03-13,2025-03-16,成都仓,京东物流,武汉,FWD101WR,耐候系列,859,8.59,1086.01,51540.0,False
SHP01121,2024-11,2024-11-05,2024-11-20,2024-11-24,深圳仓,FedEx,北京,FWD600,其他,420,0.0,1767.69,21000.0,True
SHP01122,2024-10,2024-10-18,2024-10-19,2024-10-24,成都仓,中外运,Frankfurt,FWD6235,水晶系列,1650,16.5,1637.11,90750.0,True
SHP01123,2024-10,2024-10-23,2024-10-29,2024-10-28,广州仓,京东物流,西安,FWD5874A,钻石系列,1499,29.98,602.07,419720.0,True
SHP01124,2025-06,2025-06-18,2025-06-28,2025-06-27,广州仓,中外运,Frankfurt,FWD504,金属彩光系列,909,9.09,1789.33,30906.0,True
SHP01125,2025-08,2025-08-14,2025-08-26,2025-08-26,深圳仓,FedEx,西安,FWD249,虹彩系列,319,3.19,1924.04,11962.5,True
SHP01126,2025-10,2025-10-08,2025-10-09,2025-10-11,上海仓,顺丰,武汉,FWD402,着色系列,263,0.0,689.49,11572.0,False
SHP01127,2025-02,2025-02-12,2025-02-20,2025-02-19,上海仓,顺丰,Singapore,FWD534WR,耐候系列,674,6.74,1539.73,60660.0,True
SHP01128,2025-09,2025-09-14,2025-09-25,2025-09-27,上海仓,DHL,Seoul,FWD201WR,耐候系列,615,6.15,225.67,55350.0,True
SHP01129,2025-01,2025-01-03,2025-01-12,2025-01-12,广州仓,德邦,Tokyo,FWDD21X,钻石系列,874,8.74,1378.85,218500.0,True
SHP01130,2025-08,2025-08-14,2025-08-16,2025-08-20,广州仓,京东物流,北京,FWD101,银白系列,68,0.68,1325.81,1700.0,True
SHP01131,2024-10,2024-10-04,2024-10-11,2024-10-14,深圳仓,顺丰,Los Angeles,FWD7365,其他,1921,38.42,780.58,115260.0,True
SHP01132,2025-03,2025-03-17,2025-03-27,2025-03-26,广州仓,顺丰,Tokyo,FWD6501,水晶系列,1289,12.89,1180.11,70895.0,True
SHP01133,2024-12,2024-12-18,2024-12-22,2024-12-27,广州仓,德邦,西安,FWD173,银白系列,1216,0.0,1941.79,31616.0,True
SHP01134,2024-11,2024-11-11,2024-11-22,2024-11-27,广州仓,京东物流,广州,FWD430,着色系列,1929,38.58,577.43,115740.0,True
SHP01135,2025-08,2025-08-19,2025-09-02,2025-09-07,上海仓,FedEx,Los Angeles,FWD415Y,着色系列,676,13.52,1582.13,29744.0,True
