month,sku,category,supplier_id,unit_cost_rmb,currency,exchange_rate,tariff_rate,landed_cost_rmb
2025-02,FWD401,着色系列,SUP041,33.66,CNY,7.08,0.11,36.3528
2025-03,FWD401,着色系列,SUP046,32.01,CNY,7.03,0.09,35.8512
2025-04,FWD401,着色系列,SUP017,35.64,CNY,6.96,0.04,38.1348
2025-05,FWD401,着色系列,SUP014,33.33,CNY,7.27,0.11,37.6629
2025-06,FWD401,着色系列,SUP022,35.31,CNY,7.3,0.11,38.4879
2025-07,FWD401,着色系列,SUP035,32.67,CNY,6.84,0.02,35.6103
2025-08,FWD401,着色系列,SUP033,35.31,CNY,7.28,0.1,40.2534
2025-09,FWD401,着色系列,SUP024,33.99,CNY,6.98,0.04,36.0294
2025-10,FWD401,着色系列,SUP013,33.33,CNY,6.96,0.05,33.9966
2025-11,FWD401,着色系列,SUP045,33.33,CNY,7.16,0.04,36.663
2024-10,FWD402,着色系列,SUP013,33.66,CNY,6.85,0.03,38.3724
2024-11,FWD402,着色系列,SUP032,33.0,CNY,6.96,0.13,34.65
2024-12,FWD402,着色系列,SUP021,33.33,CNY,6.94,0.03,36.663
2025-01,FWD402,着色系列,SUP016,33.66,CNY,7.06,0.02,35.6796
2025-02,FWD402,着色系列,SUP038,32.01,CNY,6.93,0.02,35.211
2025-03,FWD402,着色系列,SUP015,33.0,CNY,6.9,0.0,36.63
2025-04,FWD402,着色系列,SUP039,35.31,CNY,6.97,0.01,39.9003
2025-05,FWD402,着色系列,SUP053,33.99,CNY,7.26,0.01,38.4087
2025-06,FWD402,着色系列,SUP010,34.98,CNY,7.02,0.12,37.7784
2025-07,FWD402,着色系列,SUP017,33.0,CNY,7.19,0.05,33.99
2025-08,FWD402,着色系列,SUP035,35.31,CNY,7.18,0.06,37.4286
2025-09,FWD402,着色系列,SUP016,32.01,CNY,6.86,0.04,33.6105
2025-10,FWD402,着色系列,SUP045,31.68,CNY,7.18,0.02,34.2144
2025-11,FWD402,着色系列,SUP013,33.33,CNY,6.95,0.12,36.663
2024-10,FWD4002,着色系列,SUP047,34.98,CNY,7.28,0.07,36.729
2024-11,FWD4002,着色系列,SUP020,33.66,CNY,6.91,0.05,37.026
2024-12,FWD4002,着色系列,SUP042,33.33,CNY,6.93,0.11,36.9963
2025-01,FWD4002,着色系列,SUP013,33.66,CNY,6.86,0.09,38.0358
2025-02,FWD4002,着色系列,SUP038,32.67,CNY,7.04,0.04,36.9171
2025-03,FWD4002,着色系列,SUP042,33.66,CNY,7.23,0.05,35.6796
2025-04,FWD4002,着色系列,SUP026,33.99,CNY,6.83,0.09,37.7289
2025-05,FWD4002,着色系列,SUP035,33.0,CNY,7.21,0.05,36.3
2025-06,FWD4002,着色系列,SUP046,33.33,CNY,6.94,0.09,34.3299
2025-07,FWD4002,着色系列,SUP015,33.99,CNY,7.11,0.02,35.3496
2025-08,FWD4002,着色系列,SUP006,32.01,CNY,6.85,0.01,32.9703
2025-09,FWD4002,着色系列,SUP002,31.35,CNY,6.94,0.12,34.1715
2025-10,FWD4002,着色系列,SUP052,34.32,CNY,7.03,0.06,37.4088
2025-11,FWD4002,着色系列,SUP008,33.0,CNY,7.16,0.06,33.66
2024-10,FWD4012,着色系列,SUP059,31.68,CNY,6.92,0.11,35.4816
2024-11,FWD4012,着色系列,SUP006,31.68,CNY,7.01,0.03,32.9472
2024-12,FWD4012,着色系列,SUP021,32.01,CNY,7.06,0.01,32.9703
2025-01,FWD4012,着色系列,SUP031,35.31,CNY,6.86,0.05,40.2534
2025-02,FWD4012,着色系列,SUP056,33.33,CNY,7.17,0.03,36.9963
2025-03,FWD4012,着色系列,SUP054,33.0,CNY,6.83,0.03,34.98
2025-04,FWD4012,着色系列,SUP044,33.66,CNY,7.21,0.1,36.6894
2025-05,FWD4012,着色系列,SUP041,32.67,CNY,7.2,0.03,33.9768
2025-06,FWD4012,着色系列,SUP058,32.67,CNY,6.94,0.08,35.6103
2025-07,FWD4012,着色系列,SUP055,33.0,CNY,6.98,0.07,35.97
2025-08,FWD4012,着色系列,SUP019,35.64,CNY,6.96,0.02,37.7784
2025-09,FWD4012,着色系列,SUP058,32.01,CNY,7.01,0.12,34.5708
2025-10,FWD4012,着色系列,SUP007,35.64,CNY,6.97,0.02,40.2732
2025-11,FWD4012,着色系列,SUP030,31.68,CNY,7.21,0.13,36.1152
2024-10,FWD403,着色系列,SUP010,31.68,CNY,6.99,0.07,32.6304
2024-11,FWD403,着色系列,SUP024,33.0,CNY,6.81,0.13,34.65
2024-12,FWD403,着色系列,SUP034,32.67,CNY,7.14,0.05,36.2637
2025-01,FWD403,着色系列,SUP032,33.33,CNY,6.83,0.04,36.663
2025-02,FWD403,着色系列,SUP054,33.0,CNY,7.17,0.07,35.64
2025-03,FWD403,着色系列,SUP020,34.32,CNY,6.89,0.04,36.036
2025-04,FWD403,着色系列,SUP034,33.99,CNY,7.24,0.08,34.6698
2025-05,FWD403,着色系列,SUP009,31.35,CNY,6.97,0.1,33.5445
2025-06,FWD403,着色系列,SUP055,33.33,CNY,6.89,0.07,37.6629
2025-07,FWD403,着色系列,SUP012,32.01,CNY,6.85,0.08,32.6502
2025-08,FWD403,着色系列,SUP047,33.66,CNY,7.05,0.03,36.0162
2025-09,FWD403,着色系列,SUP051,33.0,CNY,6.96,0.02,34.32
2025-10,FWD403,着色系列,SUP025,34.65,CNY,7.27,0.06,37.422
2025-11,FWD403,着色系列,SUP058,32.01,CNY,7.15,0.13,32.6502
2024-10,FWD405B,着色系列,SUP056,31.68,CNY,7.12,0.08,33.264
2024-11,FWD405B,着色系列,SUP023,33.66,CNY,7.27,0.08,37.3626
2024-12,FWD405B,着色系列,SUP019,33.33,CNY,7.29,0.1,33.9966
2025-01,FWD405B,着色系列,SUP013,34.98,CNY,6.92,0.11,36.3792
2025-02,FWD405B,着色系列,SUP034,32.67,CNY,7.11,0.09,35.937
2025-03,FWD405B,着色系列,SUP036,32.34,CNY,6.91,0.09,35.2506
2025-04,FWD405B,着色系列,SUP029,33.0,CNY,6.94,0.13,35.31
2025-05,FWD405B,着色系列,SUP034,35.64,CNY,7.22,0.04,37.7784
2025-06,FWD405B,着色系列,SUP051,31.68,CNY,7.1,0.1,32.6304
2025-07,FWD405B,着色系列,SUP031,34.32,CNY,7.12,0.12,35.6928
2025-08,FWD405B,着色系列,SUP019,33.99,CNY,6.89,0.1,36.0294
2025-09,FWD405B,着色系列,SUP026,33.66,CNY,6.99,0.12,37.026
2025-10,FWD405B,着色系列,SUP051,32.34,CNY,7.2,0.06,34.9272
2025-11,FWD405B,着色系列,SUP051,33.33,CNY,7.16,0.02,37.6629
2024-10,FWD407,着色系列,SUP038,34.98,CNY,7.11,0.04,38.1282
2024-11,FWD407,着色系列,SUP048,34.98,CNY,7.03,0.13,37.7784
2024-12,FWD407,着色系列,SUP010,35.31,CNY,7.06,0.08,36.7224
2025-01,FWD407,着色系列,SUP048,35.64,CNY,7.28,0.04,40.986
2025-02,FWD407,着色系列,SUP044,35.31,CNY,6.94,0.05,37.0755
2025-03,FWD407,着色系列,SUP039,33.66,CNY,7.07,0.12,35.343
2025-04,FWD407,着色系列,SUP034,31.68,CNY,6.97,0.1,32.9472
2025-05,FWD407,着色系列,SUP011,35.31,CNY,7.26,0.05,40.2534
2025-06,FWD407,着色系列,SUP045,33.99,CNY,7.29,0.01,38.0688
2025-07,FWD407,着色系列,SUP011,31.68,CNY,7.19,0.11,34.848
2025-08,FWD407,着色系列,SUP036,32.34,CNY,7.27,0.04,33.3102
2025-09,FWD407,着色系列,SUP006,35.31,CNY,7.13,0.01,39.5472
2025-10,FWD407,着色系列,SUP057,33.0,CNY,6.96,0.05,34.32
2025-11,FWD407,着色系列,SUP049,33.66,CNY,7.26,0.06,36.6894
2024-10,FWD415Y,着色系列,SUP010,33.66,CNY,7.02,0.05,37.026
2024-11,FWD415Y,着色系列,SUP030,31.68,CNY,7.03,0.12,34.848
2024-12,FWD415Y,着色系列,SUP052,31.68,CNY,6.96,0.03,33.264
2025-01,FWD415Y,着色系列,SUP008,31.68,CNY,7.1,0.03,33.264
2025-02,FWD415Y,着色系列,SUP040,34.65,CNY,7.06,0.1,37.0755
2025-03,FWD415Y,着色系列,SUP005,32.67,CNY,7.25,0.08,37.2438
2025-04,FWD415Y,着色系列,SUP017,32.34,CNY,7.01,0.07,35.8974
2025-05,FWD415Y,着色系列,SUP023,33.66,CNY,6.96,0.04,34.6698
2025-06,FWD415Y,着色系列,SUP038,31.68,CNY,6.88,0.06,32.9472
2025-07,FWD415Y,着色系列,SUP051,32.67,CNY,7.22,0.04,34.6302
2025-08,FWD415Y,着色系列,SUP052,33.33,CNY,6.83,0.13,34.9965
2025-09,FWD415Y,着色系列,SUP029,34.65,CNY,6.92,0.12,37.0755
2025-10,FWD415Y,着色系列,SUP032,31.35,CNY,7.09,0.09,32.2905
2025-11,FWD415Y,着色系列,SUP031,34.98,CNY,7.19,0.06,37.4286
2024-10,FWD408,着色系列,SUP017,45.0,CNY,7.22,0.08,46.8
2024-11,FWD408,着色系列,SUP037,47.25,CNY,6.92,0.03,53.865
2024-12,FWD408,着色系列,SUP021,45.0,CNY,6.95,0.07,45.9
2025-01,FWD408,着色系列,SUP001,43.65,CNY,7.13,0.06,46.269
2025-02,FWD408,着色系列,SUP005,45.0,CNY,7.15,0.06,49.95
2025-03,FWD408,着色系列,SUP040,46.8,CNY,6.97,0.05,51.948
2025-04,FWD408,着色系列,SUP017,46.35,CNY,6.86,0.03,49.131
2025-05,FWD408,着色系列,SUP058,46.8,CNY,7.22,0.07,49.14
2025-06,FWD408,着色系列,SUP016,47.7,CNY,7.12,0.06,50.085
2025-07,FWD408,着色系列,SUP026,44.55,CNY,7.23,0.11,48.5595
2025-08,FWD408,着色系列,SUP015,45.45,CNY,7.27,0.01,49.995
2025-09,FWD408,着色系列,SUP040,43.2,CNY,6.93,0.07,47.52
2025-10,FWD408,着色系列,SUP031,44.1,CNY,7.0,0.12,45.423
2025-11,FWD408,着色系列,SUP040,48.15,CNY,7.05,0.07,53.928
2024-10,FWD410,着色系列,SUP050,45.45,CNY,7.19,0.04,47.268
2024-11,FWD410,着色系列,SUP020,44.55,CNY,7.06,0.11,49.896
2024-12,FWD410,着色系列,SUP028,43.65,CNY,7.12,0.08,49.3245
2025-01,FWD410,着色系列,SUP007,46.35,CNY,7.11,0.0,49.131
2025-02,FWD410,着色系列,SUP003,44.55,CNY,7.19,0.0,49.005
2025-03,FWD410,着色系列,SUP040,46.8,CNY,7.2,0.11,48.204
2025-04,FWD410,着色系列,SUP036,46.8,CNY,7.09,0.03,52.416
2025-05,FWD410,着色系列,SUP050,44.1,CNY,7.28,0.05,50.274
2025-06,FWD410,着色系列,SUP014,45.45,CNY,7.25,0.02,49.086
2025-07,FWD410,着色系列,SUP016,43.2,CNY,6.95,0.1,45.792
2025-08,FWD410,着色系列,SUP027,45.45,CNY,7.15,0.07,46.359
2025-09,FWD410,着色系列,SUP009,43.65,CNY,6.88,0.0,47.142
2025-10,FWD410,着色系列,SUP036,46.8,CNY,6.84,0.08,52.884
2025-11,FWD410,着色系列,SUP049,48.15,CNY,7.15,0.03,49.5945
2024-10,FWD411,着色系列,SUP027,44.1,CNY,7.04,0.0,44.982
2024-11,FWD411,着色系列,SUP001,46.35,CNY,7.29,0.03,50.5215
2024-12,FWD411,着色系列,SUP005,47.7,CNY,6.86,0.05,51.516
2025-01,FWD411,着色系列,SUP015,48.15,CNY,7.01,0.01,54.891
2025-02,FWD411,着色系列,SUP015,46.8,CNY,6.93,0.05,52.416
2025-03,FWD411,着色系列,SUP057,48.15,CNY,6.9,0.01,52.002
2025-04,FWD411,着色系列,SUP024,44.1,CNY,6.9,0.06,48.069
2025-05,FWD411,着色系列,SUP015,45.9,CNY,6.91,0.02,49.572
2025-06,FWD411,着色系列,SUP009,45.0,CNY,7.1,0.08,51.75
2025-07,FWD411,着色系列,SUP045,47.25,CNY,7.08,0.09,52.92
2025-08,FWD411,着色系列,SUP006,44.55,CNY,6.94,0.11,49.005
2025-09,FWD411,着色系列,SUP023,44.1,CNY,7.21,0.12,48.951
2025-10,FWD411,着色系列,SUP004,44.55,CNY,6.87,0.09,51.2325
2025-11,FWD411,着色系列,SUP052,44.55,CNY,7.26,0.11,49.896
2024-10,FWD413,着色系列,SUP026,44.55,CNY,7.27,0.07,50.787
2024-11,FWD413,着色系列,SUP009,48.6,CNY,7.28,0.01,52.002
2024-12,FWD413,着色系列,SUP015,47.25,CNY,7.03,0.03,50.5575
2025-01,FWD413,着色系列,SUP038,47.25,CNY,7.03,0.11,51.03
2025-02,FWD413,着色系列,SUP047,47.7,CNY,7.25,0.07,51.993
2025-03,FWD413,着色系列,SUP007,47.7,CNY,7.03,0.13,54.855
2025-04,FWD413,着色系列,SUP042,45.45,CNY,7.19,0.08,51.813
2025-05,FWD413,着色系列,SUP015,45.45,CNY,7.09,0.1,51.3585
2025-06,FWD413,着色系列,SUP022,46.35,CNY,7.21,0.02,48.204
2025-07,FWD413,着色系列,SUP021,44.1,CNY,6.88,0.01,48.069
2025-08,FWD413,着色系列,SUP008,48.15,CNY,7.22,0.03,51.5205
2025-09,FWD413,着色系列,SUP016,46.35,CNY,7.24,0.11,51.912
2025-10,FWD413,着色系列,SUP015,46.35,CNY,6.92,0.03,50.058
2025-11,FWD413,着色系列,SUP043,46.8,CNY,7.29,0.07,49.14
2024-10,FWD416,着色系列,SUP044,44.55,CNY,7.15,0.02,47.223
2024-11,FWD416,着色系列,SUP048,44.1,CNY,7.2,0.01,46.746
2024-12,FWD416,着色系列,SUP012,45.45,CNY,7.2,0.07,48.177
2025-01,FWD416,着色系列,SUP007,46.8,CNY,7.24,0.03,47.736
2025-02,FWD416,着色系列,SUP053,47.25,CNY,6.84,0.04,48.6675
2025-03,FWD416,着色系列,SUP015,44.1,CNY,7.29,0.09,49.392
2025-04,FWD416,着色系列,SUP009,46.8,CNY,6.86,0.07,51.012
2025-05,FWD416,着色系列,SUP003,45.45,CNY,6.94,0.11,49.5405
2025-06,FWD416,着色系列,SUP020,43.2,CNY,7.12,0.02,47.52
2025-07,FWD416,着色系列,SUP008,45.9,CNY,6.88,0.05,51.867
2025-08,FWD416,着色系列,SUP019,44.1,CNY,6.83,0.04,44.982
2025-09,FWD416,着色系列,SUP027,46.8,CNY,7.19,0.1,53.82
2025-10,FWD416,着色系列,SUP053,43.2,CNY,7.29,0.08,46.224
2025-11,FWD416,着色系列,SUP053,45.45,CNY,7.25,0.05,51.3585
2024-10,FWD417,着色系列,SUP015,43.2,CNY,6.93,0.01,45.36
2024-11,FWD417,着色系列,SUP015,43.65,CNY,7.22,0.03,45.8325
2024-12,FWD417,着色系列,SUP048,43.65,CNY,7.06,0.02,45.396
2025-01,FWD417,着色系列,SUP040,45.0,CNY,7.22,0.03,51.3
2025-02,FWD417,着色系列,SUP011,45.45,CNY,7.19,0.06,50.4495
2025-03,FWD417,着色系列,SUP007,47.7,CNY,7.25,0.1,50.085
2025-04,FWD417,着色系列,SUP021,43.2,CNY,7.25,0.02,47.952
2025-05,FWD417,着色系列,SUP029,48.15,CNY,7.23,0.12,49.113
2025-06,FWD417,着色系列,SUP009,45.45,CNY,7.14,0.11,47.7225
2025-07,FWD417,着色系列,SUP049,44.55,CNY,7.25,0.0,49.4505
2025-08,FWD417,着色系列,SUP023,46.8,CNY,7.21,0.09,47.736
2025-09,FWD417,着色系列,SUP058,46.8,CNY,7.24,0.12,53.352
2025-10,FWD417,着色系列,SUP060,45.0,CNY,7.03,0.05,46.35
2025-11,FWD417,着色系列,SUP048,43.65,CNY,7.05,0.09,48.888
2024-10,FWD418B,着色系列,SUP008,43.65,CNY,7.29,0.03,46.7055
2024-11,FWD418B,着色系列,SUP028,47.25,CNY,6.95,0.01,51.975
2024-12,FWD418B,着色系列,SUP005,42.75,CNY,7.17,0.05,43.605
2025-01,FWD418B,着色系列,SUP012,48.15,CNY,6.93,0.0,49.5945
2025-02,FWD418B,着色系列,SUP044,43.65,CNY,7.05,0.1,45.8325
2025-03,FWD418B,着色系列,SUP020,44.55,CNY,6.98,0.06,45.441
2025-04,FWD418B,着色系列,SUP056,47.25,CNY,7.13,0.05,51.5025
2025-05,FWD418B,着色系列,SUP060,45.9,CNY,7.17,0.1,48.654
2025-06,FWD418B,着色系列,SUP027,48.15,CNY,7.22,0.04,51.5205
2025-07,FWD418B,着色系列,SUP022,45.0,CNY,7.03,0.06,49.5
2025-08,FWD418B,着色系列,SUP004,46.8,CNY,6.81,0.02,51.012
2025-09,FWD418B,着色系列,SUP018,48.15,CNY,7.09,0.09,54.891
2025-10,FWD418B,着色系列,SUP019,44.1,CNY,6.97,0.1,49.833
2025-11,FWD418B,着色系列,SUP054,45.45,CNY,7.12,0.02,49.995
2024-10,FWD419B,着色系列,SUP056,45.9,CNY,7.07,0.03,49.572
2024-11,FWD419B,着色系列,SUP018,46.35,CNY,6.93,0.13,47.277
2024-12,FWD419B,着色系列,SUP022,42.75,CNY,7.02,0.13,47.025
2025-01,FWD419B,着色系列,SUP039,45.45,CNY,6.83,0.12,50.4495
2025-02,FWD419B,着色系列,SUP058,47.7,CNY,7.26,0.05,50.562
2025-03,FWD419B,着色系列,SUP010,48.6,CNY,7.22,0.01,52.002
2025-04,FWD419B,着色系列,SUP044,45.0,CNY,7.06,0.1,49.95
2025-05,FWD419B,着色系列,SUP032,45.45,CNY,7.09,0.06,51.3585
2025-06,FWD419B,着色系列,SUP019,44.1,CNY,7.05,0.12,48.51
2025-07,FWD419B,着色系列,SUP013,48.6,CNY,7.23,0.06,50.544
2025-08,FWD419B,着色系列,SUP013,48.15,CNY,7.16,0.04,53.928
2025-09,FWD419B,着色系列,SUP003,46.8,CNY,6.98,0.13,51.48
2025-10,FWD419B,着色系列,SUP021,45.9,CNY,7.03,0.07,52.785
2025-11,FWD419B,着色系列,SUP048,42.75,CNY,6.98,0.04,45.7425
2024-10,FWD421,着色系列,SUP024,43.65,CNY,7.05,0.06,47.5785
2024-11,FWD421,着色系列,SUP033,45.9,CNY,7.21,0.09,47.736
2024-12,FWD421,着色系列,SUP044,42.75,CNY,6.91,0.11,46.5975
2025-01,FWD421,着色系列,SUP049,47.7,CNY,6.83,0.12,53.424
2025-02,FWD421,着色系列,SUP046,47.7,CNY,6.83,0.07,53.901
2025-03,FWD421,着色系列,SUP010,44.1,CNY,7.13,0.11,47.187
2025-04,FWD421,着色系列,SUP046,43.2,CNY,6.85,0.05,48.816
2025-05,FWD421,着色系列,SUP011,45.45,CNY,6.89,0.02,47.7225
2025-06,FWD421,着色系列,SUP057,43.65,CNY,6.82,0.06,46.7055
2025-07,FWD421,着色系列,SUP040,43.65,CNY,7.28,0.09,47.5785
2025-08,FWD421,着色系列,SUP011,48.15,CNY,6.83,0.12,52.4835
2025-09,FWD421,着色系列,SUP009,46.35,CNY,6.94,0.03,50.5215
2025-10,FWD421,着色系列,SUP042,46.8,CNY,7.18,0.0,50.076
2025-11,FWD421,着色系列,SUP018,46.8,CNY,7.19,0.05,51.948
2024-10,FWD424,着色系列,SUP033,43.65,CNY,6.98,0.03,45.396
2024-11,FWD424,着色系列,SUP014,48.15,CNY,7.13,0.08,51.039
2024-12,FWD424,着色系列,SUP045,44.55,CNY,7.02,0.03,48.114
2025-01,FWD424,着色系列,SUP038,44.1,CNY,7.16,0.01,45.864
2025-02,FWD424,着色系列,SUP029,44.1,CNY,6.82,0.07,49.833
2025-03,FWD424,着色系列,SUP001,45.45,CNY,7.25,0.1,52.2675
2025-04,FWD424,着色系列,SUP019,45.45,CNY,7.12,0.1,50.904
2025-05,FWD424,着色系列,SUP006,44.1,CNY,7.07,0.01,49.392
2025-06,FWD424,着色系列,SUP041,45.0,CNY,7.02,0.06,49.95
2025-07,FWD424,着色系列,SUP055,48.15,CNY,6.99,0.01,54.891
2025-08,FWD424,着色系列,SUP033,43.65,CNY,7.0,0.03,46.269
2025-09,FWD424,着色系列,SUP006,45.9,CNY,7.09,0.02,47.277
2025-10,FWD424,着色系列,SUP016,45.0,CNY,7.06,0.01,49.95
2025-11,FWD424,着色系列,SUP023,42.75,CNY,6.95,0.0,47.88
2024-10,FWD425,着色系列,SUP013,48.15,CNY,6.87,0.05,51.5205
2024-11,FWD425,着色系列,SUP039,44.55,CNY,7.16,0.03,48.114
2024-12,FWD425,着色系列,SUP057,42.75,CNY,7.29,0.1,45.315
2025-01,FWD425,着色系列,SUP001,45.0,CNY,7.12,0.09,51.3
2025-02,FWD425,着色系列,SUP001,47.7,CNY,7.1,0.11,53.901
2025-03,FWD425,着色系列,SUP052,45.9,CNY,6.92,0.11,49.572
2025-04,FWD425,着色系列,SUP052,43.2,CNY,7.25,0.12,44.496
2025-05,FWD425,着色系列,SUP002,46.8,CNY,7.27,0.1,48.204
2025-06,FWD425,着色系列,SUP052,44.1,CNY,6.8,0.02,46.305
2025-07,FWD425,着色系列,SUP016,46.8,CNY,6.98,0.04,49.14
2025-08,FWD425,着色系列,SUP059,45.45,CNY,6.93,0.03,49.086
2025-09,FWD425,着色系列,SUP026,47.7,CNY,6.82,0.02,51.516
2025-10,FWD425,着色系列,SUP007,44.55,CNY,7.23,0.01,47.6685
2025-11,FWD425,着色系列,SUP011,48.6,CNY,6.93,0.08,52.002
2024-10,FWD425B,着色系列,SUP015,43.65,CNY,7.26,0.08,45.396
2024-11,FWD425B,着色系列,SUP035,46.8,CNY,7.21,0.03,50.544
2024-12,FWD425B,着色系列,SUP047,47.25,CNY,6.82,0.12,50.5575
2025-01,FWD425B,着色系列,SUP030,43.2,CNY,7.09,0.08,44.496
2025-02,FWD425B,着色系列,SUP007,45.0,CNY,6.98,0.0,48.6
2025-03,FWD425B,着色系列,SUP004,46.35,CNY,7.27,0.07,47.7405
2025-04,FWD425B,着色系列,SUP053,47.25,CNY,6.99,0.09,50.085
2025-05,FWD425B,着色系列,SUP035,46.8,CNY,6.98,0.09,52.416
2025-06,FWD425B,着色系列,SUP013,46.35,CNY,7.11,0.02,51.4485
2025-07,FWD425B,着色系列,SUP015,43.65,CNY,7.13,0.03,45.396
2025-08,FWD425B,着色系列,SUP039,44.55,CNY,6.97,0.09,47.223
2025-09,FWD425B,着色系列,SUP046,48.6,CNY,7.16,0.07,49.572
2025-10,FWD425B,着色系列,SUP027,46.8,CNY,6.93,0.07,50.076
2025-11,FWD425B,着色系列,SUP021,48.15,CNY,7.02,0.06,52.965
2024-10,FWD427,着色系列,SUP055,44.1,CNY,7.14,0.03,48.951
2024-11,FWD427,着色系列,SUP045,46.35,CNY,6.93,0.11,52.839
2024-12,FWD427,着色系列,SUP028,48.15,CNY,6.9,0.07,52.965
2025-01,FWD427,着色系列,SUP033,46.35,CNY,6.81,0.02,49.5945
2025-02,FWD427,着色系列,SUP040,45.9,CNY,6.9,0.01,48.654
2025-03,FWD427,着色系列,SUP018,45.45,CNY,7.28,0.1,50.904
2025-04,FWD427,着色系列,SUP020,46.35,CNY,6.87,0.07,52.3755
2025-05,FWD427,着色系列,SUP033,43.2,CNY,7.25,0.02,46.224
2025-06,FWD427,着色系列,SUP025,47.7,CNY,7.0,0.13,54.855
2025-07,FWD427,着色系列,SUP042,43.2,CNY,7.07,0.11,44.928
2025-08,FWD427,着色系列,SUP012,45.45,CNY,6.86,0.06,50.4495
2025-09,FWD427,着色系列,SUP028,45.9,CNY,6.81,0.13,50.49
2025-10,FWD427,着色系列,SUP027,44.1,CNY,6.98,0.01,48.951
2025-11,FWD427,着色系列,SUP004,44.55,CNY,6.95,0.09,49.896
2024-10,FWD429,着色系列,SUP058,44.1,CNY,6.85,0.06,44.982
2024-11,FWD429,着色系列,SUP032,46.8,CNY,6.86,0.12,50.544
2024-12,FWD429,着色系列,SUP014,47.7,CNY,7.06,0.04,50.085
2025-01,FWD429,着色系列,SUP018,47.7,CNY,7.21,0.02,52.947
2025-02,FWD429,着色系列,SUP028,48.15,CNY,7.2,0.09,52.002
2025-03,FWD429,着色系列,SUP013,45.9,CNY,6.98,0.08,48.195
2025-04,FWD429,着色系列,SUP045,42.75,CNY,6.84,0.02,45.7425
2025-05,FWD429,着色系列,SUP021,44.55,CNY,6.92,0.04,50.3415
2025-06,FWD429,着色系列,SUP031,43.65,CNY,7.21,0.0,49.761
2025-07,FWD429,着色系列,SUP003,45.0,CNY,7.11,0.11,51.3
2025-08,FWD429,着色系列,SUP027,43.2,CNY,7.23,0.09,49.248
2025-09,FWD429,着色系列,SUP012,47.7,CNY,7.23,0.04,52.947
2025-10,FWD429,着色系列,SUP057,48.15,CNY,7.06,0.12,52.965
2025-11,FWD429,着色系列,SUP032,48.15,CNY,6.95,0.03,50.5575
2024-10,FWD430,着色系列,SUP027,48.15,CNY,6.87,0.03,53.928
2024-11,FWD430,着色系列,SUP049,44.55,CNY,6.87,0.06,47.223
2024-12,FWD430,着色系列,SUP009,48.15,CNY,7.08,0.12,50.5575
2025-01,FWD430,着色系列,SUP028,43.65,CNY,7.23,0.11,48.015
2025-02,FWD430,着色系列,SUP008,43.65,CNY,7.08,0.13,49.761
2025-03,FWD430,着色系列,SUP033,47.25,CNY,7.18,0.05,53.865
2025-04,FWD430,着色系列,SUP033,48.15,CNY,6.99,0.04,49.5945
2025-05,FWD430,着色系列,SUP033,46.35,CNY,7.01,0.09,52.3755
2025-06,FWD430,着色系列,SUP002,45.9,CNY,6.96,0.13,51.408
2025-07,FWD430,着色系列,SUP029,42.75,CNY,7.0,0.0,47.4525
2025-08,FWD430,着色系列,SUP013,48.15,CNY,7.22,0.0,52.002
2025-09,FWD430,着色系列,SUP007,48.15,CNY,7.07,0.07,54.891
2025-10,FWD430,着色系列,SUP030,44.1,CNY,7.03,0.03,47.187
2025-11,FWD430,着色系列,SUP017,46.8,CNY,7.12,0.07,53.352
2024-10,FWD435,着色系列,SUP059,44.55,CNY,7.13,0.09,51.2325
2024-11,FWD435,着色系列,SUP059,47.7,CNY,6.88,0.03,52.47
2024-12,FWD435,着色系列,SUP013,44.1,CNY,7.23,0.04,44.982
2025-01,FWD435,着色系列,SUP034,45.9,CNY,7.19,0.11,48.195
2025-02,FWD435,着色系列,SUP040,47.25,CNY,6.81,0.04,49.6125
2025-03,FWD435,着色系列,SUP043,47.25,CNY,7.26,0.06,51.5025
2025-04,FWD435,着色系列,SUP026,47.7,CNY,6.99,0.1,51.993
2025-05,FWD435,着色系列,SUP027,48.6,CNY,7.21,0.1,53.946
2025-06,FWD435,着色系列,SUP039,45.0,CNY,6.89,0.1,49.05
2025-07,FWD435,着色系列,SUP008,46.8,CNY,6.87,0.1,48.204
2025-08,FWD435,着色系列,SUP034,43.2,CNY,7.16,0.05,46.224
2025-09,FWD435,着色系列,SUP015,48.15,CNY,7.2,0.11,53.4465
2025-10,FWD435,着色系列,SUP045,42.75,CNY,7.13,0.09,45.315
2025-11,FWD435,着色系列,SUP046,45.0,CNY,6.97,0.04,49.5
2024-10,FWD435B,着色系列,SUP012,47.7,CNY,7.26,0.09,51.993
2024-11,FWD435B,着色系列,SUP020,43.2,CNY,6.96,0.08,44.928
2024-12,FWD435B,着色系列,SUP036,46.35,CNY,6.89,0.1,51.912
2025-01,FWD435B,着色系列,SUP046,43.2,CNY,6.82,0.08,49.68
2025-02,FWD435B,着色系列,SUP037,46.8,CNY,6.81,0.0,49.608
2025-03,FWD435B,着色系列,SUP011,44.55,CNY,7.13,0.01,47.223
2025-04,FWD435B,着色系列,SUP045,44.55,CNY,7.16,0.0,49.896
2025-05,FWD435B,着色系列,SUP041,43.2,CNY,7.17,0.09,49.248
2025-06,FWD435B,着色系列,SUP038,45.0,CNY,7.05,0.02,46.8
2025-07,FWD435B,着色系列,SUP023,46.8,CNY,6.96,0.05,51.012
