customer_id,customer_name,customer_type,industry,country,city,credit_limit_rmb,payment_terms,account_manager,since_date,active,annual_spend_rmb_est
CUST0262,客户_N262,潜在,涂料,中国,杭州,130169,月结60天,李娜,2019-08-01,True,594036.0
CUST0263,客户_N263,大客户,汽车,韩国,北京,1336509,月结60天,王芳,2018-10-01,True,3333633.0
CUST0264,客户_N264,潜在,化妆品,韩国,深圳,179267,月结60天,刘洋,2017-12-01,True,4759891.0
CUST0265,客户_N265,大客户,电子,中国,成都,677447,预付款,陈明,2019-08-01,True,3706162.0
CUST0266,客户_N266,普通,化妆品,德国,杭州,107800,月结30天,陈明,2021-07-01,True,1586093.0
CUST0267,客户_N267,大客户,电子,中国,上海,1691324,月结30天,李娜,2015-05-01,True,1873152.0
CUST0268,客户_N268,潜在,化妆品,韩国,成都,173502,预付款,刘洋,2017-04-01,True,1554999.0
CUST0269,客户_N269,潜在,纺织,德国,广州,72671,月结60天,张伟,2018-01-01,True,853519.0
CUST0270,客户_N270,普通,汽车,美国,上海,150058,预付款,王芳,2015-06-01,True,1306969.0
CUST0271,客户_N271,大客户,涂料,美国,苏州,1792703,预付款,李娜,2016-03-01,True,1441889.0
CUST0272,客户_N272,潜在,电子,中国,杭州,97570,月结30天,李娜,2015-03-01,True,4825499.0
CUST0273,客户_N273,大客户,塑料,中国,北京,941494,月结60天,刘洋,2020-05-01,True,255173.0
CUST0274,客户_N274,普通,化妆品,韩国,苏州,161997,月结60天,刘洋,2023-07-01,True,3749283.0
CUST0275,客户_N275,普通,汽车,中国,上海,184972,货到付款,张伟,2023-01-01,True,2138672.0
CUST0276,客户_N276,潜在,油墨,日本,北京,82194,预付款,刘洋,2023-03-01,True,849743.0
CUST0277,客户_N277,普通,汽车,中国,北京,177878,货到付款,王芳,2019-11-01,True,2412368.0
CUST0278,客户_N278,潜在,化妆品,德国,广州,198350,月结30天,张伟,2016-01-01,True,438904.0
CUST0279,客户_N279,潜在,电子,中国,杭州,164690,预付款,刘洋,2021-12-01,True,1587569.0
CUST0280,客户_N280,潜在,油墨,德国,苏州,92996,月结60天,李娜,2023-05-01,True,2530196.0
CUST0281,客户_O281,普通,油墨,德国,成都,10851,预付款,张伟,2016-03-01,False,478695.0
CUST0282,客户_O282,大客户,塑料,中国,杭州,1052516,月结30天,张伟,2018-12-01,True,3215039.0
CUST0283,客户_O283,潜在,油墨,日本,北京,151126,预付款,王芳,2016-07-01,True,4662343.0
CUST0284,客户_O284,大客户,化妆品,美国,广州,1642196,月结60天,王芳,2020-08-01,True,2392115.0
CUST0285,客户_O285,普通,食品,韩国,成都,40977,预付款,张伟,2016-07-01,True,4519152.0
CUST0286,客户_O286,普通,食品,中国,深圳,183513,月结30天,张伟,2016-08-01,True,3756462.0
CUST0287,客户_O287,潜在,涂料,日本,上海,68632,预付款,刘洋,2023-11-01,True,1330409.0
CUST0288,客户_O288,普通,电子,美国,深圳,123431,月结30天,李娜,2021-12-01,True,2821765.0
CUST0289,客户_O289,普通,化妆品,中国,成都,21663,月结60天,陈明,2017-06-01,True,3601138.0
CUST0290,客户_O290,潜在,汽车,美国,深圳,108631,月结60天,王芳,2023-06-01,False,2100454.0
CUST0291,客户_O291,大客户,纺织,韩国,杭州,1048703,月结60天,王芳,2018-07-01,True,2019557.0
CUST0292,客户_O292,普通,纺织,中国,杭州,41522,月结30天,王芳,2015-05-01,False,1356865.0
CUST0293,客户_O293,大客户,化妆品,中国,北京,723743,货到付款,王芳,2015-03-01,True,339780.0
CUST0294,客户_O294,普通,汽车,德国,杭州,86620,预付款,王芳,2015-05-01,True,1632960.0
CUST0295,客户_O295,潜在,油墨,中国,杭州,74847,月结30天,刘洋,2019-10-01,True,459039.0
CUST0296,客户_O296,大客户,油墨,中国,成都,517308,月结60天,李娜,2021-06-01,True,4221496.0
CUST0297,客户_O297,普通,涂料,日本,上海,140848,货到付款,王芳,2018-09-01,True,487213.0
CUST0298,客户_O298,普通,汽车,中国,杭州,174223,月结30天,张伟,2015-01-01,True,1618669.0
CUST0299,客户_O299,潜在,电子,中国,苏州,141890,月结60天,李娜,2018-11-01,True,4576609.0
CUST0300,客户_O300,潜在,电子,韩国,苏州,48153,货到付款,李娜,2016-10-01,True,3170615.0
