return_id,shipment_id,month,sku,category,return_qty,return_reason,return_date,refund_amount,restockable,carrier
RET00257,SHP02661,2024-12,FWD152,银白系列,1396,质量问题,2025-01-09,37692.0,False,顺丰
RET00258,SHP00037,2025-04,FWD5800,钻石系列,115,运输损坏,2025-04-28,15525.0,False,德邦
RET00259,SHP01006,2025-01,FWD418B,着色系列,1603,质量问题,2025-01-29,96180.0,False,中外运
RET00260,SHP02569,2025-06,FWD330,金色系列,649,规格不符,2025-06-29,24337.5,True,顺丰
RET00261,SHP00153,2025-06,FWD6003T,超白系列,867,运输损坏,2025-06-12,32512.5,False,FedEx
RET00262,SHP01566,2025-06,FWD5892,钻石系列,551,发货错误,2025-06-20,137750.0,True,DHL
RET00263,SHP01388,2025-02,BHC9328GR,玻璃变色龙,522,发货错误,2025-02-28,261000.0,True,顺丰
RET00264,SHP03137,2025-02,FWD6602E,磁性珠光,384,规格不符,2025-02-17,57600.0,True,京东物流
RET00265,SHP00172,2024-11,FWD303WR,耐候系列,33,客户取消,2024-11-12,2970.0,True,FedEx
RET00266,SHP01544,2025-01,FWD122,银白系列,61,质量问题,2025-01-26,1830.0,False,德邦
RET00267,SHP03436,2024-12,FWD407,着色系列,187,运输损坏,2024-12-20,8228.0,False,中外运
RET00268,SHP00540,2025-02,FWD525WR,耐候系列,514,规格不符,2025-03-02,46260.0,True,顺丰
RET00269,SHP01199,2024-10,FWD163,银白系列,362,质量问题,2024-10-26,9050.0,False,DHL
RET00270,SHP00846,2025-01,FWD6603B,磁性珠光,59,规格不符,2025-01-25,14750.0,True,京东物流
RET00271,SHP02800,2025-05,FWD221,虹彩系列,907,运输损坏,2025-05-24,34012.5,False,京东物流
RET00272,SHP02229,2025-04,FWD6235,水晶系列,52,发货错误,2025-04-14,2860.0,True,FedEx
RET00273,SHP00372,2025-11,FWD425,着色系列,654,质量问题,2025-11-06,39240.0,False,京东物流
RET00274,SHP03234,2025-05,FWD6840,水晶系列,334,规格不符,2025-06-03,28390.0,True,德邦
RET00275,SHP02876,2025-06,FWD7504,其他,581,客户取消,2025-06-23,58100.0,True,中外运
RET00276,SHP00600,2025-10,BHC9327GP,玻璃变色龙,330,运输损坏,2025-10-19,165000.0,False,DHL
RET00277,SHP02030,2025-07,FWD6002,超白系列,733,发货错误,2025-07-17,27487.5,True,DHL
RET00278,SHP01686,2025-05,FWD306WR,耐候系列,857,质量问题,2025-05-27,77130.0,False,FedEx
RET00279,SHP03207,2025-05,FWD5872A,钻石系列,231,质量问题,2025-05-17,64680.0,False,德邦
RET00280,SHP01548,2024-10,FWD6215,水晶系列,279,发货错误,2024-10-27,15345.0,True,德邦
RET00281,SHP03074,2024-12,FWD520,金属彩光系列,574,运输损坏,2024-12-29,19516.0,False,德邦
RET00282,SHP00812,2025-11,FWD6219,水晶系列,21,运输损坏,2025-11-28,1155.0,False,DHL
RET00283,SHP00105,2024-10,FWD491,着色系列,212,质量问题,2024-11-08,12720.0,False,京东物流
RET00284,SHP02111,2025-11,FWD362,金色系列,1063,运输损坏,2025-11-20,39862.5,False,德邦
RET00285,SHP00107,2025-07,BHC9275BOH,化妆品系列,926,规格不符,2025-08-01,203720.0,True,顺丰
RET00286,SHP02425,2024-11,FWD502,金属彩光系列,553,发货错误,2024-11-24,18802.0,True,DHL
RET00287,SHP00770,2025-01,FWD001,其他,1093,运输损坏,2025-01-24,114765.0,False,京东物流
RET00288,SHP02356,2025-09,FWDV150,玻璃包银系列,37,发货错误,2025-09-16,94720.0,True,京东物流
RET00289,SHP02671,2025-04,FWD111MT,银白系列,67,规格不符,2025-04-28,1943.0,True,德邦
RET00290,SHP01432,2024-10,FWDV220,玻璃包银系列,332,发货错误,2024-10-31,468120.0,True,中外运
RET00291,SHP00648,2025-07,FWD6502,水晶系列,559,客户取消,2025-07-12,30745.0,True,DHL
RET00292,SHP02329,2025-11,FWDD10Y,钻石系列,605,规格不符,2025-12-09,72600.0,True,FedEx
RET00293,SHP02666,2024-12,FWDV150,玻璃包银系列,98,规格不符,2024-12-11,250880.0,True,中外运
RET00294,SHP02140,2025-05,FWD111MT,银白系列,1025,客户取消,2025-06-09,29725.0,True,顺丰
RET00295,SHP02182,2025-05,FWD362,金色系列,197,发货错误,2025-05-20,7387.5,True,顺丰
RET00296,SHP03049,2025-06,FWD303WR,耐候系列,756,质量问题,2025-06-19,68040.0,False,FedEx
RET00297,SHP02703,2024-11,FWD235,虹彩系列,704,质量问题,2024-12-11,26400.0,False,中外运
RET00298,SHP02918,2025-03,FWD8205WR,耐候系列,1612,规格不符,2025-03-30,354640.0,True,中外运
RET00299,SHP02242,2025-06,FWD6830,水晶系列,1367,发货错误,2025-06-14,116195.0,True,FedEx
RET00300,SHP01400,2025-10,FWD7504,其他,75,发货错误,2025-11-02,7500.0,True,FedEx
RET00301,SHP01156,2025-02,FWDD27X,钻石系列,122,质量问题,2025-03-12,30500.0,False,DHL
RET00302,SHP03483,2025-10,FWD303WR,耐候系列,798,规格不符,2025-10-24,71820.0,True,京东物流
RET00303,SHP01477,2025-10,FWD6163,超白系列,761,规格不符,2025-10-22,28537.5,True,顺丰
RET00304,SHP02365,2025-11,FWD6602E,磁性珠光,23,发货错误,2025-11-27,3450.0,True,德邦
RET00305,SHP01510,2025-09,FWD216,虹彩系列,85,质量问题,2025-09-28,3187.5,False,京东物流
RET00306,SHP00418,2025-02,FWD502,金属彩光系列,193,规格不符,2025-03-15,6562.0,True,京东物流
RET00307,SHP02832,2024-12,FWD6830,水晶系列,909,运输损坏,2024-12-30,77265.0,False,德邦
RET00308,SHP01788,2025-07,FWDV020,玻璃包银系列,122,客户取消,2025-07-22,1082140.0,True,中外运
RET00309,SHP00134,2025-05,FWD235WR,耐候系列,17,质量问题,2025-05-28,1530.0,False,京东物流
RET00310,SHP01940,2024-10,FWD6002A,超白系列,917,质量问题,2024-10-20,34387.5,False,京东物流
RET00311,SHP01322,2025-07,FWD415Y,着色系列,999,规格不符,2025-07-29,43956.0,True,京东物流
RET00312,SHP01375,2025-10,FWD225WR,耐候系列,1592,运输损坏,2025-11-08,143280.0,False,德邦
RET00313,SHP01698,2025-11,FWD5892,钻石系列,601,发货错误,2025-11-30,150250.0,True,德邦
RET00314,SHP00406,2024-12,FWD351WR,耐候系列,45,质量问题,2025-01-01,4050.0,False,京东物流
RET00315,SHP00247,2025-01,FWDD28M,钻石系列,732,客户取消,2025-01-15,204960.0,True,德邦
RET00316,SHP00392,2025-10,FWD323,金色系列,278,规格不符,2025-10-23,10425.0,True,京东物流
RET00317,SHP00869,2025-06,FWD509,金属彩光系列,959,规格不符,2025-06-25,32606.0,True,中外运
RET00318,SHP02608,2025-04,FWD249,虹彩系列,968,客户取消,2025-04-07,36300.0,True,德邦
RET00319,SHP03435,2025-04,FWD417,着色系列,85,规格不符,2025-04-22,5100.0,True,顺丰
RET00320,SHP00051,2024-11,BHC89234BG,着色变色龙,185,发货错误,2024-11-26,92500.0,True,中外运
RET00321,SHP03095,2025-02,FWD7305,其他,813,质量问题,2025-03-15,48780.0,False,德邦
RET00322,SHP02517,2024-10,FWD436 ,着色系列,404,运输损坏,2024-10-18,10100.0,False,中外运
RET00323,SHP01107,2024-10,FWD323WR,耐候系列,276,运输损坏,2024-11-04,24840.0,False,FedEx
RET00324,SHP00750,2024-12,FWD410,着色系列,940,质量问题,2024-12-08,56400.0,False,中外运
RET00325,SHP00596,2025-04,FWD111MT,银白系列,991,质量问题,2025-04-25,28739.0,False,中外运
RET00326,SHP02767,2025-03,BHC89233BR,着色变色龙,157,规格不符,2025-03-15,78500.0,True,中外运
RET00327,SHP02326,2024-11,FWD152WR,耐候系列,398,规格不符,2024-11-19,23880.0,True,中外运
RET00328,SHP01340,2025-02,FWDD25X,钻石系列,436,质量问题,2025-02-27,109000.0,False,顺丰
RET00329,SHP00545,2025-07,FWD503,金属彩光系列,150,发货错误,2025-07-09,5100.0,True,京东物流
RET00330,SHP00682,2025-02,FWD411,着色系列,35,发货错误,2025-02-14,2100.0,True,顺丰
RET00331,SHP03476,2025-08,FWD435B,着色系列,870,运输损坏,2025-08-21,52200.0,False,中外运
RET00332,SHP01117,2025-01,BHC9323PG,玻璃变色龙,640,质量问题,2025-01-05,320000.0,False,顺丰
RET00333,SHP03008,2025-08,FWD3504,金属彩光系列,311,规格不符,2025-08-26,10574.0,True,德邦
RET00334,SHP00888,2024-11,FWD6501,水晶系列,1367,规格不符,2024-11-14,75185.0,True,DHL
RET00335,SHP00198,2025-08,FWD302WR,耐候系列,309,质量问题,2025-09-07,27810.0,False,德邦
RET00336,SHP02529,2025-09,BHC9232MGH,化妆品系列,150,运输损坏,2025-09-20,33000.0,False,DHL
RET00337,SHP02892,2025-06,FWD407,着色系列,1082,运输损坏,2025-06-14,47608.0,False,德邦
RET00338,SHP00024,2025-04,FWD6504,水晶系列,171,运输损坏,2025-04-18,14535.0,False,京东物流
RET00339,SHP01237,2025-01,FWD6504,水晶系列,646,运输损坏,2025-02-15,54910.0,False,DHL
RET00340,SHP03151,2025-08,FWD215,虹彩系列,21,质量问题,2025-08-15,787.5,False,德邦
RET00341,SHP01807,2025-01,FWDD28L,钻石系列,410,客户取消,2025-01-27,114800.0,True,DHL
RET00342,SHP02482,2025-06,FWD504WR,耐候系列,1618,发货错误,2025-06-14,145620.0,True,FedEx
RET00343,SHP00296,2025-05,FWD535,金属彩光系列,207,规格不符,2025-05-21,7038.0,True,DHL
RET00344,SHP02098,2025-09,FWD6001,超白系列,13,规格不符,2025-09-17,487.5,True,中外运
RET00345,SHP01121,2024-11,FWD600,其他,211,发货错误,2024-11-24,10550.0,True,FedEx
RET00346,SHP01863,2025-11,FWD6820,水晶系列,287,质量问题,2025-11-27,24395.0,False,京东物流
RET00347,SHP01891,2024-12,FWDV080B,玻璃包银系列,160,客户取消,2024-12-29,676800.0,True,京东物流
RET00348,SHP02164,2025-04,FWD111M,银白系列,892,客户取消,2025-04-21,25868.0,True,京东物流
RET00349,SHP00879,2025-07,FWDV220,玻璃包银系列,666,发货错误,2025-07-14,939060.0,True,顺丰
RET00350,SHP02171,2025-11,FWD235,虹彩系列,13,规格不符,2025-11-22,487.5,True,德邦
RET00351,SHP01554,2025-06,FWDD25X,钻石系列,349,规格不符,2025-06-19,87250.0,True,中外运
RET00352,SHP00018,2025-11,FWD425B,着色系列,757,运输损坏,2025-11-15,45420.0,False,FedEx
RET00353,SHP02524,2025-04,BHC89230GY,着色变色龙,593,质量问题,2025-04-19,296500.0,False,京东物流
RET00354,SHP02657,2025-02,FWD3302,金色系列,91,运输损坏,2025-02-25,3412.5,False,德邦
RET00355,SHP01551,2025-11,FWD6603B,磁性珠光,97,质量问题,2025-12-08,24250.0,False,DHL
RET00356,SHP00480,2025-03,FWDD10X,钻石系列,1020,规格不符,2025-03-21,122400.0,True,京东物流
RET00357,SHP02916,2025-06,FWD435,着色系列,196,发货错误,2025-07-08,11760.0,True,京东物流
RET00358,SHP01503,2025-06,FWD5894,钻石系列,367,规格不符,2025-07-01,91750.0,True,京东物流
RET00359,SHP03024,2025-07,FWDV150,玻璃包银系列,295,规格不符,2025-07-14,755200.0,True,顺丰
RET00360,SHP02643,2025-05,FWD5870A,钻石系列,346,规格不符,2025-05-18,62280.0,True,京东物流
RET00361,SHP01285,2025-04,FWDD10L,钻石系列,331,质量问题,2025-04-19,39720.0,False,顺丰
RET00362,SHP02043,2024-11,FWD7322,其他,821,客户取消,2024-11-13,57470.0,True,中外运
RET00363,SHP03303,2025-11,FWD525WR,耐候系列,264,发货错误,2025-12-02,23760.0,True,FedEx
RET00364,SHP01805,2024-10,FWD103TWR,耐候系列,52,规格不符,2024-10-27,3120.0,True,京东物流
RET00365,SHP02087,2025-07,FWD408,着色系列,835,质量问题,2025-07-26,50100.0,False,DHL
RET00366,SHP03012,2025-06,FWD5890,钻石系列,704,规格不符,2025-06-14,84480.0,True,FedEx
RET00367,SHP03194,2025-07,FWD4002,着色系列,127,运输损坏,2025-07-27,5588.0,False,DHL
RET00368,SHP00497,2025-03,FWD5891,钻石系列,1765,规格不符,2025-03-14,441250.0,True,德邦
RET00369,SHP01842,2025-06,BHC89232BR,着色变色龙,503,客户取消,2025-06-18,251500.0,True,顺丰
RET00370,SHP01099,2025-08,FWD6002T,超白系列,768,运输损坏,2025-08-12,28800.0,False,顺丰
RET00371,SHP01393,2024-11,FWD305,金色系列,81,发货错误,2024-12-09,3037.5,True,FedEx
RET00372,SHP02148,2025-01,FWD522,金属彩光系列,674,质量问题,2025-02-08,22916.0,False,FedEx
RET00373,SHP01560,2025-05,FWD5518WR,耐候系列,406,质量问题,2025-05-22,48720.0,False,FedEx
RET00374,SHP02964,2024-11,FWD351,金色系列,611,规格不符,2024-11-10,22912.5,True,DHL
RET00375,SHP00411,2025-11,FWDD10X,钻石系列,630,客户取消,2025-11-20,75600.0,True,京东物流
RET00376,SHP03256,2025-01,FWD3504,金属彩光系列,1685,质量问题,2025-02-03,57290.0,False,FedEx
RET00377,SHP00345,2025-04,FWD525WR,耐候系列,441,规格不符,2025-05-02,39690.0,True,中外运
RET00378,SHP02333,2025-03,FWDD28M,钻石系列,978,质量问题,2025-03-30,273840.0,False,DHL
RET00379,SHP00824,2025-10,FWDV040B,玻璃包银系列,521,客户取消,2025-10-17,3047850.0,True,DHL
RET00380,SHP03460,2025-07,FWD425,着色系列,356,运输损坏,2025-08-06,21360.0,False,DHL
RET00381,SHP02872,2025-07,FWD8205WR,耐候系列,286,运输损坏,2025-07-19,62920.0,False,DHL
RET00382,SHP01497,2025-10,BHC9338GR,玻璃变色龙,1109,客户取消,2025-10-22,554500.0,True,中外运
RET00383,SHP02046,2025-06,FWD6219,水晶系列,1060,质量问题,2025-06-30,58300.0,False,FedEx
RET00384,SHP01084,2024-11,FWD223,虹彩系列,827,发货错误,2024-11-12,31012.5,True,FedEx
RET00385,SHP01127,2025-02,FWD534WR,耐候系列,507,质量问题,2025-02-19,45630.0,False,顺丰
RET00386,SHP02463,2024-11,FWD216,虹彩系列,882,规格不符,2024-12-01,33075.0,True,德邦
RET00387,SHP00694,2025-03,FWDV150B,玻璃包银系列,153,规格不符,2025-03-18,339660.0,True,DHL
RET00388,SHP00841,2025-03,FWD504,金属彩光系列,44,发货错误,2025-03-26,1496.0,True,顺丰
RET00389,SHP01171,2025-07,FWD530,金属彩光系列,1591,规格不符,2025-07-24,54094.0,True,FedEx
RET00390,SHP02692,2024-12,BHC89233BR,着色变色龙,1785,客户取消,2024-12-11,892500.0,True,FedEx
RET00391,SHP01979,2025-11,FWDD28M,钻石系列,377,规格不符,2025-11-21,105560.0,True,FedEx
RET00392,SHP03309,2024-12,HC010AS,云母粉,28,发货错误,2024-12-26,700.0,True,中外运
RET00393,SHP01763,2025-09,FWD6603B,磁性珠光,1741,规格不符,2025-09-22,435250.0,True,德邦
RET00394,SHP02106,2025-04,FWD152WR,耐候系列,1315,运输损坏,2025-04-30,78900.0,False,京东物流
RET00395,SHP01739,2024-11,FWD7331,其他,387,发货错误,2024-12-09,42570.0,True,FedEx
RET00396,SHP02845,2025-05,FWD504WR,耐候系列,725,客户取消,2025-06-16,65250.0,True,中外运
RET00397,SHP01597,2025-07,FWD205M,虹彩系列,196,客户取消,2025-08-07,7350.0,True,京东物流
RET00398,SHP02250,2025-04,FWD2205G,虹彩系列,541,客户取消,2025-04-27,20287.5,True,顺丰
RET00399,SHP00898,2025-06,FWD201WR,耐候系列,775,规格不符,2025-06-20,69750.0,True,顺丰
RET00400,SHP02358,2025-09,FWD6006,超白系列,12,规格不符,2025-09-22,468.0,True,DHL
RET00401,SHP03341,2024-10,FWD520,金属彩光系列,1073,运输损坏,2024-11-01,36482.0,False,中外运
RET00402,SHP00809,2025-10,FWD6006,超白系列,546,运输损坏,2025-10-27,21294.0,False,顺丰
RET00403,SHP00103,2024-11,FWD103TWR,耐候系列,314,运输损坏,2024-11-22,18840.0,False,中外运
RET00404,SHP03179,2024-10,FWDV550,玻璃包银系列,246,质量问题,2024-10-20,322260.0,False,FedEx
RET00405,SHP03159,2024-11,FWD6303,水晶系列,203,规格不符,2024-11-15,17255.0,True,DHL
RET00406,SHP01593,2025-09,FWD407,着色系列,279,发货错误,2025-10-07,12276.0,True,DHL
RET00407,SHP01275,2025-07,FWD402,着色系列,272,发货错误,2025-07-12,11968.0,True,中外运
RET00408,SHP02711,2024-10,FWD6502A,水晶系列,45,规格不符,2024-11-10,2475.0,True,京东物流
RET00409,SHP03413,2025-07,FWD6910,水晶系列,177,客户取消,2025-07-20,9735.0,True,顺丰
RET00410,SHP02812,2024-11,FWDV020,玻璃包银系列,41,客户取消,2024-11-26,363670.0,True,京东物流
RET00411,SHP02803,2025-10,FWDD23X,钻石系列,778,发货错误,2025-10-27,194500.0,True,顺丰
RET00412,SHP01493,2024-12,FWD3112,金色系列,204,规格不符,2024-12-17,8160.0,True,中外运
RET00413,SHP01339,2025-02,BHC9225BMTH,化妆品系列,75,质量问题,2025-02-23,16500.0,False,德邦
RET00414,SHP02682,2025-03,FWD205WR,耐候系列,518,发货错误,2025-03-18,46620.0,True,DHL
RET00415,SHP03015,2025-01,FWD6001,超白系列,129,规格不符,2025-01-27,4837.5,True,中外运
RET00416,SHP03372,2024-11,FWD163,银白系列,1594,运输损坏,2024-12-01,39850.0,False,FedEx
RET00417,SHP01404,2024-10,FWD2205G,虹彩系列,764,发货错误,2024-10-16,28650.0,True,德邦
RET00418,SHP00203,2025-09,FWD410,着色系列,201,质量问题,2025-10-01,12060.0,False,京东物流
RET00419,SHP00905,2025-08,FWD6883,水晶系列,62,质量问题,2025-09-05,3410.0,False,京东物流
RET00420,SHP01622,2024-12,FWD121WR,耐候系列,1313,发货错误,2024-12-14,78780.0,True,京东物流
RET00421,SHP00719,2025-04,FWD5893,钻石系列,741,客户取消,2025-05-14,185250.0,True,顺丰
RET00422,SHP02768,2025-07,FWD502,金属彩光系列,292,发货错误,2025-07-14,9928.0,True,京东物流
RET00423,SHP00543,2025-09,FWD530,金属彩光系列,654,质量问题,2025-09-08,22236.0,False,顺丰
RET00424,SHP02890,2024-10,FWDD29M,钻石系列,385,质量问题,2024-10-12,134750.0,False,京东物流
RET00425,SHP02055,2025-09,FWD405B,着色系列,574,质量问题,2025-10-11,25256.0,False,京东物流
RET00426,SHP01935,2025-04,FWD119,银白系列,1034,质量问题,2025-04-20,31020.0,False,顺丰
RET00427,SHP00837,2025-10,FWD524,金属彩光系列,231,发货错误,2025-10-28,7854.0,True,DHL
RET00428,SHP03206,2025-11,BHC89237BG,着色变色龙,65,质量问题,2025-11-19,32500.0,False,德邦
RET00429,SHP02884,2025-11,FWD532,金属彩光系列,453,客户取消,2025-11-18,15402.0,True,中外运
RET00430,SHP02802,2025-04,FWD6002T,超白系列,944,运输损坏,2025-04-12,35400.0,False,顺丰
RET00431,SHP01244,2024-12,FWD5893,钻石系列,428,质量问题,2024-12-24,107000.0,False,FedEx
RET00432,SHP02972,2024-10,FWD205WR,耐候系列,130,运输损坏,2024-11-03,11700.0,False,FedEx
RET00433,SHP02196,2025-04,FWD411,着色系列,681,运输损坏,2025-05-05,40860.0,False,京东物流
RET00434,SHP00190,2025-11,FWD524WR,耐候系列,417,客户取消,2025-11-20,37530.0,True,京东物流
RET00435,SHP00709,2025-09,FWD6683T,磁性珠光,141,质量问题,2025-09-25,42300.0,False,中外运
RET00436,SHP00227,2025-10,FWDV080,玻璃包银系列,257,质量问题,2025-10-20,1300420.0,False,中外运
RET00437,SHP02477,2025-07,FWD7305WR,耐候系列,117,发货错误,2025-07-29,14040.0,True,FedEx
RET00438,SHP02640,2025-09,BHC89235G,着色变色龙,292,发货错误,2025-09-26,146000.0,True,京东物流
RET00439,SHP00524,2025-02,FWDD29X,钻石系列,539,客户取消,2025-03-10,188650.0,True,中外运
RET00440,SHP01479,2025-02,BHC9232MGH,化妆品系列,296,发货错误,2025-03-04,65120.0,True,FedEx
RET00441,SHP02760,2024-12,FWDV150B,玻璃包银系列,971,质量问题,2024-12-29,2155620.0,False,德邦
RET00442,SHP00396,2025-03,FWD308,金色系列,511,发货错误,2025-03-14,19162.5,True,DHL
RET00443,SHP00695,2025-04,FWD6500,水晶系列,523,质量问题,2025-05-05,28765.0,False,DHL
RET00444,SHP01875,2025-07,FWD6215,水晶系列,84,运输损坏,2025-07-27,4620.0,False,德邦
RET00445,SHP03282,2024-10,FWD421,着色系列,380,发货错误,2024-10-20,22800.0,True,京东物流
RET00446,SHP01703,2024-10,FWD413,着色系列,32,运输损坏,2024-11-13,1920.0,False,德邦
RET00447,SHP00772,2025-05,FWD5870C,钻石系列,36,规格不符,2025-05-24,6480.0,True,DHL
RET00448,SHP01669,2025-04,FWD6885,水晶系列,45,客户取消,2025-04-26,2475.0,True,顺丰
RET00449,SHP01996,2025-01,FWD506,金属彩光系列,757,质量问题,2025-02-08,21196.0,False,顺丰
RET00450,SHP00774,2025-01,FWD362,金色系列,84,客户取消,2025-01-26,3150.0,True,德邦
RET00451,SHP02822,2025-02,FWD402,着色系列,259,运输损坏,2025-02-05,11396.0,False,京东物流
RET00452,SHP02629,2025-03,FWD522,金属彩光系列,203,规格不符,2025-04-05,6902.0,True,中外运
RET00453,SHP01959,2025-08,FWD323WR,耐候系列,743,质量问题,2025-08-24,66870.0,False,京东物流
RET00454,SHP03292,2025-03,FWDD10L,钻石系列,113,质量问题,2025-03-10,13560.0,False,德邦
RET00455,SHP00012,2025-08,FWD509,金属彩光系列,1085,质量问题,2025-08-21,36890.0,False,中外运
RET00456,SHP02341,2025-10,FWD6300,水晶系列,371,客户取消,2025-10-21,31535.0,True,京东物流
RET00457,SHP00804,2025-08,BHC89235G,着色变色龙,159,发货错误,2025-08-28,79500.0,True,顺丰
RET00458,SHP00828,2025-02,FWDV155,玻璃包银系列,269,质量问题,2025-03-02,373910.0,False,中外运
RET00459,SHP02465,2025-07,FWD402,着色系列,245,运输损坏,2025-07-15,10780.0,False,FedEx
RET00460,SHP02950,2024-12,FWD436 ,着色系列,302,质量问题,2024-12-16,7550.0,False,顺丰
RET00461,SHP00559,2025-04,FWDD27X,钻石系列,258,质量问题,2025-05-12,64500.0,False,京东物流
RET00462,SHP00939,2024-11,FWD510,金属彩光系列,7,发货错误,2024-11-19,238.0,True,DHL
RET00463,SHP00826,2025-02,BHC9234BOH,化妆品系列,519,质量问题,2025-02-03,114180.0,False,中外运
RET00464,SHP01636,2025-04,FWD173,银白系列,67,发货错误,2025-04-24,1742.0,True,FedEx
RET00465,SHP02286,2025-07,BHC89230GY,着色变色龙,256,发货错误,2025-07-31,128000.0,True,德邦
RET00466,SHP02167,2025-01,FWD5519,金属彩光系列,1335,规格不符,2025-01-16,80100.0,True,顺丰
RET00467,SHP02571,2025-09,FWD522,金属彩光系列,668,质量问题,2025-09-17,22712.0,False,FedEx
RET00468,SHP00701,2025-03,FWD111WR,耐候系列,1667,规格不符,2025-03-14,100020.0,True,德邦
RET00469,SHP00207,2025-03,FWD5874A,钻石系列,532,客户取消,2025-03-09,148960.0,True,顺丰
RET00470,SHP01150,2024-12,FWD5800D,钻石系列,369,规格不符,2024-12-17,44280.0,True,顺丰
RET00471,SHP03284,2025-01,FWDD23L,钻石系列,29,运输损坏,2025-01-19,8120.0,False,DHL
RET00472,SHP02867,2025-07,FWD525,金属彩光系列,857,质量问题,2025-07-25,29138.0,False,DHL
RET00473,SHP00602,2025-10,FWD5519,金属彩光系列,1220,发货错误,2025-10-10,73200.0,True,中外运
RET00474,SHP03203,2025-02,FWD6300T,水晶系列,466,规格不符,2025-02-22,39610.0,True,京东物流
RET00475,SHP02518,2025-05,FWD235,虹彩系列,813,运输损坏,2025-06-08,30487.5,False,DHL
RET00476,SHP01003,2025-02,FWD421,着色系列,22,客户取消,2025-02-17,1320.0,True,DHL
RET00477,SHP00309,2025-02,BHC89237BG,着色变色龙,1003,客户取消,2025-03-18,501500.0,True,德邦
RET00478,SHP00488,2024-11,FWD6219,水晶系列,690,发货错误,2024-11-23,37950.0,True,FedEx
RET00479,SHP02831,2025-06,FWDD21X,钻石系列,1777,运输损坏,2025-07-11,444250.0,False,FedEx
RET00480,SHP01799,2025-10,FWD351WR,耐候系列,362,运输损坏,2025-11-08,32580.0,False,DHL
RET00481,SHP00566,2025-10,FWDV015,玻璃包银系列,888,质量问题,2025-10-13,7112880.0,False,FedEx
RET00482,SHP02673,2024-12,FWD415Y,着色系列,100,运输损坏,2024-12-31,4400.0,False,FedEx
RET00483,SHP01045,2025-01,BHC9230YBH,化妆品系列,58,运输损坏,2025-01-22,12760.0,False,德邦
RET00484,SHP01125,2025-08,FWD249,虹彩系列,222,运输损坏,2025-08-26,8325.0,False,FedEx
RET00485,SHP00238,2024-11,FWD408,着色系列,508,发货错误,2024-11-23,30480.0,True,京东物流
RET00486,SHP00174,2025-11,FWDV580,玻璃包银系列,825,发货错误,2025-11-27,1080750.0,True,顺丰
RET00487,SHP00951,2024-10,FWD302,金色系列,928,质量问题,2024-10-11,34800.0,False,中外运
RET00488,SHP03168,2024-12,FWD520,金属彩光系列,907,运输损坏,2024-12-23,30838.0,False,京东物流
RET00489,SHP02318,2025-10,FWDD21X,钻石系列,413,客户取消,2025-10-30,103250.0,True,FedEx
RET00490,SHP02590,2025-08,FWD3112,金色系列,6,质量问题,2025-08-29,240.0,False,德邦
RET00491,SHP02788,2024-12,FWD403,着色系列,485,运输损坏,2024-12-21,21340.0,False,中外运
RET00492,SHP00369,2025-05,FWD6003,超白系列,899,规格不符,2025-05-26,44051.0,True,德邦
RET00493,SHP03296,2025-07,FWD5871C,钻石系列,1071,规格不符,2025-07-19,278460.0,True,FedEx
RET00494,SHP02251,2024-12,FWD416,着色系列,377,客户取消,2024-12-18,22620.0,True,中外运
RET00495,SHP02633,2025-04,BHC9234BOH,化妆品系列,299,运输损坏,2025-04-30,65780.0,False,DHL
RET00496,SHP00556,2025-02,FWD6502A,水晶系列,169,发货错误,2025-02-19,9295.0,True,德邦
RET00497,SHP03297,2025-02,FWD6303,水晶系列,33,规格不符,2025-02-20,2805.0,True,德邦
RET00498,SHP02857,2025-07,FWD502WR,耐候系列,766,客户取消,2025-07-25,68940.0,True,FedEx
RET00499,SHP00662,2025-09,FWDV080B,玻璃包银系列,603,运输损坏,2025-10-01,2550690.0,False,DHL
RET00500,SHP03173,2025-07,FWD525WR,耐候系列,37,发货错误,2025-07-14,3330.0,True,DHL
RET00501,SHP01729,2024-11,FWD415Y,着色系列,847,运输损坏,2024-11-29,37268.0,False,德邦
RET00502,SHP00910,2025-01,FWD224,虹彩系列,68,质量问题,2025-02-08,2550.0,False,FedEx
RET00503,SHP02519,2025-10,FWDD29X,钻石系列,603,发货错误,2025-10-17,211050.0,True,FedEx
RET00504,SHP00999,2025-03,BHC9327GP,玻璃变色龙,330,质量问题,2025-03-24,165000.0,False,顺丰
RET00505,SHP03030,2025-04,FWD503,金属彩光系列,116,质量问题,2025-04-29,3944.0,False,DHL
RET00506,SHP03395,2024-12,FWD504WR,耐候系列,80,规格不符,2024-12-26,7200.0,True,FedEx
RET00507,SHP03114,2025-11,FWD305,金色系列,403,客户取消,2025-11-28,15112.5,True,德邦
RET00508,SHP01499,2024-11,HM010AS,云母粉,76,运输损坏,2024-11-24,1900.0,False,FedEx
RET00509,SHP02630,2025-08,FWD205M,虹彩系列,341,发货错误,2025-09-08,12787.5,True,中外运
RET00510,SHP01188,2025-01,FWD100,银白系列,64,运输损坏,2025-02-07,1600.0,False,京东物流
RET00511,SHP00622,2025-10,FWD421,着色系列,141,发货错误,2025-11-11,8460.0,True,德邦
RET00512,SHP01169,2025-04,FWDD29X,钻石系列,6,质量问题,2025-04-23,2100.0,False,顺丰
