po_id,po_date,month,supplier_id,sku,category,qty_ordered,unit_cost_rmb,total_cost_rmb,expected_date,actual_date,status,defect_qty
PO00693,2025-10-25,2025-10,SUP041,FWD5892,钻石系列,4181,204.38,854491.88,2026-01-21,2026-02-03,已收货,31
PO00694,2025-02-12,2025-02,SUP042,BHC89233BR,着色变色龙,590,390.0,230100.0,2025-03-02,2025-03-13,待发货,3
PO00695,2024-11-15,2024-11,SUP050,FWD6002,超白系列,833,30.38,25302.38,2024-12-28,2025-01-07,已收货,6
PO00696,2024-10-09,2024-10,SUP059,FWD5872A,钻石系列,775,195.3,151357.5,2024-11-14,2024-11-17,在途,1
PO00697,2025-04-11,2025-04,SUP024,FWD6885,水晶系列,2250,44.55,100237.5,2025-04-29,2025-04-29,在途,8
PO00698,2025-02-12,2025-02,SUP019,FWD417,着色系列,3492,48.15,168139.8,2025-05-01,2025-05-07,已收货,5
PO00699,2025-08-22,2025-08,SUP053,FWD361,金色系列,1895,29.66,56210.44,2025-11-17,2025-11-26,待发货,1
PO00700,2025-02-20,2025-02,SUP039,FWDV060,玻璃包银系列,3610,3898.2,14072502.0,2025-05-09,2025-05-10,待发货,12
PO00701,2025-05-08,2025-05,SUP020,FWD6602,磁性珠光,2764,120.38,332716.5,2025-08-06,2025-08-06,在途,21
PO00702,2025-04-01,2025-04,SUP017,FWD6215,水晶系列,1091,38.77,42303.53,2025-06-16,2025-06-19,已收货,2
PO00703,2025-04-23,2025-04,SUP010,FWD524,金属彩光系列,2986,23.21,69290.13,2025-05-22,2025-05-27,已收货,10
PO00704,2025-04-03,2025-04,SUP028,FWD534,金属彩光系列,1274,28.05,35735.7,2025-06-27,2025-06-26,已收货,3
PO00705,2025-06-09,2025-06,SUP001,FWD5895,钻石系列,2923,163.12,476814.38,2025-07-08,2025-07-21,已收货,8
PO00706,2024-12-28,2024-12,SUP024,FWD416,着色系列,4042,42.75,172795.5,2025-02-26,2025-03-05,待发货,32
PO00707,2025-08-02,2025-08,SUP045,FWD6504,水晶系列,4405,72.04,317325.19,2025-10-20,2025-10-15,在途,10
PO00708,2025-05-03,2025-05,SUP003,FWD6602,磁性珠光,1641,102.38,167997.38,2025-06-05,2025-06-05,待发货,6
PO00709,2025-05-17,2025-05,SUP011,FWD6830,水晶系列,1340,61.84,82862.25,2025-06-13,2025-06-22,已收货,3
PO00710,2024-12-14,2024-12,SUP028,FWD502WR,耐候系列,3763,75.6,284482.8,2025-01-13,2025-01-22,已收货,27
PO00711,2025-07-11,2025-07,SUP055,FWDV150B,玻璃包银系列,1112,1698.3,1888509.6,2025-09-27,2025-10-01,在途,8
PO00712,2025-05-21,2025-05,SUP037,FWD6501,水晶系列,4880,43.73,213378.0,2025-08-01,2025-08-05,已收货,38
PO00713,2025-07-07,2025-07,SUP041,FWD3500,金属彩光系列,3516,25.5,89658.0,2025-07-30,2025-08-09,已收货,25
PO00714,2025-04-17,2025-04,SUP042,FWD103,银白系列,2806,20.01,56148.06,2025-06-03,2025-06-11,在途,20
PO00715,2025-06-07,2025-06,SUP008,FWD163,银白系列,1667,16.31,27192.94,2025-07-14,2025-07-15,已收货,15
PO00716,2025-05-20,2025-05,SUP059,FWDD25X,钻石系列,2093,176.25,368891.25,2025-06-04,2025-06-05,待发货,17
PO00717,2025-01-07,2025-01,SUP043,FWD330,金色系列,2712,30.66,83139.75,2025-02-15,2025-02-13,待发货,0
PO00718,2024-11-13,2024-11,SUP011,FWD6205,水晶系列,4528,45.38,205458.0,2025-01-17,2025-01-19,在途,8
PO00719,2025-06-02,2025-06,SUP045,FWD6002A,超白系列,4202,28.41,119363.06,2025-07-01,2025-07-15,已收货,12
PO00720,2024-11-04,2024-11,SUP035,FWD6504T,水晶系列,2074,65.03,134861.85,2025-01-02,2024-12-31,已收货,15
PO00721,2025-01-09,2025-01,SUP002,FWDD28L,钻石系列,4849,228.9,1109936.1,2025-02-03,2025-02-10,在途,0
PO00722,2025-06-14,2025-06,SUP019,FWD6007,超白系列,3213,35.28,113354.64,2025-07-21,2025-07-28,已收货,9
PO00723,2025-04-21,2025-04,SUP032,FWD417,着色系列,2647,49.95,132217.65,2025-05-27,2025-06-08,待发货,4
PO00724,2024-12-11,2024-12,SUP058,BHC9328GR,玻璃变色龙,1299,416.25,540708.75,2025-01-07,2025-01-15,已收货,12
PO00725,2025-10-08,2025-10,SUP004,FWD2205G,虹彩系列,3506,25.03,87759.56,2025-12-04,2025-12-15,已收货,2
PO00726,2024-11-11,2024-11,SUP002,BHC5518,化妆品系列,4166,63.56,264801.37,2025-01-25,2025-02-01,已收货,39
PO00727,2025-06-03,2025-06,SUP012,BHC9225BMTH,化妆品系列,4012,171.6,688459.2,2025-06-21,2025-06-29,待发货,25
PO00728,2025-04-12,2025-04,SUP006,BHC9337GP,玻璃变色龙,1856,367.5,682080.0,2025-05-02,2025-05-09,待发货,5
PO00729,2024-11-10,2024-11,SUP013,FWD351WR,耐候系列,1951,66.83,130375.58,2024-11-29,2024-11-25,待发货,14
PO00730,2024-11-09,2024-11,SUP001,BHC9275BOH,化妆品系列,246,150.15,36936.9,2024-12-18,2025-01-01,已收货,0
PO00731,2024-10-11,2024-10,SUP031,FWD504,金属彩光系列,3358,27.8,93335.61,2024-12-14,2024-12-09,已收货,18
PO00732,2025-05-10,2025-05,SUP046,FWDD25M,钻石系列,3777,218.4,824896.8,2025-07-28,2025-08-09,待发货,10
PO00733,2024-11-08,2024-11,SUP057,FWD534WR,耐候系列,1971,68.17,134372.92,2024-12-13,2024-12-18,已收货,4
PO00734,2025-07-26,2025-07,SUP043,FWD502,金属彩光系列,1207,26.01,31394.07,2025-09-04,2025-09-04,已收货,4
PO00735,2024-10-04,2024-10,SUP055,FWD6830,水晶系列,4611,67.58,311588.33,2024-11-24,2024-11-28,在途,23
PO00736,2025-02-08,2025-02,SUP020,FWDV095B,玻璃包银系列,4499,1294.95,5825980.05,2025-03-04,2025-03-10,待发货,17
PO00737,2025-05-18,2025-05,SUP054,FWD231,虹彩系列,3995,30.66,122471.72,2025-06-07,2025-06-20,已收货,17
PO00738,2025-10-14,2025-10,SUP054,FWD6683T,磁性珠光,3467,258.75,897086.25,2025-11-24,2025-12-05,已收货,30
PO00739,2025-11-12,2025-11,SUP059,FWD5800D,钻石系列,239,83.7,20004.3,2026-01-11,2026-01-16,待发货,0
PO00740,2025-06-16,2025-06,SUP032,FWD205,虹彩系列,211,31.22,6587.16,2025-08-15,2025-08-24,已收货,2
PO00741,2025-07-02,2025-07,SUP007,FWD400B,着色系列,3735,35.97,134347.95,2025-08-09,2025-08-24,已收货,14
PO00742,2025-10-12,2025-10,SUP014,FWDV040B,玻璃包银系列,119,4080.38,485564.62,2026-01-09,2026-01-11,已收货,1
PO00743,2025-08-14,2025-08,SUP004,FWD231WR,耐候系列,2267,58.05,131599.35,2025-11-10,2025-11-07,已收货,12
PO00744,2024-10-03,2024-10,SUP055,FWD5516,金属彩光系列,2777,40.95,113718.15,2024-11-11,2024-11-19,已收货,5
PO00745,2025-10-13,2025-10,SUP025,BHC9230YBH,化妆品系列,1796,143.55,257815.8,2025-11-02,2025-11-05,已收货,12
PO00746,2025-04-27,2025-04,SUP019,FWD6005T,超白系列,1058,27.0,28566.0,2025-06-09,2025-06-05,待发货,2
PO00747,2025-01-04,2025-01,SUP029,FWD289,虹彩系列,3994,24.75,98851.5,2025-01-18,2025-01-16,待发货,37
PO00748,2025-02-11,2025-02,SUP008,FWD6840,水晶系列,478,60.56,28948.88,2025-04-25,2025-05-09,待发货,2
PO00749,2024-10-18,2024-10,SUP049,FWD111M,银白系列,146,23.93,3493.05,2024-11-10,2024-11-15,在途,1
PO00750,2025-10-26,2025-10,SUP015,FWD5894,钻石系列,1388,204.38,283672.5,2025-12-08,2025-12-14,待发货,5
PO00751,2024-11-16,2024-11,SUP008,FWD6018,超白系列,3061,25.31,77481.56,2025-01-24,2025-01-26,已收货,4
PO00752,2025-09-06,2025-09,SUP004,FWD5871C,钻石系列,4023,224.25,902157.75,2025-11-26,2025-12-03,在途,20
PO00753,2025-09-14,2025-09,SUP013,FWD491,着色系列,2515,45.9,115438.5,2025-09-30,2025-10-06,在途,14
PO00754,2025-05-10,2025-05,SUP031,FWD6303A,水晶系列,4851,35.48,172089.23,2025-06-03,2025-05-31,在途,21
PO00755,2025-01-05,2025-01,SUP044,FWDV220,玻璃包银系列,4140,1120.95,4640733.0,2025-02-04,2025-02-10,已收货,25
PO00756,2024-11-11,2024-11,SUP059,FWD5518WR,耐候系列,4381,93.6,410061.6,2025-01-31,2025-02-11,待发货,7
PO00757,2025-04-27,2025-04,SUP007,FWD6830,水晶系列,908,63.11,57306.15,2025-07-20,2025-07-25,已收货,1
PO00758,2024-11-09,2024-11,SUP045,FWD6884,水晶系列,1050,37.12,38981.25,2024-12-13,2024-12-24,已收货,5
PO00759,2025-02-14,2025-02,SUP060,FWD6001,超白系列,709,31.5,22333.5,2025-04-25,2025-04-26,在途,1
PO00760,2025-09-16,2025-09,SUP001,FWD320,金色系列,4797,31.5,151105.5,2025-11-02,2025-11-10,在途,38
PO00761,2025-03-10,2025-03,SUP048,FWD223,虹彩系列,4546,27.0,122742.0,2025-05-03,2025-04-28,已收货,16
PO00762,2024-10-04,2024-10,SUP006,FWDV155,玻璃包银系列,3403,1157.18,3937866.53,2024-10-29,2024-11-07,已收货,24
PO00763,2024-11-07,2024-11,SUP029,FWD361,金色系列,948,27.56,26129.25,2024-11-25,2024-11-26,待发货,3
PO00764,2025-11-03,2025-11,SUP016,FWD306,金色系列,3827,25.31,96870.94,2026-01-22,2026-01-27,在途,37
PO00765,2025-04-12,2025-04,SUP037,FWD6882,水晶系列,200,35.48,7095.0,2025-06-19,2025-06-16,已收货,1
PO00766,2025-11-05,2025-11,SUP010,FWD231,虹彩系列,3685,28.69,105713.44,2026-01-09,2026-01-13,已收货,7
PO00767,2025-04-28,2025-04,SUP012,FWD3504,金属彩光系列,2321,27.54,63920.34,2025-06-16,2025-06-20,已收货,3
PO00768,2025-02-16,2025-02,SUP010,FWD6500A,水晶系列,3342,46.61,155778.97,2025-04-11,2025-04-14,待发货,9
PO00769,2024-12-08,2024-12,SUP005,FWD215WR,耐候系列,2507,60.08,150608.02,2024-12-29,2024-12-26,在途,16
PO00770,2025-02-13,2025-02,SUP039,FWD6002T,超白系列,4347,30.66,133262.72,2025-03-06,2025-03-12,已收货,40
PO00771,2025-09-11,2025-09,SUP028,FWD6009,超白系列,2386,38.14,90996.07,2025-10-14,2025-10-21,已收货,4
PO00772,2024-11-28,2024-11,SUP013,FWD6224,水晶系列,3579,38.36,137299.39,2025-02-13,2025-02-15,已收货,27
PO00773,2025-10-28,2025-10,SUP003,BHC5518,化妆品系列,2676,47.81,127946.25,2025-12-15,2025-12-20,已收货,3
PO00774,2024-11-23,2024-11,SUP042,FWD96107SW,耐候系列,953,84.75,80766.75,2025-01-03,2025-01-07,在途,3
PO00775,2025-08-04,2025-08,SUP044,FWDV550,玻璃包银系列,4550,1011.98,4604486.25,2025-08-19,2025-08-15,在途,34
PO00776,2025-04-19,2025-04,SUP036,FWD508WR,耐候系列,3178,58.73,186628.05,2025-06-13,2025-06-24,已收货,0
PO00777,2025-02-04,2025-02,SUP054,FWD6910,水晶系列,2422,41.25,99907.5,2025-03-31,2025-04-10,已收货,7
PO00778,2025-02-23,2025-02,SUP049,FWD5870C,钻石系列,3940,124.2,489348.0,2025-04-06,2025-04-20,在途,2
PO00779,2024-11-22,2024-11,SUP024,FWDV060B,玻璃包银系列,3051,3256.88,9936725.62,2025-01-29,2025-01-31,已收货,21
PO00780,2025-10-27,2025-10,SUP001,FWDD29L,钻石系列,499,244.12,121818.38,2026-01-10,2026-01-23,已收货,3
PO00781,2024-10-03,2024-10,SUP036,FWD7351,其他,2782,46.8,130197.6,2024-10-31,2024-11-13,在途,8
PO00782,2025-08-01,2025-08,SUP047,FWD491,着色系列,4725,38.7,182857.5,2025-09-29,2025-10-05,已收货,38
PO00783,2025-03-16,2025-03,SUP018,FWD425,着色系列,4213,39.15,164938.95,2025-06-11,2025-06-20,已收货,24
PO00784,2025-04-17,2025-04,SUP039,FWD6603B,磁性珠光,1783,200.62,357714.38,2025-05-07,2025-05-21,已收货,9
PO00785,2024-11-14,2024-11,SUP018,FWD308,金色系列,4989,26.72,133299.84,2024-12-10,2024-12-06,在途,11
PO00786,2025-09-16,2025-09,SUP048,FWD151,银白系列,4282,21.37,91527.75,2025-12-04,2025-12-19,已收货,25
PO00787,2025-06-26,2025-06,SUP043,FWD307,金色系列,1105,25.31,27970.31,2025-08-04,2025-08-02,在途,9
PO00788,2025-03-20,2025-03,SUP057,BHC89232BR,着色变色龙,1316,405.0,532980.0,2025-04-20,2025-04-20,已收货,3
PO00789,2024-11-06,2024-11,SUP023,FWD6601A,磁性珠光,4081,112.5,459112.5,2025-01-01,2024-12-27,已收货,33
PO00790,2025-11-12,2025-11,SUP030,FWD4012,着色系列,3578,29.7,106266.6,2026-01-19,2026-01-17,已收货,5
PO00791,2025-01-09,2025-01,SUP013,FWDV550,玻璃包银系列,4151,894.08,3711305.33,2025-02-14,2025-02-19,在途,14
PO00792,2025-09-16,2025-09,SUP020,FWD508,金属彩光系列,929,26.78,24873.98,2025-11-01,2025-10-31,已收货,9
PO00793,2025-02-06,2025-02,SUP031,FWD302WR,耐候系列,4965,62.1,308326.5,2025-02-24,2025-02-27,已收货,23
PO00794,2025-08-17,2025-08,SUP004,FWD299,虹彩系列,2455,25.03,61451.72,2025-10-28,2025-11-02,待发货,4
PO00795,2025-08-28,2025-08,SUP037,FWD6003,超白系列,117,40.79,4772.72,2025-10-23,2025-10-29,已收货,1
PO00796,2025-05-20,2025-05,SUP012,FWD6603,磁性珠光,2519,196.88,495928.12,2025-07-01,2025-07-11,已收货,14
PO00797,2025-07-12,2025-07,SUP041,FWD421,着色系列,1922,45.45,87354.9,2025-09-22,2025-09-20,在途,2
PO00798,2024-12-19,2024-12,SUP007,FWD305,金色系列,2060,26.72,55040.62,2025-01-21,2025-02-05,已收货,7
PO00799,2025-08-07,2025-08,SUP013,FWD353,金色系列,340,27.84,9466.88,2025-08-27,2025-09-02,已收货,1
PO00800,2025-11-09,2025-11,SUP054,BHC9237GRH,化妆品系列,2384,188.1,448430.4,2026-01-13,2026-01-17,已收货,5
PO00801,2025-01-05,2025-01,SUP059,FWD508,金属彩光系列,1968,28.31,55704.24,2025-02-04,2025-01-31,待发货,15
PO00802,2025-10-08,2025-10,SUP050,FWDD10M,钻石系列,3987,78.3,312182.1,2025-12-28,2026-01-10,已收货,13
PO00803,2025-07-27,2025-07,SUP034,FWD6830,水晶系列,4032,54.19,218484.0,2025-08-23,2025-08-29,待发货,28
PO00804,2025-06-07,2025-06,SUP008,FWD491,着色系列,1114,41.4,46119.6,2025-08-21,2025-08-29,待发货,2
PO00805,2024-12-13,2024-12,SUP052,FWD7331,其他,153,85.8,13127.4,2025-01-02,2025-01-16,已收货,1
PO00806,2024-11-12,2024-11,SUP054,FWD6005T,超白系列,710,31.78,22564.69,2024-12-09,2024-12-21,已收货,4
PO00807,2025-09-20,2025-09,SUP013,BHC89235G,着色变色龙,2118,378.75,802192.5,2025-12-12,2025-12-21,已收货,20
PO00808,2025-05-24,2025-05,SUP051,BHC9325BR,玻璃变色龙,1110,330.0,366300.0,2025-07-06,2025-07-07,在途,0
PO00809,2025-08-09,2025-08,SUP054,FWD6300,水晶系列,3341,57.38,191689.88,2025-11-04,2025-11-10,已收货,19
PO00810,2024-10-15,2024-10,SUP015,FWD119,银白系列,227,21.38,4852.12,2024-12-30,2025-01-05,已收货,2
PO00811,2025-06-17,2025-06,SUP007,FWD3502,金属彩光系列,2261,26.01,58808.61,2025-07-17,2025-07-15,待发货,0
PO00812,2025-08-18,2025-08,SUP021,BHC9227GOH,化妆品系列,2003,166.65,333799.95,2025-09-23,2025-09-19,已收货,17
PO00813,2025-02-16,2025-02,SUP033,BHC89232BR,着色变色龙,1459,427.5,623722.5,2025-05-02,2025-05-12,已收货,3
PO00814,2025-05-03,2025-05,SUP057,FWD219WR,耐候系列,2514,59.4,149331.6,2025-07-03,2025-07-05,已收货,23
PO00815,2024-10-15,2024-10,SUP058,FWD5872A,钻石系列,3466,203.7,706024.2,2024-10-31,2024-11-10,已收货,25
PO00816,2025-01-25,2025-01,SUP005,FWD308,金色系列,918,28.69,26335.12,2025-03-09,2025-03-17,已收货,1
PO00817,2025-07-11,2025-07,SUP032,FWD6002,超白系列,309,28.97,8951.34,2025-09-06,2025-09-07,已收货,1
PO00818,2025-02-22,2025-02,SUP005,FWD6005,超白系列,4094,31.5,128961.0,2025-03-15,2025-03-24,已收货,13
PO00819,2025-05-19,2025-05,SUP035,FWD152,银白系列,3492,17.82,62227.44,2025-06-29,2025-07-12,已收货,3
PO00820,2024-10-10,2024-10,SUP010,FWD7331,其他,1161,70.95,82372.95,2024-12-10,2024-12-08,在途,2
PO00821,2025-11-09,2025-11,SUP036,FWD6502A,水晶系列,1140,38.77,44203.5,2026-01-19,2026-01-22,在途,3
PO00822,2024-12-12,2024-12,SUP054,FWD259,虹彩系列,3578,31.78,113713.31,2025-02-05,2025-02-04,待发货,1
PO00823,2025-03-23,2025-03,SUP008,FWD5873A,钻石系列,3713,218.4,810919.2,2025-05-04,2025-05-03,已收货,28
PO00824,2024-12-24,2024-12,SUP043,FWDD28X,钻石系列,4005,189.38,758446.88,2025-01-11,2025-01-25,已收货,14
PO00825,2025-03-23,2025-03,SUP039,FWD111M,银白系列,4500,19.14,86130.0,2025-05-17,2025-05-25,待发货,16
PO00826,2025-02-11,2025-02,SUP048,FWDD25M,钻石系列,3759,241.5,907798.5,2025-04-21,2025-05-03,已收货,28
PO00827,2025-02-10,2025-02,SUP060,FWD173,银白系列,2677,18.14,48547.4,2025-03-19,2025-04-03,已收货,2
PO00828,2025-03-23,2025-03,SUP018,FWD221WR,耐候系列,4067,73.58,299229.53,2025-05-17,2025-05-12,待发货,11
PO00829,2024-10-04,2024-10,SUP039,FWDV580,玻璃包银系列,2688,1011.98,2720188.8,2024-12-07,2024-12-09,已收货,0
PO00830,2024-11-08,2024-11,SUP023,FWD302,金色系列,2583,31.22,80638.03,2024-12-24,2025-01-08,待发货,1
PO00831,2025-04-21,2025-04,SUP017,FWD122,银白系列,4776,19.57,93490.2,2025-07-05,2025-07-08,在途,22
PO00832,2025-02-17,2025-02,SUP057,FWD103,银白系列,501,18.49,9262.24,2025-04-04,2025-04-08,已收货,0
PO00833,2025-02-23,2025-02,SUP030,FWD6860,水晶系列,3039,59.29,180174.71,2025-04-30,2025-05-07,待发货,25
PO00834,2025-01-10,2025-01,SUP027,FWD323WR,耐候系列,2975,60.75,180731.25,2025-04-02,2025-03-28,已收货,28
PO00835,2025-06-19,2025-06,SUP021,FWD6215,水晶系列,3346,40.42,135262.05,2025-07-21,2025-07-30,在途,3
PO00836,2024-11-07,2024-11,SUP048,FWD205A,虹彩系列,3954,28.97,114542.44,2025-01-27,2025-01-24,已收货,32
PO00837,2024-11-06,2024-11,SUP043,FWD5873A,钻石系列,2990,189.0,565110.0,2024-12-03,2024-12-09,已收货,17
PO00838,2025-08-04,2025-08,SUP020,BHC9227GOH,化妆品系列,2802,169.95,476199.9,2025-10-04,2025-10-06,已收货,10
PO00839,2024-10-15,2024-10,SUP028,FWDV550,玻璃包银系列,2203,854.77,1883069.32,2024-11-07,2024-11-10,在途,15
PO00840,2025-11-25,2025-11,SUP045,FWD522,金属彩光系列,931,26.52,24690.12,2026-01-27,2026-01-29,已收货,3
PO00841,2024-11-19,2024-11,SUP024,FWD111WR,耐候系列,3965,39.15,155229.75,2025-01-30,2025-02-03,在途,6
PO00842,2025-04-17,2025-04,SUP027,FWD6500A,水晶系列,2377,39.6,94129.2,2025-06-02,2025-06-06,已收货,20
PO00843,2025-06-20,2025-06,SUP043,FWD6840,水晶系列,2625,56.1,147262.5,2025-07-27,2025-08-08,已收货,5
PO00844,2025-06-25,2025-06,SUP041,FWD307,金色系列,2083,31.22,65028.66,2025-07-17,2025-07-16,已收货,8
PO00845,2025-10-16,2025-10,SUP046,FWD427,着色系列,4837,44.55,215488.35,2026-01-14,2026-01-19,待发货,5
PO00846,2025-09-28,2025-09,SUP037,FWD6504A,水晶系列,4443,46.2,205266.6,2025-11-15,2025-11-19,已收货,0
PO00847,2025-07-22,2025-07,SUP056,FWD5873A,钻石系列,2883,233.1,672027.3,2025-09-13,2025-09-25,已收货,28
PO00848,2025-04-08,2025-04,SUP054,FWD425B,着色系列,2469,45.9,113327.1,2025-07-05,2025-07-16,在途,17
PO00849,2024-10-21,2024-10,SUP041,FWD6163,超白系列,4019,27.28,109643.34,2025-01-04,2025-01-14,在途,16
PO00850,2025-11-19,2025-11,SUP021,FWD3504,金属彩光系列,3809,25.75,98100.79,2026-02-01,2026-02-03,已收货,9
PO00851,2025-03-04,2025-03,SUP028,FWD3302,金色系列,4507,27.84,125491.78,2025-05-29,2025-05-28,待发货,36
PO00852,2025-05-10,2025-05,SUP045,FWD303WR,耐候系列,3849,66.15,254611.35,2025-07-19,2025-07-26,已收货,5
PO00853,2025-07-04,2025-07,SUP054,FWD524,金属彩光系列,3088,22.95,70869.6,2025-10-02,2025-10-05,已收货,10
PO00854,2025-07-22,2025-07,SUP038,FWD3112,金色系列,3772,29.4,110896.8,2025-08-31,2025-09-10,已收货,33
PO00855,2025-10-12,2025-10,SUP002,FWD502WR,耐候系列,2709,68.85,186514.65,2025-12-18,2026-01-02,已收货,27
PO00856,2025-08-14,2025-08,SUP020,FWD211WR,耐候系列,4072,58.05,236379.6,2025-09-24,2025-09-27,在途,30
PO00857,2025-05-27,2025-05,SUP029,FWD6500,水晶系列,378,39.6,14968.8,2025-06-24,2025-07-03,已收货,1
PO00858,2025-03-24,2025-03,SUP019,FWD305,金色系列,3048,27.0,82296.0,2025-04-09,2025-04-12,待发货,9
PO00859,2024-10-21,2024-10,SUP009,FWDD10M,钻石系列,3854,98.1,378077.4,2025-01-11,2025-01-17,在途,13
PO00860,2025-05-09,2025-05,SUP047,BHC9328GR,玻璃变色龙,2304,360.0,829440.0,2025-06-26,2025-07-01,在途,12
PO00861,2025-11-25,2025-11,SUP045,FWD5518,金属彩光系列,2082,49.5,103059.0,2026-01-30,2026-02-02,已收货,0
PO00862,2025-09-11,2025-09,SUP050,BHC9227GOH,化妆品系列,2897,188.1,544925.7,2025-09-28,2025-09-23,在途,5
PO00863,2025-05-24,2025-05,SUP045,FWD407,着色系列,4425,34.32,151866.0,2025-08-06,2025-08-05,在途,24
PO00864,2025-07-11,2025-07,SUP046,BHC89233BR,着色变色龙,4179,326.25,1363398.75,2025-09-27,2025-10-09,待发货,17
PO00865,2025-11-28,2025-11,SUP027,FWD219WR,耐候系列,3402,58.05,197486.1,2026-01-01,2026-01-09,待发货,34
PO00866,2024-10-26,2024-10,SUP020,FWD5518WR,耐候系列,3664,94.5,346248.0,2024-12-02,2024-12-05,待发货,11
PO00867,2025-08-25,2025-08,SUP003,FWD6224,水晶系列,1710,43.73,74769.75,2025-11-23,2025-11-19,在途,12
PO00868,2025-10-04,2025-10,SUP056,FWD5892,钻石系列,1934,185.62,358998.75,2025-12-12,2025-12-21,待发货,8
PO00869,2024-12-09,2024-12,SUP037,FWD353,金色系列,3541,32.34,114529.22,2025-02-23,2025-02-20,待发货,7
PO00870,2025-04-07,2025-04,SUP054,BHC5518,化妆品系列,2833,48.38,137046.38,2025-06-14,2025-06-24,已收货,10
PO00871,2025-07-06,2025-07,SUP005,FWD201,虹彩系列,911,27.28,24853.22,2025-09-02,2025-09-08,在途,9
PO00872,2025-05-17,2025-05,SUP004,FWDV015,玻璃包银系列,4274,5346.68,22851688.95,2025-06-07,2025-06-17,已收货,1
PO00873,2025-06-03,2025-06,SUP038,FWD552,金属彩光系列,2622,24.75,64894.5,2025-07-12,2025-07-07,已收货,6
PO00874,2025-10-16,2025-10,SUP028,FWD6005T,超白系列,1556,30.94,48138.75,2025-12-07,2025-12-20,已收货,8
PO00875,2025-07-10,2025-07,SUP025,BHC89230GY,着色变色龙,130,330.0,42900.0,2025-08-05,2025-08-18,已收货,0
PO00876,2024-11-21,2024-11,SUP017,BHC9234BOH,化妆品系列,2561,161.7,414113.7,2024-12-27,2024-12-23,已收货,2
PO00877,2024-11-18,2024-11,SUP058,BHC89232BR,着色变色龙,3885,431.25,1675406.25,2024-12-21,2024-12-19,已收货,27
PO00878,2025-03-19,2025-03,SUP002,FWD323M,金色系列,772,29.53,22798.12,2025-05-16,2025-05-17,已收货,0
PO00879,2025-03-20,2025-03,SUP017,FWD300WR,耐候系列,3644,70.2,255808.8,2025-05-22,2025-05-21,已收货,36
PO00880,2025-02-27,2025-02,SUP023,BHC89234BG,着色变色龙,1802,401.25,723052.5,2025-04-06,2025-04-10,已收货,16
PO00881,2025-06-10,2025-06,SUP016,FWD6163,超白系列,3983,30.09,119863.41,2025-08-12,2025-08-16,待发货,20
PO00882,2024-10-24,2024-10,SUP031,FWD111,银白系列,1568,24.14,37855.44,2024-12-08,2024-12-07,已收货,14
PO00883,2025-07-07,2025-07,SUP054,FWD111WR,耐候系列,1397,43.2,60350.4,2025-07-30,2025-08-04,已收货,3
PO00884,2024-12-14,2024-12,SUP042,FWD418B,着色系列,2376,49.95,118681.2,2025-02-22,2025-03-09,已收货,21
PO00885,2025-10-23,2025-10,SUP036,FWD6810,水晶系列,3916,36.71,143766.15,2026-01-10,2026-01-19,在途,37
PO00886,2025-01-24,2025-01,SUP056,FWD001,其他,4764,86.62,412681.5,2025-04-13,2025-04-27,已收货,10
PO00887,2025-11-17,2025-11,SUP031,FWD351WR,耐候系列,1457,67.5,98347.5,2026-01-25,2026-01-28,在途,12
PO00888,2025-06-13,2025-06,SUP025,FWD221,虹彩系列,2513,24.19,60783.19,2025-07-07,2025-07-07,待发货,12
PO00889,2025-11-20,2025-11,SUP019,FWDD25L,钻石系列,1596,231.0,368676.0,2026-01-21,2026-01-19,已收货,15
PO00890,2025-01-03,2025-01,SUP002,FWD219,虹彩系列,1252,24.19,30282.75,2025-03-23,2025-03-26,已收货,11
PO00891,2024-10-15,2024-10,SUP050,BHC9230YBH,化妆品系列,665,146.85,97655.25,2024-11-11,2024-11-14,已收货,6
PO00892,2025-09-08,2025-09,SUP029,FWD225,虹彩系列,1574,27.56,43383.38,2025-11-19,2025-11-30,已收货,9
PO00893,2025-07-13,2025-07,SUP038,FWD5894,钻石系列,2703,161.25,435858.75,2025-08-24,2025-08-25,已收货,6
PO00894,2024-11-22,2024-11,SUP033,FWD153,银白系列,1032,20.87,21532.68,2024-12-16,2024-12-20,已收货,6
PO00895,2025-05-27,2025-05,SUP045,FWD308,金色系列,1893,27.84,52708.22,2025-07-08,2025-07-04,已收货,14
PO00896,2025-02-19,2025-02,SUP002,FWD320,金色系列,3794,27.0,102438.0,2025-03-29,2025-04-08,已收货,0
PO00897,2024-12-04,2024-12,SUP054,FWD506,金属彩光系列,3812,19.11,72847.32,2025-02-12,2025-02-26,在途,2
PO00898,2024-11-27,2024-11,SUP027,FWD325,金色系列,2470,30.22,74637.23,2024-12-11,2024-12-11,已收货,17
PO00899,2025-07-28,2025-07,SUP001,FWD429,着色系列,2238,38.25,85603.5,2025-08-31,2025-09-08,已收货,6
PO00900,2025-06-13,2025-06,SUP026,FWD6303,水晶系列,4962,62.48,310000.95,2025-08-08,2025-08-04,已收货,41
PO00901,2025-03-28,2025-03,SUP047,FWD6303,水晶系列,2144,60.56,129846.0,2025-04-21,2025-04-17,已收货,15
PO00902,2024-11-03,2024-11,SUP022,FWD153,银白系列,366,22.23,8136.18,2025-01-27,2025-01-23,已收货,2
