month,sku,category,base_price,observed_price,elasticity_coef,demand_index,competitor_price_index
2025-10,FWD415Y,着色系列,44.0,46.64,-1.96,0.55,0.86
2025-11,FWD415Y,着色系列,44.0,42.68,-1.12,1.83,0.86
2024-10,FWD408,着色系列,60.0,70.2,-2.42,0.95,1.28
2024-11,FWD408,着色系列,60.0,62.4,-2.67,0.56,1.04
2024-12,FWD408,着色系列,60.0,70.8,-1.34,1.34,1.26
2025-01,FWD408,着色系列,60.0,57.0,-0.95,0.95,0.82
2025-02,FWD408,着色系列,60.0,66.6,-2.65,0.68,1.26
2025-03,FWD408,着色系列,60.0,58.2,-1.47,1.22,0.96
2025-04,FWD408,着色系列,60.0,52.2,-1.94,1.91,0.89
2025-05,FWD408,着色系列,60.0,55.8,-1.48,0.82,1.12
2025-06,FWD408,着色系列,60.0,58.8,-1.35,0.54,1.05
2025-07,FWD408,着色系列,60.0,57.6,-1.8,1.31,1.14
2025-08,FWD408,着色系列,60.0,62.4,-2.19,1.4,0.96
2025-09,FWD408,着色系列,60.0,67.8,-2.76,0.85,0.91
2025-10,FWD408,着色系列,60.0,67.8,-2.98,1.95,0.94
2025-11,FWD408,着色系列,60.0,53.4,-1.18,0.75,1.21
2024-10,FWD410,着色系列,60.0,49.2,-0.75,1.61,1.0
2024-11,FWD410,着色系列,60.0,70.8,-1.35,1.9,0.83
2024-12,FWD410,着色系列,60.0,59.4,-1.21,1.88,1.12
2025-01,FWD410,着色系列,60.0,59.4,-1.42,0.74,1.19
2025-02,FWD410,着色系列,60.0,61.2,-1.66,0.87,0.97
2025-03,FWD410,着色系列,60.0,64.2,-2.2,1.33,0.89
2025-04,FWD410,着色系列,60.0,55.2,-1.54,1.52,0.97
2025-05,FWD410,着色系列,60.0,55.8,-1.22,1.11,1.29
2025-06,FWD410,着色系列,60.0,57.0,-2.18,0.63,0.83
2025-07,FWD410,着色系列,60.0,49.2,-2.16,1.78,0.82
2025-08,FWD410,着色系列,60.0,50.4,-2.23,1.17,0.95
2025-09,FWD410,着色系列,60.0,66.6,-1.82,1.46,0.98
2025-10,FWD410,着色系列,60.0,58.8,-2.65,1.29,1.17
2025-11,FWD410,着色系列,60.0,50.4,-1.17,1.68,1.03
2024-10,FWD411,着色系列,60.0,55.2,-2.11,1.71,1.09
2024-11,FWD411,着色系列,60.0,55.2,-2.5,1.85,0.9
2024-12,FWD411,着色系列,60.0,60.0,-2.17,1.3,0.91
2025-01,FWD411,着色系列,60.0,53.4,-2.69,0.62,1.19
2025-02,FWD411,着色系列,60.0,54.0,-1.28,1.47,1.26
2025-03,FWD411,着色系列,60.0,58.2,-0.55,0.56,1.04
2025-04,FWD411,着色系列,60.0,52.2,-1.66,1.87,0.83
2025-05,FWD411,着色系列,60.0,59.4,-1.01,1.21,0.8
2025-06,FWD411,着色系列,60.0,58.2,-0.93,0.97,0.83
2025-07,FWD411,着色系列,60.0,58.8,-2.55,0.96,0.96
2025-08,FWD411,着色系列,60.0,70.2,-1.35,1.59,1.04
2025-09,FWD411,着色系列,60.0,60.0,-0.99,0.65,1.08
2025-10,FWD411,着色系列,60.0,58.2,-2.73,1.22,0.95
2025-11,FWD411,着色系列,60.0,60.0,-0.83,1.6,1.02
2024-10,FWD413,着色系列,60.0,52.2,-2.05,1.71,1.09
2024-11,FWD413,着色系列,60.0,55.2,-2.84,0.81,1.0
2024-12,FWD413,着色系列,60.0,61.8,-1.53,1.83,1.11
2025-01,FWD413,着色系列,60.0,71.4,-1.92,1.01,1.1
2025-02,FWD413,着色系列,60.0,67.2,-1.56,1.53,0.86
2025-03,FWD413,着色系列,60.0,61.2,-1.67,1.22,1.09
2025-04,FWD413,着色系列,60.0,53.4,-1.67,1.9,1.15
2025-05,FWD413,着色系列,60.0,64.8,-2.59,1.31,1.0
2025-06,FWD413,着色系列,60.0,69.6,-1.69,0.76,0.95
2025-07,FWD413,着色系列,60.0,70.8,-2.31,1.66,0.95
2025-08,FWD413,着色系列,60.0,69.6,-1.12,1.5,1.16
2025-09,FWD413,着色系列,60.0,58.8,-1.54,1.34,1.24
2025-10,FWD413,着色系列,60.0,69.6,-0.94,0.99,1.15
2025-11,FWD413,着色系列,60.0,60.6,-2.13,1.92,1.17
2024-10,FWD416,着色系列,60.0,49.2,-0.89,0.72,1.02
2024-11,FWD416,着色系列,60.0,65.4,-1.54,1.41,1.25
2024-12,FWD416,着色系列,60.0,68.4,-0.89,1.73,0.95
2025-01,FWD416,着色系列,60.0,63.6,-1.65,1.86,1.03
2025-02,FWD416,着色系列,60.0,48.6,-2.8,0.99,1.09
2025-03,FWD416,着色系列,60.0,71.4,-2.25,1.89,1.21
2025-04,FWD416,着色系列,60.0,67.2,-1.03,0.81,1.05
2025-05,FWD416,着色系列,60.0,60.6,-0.82,1.09,1.06
2025-06,FWD416,着色系列,60.0,65.4,-2.79,1.46,0.9
2025-07,FWD416,着色系列,60.0,66.0,-1.74,1.77,0.86
2025-08,FWD416,着色系列,60.0,54.0,-2.8,1.98,1.05
2025-09,FWD416,着色系列,60.0,54.6,-1.65,1.87,1.09
2025-10,FWD416,着色系列,60.0,48.6,-0.78,1.69,1.13
2025-11,FWD416,着色系列,60.0,68.4,-0.83,1.36,1.22
2024-10,FWD417,着色系列,60.0,58.8,-0.92,1.37,0.99
2024-11,FWD417,着色系列,60.0,68.4,-2.63,1.89,1.09
2024-12,FWD417,着色系列,60.0,67.2,-2.45,0.63,1.21
2025-01,FWD417,着色系列,60.0,60.0,-2.22,1.63,1.18
2025-02,FWD417,着色系列,60.0,66.0,-1.84,1.65,1.13
2025-03,FWD417,着色系列,60.0,64.2,-2.51,0.53,1.17
2025-04,FWD417,着色系列,60.0,54.0,-2.7,1.38,0.81
2025-05,FWD417,着色系列,60.0,60.6,-0.6,1.78,1.29
2025-06,FWD417,着色系列,60.0,63.6,-2.23,0.97,0.86
2025-07,FWD417,着色系列,60.0,49.2,-1.19,0.59,1.07
2025-08,FWD417,着色系列,60.0,67.2,-0.93,1.78,1.16
2025-09,FWD417,着色系列,60.0,55.8,-2.89,1.82,0.95
2025-10,FWD417,着色系列,60.0,52.8,-1.21,0.6,0.97
2025-11,FWD417,着色系列,60.0,66.6,-1.26,1.24,0.99
2024-10,FWD418B,着色系列,60.0,70.2,-1.99,0.62,1.15
2024-11,FWD418B,着色系列,60.0,62.4,-1.73,1.35,0.9
2024-12,FWD418B,着色系列,60.0,63.0,-2.4,1.56,1.11
2025-01,FWD418B,着色系列,60.0,71.4,-1.64,1.96,1.22
2025-02,FWD418B,着色系列,60.0,57.0,-1.92,1.93,1.03
2025-03,FWD418B,着色系列,60.0,63.6,-2.38,1.79,1.21
2025-04,FWD418B,着色系列,60.0,59.4,-2.4,0.78,0.97
2025-05,FWD418B,着色系列,60.0,50.4,-0.81,0.94,1.0
2025-06,FWD418B,着色系列,60.0,49.2,-1.3,0.7,1.05
2025-07,FWD418B,着色系列,60.0,59.4,-2.4,1.19,1.23
2025-08,FWD418B,着色系列,60.0,58.2,-1.64,1.65,0.99
2025-09,FWD418B,着色系列,60.0,70.2,-2.99,0.94,1.06
2025-10,FWD418B,着色系列,60.0,54.0,-2.06,0.6,1.15
2025-11,FWD418B,着色系列,60.0,48.6,-1.97,0.66,1.3
2024-10,FWD419B,着色系列,60.0,70.8,-1.85,1.45,0.9
2024-11,FWD419B,着色系列,60.0,67.8,-1.66,1.88,1.0
2024-12,FWD419B,着色系列,60.0,71.4,-2.34,1.95,0.82
2025-01,FWD419B,着色系列,60.0,61.2,-1.33,0.7,1.29
2025-02,FWD419B,着色系列,60.0,51.6,-2.98,1.13,1.01
2025-03,FWD419B,着色系列,60.0,60.0,-0.67,0.65,1.12
2025-04,FWD419B,着色系列,60.0,58.8,-1.31,1.29,1.09
2025-05,FWD419B,着色系列,60.0,67.2,-1.52,1.89,1.09
2025-06,FWD419B,着色系列,60.0,49.2,-1.56,1.24,0.93
2025-07,FWD419B,着色系列,60.0,70.2,-1.11,1.79,1.11
2025-08,FWD419B,着色系列,60.0,48.0,-1.27,0.76,1.05
2025-09,FWD419B,着色系列,60.0,54.6,-1.09,1.42,1.03
2025-10,FWD419B,着色系列,60.0,55.8,-2.33,1.94,0.86
2025-11,FWD419B,着色系列,60.0,67.8,-1.23,1.65,1.07
2024-10,FWD421,着色系列,60.0,51.0,-0.77,1.24,1.03
2024-11,FWD421,着色系列,60.0,48.6,-0.78,1.95,1.2
2024-12,FWD421,着色系列,60.0,71.4,-0.6,1.68,1.18
2025-01,FWD421,着色系列,60.0,67.8,-0.9,1.66,1.18
2025-02,FWD421,着色系列,60.0,55.2,-2.91,0.81,1.05
2025-03,FWD421,着色系列,60.0,49.8,-1.69,1.24,1.07
2025-04,FWD421,着色系列,60.0,66.0,-1.89,1.94,0.91
2025-05,FWD421,着色系列,60.0,57.6,-2.41,1.64,1.02
2025-06,FWD421,着色系列,60.0,50.4,-0.93,1.58,1.1
2025-07,FWD421,着色系列,60.0,51.0,-1.44,1.93,0.9
2025-08,FWD421,着色系列,60.0,69.0,-0.94,1.95,0.89
2025-09,FWD421,着色系列,60.0,51.0,-2.68,0.9,0.88
2025-10,FWD421,着色系列,60.0,54.0,-2.9,1.48,0.89
2025-11,FWD421,着色系列,60.0,69.6,-0.83,1.42,1.16
2024-10,FWD424,着色系列,60.0,58.8,-2.11,0.51,1.18
2024-11,FWD424,着色系列,60.0,49.2,-2.83,1.54,1.14
2024-12,FWD424,着色系列,60.0,54.6,-0.9,1.35,0.88
2025-01,FWD424,着色系列,60.0,66.6,-2.07,1.76,1.12
2025-02,FWD424,着色系列,60.0,59.4,-2.85,1.42,0.85
2025-03,FWD424,着色系列,60.0,51.6,-1.41,1.63,1.07
2025-04,FWD424,着色系列,60.0,61.8,-1.84,1.6,1.04
2025-05,FWD424,着色系列,60.0,71.4,-1.14,1.8,1.09
2025-06,FWD424,着色系列,60.0,52.2,-2.49,0.62,1.05
2025-07,FWD424,着色系列,60.0,51.6,-2.25,0.93,0.93
2025-08,FWD424,着色系列,60.0,63.6,-0.77,0.82,1.01
2025-09,FWD424,着色系列,60.0,67.8,-2.73,0.58,0.9
2025-10,FWD424,着色系列,60.0,58.2,-2.04,1.53,0.91
2025-11,FWD424,着色系列,60.0,51.6,-1.81,1.1,1.15
2024-10,FWD425,着色系列,60.0,70.2,-2.58,0.73,0.82
2024-11,FWD425,着色系列,60.0,66.6,-1.51,0.85,1.25
2024-12,FWD425,着色系列,60.0,51.0,-1.96,1.36,0.9
2025-01,FWD425,着色系列,60.0,61.8,-0.6,0.51,1.03
2025-02,FWD425,着色系列,60.0,48.6,-1.49,0.64,0.92
2025-03,FWD425,着色系列,60.0,67.2,-2.17,1.95,0.81
2025-04,FWD425,着色系列,60.0,63.0,-1.85,0.63,1.18
2025-05,FWD425,着色系列,60.0,58.8,-2.91,0.74,0.85
2025-06,FWD425,着色系列,60.0,57.0,-1.65,0.56,1.05
2025-07,FWD425,着色系列,60.0,63.6,-0.79,1.24,0.89
2025-08,FWD425,着色系列,60.0,67.8,-2.94,0.97,1.26
2025-09,FWD425,着色系列,60.0,66.0,-1.07,1.69,1.3
2025-10,FWD425,着色系列,60.0,52.2,-2.72,1.71,1.28
2025-11,FWD425,着色系列,60.0,48.0,-1.82,0.89,0.92
2024-10,FWD425B,着色系列,60.0,71.4,-2.87,1.74,1.18
2024-11,FWD425B,着色系列,60.0,66.6,-2.27,1.85,0.89
2024-12,FWD425B,着色系列,60.0,63.6,-2.64,0.52,0.97
2025-01,FWD425B,着色系列,60.0,62.4,-2.46,1.63,0.87
2025-02,FWD425B,着色系列,60.0,70.2,-1.17,1.6,1.09
2025-03,FWD425B,着色系列,60.0,67.8,-2.24,1.7,1.04
2025-04,FWD425B,着色系列,60.0,63.0,-2.55,0.81,0.89
2025-05,FWD425B,着色系列,60.0,56.4,-1.4,0.64,1.26
2025-06,FWD425B,着色系列,60.0,49.8,-1.82,1.2,1.21
2025-07,FWD425B,着色系列,60.0,48.6,-1.2,1.96,0.87
2025-08,FWD425B,着色系列,60.0,67.8,-0.63,1.04,1.07
2025-09,FWD425B,着色系列,60.0,48.6,-2.72,0.66,1.09
2025-10,FWD425B,着色系列,60.0,70.8,-2.72,1.31,1.26
2025-11,FWD425B,着色系列,60.0,67.2,-2.77,1.31,1.0
2024-10,FWD427,着色系列,60.0,54.6,-1.11,1.41,1.07
2024-11,FWD427,着色系列,60.0,59.4,-1.97,1.14,1.24
2024-12,FWD427,着色系列,60.0,64.2,-0.55,0.69,1.03
2025-01,FWD427,着色系列,60.0,69.6,-0.5,1.25,0.93
2025-02,FWD427,着色系列,60.0,48.6,-1.86,1.62,1.02
2025-03,FWD427,着色系列,60.0,71.4,-1.36,1.97,0.85
2025-04,FWD427,着色系列,60.0,55.2,-2.92,1.77,0.87
2025-05,FWD427,着色系列,60.0,49.2,-1.91,1.11,1.17
2025-06,FWD427,着色系列,60.0,70.2,-1.09,1.65,1.27
2025-07,FWD427,着色系列,60.0,62.4,-2.5,1.6,0.86
2025-08,FWD427,着色系列,60.0,55.8,-2.51,0.85,1.07
2025-09,FWD427,着色系列,60.0,54.6,-1.73,1.92,0.82
2025-10,FWD427,着色系列,60.0,53.4,-2.61,1.95,1.01
2025-11,FWD427,着色系列,60.0,52.2,-2.31,1.57,0.8
2024-10,FWD429,着色系列,60.0,52.2,-2.84,1.62,1.05
2024-11,FWD429,着色系列,60.0,51.6,-0.65,0.52,1.25
2024-12,FWD429,着色系列,60.0,52.8,-3.0,0.83,0.83
2025-01,FWD429,着色系列,60.0,60.6,-2.95,0.87,0.95
2025-02,FWD429,着色系列,60.0,57.6,-1.21,0.86,0.86
2025-03,FWD429,着色系列,60.0,60.6,-2.99,1.36,1.19
2025-04,FWD429,着色系列,60.0,51.0,-0.5,0.68,1.2
2025-05,FWD429,着色系列,60.0,70.8,-2.94,1.78,0.99
2025-06,FWD429,着色系列,60.0,63.0,-1.12,1.73,0.87
2025-07,FWD429,着色系列,60.0,70.2,-1.76,1.61,1.09
2025-08,FWD429,着色系列,60.0,66.6,-1.67,1.59,1.17
2025-09,FWD429,着色系列,60.0,57.6,-1.46,1.31,1.17
2025-10,FWD429,着色系列,60.0,72.0,-2.25,1.93,1.27
2025-11,FWD429,着色系列,60.0,61.2,-0.83,1.22,0.93
2024-10,FWD430,着色系列,60.0,49.2,-2.39,1.88,1.21
2024-11,FWD430,着色系列,60.0,60.6,-0.57,1.53,0.92
2024-12,FWD430,着色系列,60.0,50.4,-2.7,1.75,1.28
2025-01,FWD430,着色系列,60.0,50.4,-2.79,1.82,0.96
2025-02,FWD430,着色系列,60.0,61.2,-1.34,1.05,0.93
2025-03,FWD430,着色系列,60.0,66.0,-1.75,1.94,0.95
2025-04,FWD430,着色系列,60.0,52.8,-0.57,0.89,1.22
2025-05,FWD430,着色系列,60.0,57.0,-2.97,0.99,0.92
2025-06,FWD430,着色系列,60.0,48.6,-1.97,0.98,1.27
2025-07,FWD430,着色系列,60.0,54.0,-1.48,1.37,1.15
2025-08,FWD430,着色系列,60.0,58.2,-0.84,0.72,0.83
2025-09,FWD430,着色系列,60.0,51.6,-2.85,1.82,1.16
2025-10,FWD430,着色系列,60.0,64.8,-0.97,1.31,0.85
2025-11,FWD430,着色系列,60.0,70.2,-1.73,1.48,1.06
2024-10,FWD435,着色系列,60.0,66.6,-1.51,1.95,0.87
2024-11,FWD435,着色系列,60.0,51.6,-0.77,1.3,1.05
2024-12,FWD435,着色系列,60.0,54.0,-2.82,0.99,0.87
2025-01,FWD435,着色系列,60.0,70.2,-2.43,1.46,0.9
2025-02,FWD435,着色系列,60.0,70.8,-2.22,0.83,1.3
2025-03,FWD435,着色系列,60.0,55.2,-2.96,0.74,0.85
2025-04,FWD435,着色系列,60.0,70.8,-1.07,1.33,0.97
2025-05,FWD435,着色系列,60.0,64.2,-1.63,1.91,1.11
2025-06,FWD435,着色系列,60.0,71.4,-1.03,1.02,0.81
2025-07,FWD435,着色系列,60.0,69.6,-1.34,0.67,0.82
2025-08,FWD435,着色系列,60.0,52.2,-1.84,0.58,1.01
2025-09,FWD435,着色系列,60.0,49.8,-2.94,1.34,1.06
2025-10,FWD435,着色系列,60.0,48.6,-1.85,1.59,1.17
2025-11,FWD435,着色系列,60.0,71.4,-2.56,0.69,1.17
2024-10,FWD435B,着色系列,60.0,58.2,-0.69,1.03,0.86
2024-11,FWD435B,着色系列,60.0,54.6,-1.36,1.3,0.99
2024-12,FWD435B,着色系列,60.0,58.2,-1.76,1.63,0.91
2025-01,FWD435B,着色系列,60.0,69.6,-0.96,1.87,1.18
2025-02,FWD435B,着色系列,60.0,65.4,-2.22,1.96,0.95
2025-03,FWD435B,着色系列,60.0,51.6,-2.56,1.16,1.29
2025-04,FWD435B,着色系列,60.0,55.2,-0.87,1.74,0.81
2025-05,FWD435B,着色系列,60.0,55.8,-1.44,0.51,1.05
2025-06,FWD435B,着色系列,60.0,63.0,-1.14,0.81,1.17
2025-07,FWD435B,着色系列,60.0,51.6,-1.77,0.85,1.08
2025-08,FWD435B,着色系列,60.0,60.0,-1.95,1.11,0.88
2025-09,FWD435B,着色系列,60.0,66.0,-0.65,1.62,0.86
2025-10,FWD435B,着色系列,60.0,70.8,-1.85,1.09,1.29
2025-11,FWD435B,着色系列,60.0,68.4,-1.73,1.56,0.99
2024-10,FWD436 ,着色系列,25.0,27.0,-2.12,1.1,0.88
2024-11,FWD436 ,着色系列,25.0,29.75,-2.67,1.93,1.11
2024-12,FWD436 ,着色系列,25.0,30.0,-1.9,1.78,1.02
2025-01,FWD436 ,着色系列,25.0,22.75,-0.86,1.44,1.04
2025-02,FWD436 ,着色系列,25.0,26.5,-0.93,1.37,1.12
2025-03,FWD436 ,着色系列,25.0,20.25,-2.1,1.96,0.85
2025-04,FWD436 ,着色系列,25.0,25.0,-1.72,1.23,0.95
2025-05,FWD436 ,着色系列,25.0,22.25,-2.64,1.8,1.21
2025-06,FWD436 ,着色系列,25.0,23.0,-2.23,1.13,1.17
2025-07,FWD436 ,着色系列,25.0,21.5,-2.05,0.67,0.84
2025-08,FWD436 ,着色系列,25.0,24.25,-1.02,0.88,1.17
2025-09,FWD436 ,着色系列,25.0,23.5,-2.11,1.36,0.89
2025-10,FWD436 ,着色系列,25.0,26.5,-0.58,0.91,0.94
2025-11,FWD436 ,着色系列,25.0,27.75,-0.95,0.65,1.16
2024-10,FWD491,着色系列,60.0,52.8,-1.77,1.33,1.07
2024-11,FWD491,着色系列,60.0,48.0,-1.84,1.5,0.92
2024-12,FWD491,着色系列,60.0,64.2,-2.44,1.68,1.05
2025-01,FWD491,着色系列,60.0,67.2,-0.84,1.59,1.06
2025-02,FWD491,着色系列,60.0,67.2,-2.31,1.31,1.3
2025-03,FWD491,着色系列,60.0,69.0,-1.99,0.53,1.22
2025-04,FWD491,着色系列,60.0,72.0,-0.96,0.77,0.88
2025-05,FWD491,着色系列,60.0,55.2,-0.8,1.48,0.94
2025-06,FWD491,着色系列,60.0,52.2,-0.99,1.79,0.86
2025-07,FWD491,着色系列,60.0,55.2,-2.0,1.62,1.06
2025-08,FWD491,着色系列,60.0,70.8,-2.99,1.25,0.85
2025-09,FWD491,着色系列,60.0,69.0,-1.18,1.08,1.29
2025-10,FWD491,着色系列,60.0,49.2,-2.49,1.55,0.85
2025-11,FWD491,着色系列,60.0,67.8,-1.88,1.43,1.26
2024-10,FWD500,金属彩光系列,34.0,28.56,-2.88,0.91,1.27
2024-11,FWD500,金属彩光系列,34.0,39.78,-2.48,1.21,0.86
2024-12,FWD500,金属彩光系列,34.0,36.72,-2.73,1.62,1.09
2025-01,FWD500,金属彩光系列,34.0,36.04,-1.83,1.12,1.19
2025-02,FWD500,金属彩光系列,34.0,35.7,-2.74,1.08,1.26
2025-03,FWD500,金属彩光系列,34.0,40.12,-1.1,1.53,1.11
2025-04,FWD500,金属彩光系列,34.0,27.88,-1.12,1.26,0.85
2025-05,FWD500,金属彩光系列,34.0,38.76,-1.38,1.45,1.21
2025-06,FWD500,金属彩光系列,34.0,32.3,-2.18,0.51,0.86
2025-07,FWD500,金属彩光系列,34.0,33.32,-2.48,0.84,1.07
2025-08,FWD500,金属彩光系列,34.0,27.54,-1.23,1.88,1.08
2025-09,FWD500,金属彩光系列,34.0,38.42,-1.31,1.28,0.8
2025-10,FWD500,金属彩光系列,34.0,33.66,-2.66,1.64,1.16
2025-11,FWD500,金属彩光系列,34.0,40.12,-1.83,0.66,0.81
2024-10,FWD502,金属彩光系列,34.0,28.56,-1.27,1.42,1.29
2024-11,FWD502,金属彩光系列,34.0,39.44,-2.61,1.52,1.24
2024-12,FWD502,金属彩光系列,34.0,40.8,-1.53,0.88,1.05
2025-01,FWD502,金属彩光系列,34.0,29.92,-2.7,1.01,0.91
2025-02,FWD502,金属彩光系列,34.0,32.98,-1.88,1.79,1.25
2025-03,FWD502,金属彩光系列,34.0,38.08,-2.98,1.32,1.14
2025-04,FWD502,金属彩光系列,34.0,32.3,-1.21,1.03,1.23
2025-05,FWD502,金属彩光系列,34.0,27.54,-1.75,1.48,1.13
2025-06,FWD502,金属彩光系列,34.0,38.08,-2.27,0.7,1.24
2025-07,FWD502,金属彩光系列,34.0,29.24,-0.59,1.74,1.0
2025-08,FWD502,金属彩光系列,34.0,40.8,-2.9,1.4,1.18
2025-09,FWD502,金属彩光系列,34.0,38.76,-1.62,0.89,1.13
2025-10,FWD502,金属彩光系列,34.0,38.08,-2.95,1.52,0.98
2025-11,FWD502,金属彩光系列,34.0,36.72,-1.91,0.87,1.22
2024-10,FWD503,金属彩光系列,34.0,32.3,-0.71,1.62,1.24
2024-11,FWD503,金属彩光系列,34.0,31.62,-2.64,1.6,1.22
2024-12,FWD503,金属彩光系列,34.0,38.42,-0.76,1.08,0.8
2025-01,FWD503,金属彩光系列,34.0,30.26,-0.68,1.05,1.29
2025-02,FWD503,金属彩光系列,34.0,36.04,-0.61,1.65,1.25
2025-03,FWD503,金属彩光系列,34.0,38.76,-2.61,1.55,1.15
2025-04,FWD503,金属彩光系列,34.0,39.1,-1.45,1.37,0.94
2025-05,FWD503,金属彩光系列,34.0,34.0,-0.86,0.83,0.81
2025-06,FWD503,金属彩光系列,34.0,37.4,-0.72,1.4,1.2
2025-07,FWD503,金属彩光系列,34.0,31.62,-0.96,0.84,0.87
2025-08,FWD503,金属彩光系列,34.0,28.22,-2.08,1.21,0.98
2025-09,FWD503,金属彩光系列,34.0,34.68,-0.98,1.08,0.95
2025-10,FWD503,金属彩光系列,34.0,30.6,-1.22,1.5,1.27
2025-11,FWD503,金属彩光系列,34.0,30.26,-0.84,1.32,0.85
2024-10,FWD504,金属彩光系列,34.0,38.42,-2.19,1.82,0.94
2024-11,FWD504,金属彩光系列,34.0,30.6,-1.75,1.99,1.05
2024-12,FWD504,金属彩光系列,34.0,35.02,-0.95,1.14,1.28
2025-01,FWD504,金属彩光系列,34.0,30.6,-2.2,1.01,1.17
2025-02,FWD504,金属彩光系列,34.0,28.56,-0.71,1.32,0.84
2025-03,FWD504,金属彩光系列,34.0,34.0,-1.88,1.71,0.87
2025-04,FWD504,金属彩光系列,34.0,37.74,-1.52,1.25,0.85
2025-05,FWD504,金属彩光系列,34.0,29.24,-2.09,1.78,1.12
2025-06,FWD504,金属彩光系列,34.0,38.08,-1.09,1.19,0.91
2025-07,FWD504,金属彩光系列,34.0,29.24,-2.04,1.68,1.02
2025-08,FWD504,金属彩光系列,34.0,40.8,-1.15,1.66,1.01
2025-09,FWD504,金属彩光系列,34.0,29.24,-1.84,1.04,1.02
2025-10,FWD504,金属彩光系列,34.0,29.92,-2.93,1.74,1.03
2025-11,FWD504,金属彩光系列,34.0,38.08,-2.1,1.63,1.04
2024-10,FWD505,金属彩光系列,34.0,37.4,-0.51,1.22,1.16
2024-11,FWD505,金属彩光系列,34.0,33.66,-2.46,0.96,0.91
2024-12,FWD505,金属彩光系列,34.0,29.58,-2.96,1.16,1.21
2025-01,FWD505,金属彩光系列,34.0,34.0,-0.9,0.99,1.03
2025-02,FWD505,金属彩光系列,34.0,27.88,-2.55,1.34,0.97
2025-03,FWD505,金属彩光系列,34.0,32.64,-1.07,1.29,1.29
2025-04,FWD505,金属彩光系列,34.0,29.58,-0.77,1.27,0.95
2025-05,FWD505,金属彩光系列,34.0,32.98,-2.89,0.88,0.81
2025-06,FWD505,金属彩光系列,34.0,32.3,-1.37,0.81,1.04
2025-07,FWD505,金属彩光系列,34.0,38.42,-2.83,0.81,0.97
2025-08,FWD505,金属彩光系列,34.0,40.46,-1.18,1.1,1.01
2025-09,FWD505,金属彩光系列,34.0,35.36,-2.65,0.83,1.06
2025-10,FWD505,金属彩光系列,34.0,38.42,-1.19,1.41,1.0
2025-11,FWD505,金属彩光系列,34.0,27.54,-1.32,0.89,1.26
2024-10,FWD508,金属彩光系列,34.0,32.64,-1.69,1.52,0.89
2024-11,FWD508,金属彩光系列,34.0,37.74,-1.27,1.67,0.93
2024-12,FWD508,金属彩光系列,34.0,27.54,-2.13,1.29,1.22
2025-01,FWD508,金属彩光系列,34.0,33.66,-1.07,1.37,1.17
2025-02,FWD508,金属彩光系列,34.0,31.62,-0.61,1.78,1.01
2025-03,FWD508,金属彩光系列,34.0,27.2,-2.36,0.79,1.13
2025-04,FWD508,金属彩光系列,34.0,33.32,-2.2,1.61,1.05
2025-05,FWD508,金属彩光系列,34.0,34.0,-0.8,1.01,0.93
2025-06,FWD508,金属彩光系列,34.0,28.22,-1.91,1.56,0.81
2025-07,FWD508,金属彩光系列,34.0,34.34,-0.92,0.72,0.89
2025-08,FWD508,金属彩光系列,34.0,32.64,-2.47,1.76,1.03
2025-09,FWD508,金属彩光系列,34.0,27.88,-2.48,0.76,1.27
2025-10,FWD508,金属彩光系列,34.0,28.56,-2.63,1.64,1.22
2025-11,FWD508,金属彩光系列,34.0,36.04,-0.92,1.24,1.1
2024-10,FWD509,金属彩光系列,34.0,28.56,-0.58,0.75,1.19
2024-11,FWD509,金属彩光系列,34.0,39.1,-2.61,1.06,0.94
2024-12,FWD509,金属彩光系列,34.0,32.64,-0.91,1.33,0.82
2025-01,FWD509,金属彩光系列,34.0,28.56,-2.56,1.14,1.09
2025-02,FWD509,金属彩光系列,34.0,38.76,-2.48,0.77,0.81
2025-03,FWD509,金属彩光系列,34.0,32.98,-2.55,1.94,1.08
2025-04,FWD509,金属彩光系列,34.0,28.56,-1.63,1.97,0.93
2025-05,FWD509,金属彩光系列,34.0,30.94,-1.3,1.74,0.83
2025-06,FWD509,金属彩光系列,34.0,39.1,-1.63,1.18,1.24
2025-07,FWD509,金属彩光系列,34.0,39.78,-1.1,1.71,0.84
2025-08,FWD509,金属彩光系列,34.0,33.32,-0.69,1.67,1.24
2025-09,FWD509,金属彩光系列,34.0,40.12,-1.29,0.94,0.9
2025-10,FWD509,金属彩光系列,34.0,38.42,-2.54,0.78,1.26
2025-11,FWD509,金属彩光系列,34.0,30.26,-2.06,0.67,1.2
2024-10,FWD510,金属彩光系列,34.0,30.94,-2.6,1.17,1.29
2024-11,FWD510,金属彩光系列,34.0,27.2,-0.71,0.83,1.08
2024-12,FWD510,金属彩光系列,34.0,37.4,-1.15,0.99,0.83
2025-01,FWD510,金属彩光系列,34.0,35.7,-0.8,1.42,1.29
2025-02,FWD510,金属彩光系列,34.0,36.72,-2.19,0.83,1.1
2025-03,FWD510,金属彩光系列,34.0,36.72,-2.68,1.99,1.05
2025-04,FWD510,金属彩光系列,34.0,28.22,-1.65,1.84,0.86
2025-05,FWD510,金属彩光系列,34.0,31.96,-2.03,0.57,1.29
2025-06,FWD510,金属彩光系列,34.0,32.98,-1.59,0.69,1.02
2025-07,FWD510,金属彩光系列,34.0,32.64,-1.95,1.0,0.89
