month,warehouse,carrier,destination,shipment_count,total_weight_kg,total_cost_rmb,cost_per_kg,fuel_surcharge_rmb
2025-07,深圳仓,德邦,杭州,10,47.95,2157.75,21.66,140.39
2025-07,深圳仓,德邦,Seoul,49,27.42,1060.24,14.66,72.39
2025-08,深圳仓,德邦,南京,31,2.23,949.98,9.82,142.22
2025-08,深圳仓,德邦,重庆,37,15.81,706.18,23.38,58.02
2025-08,深圳仓,德邦,杭州,31,38.32,6332.38,20.08,113.59
2025-08,深圳仓,德邦,北京,7,6.13,3114.04,22.25,95.19
2025-09,深圳仓,德邦,武汉,15,28.64,5155.2,17.46,113.26
2025-09,深圳仓,德邦,南京,46,17.94,2266.42,11.47,92.3
2025-09,深圳仓,德邦,北京,30,4.46,343.42,4.98,39.04
2025-10,深圳仓,德邦,Los Angeles,23,2.91,431.65,15.88,77.62
2025-10,深圳仓,德邦,深圳,22,18.9,1209.6,20.69,199.64
2025-10,深圳仓,德邦,上海,18,17.12,3141.52,8.57,170.1
2025-10,深圳仓,德邦,重庆,9,2.07,1498.68,16.43,7.93
2025-10,深圳仓,德邦,Tokyo,13,5.64,1221.06,27.09,143.05
2025-11,深圳仓,德邦,深圳,7,26.64,8658.0,2.04,39.31
2025-11,深圳仓,德邦,杭州,30,3.85,139.37,20.34,14.64
2024-10,深圳仓,京东物流,Los Angeles,18,5.07,1044.42,4.55,169.7
2024-10,深圳仓,京东物流,杭州,21,9.83,5563.78,25.98,59.0
2024-10,深圳仓,京东物流,上海,42,27.1,3246.58,13.55,4.09
2024-10,深圳仓,京东物流,Seoul,48,8.32,3144.96,18.2,10.92
2024-11,深圳仓,京东物流,Tokyo,21,32.92,995.83,13.26,123.7
2024-11,深圳仓,京东物流,Los Angeles,8,14.24,3374.88,23.71,170.94
2024-11,深圳仓,京东物流,上海,6,10.65,2417.55,14.52,62.63
2024-12,深圳仓,京东物流,Tokyo,5,2.9,431.52,24.93,186.73
2024-12,深圳仓,京东物流,北京,33,0.89,168.21,22.74,52.37
2024-12,深圳仓,京东物流,南京,16,11.9,1582.7,7.22,76.36
2024-12,深圳仓,京东物流,成都,5,5.65,3858.95,29.95,51.0
2025-01,深圳仓,京东物流,武汉,13,8.04,958.77,13.84,46.62
2025-01,深圳仓,京东物流,重庆,43,48.9,9291.0,14.99,34.14
2025-01,深圳仓,京东物流,深圳,28,9.9,716.1,5.48,8.88
2025-01,深圳仓,京东物流,南京,43,18.95,1080.15,17.14,192.55
2025-01,深圳仓,京东物流,Frankfurt,27,10.44,2492.55,18.3,105.66
2025-02,深圳仓,京东物流,重庆,50,1.71,194.94,3.12,198.08
2025-02,深圳仓,京东物流,南京,16,9.14,6635.64,16.31,113.03
2025-02,深圳仓,京东物流,Frankfurt,41,7.26,5299.8,2.12,15.28
2025-03,深圳仓,京东物流,深圳,13,16.18,7774.49,18.98,34.11
2025-03,深圳仓,京东物流,成都,40,8.6,887.95,17.57,35.1
2025-03,深圳仓,京东物流,广州,35,29.97,4085.91,16.36,48.07
2025-04,深圳仓,京东物流,广州,21,32.64,4553.28,15.12,169.55
2025-04,深圳仓,京东物流,重庆,48,4.38,767.96,25.96,31.51
2025-04,深圳仓,京东物流,Tokyo,26,2.76,1102.62,14.99,156.81
2025-05,深圳仓,京东物流,南京,22,8.05,491.05,20.32,0.04
2025-05,深圳仓,京东物流,Singapore,17,4.95,2846.25,8.05,79.29
2025-06,深圳仓,京东物流,成都,37,20.01,3288.31,25.19,81.27
2025-06,深圳仓,京东物流,武汉,22,4.14,367.08,14.49,15.57
2025-06,深圳仓,京东物流,Singapore,47,27.9,4743.0,5.45,121.58
2025-06,深圳仓,京东物流,西安,30,28.72,2785.84,16.73,3.94
2025-06,深圳仓,京东物流,杭州,22,21.24,2516.94,11.65,15.47
2025-07,深圳仓,京东物流,Los Angeles,49,7.5,6045.0,27.69,194.27
2025-07,深圳仓,京东物流,广州,49,33.2,2689.2,6.23,15.61
2025-07,深圳仓,京东物流,Singapore,29,16.6,1826.0,28.72,124.6
2025-07,深圳仓,京东物流,Frankfurt,39,12.51,2606.25,28.53,67.13
2025-07,深圳仓,京东物流,杭州,19,16.9,2048.28,8.08,144.27
2025-08,深圳仓,京东物流,Los Angeles,50,8.36,1047.09,13.71,65.51
2025-08,深圳仓,京东物流,上海,23,6.05,3902.25,7.05,33.09
2025-08,深圳仓,京东物流,成都,30,4.77,1368.99,15.14,114.13
2025-08,深圳仓,京东物流,Tokyo,30,8.42,3902.67,2.89,22.93
2025-09,深圳仓,京东物流,成都,24,7.04,982.08,18.79,150.98
2025-09,深圳仓,京东物流,Singapore,37,11.52,1434.24,10.21,172.56
2025-09,深圳仓,京东物流,西安,26,9.24,3317.16,23.08,147.62
2025-09,深圳仓,京东物流,Tokyo,44,7.0,6902.0,28.14,152.37
2025-09,深圳仓,京东物流,Los Angeles,10,49.0,4449.2,12.32,69.53
2025-10,深圳仓,京东物流,北京,14,2.0,1690.0,2.25,144.42
2025-10,深圳仓,京东物流,Frankfurt,17,1.1,158.95,20.66,55.5
2025-10,深圳仓,京东物流,Tokyo,9,37.0,8602.5,3.99,73.92
2025-10,深圳仓,京东物流,广州,14,3.75,516.25,25.55,142.68
2025-10,深圳仓,京东物流,成都,8,2.39,836.5,29.81,4.26
2025-11,深圳仓,京东物流,上海,17,2.18,997.35,2.97,152.29
2025-11,深圳仓,京东物流,广州,23,13.2,4837.8,12.97,100.85
2025-11,深圳仓,京东物流,北京,8,27.64,6453.94,15.65,80.9
2025-11,深圳仓,京东物流,Seoul,47,15.06,3860.38,18.3,134.71
2025-11,深圳仓,京东物流,南京,42,38.28,7914.39,17.69,99.84
2024-10,深圳仓,中外运,广州,28,2.89,910.35,13.26,85.47
2024-10,深圳仓,中外运,成都,14,7.82,3331.32,6.81,114.77
2024-10,深圳仓,中外运,武汉,37,5.1,1586.1,2.04,131.58
2024-11,深圳仓,中外运,Tokyo,40,7.72,6592.88,20.2,109.3
2024-11,深圳仓,中外运,重庆,44,45.05,6153.83,27.44,6.75
2024-11,深圳仓,中外运,北京,49,18.42,2830.54,16.12,168.14
2024-12,深圳仓,中外运,Singapore,38,1.36,758.88,16.21,27.93
2024-12,深圳仓,中外运,北京,15,4.64,765.6,8.46,98.89
2024-12,深圳仓,中外运,Seoul,37,4.25,1317.5,27.47,193.97
2024-12,深圳仓,中外运,Los Angeles,14,32.92,8081.86,29.62,191.68
2024-12,深圳仓,中外运,南京,11,2.06,408.91,5.79,98.17
2025-01,深圳仓,中外运,深圳,21,38.2,1764.84,7.88,34.53
2025-01,深圳仓,中外运,Singapore,37,14.44,4498.06,6.78,109.38
2025-01,深圳仓,中外运,广州,50,3.11,1738.49,4.59,104.29
2025-01,深圳仓,中外运,Seoul,41,39.88,7427.65,24.96,129.93
2025-02,深圳仓,中外运,深圳,21,12.99,1675.71,21.99,195.38
2025-02,深圳仓,中外运,Los Angeles,10,19.38,8275.26,2.53,130.87
2025-02,深圳仓,中外运,北京,35,40.0,3200.0,9.94,179.2
2025-02,深圳仓,中外运,重庆,7,9.72,1127.52,7.04,94.12
2025-03,深圳仓,中外运,南京,37,11.04,1744.32,28.46,140.45
2025-03,深圳仓,中外运,北京,44,8.38,7508.48,20.43,175.87
2025-04,深圳仓,中外运,西安,50,18.72,3954.6,3.07,72.9
2025-04,深圳仓,中外运,杭州,27,18.72,3528.72,29.23,22.95
2025-04,深圳仓,中外运,Seoul,20,1.18,363.44,6.03,86.3
2025-04,深圳仓,中外运,Singapore,45,0.52,253.24,25.51,0.18
2025-04,深圳仓,中外运,广州,32,21.6,1560.6,15.4,8.69
2025-05,深圳仓,中外运,武汉,10,20.04,6138.92,24.51,111.7
2025-05,深圳仓,中外运,杭州,41,13.47,2056.42,9.28,35.66
2025-06,深圳仓,中外运,武汉,18,21.72,2959.35,15.46,135.38
2025-06,深圳仓,中外运,Seoul,25,19.02,2044.65,7.48,10.51
2025-06,深圳仓,中外运,Singapore,6,19.29,2494.84,12.64,59.38
2025-06,深圳仓,中外运,南京,15,2.72,667.76,27.8,5.15
2025-06,深圳仓,中外运,杭州,29,6.95,5594.75,20.61,33.96
2025-07,深圳仓,中外运,Los Angeles,24,36.08,1479.28,18.97,137.32
2025-07,深圳仓,中外运,重庆,11,23.28,2450.22,12.25,172.83
2025-07,深圳仓,中外运,上海,14,11.04,2001.92,6.6,104.89
2025-07,深圳仓,中外运,武汉,13,14.36,2276.06,7.92,0.24
2025-08,深圳仓,中外运,Frankfurt,28,12.63,2980.68,10.96,99.2
2025-08,深圳仓,中外运,南京,37,4.85,3171.9,23.89,188.04
2025-09,深圳仓,中外运,杭州,41,25.83,6113.1,25.31,157.87
2025-09,深圳仓,中外运,Singapore,38,10.16,3789.68,8.79,115.76
2025-10,深圳仓,中外运,杭州,17,12.12,2720.94,24.25,34.33
2025-10,深圳仓,中外运,成都,37,24.35,2288.9,22.91,87.01
2025-10,深圳仓,中外运,Tokyo,31,18.0,4027.5,13.66,16.58
2025-10,深圳仓,中外运,北京,16,22.52,4492.74,22.49,79.75
2025-11,深圳仓,中外运,杭州,44,34.56,7110.72,23.67,65.7
2025-11,深圳仓,中外运,西安,26,10.12,1862.08,2.39,46.27
2025-11,深圳仓,中外运,Los Angeles,18,6.91,3033.49,27.63,44.96
2025-11,深圳仓,中外运,Frankfurt,13,13.32,919.08,22.05,140.95
2024-10,深圳仓,DHL,重庆,33,30.64,4052.14,25.57,99.41
2024-10,深圳仓,DHL,杭州,46,32.96,5883.36,11.89,55.8
2024-10,深圳仓,DHL,西安,18,27.66,6693.72,7.23,196.82
2024-11,深圳仓,DHL,重庆,48,32.8,1697.4,22.59,130.1
2024-11,深圳仓,DHL,西安,47,19.4,1736.3,26.61,103.73
2024-11,深圳仓,DHL,Tokyo,28,14.4,3531.6,21.24,66.84
2024-11,深圳仓,DHL,Frankfurt,37,9.36,1163.76,25.76,77.74
2024-11,深圳仓,DHL,广州,47,18.88,1944.64,18.63,31.75
2024-12,深圳仓,DHL,广州,6,6.36,2912.88,4.18,20.67
2024-12,深圳仓,DHL,重庆,15,29.96,6576.22,27.04,66.76
2024-12,深圳仓,DHL,南京,33,28.36,1815.04,3.42,70.5
2024-12,深圳仓,DHL,成都,21,30.64,6894.0,2.46,25.9
2025-01,深圳仓,DHL,北京,45,40.65,7333.26,9.35,80.7
2025-01,深圳仓,DHL,Singapore,35,8.44,1350.4,28.14,74.77
2025-01,深圳仓,DHL,杭州,44,20.92,4272.91,16.47,174.07
2025-01,深圳仓,DHL,上海,42,26.58,8815.7,19.73,87.04
2025-02,深圳仓,DHL,Seoul,19,15.76,906.2,10.31,4.0
2025-02,深圳仓,DHL,Frankfurt,15,3.99,1193.01,8.5,91.68
2025-02,深圳仓,DHL,北京,24,32.25,1360.95,19.58,42.58
2025-02,深圳仓,DHL,Singapore,37,16.68,7264.14,18.3,71.33
2025-03,深圳仓,DHL,Singapore,37,2.42,425.92,19.12,86.99
2025-03,深圳仓,DHL,上海,33,37.8,3182.76,28.5,131.5
2025-03,深圳仓,DHL,武汉,12,19.89,4143.75,23.6,177.0
2025-03,深圳仓,DHL,Los Angeles,5,9.14,1238.47,13.62,123.25
2025-03,深圳仓,DHL,杭州,8,3.64,2143.96,3.06,98.39
2025-04,深圳仓,DHL,Frankfurt,26,8.38,2786.35,11.76,33.47
2025-04,深圳仓,DHL,北京,24,4.65,821.5,7.69,103.55
2025-05,深圳仓,DHL,Los Angeles,41,11.66,2017.18,22.37,134.1
2025-05,深圳仓,DHL,Seoul,21,6.37,3898.44,18.49,149.78
2025-05,深圳仓,DHL,重庆,11,26.6,1070.65,4.91,193.91
2025-05,深圳仓,DHL,上海,6,10.5,3533.25,27.56,53.65
2025-05,深圳仓,DHL,成都,33,9.84,1200.48,2.93,56.64
2025-06,深圳仓,DHL,Singapore,39,7.31,6812.92,15.92,194.47
2025-06,深圳仓,DHL,北京,18,6.75,877.5,5.21,169.96
2025-06,深圳仓,DHL,Seoul,30,9.64,2872.72,27.11,23.08
2025-06,深圳仓,DHL,武汉,33,2.88,504.72,25.64,176.78
2025-06,深圳仓,DHL,Tokyo,8,12.16,2711.68,4.73,128.81
2025-07,深圳仓,DHL,Seoul,22,8.05,1363.67,24.27,38.68
2025-07,深圳仓,DHL,北京,48,3.6,963.0,18.92,93.29
2025-07,深圳仓,DHL,广州,30,5.5,3041.5,22.94,83.38
2025-07,深圳仓,DHL,西安,13,13.44,339.36,4.75,153.82
2025-08,深圳仓,DHL,北京,49,6.3,2431.8,16.19,1.94
2025-08,深圳仓,DHL,Los Angeles,7,21.4,1765.5,19.86,27.28
2025-08,深圳仓,DHL,Tokyo,9,8.3,1083.15,23.64,85.24
2025-08,深圳仓,DHL,Seoul,43,5.68,1138.84,21.51,1.81
2025-09,深圳仓,DHL,深圳,44,1.64,383.76,8.03,169.61
2025-09,深圳仓,DHL,武汉,22,7.65,3366.0,3.15,167.66
2025-09,深圳仓,DHL,Singapore,48,20.8,1643.2,23.67,130.28
2025-09,深圳仓,DHL,杭州,10,1.74,466.32,13.33,127.73
2025-10,深圳仓,DHL,深圳,16,7.44,1941.84,11.32,183.9
2025-10,深圳仓,DHL,重庆,28,14.7,1215.2,8.0,113.11
2025-10,深圳仓,DHL,Singapore,34,28.53,4022.73,26.61,156.64
2025-10,深圳仓,DHL,上海,20,18.76,703.5,14.04,86.93
2025-10,深圳仓,DHL,广州,39,7.07,2672.46,21.79,92.42
2025-11,深圳仓,DHL,Singapore,5,28.41,1401.56,2.08,182.37
2025-11,深圳仓,DHL,南京,45,1.41,556.95,25.78,166.55
2025-11,深圳仓,DHL,杭州,25,42.9,6580.86,4.7,118.85
2025-11,深圳仓,DHL,北京,30,26.72,4649.28,8.43,121.5
2024-10,深圳仓,FedEx,西安,35,5.22,2518.65,29.21,103.24
2024-10,深圳仓,FedEx,杭州,16,6.88,2456.16,24.99,81.8
2024-10,深圳仓,FedEx,上海,50,30.0,2850.0,19.4,95.7
2024-11,深圳仓,FedEx,Seoul,24,8.18,3705.54,28.43,8.27
2024-11,深圳仓,FedEx,武汉,14,25.92,2090.88,7.49,97.1
2024-11,深圳仓,FedEx,杭州,30,11.06,4070.08,23.18,2.36
2024-11,深圳仓,FedEx,上海,38,18.0,3870.0,15.73,71.4
2024-11,深圳仓,FedEx,南京,31,35.76,2386.98,24.61,20.37
2024-12,深圳仓,FedEx,Los Angeles,8,7.92,266.64,9.04,12.81
2024-12,深圳仓,FedEx,武汉,19,7.24,6429.12,10.43,127.94
2024-12,深圳仓,FedEx,成都,15,9.54,5981.58,25.05,87.39
2024-12,深圳仓,FedEx,南京,15,25.8,2330.6,9.59,16.8
2024-12,深圳仓,FedEx,Singapore,20,21.0,1039.5,25.09,195.08
2025-01,深圳仓,FedEx,Seoul,10,17.44,7071.92,21.44,61.4
2025-01,深圳仓,FedEx,杭州,44,1.5,673.5,6.55,195.62
2025-01,深圳仓,FedEx,成都,20,24.69,1004.06,9.44,63.59
2025-02,深圳仓,FedEx,武汉,33,32.84,2307.01,16.76,144.88
2025-02,深圳仓,FedEx,成都,40,30.7,2474.42,8.38,164.17
2025-02,深圳仓,FedEx,南京,17,7.5,2340.0,9.12,181.64
2025-03,深圳仓,FedEx,重庆,44,9.97,5294.07,19.37,34.16
2025-03,深圳仓,FedEx,北京,31,19.64,3181.68,4.74,111.58
2025-03,深圳仓,FedEx,Frankfurt,33,9.0,6165.0,16.64,170.68
2025-03,深圳仓,FedEx,Singapore,22,4.6,602.6,12.85,66.8
2025-03,深圳仓,FedEx,Tokyo,38,1.62,601.02,18.98,87.19
2025-04,深圳仓,FedEx,成都,41,4.15,430.77,2.8,183.91
2025-04,深圳仓,FedEx,杭州,44,18.94,4583.48,29.37,90.05
2025-04,深圳仓,FedEx,西安,41,19.74,4612.58,22.23,29.94
2025-04,深圳仓,FedEx,重庆,5,8.0,2464.0,24.58,7.81
2025-04,深圳仓,FedEx,Frankfurt,34,9.1,5878.6,17.23,95.26
2025-05,深圳仓,FedEx,成都,14,5.34,608.76,24.15,101.51
2025-05,深圳仓,FedEx,Seoul,30,12.72,1001.7,4.94,113.18
2025-05,深圳仓,FedEx,南京,45,13.5,2319.3,26.43,148.33
2025-05,深圳仓,FedEx,上海,33,19.14,6699.0,18.7,24.18
2025-05,深圳仓,FedEx,Los Angeles,41,3.6,507.6,9.26,116.71
2025-06,深圳仓,FedEx,杭州,36,45.1,5448.08,7.03,140.04
2025-06,深圳仓,FedEx,上海,9,19.14,4057.68,27.45,73.58
2025-07,深圳仓,FedEx,武汉,14,33.4,4448.88,9.86,183.19
2025-07,深圳仓,FedEx,重庆,8,21.69,2262.99,15.56,69.87
2025-07,深圳仓,FedEx,Los Angeles,35,33.4,1043.75,15.17,65.9
2025-07,深圳仓,FedEx,上海,24,44.65,7572.64,14.81,40.04
2025-07,深圳仓,FedEx,Frankfurt,5,28.44,6835.08,18.95,143.37
2025-08,深圳仓,FedEx,深圳,24,8.11,1808.53,23.18,170.15
2025-08,深圳仓,FedEx,南京,20,35.55,2780.01,21.93,148.81
2025-09,深圳仓,FedEx,重庆,23,6.33,1301.87,14.29,91.42
2025-09,深圳仓,FedEx,成都,14,21.72,1194.6,22.31,119.4
2025-09,深圳仓,FedEx,武汉,36,14.85,1133.55,14.03,196.0
2025-09,深圳仓,FedEx,Frankfurt,32,17.28,5279.04,23.71,106.08
2025-10,深圳仓,FedEx,Tokyo,41,4.88,167.14,29.32,171.14
2025-10,深圳仓,FedEx,杭州,10,14.32,3179.04,11.99,128.5
2025-10,深圳仓,FedEx,成都,36,4.02,743.7,2.25,29.87
2025-10,深圳仓,FedEx,Frankfurt,25,37.6,1278.4,16.29,11.32
2025-10,深圳仓,FedEx,南京,15,28.38,3538.04,20.95,88.86
2025-11,深圳仓,FedEx,Tokyo,7,3.81,1988.82,19.29,169.57
2025-11,深圳仓,FedEx,Frankfurt,41,19.45,501.81,9.26,93.3
2025-11,深圳仓,FedEx,西安,33,41.55,3157.8,23.47,130.23
2024-10,广州仓,顺丰,广州,21,17.9,5289.45,21.72,192.74
2024-10,广州仓,顺丰,Tokyo,25,39.76,9502.64,23.94,136.12
2024-10,广州仓,顺丰,深圳,44,3.64,1652.56,29.09,186.69
2024-10,广州仓,顺丰,杭州,49,23.52,846.72,17.9,9.03
2024-11,广州仓,顺丰,上海,39,3.76,246.28,21.59,126.84
2024-11,广州仓,顺丰,南京,15,4.76,1297.1,2.34,139.82
2024-11,广州仓,顺丰,广州,43,49.25,6107.0,26.15,157.29
2024-11,广州仓,顺丰,成都,44,9.65,9437.7,4.42,55.51
2024-11,广州仓,顺丰,重庆,7,15.21,4446.39,19.73,150.63
2024-12,广州仓,顺丰,深圳,8,21.9,5810.8,22.22,182.58
2024-12,广州仓,顺丰,杭州,14,7.33,5622.11,27.2,159.94
2024-12,广州仓,顺丰,Seoul,43,13.6,560.32,3.03,126.77
2025-01,广州仓,顺丰,Seoul,32,26.19,5587.2,2.12,13.7
2025-01,广州仓,顺丰,Singapore,31,14.76,2686.32,10.96,134.52
2025-02,广州仓,顺丰,重庆,35,1.2,448.8,3.63,101.61
2025-02,广州仓,顺丰,武汉,24,5.59,3823.56,10.48,60.66
2025-02,广州仓,顺丰,杭州,13,8.95,216.59,16.17,184.1
2025-03,广州仓,顺丰,Seoul,29,3.88,876.88,29.39,61.89
2025-03,广州仓,顺丰,Frankfurt,41,9.7,6877.3,21.38,159.17
2025-03,广州仓,顺丰,南京,30,49.65,9224.97,19.33,85.9
2025-04,广州仓,顺丰,Frankfurt,16,8.9,1383.95,20.5,174.89
2025-04,广州仓,顺丰,南京,27,6.12,1279.08,8.39,114.15
2025-05,广州仓,顺丰,南京,42,7.27,1657.56,11.11,6.65
2025-05,广州仓,顺丰,重庆,7,31.65,3506.82,25.23,167.54
2025-06,广州仓,顺丰,Los Angeles,36,8.79,7928.58,13.55,102.84
2025-06,广州仓,顺丰,成都,15,7.22,4591.92,8.57,133.94
2025-07,广州仓,顺丰,Singapore,21,9.91,5093.74,21.84,169.85
2025-07,广州仓,顺丰,深圳,47,16.6,531.2,18.08,160.93
2025-07,广州仓,顺丰,Frankfurt,28,15.27,2865.67,10.23,77.83
2025-07,广州仓,顺丰,武汉,28,4.0,823.0,26.31,56.51
2025-07,广州仓,顺丰,Tokyo,37,7.24,191.86,18.72,97.17
2025-08,广州仓,顺丰,Frankfurt,12,11.91,1905.6,2.98,180.09
2025-08,广州仓,顺丰,武汉,39,10.72,3135.6,10.32,33.9
2025-08,广州仓,顺丰,上海,32,7.22,2342.89,14.7,197.49
2025-08,广州仓,顺丰,Tokyo,28,34.15,6372.39,16.73,114.85
2025-09,广州仓,顺丰,Los Angeles,15,2.09,1580.04,9.38,137.39
2025-09,广州仓,顺丰,杭州,40,3.64,381.29,19.09,29.54
2025-10,广州仓,顺丰,重庆,7,15.42,4464.09,21.81,79.75
2025-10,广州仓,顺丰,北京,15,28.26,8883.06,13.01,166.09
2025-10,广州仓,顺丰,武汉,6,31.6,837.4,9.03,106.43
2025-10,广州仓,顺丰,杭州,48,27.18,2346.54,5.62,66.75
2025-11,广州仓,顺丰,西安,34,23.95,2979.38,23.25,72.55
2025-11,广州仓,顺丰,广州,50,27.06,1858.12,14.52,38.55
2025-11,广州仓,顺丰,Los Angeles,25,20.31,2884.02,2.99,133.74
2025-11,广州仓,顺丰,Tokyo,9,14.64,2686.44,15.21,114.89
2025-11,广州仓,顺丰,Singapore,34,7.8,1778.4,3.83,6.34
2024-10,广州仓,德邦,上海,16,4.92,1364.48,23.7,128.33
2024-10,广州仓,德邦,Frankfurt,22,2.04,1740.12,20.98,3.11
2024-11,广州仓,德邦,北京,12,13.8,3567.3,10.73,135.46
2024-11,广州仓,德邦,西安,28,41.8,3344.0,23.03,69.85
2024-12,广州仓,德邦,上海,33,15.58,5624.38,14.2,67.02
2024-12,广州仓,德邦,西安,43,9.47,7452.89,6.21,48.87
2024-12,广州仓,德邦,成都,10,8.45,5154.5,19.9,124.18
2024-12,广州仓,德邦,深圳,28,1.48,116.18,23.04,188.12
2024-12,广州仓,德邦,Seoul,34,2.8,2615.2,24.1,40.05
2025-01,广州仓,德邦,武汉,44,31.56,5081.16,19.05,125.08
2025-01,广州仓,德邦,Seoul,40,2.8,688.8,28.35,79.66
2025-01,广州仓,德邦,Tokyo,37,20.64,4141.76,19.33,160.75
2025-01,广州仓,德邦,南京,18,15.42,3600.57,10.04,42.78
2025-01,广州仓,德邦,西安,28,9.14,2225.59,6.8,58.33
2025-02,广州仓,德邦,西安,48,16.14,2926.72,14.75,186.36
2025-02,广州仓,德邦,杭州,35,10.96,1627.56,16.43,161.74
2025-02,广州仓,德邦,重庆,32,2.25,697.5,14.54,72.25
2025-02,广州仓,德邦,Frankfurt,27,12.04,659.19,17.92,175.21
2025-03,广州仓,德邦,Tokyo,50,4.14,1651.86,25.4,69.7
2025-03,广州仓,德邦,武汉,25,38.4,7526.4,23.34,110.14
2025-03,广州仓,德邦,上海,46,9.96,1907.34,29.14,11.35
2025-04,广州仓,德邦,杭州,35,30.2,2755.75,19.78,181.44
2025-04,广州仓,德邦,重庆,23,13.5,3915.0,28.88,185.84
2025-04,广州仓,德邦,广州,13,10.74,1675.44,10.07,67.13
2025-04,广州仓,德邦,西安,15,10.76,1151.32,12.41,89.95
2025-05,广州仓,德邦,杭州,16,32.96,3015.84,8.77,38.64
2025-05,广州仓,德邦,深圳,33,6.52,831.3,23.65,187.22
2025-05,广州仓,德邦,成都,31,22.84,896.47,22.26,135.9
2025-05,广州仓,德邦,Singapore,40,49.75,4457.6,6.04,115.12
2025-05,广州仓,德邦,西安,34,9.55,9101.15,6.63,105.36
2025-06,广州仓,德邦,Frankfurt,8,11.36,2078.88,12.14,46.87
2025-06,广州仓,德邦,杭州,36,16.59,5043.36,21.79,80.48
2025-07,广州仓,德邦,Singapore,40,22.68,3704.4,8.16,40.25
2025-07,广州仓,德邦,Tokyo,41,32.2,1455.44,4.69,131.45
2025-07,广州仓,德邦,武汉,22,7.26,3139.95,13.54,168.77
2025-07,广州仓,德邦,南京,8,26.32,5204.78,11.35,109.55
2025-08,广州仓,德邦,成都,13,5.44,3182.4,21.27,46.93
2025-08,广州仓,德邦,西安,15,16.05,2990.65,4.0,40.97
2025-08,广州仓,德邦,武汉,38,2.37,270.18,6.51,155.34
2025-08,广州仓,德邦,Los Angeles,44,36.12,4226.04,5.56,180.0
2025-08,广州仓,德邦,Singapore,9,12.24,2613.24,25.56,59.7
2025-09,广州仓,德邦,深圳,11,3.14,1304.67,3.62,136.6
2025-09,广州仓,德邦,Frankfurt,9,27.9,5234.04,28.57,153.89
2025-09,广州仓,德邦,广州,42,23.61,5084.02,22.19,175.38
2025-09,广州仓,德邦,西安,12,12.9,2638.05,14.78,66.94
2025-09,广州仓,德邦,杭州,49,10.02,537.74,22.73,192.61
2025-10,广州仓,德邦,广州,13,19.5,3334.5,2.25,134.38
2025-10,广州仓,德邦,重庆,24,17.5,3227.0,11.71,186.91
2025-10,广州仓,德邦,杭州,13,27.27,8426.43,10.92,36.06
2025-10,广州仓,德邦,南京,28,37.48,3438.79,14.51,69.86
2025-11,广州仓,德邦,广州,22,17.92,8942.08,19.64,41.06
2025-11,广州仓,德邦,深圳,42,35.85,6374.13,20.02,24.39
2025-11,广州仓,德邦,Singapore,17,20.61,1442.7,19.8,22.84
2024-10,广州仓,京东物流,武汉,9,10.56,922.24,18.54,185.55
2024-10,广州仓,京东物流,Singapore,44,35.45,2261.71,29.91,20.88
2024-10,广州仓,京东物流,北京,43,18.04,3211.12,25.9,70.53
2024-10,广州仓,京东物流,南京,26,12.36,2218.62,6.75,85.63
2024-11,广州仓,京东物流,Frankfurt,41,17.35,2512.28,8.42,152.13
2024-11,广州仓,京东物流,上海,26,13.29,2861.78,27.24,185.62
2024-11,广州仓,京东物流,重庆,6,3.86,1626.99,15.68,96.22
2024-11,广州仓,京东物流,深圳,28,34.76,3649.8,11.87,193.09
2024-12,广州仓,京东物流,武汉,14,22.02,6995.02,29.78,118.54
2024-12,广州仓,京东物流,广州,49,14.98,5580.05,22.89,175.56
2024-12,广州仓,京东物流,西安,30,38.8,3352.32,9.37,114.53
2024-12,广州仓,京东物流,杭州,44,9.36,8377.2,15.73,86.87
2025-01,广州仓,京东物流,杭州,40,4.77,685.29,3.92,92.49
2025-01,广州仓,京东物流,上海,43,22.9,1488.5,8.14,100.68
2025-01,广州仓,京东物流,西安,21,39.75,858.6,15.1,109.91
2025-02,广州仓,京东物流,Seoul,40,3.42,360.24,11.22,197.62
2025-02,广州仓,京东物流,北京,6,15.09,1297.74,11.14,169.01
2025-02,广州仓,京东物流,Los Angeles,32,18.44,6684.5,2.47,56.78
2025-02,广州仓,京东物流,武汉,31,15.94,6814.35,20.24,191.5
2025-03,广州仓,京东物流,成都,41,8.47,6403.32,7.93,28.81
2025-03,广州仓,京东物流,Frankfurt,22,1.32,1184.04,14.06,72.78
2025-03,广州仓,京东物流,杭州,20,19.0,3629.0,5.23,102.36
2025-03,广州仓,京东物流,广州,14,33.88,7936.39,23.62,44.06
2025-03,广州仓,京东物流,Los Angeles,26,5.85,1249.95,11.57,128.49
2025-04,广州仓,京东物流,武汉,48,31.96,6911.35,22.76,57.62
2025-04,广州仓,京东物流,Frankfurt,36,9.69,1983.22,12.57,178.91
2025-04,广州仓,京东物流,上海,11,9.64,4728.42,21.3,52.72
2025-04,广州仓,京东物流,成都,36,1.64,646.16,26.12,95.89
2025-04,广州仓,京东物流,Singapore,17,3.93,947.13,23.33,1.7
2025-05,广州仓,京东物流,重庆,30,4.92,969.24,29.12,193.5
2025-05,广州仓,京东物流,Seoul,22,4.02,702.16,18.36,36.74
