month,carrier,destination,total_shipments,on_time_count,on_time_rate,avg_delay_days,damage_rate,avg_cost_rmb,customer_rating
2025-01,DHL,南京,256,205,0.8008,2.71,0.01,620.2,3.8
2025-02,DHL,上海,142,128,0.9014,2.02,0.01,1037.48,4.7
2025-02,DHL,Singapore,254,249,0.9803,0.99,0.02,836.73,4.1
2025-02,DHL,深圳,244,203,0.832,2.38,0.02,1032.88,3.8
2025-02,DHL,重庆,55,51,0.9273,1.98,0.0,758.55,4.8
2025-02,DHL,Los Angeles,127,105,0.8268,2.51,0.0,582.24,3.5
2025-02,DHL,广州,47,43,0.9149,1.07,0.0,1369.93,4.3
2025-02,DHL,南京,240,206,0.8583,0.09,0.02,862.43,4.2
2025-03,DHL,Tokyo,272,237,0.8713,2.69,0.01,1153.55,4.8
2025-03,DHL,杭州,205,201,0.9805,1.67,0.01,1219.23,4.9
2025-03,DHL,Seoul,300,267,0.89,2.53,0.0,1148.64,4.5
2025-03,DHL,Singapore,162,134,0.8272,0.44,0.02,1085.29,4.7
2025-03,DHL,成都,208,183,0.8798,2.14,0.01,508.23,3.9
2025-03,DHL,深圳,41,36,0.878,2.29,0.02,162.71,4.5
2025-03,DHL,武汉,121,117,0.9669,2.4,0.02,965.89,4.3
2025-03,DHL,西安,160,146,0.9125,1.36,0.0,948.22,4.0
2025-04,DHL,西安,150,126,0.84,2.51,0.01,1098.5,5.0
2025-04,DHL,南京,190,156,0.8211,2.34,0.01,760.49,4.7
2025-04,DHL,Singapore,278,253,0.9101,1.53,0.02,351.76,4.5
2025-04,DHL,Seoul,185,141,0.7622,1.89,0.02,169.96,4.4
2025-04,DHL,重庆,284,273,0.9613,0.46,0.02,1431.98,4.9
2025-04,DHL,北京,67,54,0.806,0.15,0.02,1173.92,3.9
2025-05,DHL,上海,77,66,0.8571,2.06,0.0,111.53,4.1
2025-05,DHL,成都,263,229,0.8707,2.45,0.01,1146.3,4.1
2025-05,DHL,南京,234,229,0.9786,1.85,0.01,634.59,4.8
2025-05,DHL,Los Angeles,92,85,0.9239,0.17,0.0,914.94,4.2
2025-05,DHL,Tokyo,273,257,0.9414,0.46,0.01,933.6,4.1
2025-05,DHL,Seoul,288,216,0.75,1.84,0.02,656.67,4.0
2025-05,DHL,Frankfurt,46,41,0.8913,2.93,0.01,1354.82,4.7
2025-05,DHL,深圳,206,179,0.8689,2.78,0.01,337.52,4.0
2025-06,DHL,南京,44,42,0.9545,2.97,0.01,1159.88,4.2
2025-06,DHL,北京,152,131,0.8618,1.41,0.01,395.35,4.2
2025-06,DHL,Los Angeles,296,260,0.8784,1.08,0.01,1032.42,4.6
2025-06,DHL,Frankfurt,272,207,0.761,2.06,0.0,698.72,4.4
2025-06,DHL,广州,202,192,0.9505,1.97,0.01,403.01,5.0
2025-07,DHL,南京,205,201,0.9805,1.04,0.01,1211.72,3.7
2025-07,DHL,广州,83,76,0.9157,0.66,0.01,629.04,3.6
2025-07,DHL,杭州,150,129,0.86,0.17,0.01,369.55,4.3
2025-08,DHL,杭州,67,65,0.9701,0.04,0.0,168.38,4.7
2025-08,DHL,Los Angeles,62,60,0.9677,1.7,0.02,161.0,3.6
2025-08,DHL,南京,66,65,0.9848,2.41,0.01,715.86,3.8
2025-08,DHL,Seoul,148,132,0.8919,1.2,0.02,1423.55,4.5
2025-09,DHL,Frankfurt,151,133,0.8808,2.72,0.02,1207.83,4.3
2025-09,DHL,广州,100,87,0.87,1.93,0.01,1139.76,4.8
2025-09,DHL,杭州,284,219,0.7711,2.89,0.01,1241.9,4.9
2025-09,DHL,西安,298,292,0.9799,2.6,0.01,310.36,3.8
2025-09,DHL,深圳,58,52,0.8966,2.67,0.0,601.24,4.1
2025-09,DHL,Seoul,286,223,0.7797,2.86,0.02,1270.51,4.1
2025-10,DHL,广州,238,209,0.8782,1.2,0.01,641.62,4.1
2025-10,DHL,Seoul,143,117,0.8182,2.35,0.0,1249.62,4.9
2025-10,DHL,Los Angeles,27,25,0.9259,0.78,0.01,801.88,4.5
2025-10,DHL,武汉,114,108,0.9474,1.61,0.01,861.54,4.5
2025-11,DHL,西安,234,204,0.8718,2.76,0.0,660.1,4.9
2025-11,DHL,广州,88,70,0.7955,0.17,0.0,204.04,3.8
2025-11,DHL,上海,129,126,0.9767,2.77,0.01,279.89,5.0
2025-11,DHL,Tokyo,185,155,0.8378,0.49,0.0,703.84,4.1
2025-11,DHL,成都,172,143,0.8314,1.15,0.0,659.61,4.9
2024-10,FedEx,上海,124,112,0.9032,0.53,0.0,731.67,4.6
2024-10,FedEx,深圳,174,172,0.9885,2.99,0.02,878.08,4.2
2024-10,FedEx,武汉,121,119,0.9835,0.44,0.02,790.73,4.3
2024-10,FedEx,Los Angeles,107,97,0.9065,0.1,0.0,964.25,4.3
2024-10,FedEx,西安,157,122,0.7771,1.76,0.01,738.42,3.6
2024-10,FedEx,Seoul,143,113,0.7902,2.02,0.01,1493.3,3.7
2024-11,FedEx,Los Angeles,165,150,0.9091,1.33,0.0,300.43,3.6
2024-11,FedEx,杭州,291,230,0.7904,1.88,0.01,1103.32,4.3
2024-11,FedEx,Frankfurt,60,58,0.9667,2.69,0.01,461.26,4.4
2024-11,FedEx,深圳,62,49,0.7903,0.75,0.01,536.95,3.7
2024-11,FedEx,重庆,293,281,0.959,0.64,0.01,799.68,4.1
2024-12,FedEx,杭州,202,160,0.7921,1.21,0.01,121.8,4.2
2024-12,FedEx,Los Angeles,52,48,0.9231,2.72,0.02,618.26,4.7
2024-12,FedEx,深圳,55,44,0.8,2.86,0.01,1260.47,3.7
2024-12,FedEx,北京,131,113,0.8626,2.09,0.02,1180.16,3.9
2024-12,FedEx,武汉,221,192,0.8688,1.98,0.01,410.67,4.6
2024-12,FedEx,Tokyo,210,172,0.819,0.85,0.01,1129.44,4.0
2024-12,FedEx,Frankfurt,40,40,1.0,1.02,0.01,825.82,4.9
2025-01,FedEx,南京,219,184,0.8402,0.08,0.0,1346.4,4.3
2025-01,FedEx,Los Angeles,137,133,0.9708,1.55,0.01,119.22,4.4
2025-01,FedEx,重庆,113,105,0.9292,1.09,0.02,324.23,4.8
2025-01,FedEx,Singapore,219,212,0.968,0.83,0.0,1121.14,3.9
2025-02,FedEx,重庆,35,30,0.8571,2.18,0.02,1423.21,4.7
2025-02,FedEx,深圳,147,122,0.8299,0.83,0.01,1124.24,3.9
2025-02,FedEx,Seoul,78,76,0.9744,2.11,0.01,1226.24,4.9
2025-02,FedEx,Tokyo,223,183,0.8206,1.68,0.01,916.21,3.7
2025-02,FedEx,南京,166,148,0.8916,1.5,0.0,980.91,4.3
2025-02,FedEx,杭州,66,63,0.9545,0.01,0.0,1241.44,4.0
2025-02,FedEx,北京,98,82,0.8367,1.34,0.01,236.24,3.9
2025-02,FedEx,成都,153,132,0.8627,1.89,0.0,251.02,3.9
2025-03,FedEx,Frankfurt,73,64,0.8767,1.45,0.0,968.23,4.5
2025-03,FedEx,南京,131,113,0.8626,0.54,0.02,908.61,4.8
2025-03,FedEx,Los Angeles,251,198,0.7888,2.89,0.01,1197.01,4.6
2025-03,FedEx,重庆,81,74,0.9136,2.29,0.01,1264.4,4.0
2025-03,FedEx,Singapore,256,243,0.9492,1.47,0.01,771.37,4.7
2025-04,FedEx,成都,129,114,0.8837,2.28,0.01,1236.57,3.7
2025-04,FedEx,重庆,297,235,0.7912,2.15,0.02,331.36,3.8
2025-04,FedEx,武汉,227,170,0.7489,1.01,0.02,666.45,4.5
2025-05,FedEx,上海,125,109,0.872,1.03,0.01,1014.1,3.8
2025-05,FedEx,广州,187,142,0.7594,2.62,0.0,145.75,4.6
2025-05,FedEx,北京,276,254,0.9203,2.73,0.02,836.89,3.8
2025-05,FedEx,南京,223,190,0.852,1.6,0.01,982.43,4.3
2025-05,FedEx,Singapore,77,69,0.8961,1.15,0.01,534.64,4.5
2025-06,FedEx,Los Angeles,206,175,0.8495,2.14,0.02,118.16,3.7
2025-06,FedEx,武汉,35,29,0.8286,2.18,0.01,857.55,4.7
2025-06,FedEx,Frankfurt,231,215,0.9307,2.81,0.01,1254.6,3.6
2025-06,FedEx,Singapore,290,244,0.8414,2.9,0.0,1372.46,3.5
2025-07,FedEx,南京,120,96,0.8,0.73,0.0,743.38,3.6
2025-07,FedEx,北京,62,58,0.9355,1.85,0.02,990.2,4.3
2025-07,FedEx,Los Angeles,161,147,0.913,0.65,0.02,1428.56,3.7
2025-08,FedEx,重庆,265,228,0.8604,2.23,0.0,929.6,4.6
2025-08,FedEx,杭州,205,162,0.7902,0.12,0.01,600.91,3.7
2025-08,FedEx,南京,210,166,0.7905,2.74,0.01,1486.76,4.3
2025-08,FedEx,Singapore,88,75,0.8523,2.29,0.01,822.32,4.7
2025-08,FedEx,成都,82,71,0.8659,1.52,0.01,1247.19,4.8
2025-08,FedEx,Frankfurt,58,47,0.8103,1.59,0.02,929.44,3.8
2025-09,FedEx,成都,214,180,0.8411,2.47,0.01,974.12,4.6
2025-09,FedEx,西安,223,183,0.8206,2.86,0.02,161.15,4.8
2025-09,FedEx,广州,20,16,0.8,2.59,0.01,497.84,4.8
2025-09,FedEx,Los Angeles,273,257,0.9414,0.19,0.02,1389.52,3.7
2025-10,FedEx,南京,68,65,0.9559,0.75,0.01,88.65,4.6
2025-10,FedEx,Seoul,255,240,0.9412,2.7,0.0,270.31,3.5
2025-10,FedEx,Singapore,237,204,0.8608,2.3,0.02,1403.3,4.9
2025-10,FedEx,Tokyo,57,52,0.9123,2.4,0.0,1016.37,4.0
2025-11,FedEx,Frankfurt,268,247,0.9216,2.48,0.02,1240.6,4.8
2025-11,FedEx,重庆,64,60,0.9375,2.97,0.01,409.8,3.8
2025-11,FedEx,武汉,165,124,0.7515,1.86,0.01,1137.45,3.6
2025-11,FedEx,上海,83,62,0.747,2.61,0.02,1026.69,3.6
2025-11,FedEx,深圳,114,111,0.9737,2.68,0.0,1018.18,4.5
2025-11,FedEx,西安,296,225,0.7601,2.51,0.02,212.62,4.9
