order_id,month,order_date,customer_id,sku,category,qty,unit_price,total_amount,discount_pct,status,channel
ORD00473,2025-07,2025-07-24,CUST0162,FWD215WR,耐候系列,690,79.2,54648.0,0.01,已完成,经销商
ORD00474,2025-10,2025-10-10,CUST0241,FWD5893,钻石系列,335,220.0,73700.0,0.06,已完成,直销
ORD00475,2024-11,2024-11-10,CUST0272,FWD6601A,磁性珠光,413,129.0,53277.0,0.06,已完成,展会
ORD00476,2025-10,2025-10-17,CUST0253,FWDD10A,钻石系列,324,86.0,27864.0,0.1,已取消,线下门店
ORD00477,2024-11,2024-11-24,CUST0227,FWD103TWR,耐候系列,879,57.0,50103.0,0.15,处理中,经销商
ORD00478,2024-10,2024-10-28,CUST0085,FWDD28M,钻石系列,817,243.6,199021.2,0.07,处理中,线下门店
ORD00479,2025-02,2025-02-23,CUST0215,FWD205A,虹彩系列,709,36.38,25789.88,0.12,已完成,展会
ORD00480,2024-12,2024-12-06,CUST0263,FWD6830,水晶系列,747,85.0,63495.0,0.11,已完成,直销
ORD00481,2025-10,2025-10-11,CUST0257,FWD305,金色系列,355,35.62,12646.88,0.0,已完成,展会
ORD00482,2025-05,2025-05-28,CUST0040,BHC89233BR,着色变色龙,685,435.0,297975.0,0.05,已取消,电商平台
ORD00483,2024-12,2024-12-02,CUST0126,FWD402,着色系列,125,39.6,4950.0,0.06,已取消,直销
ORD00484,2024-11,2024-11-20,CUST0029,FWD224,虹彩系列,763,35.62,27181.88,0.12,已完成,电商平台
ORD00485,2025-10,2025-10-12,CUST0005,FWD216,虹彩系列,425,38.25,16256.25,0.01,已取消,展会
ORD00486,2025-04,2025-04-23,CUST0042,FWDV155,玻璃包银系列,756,1292.7,977281.2,0.11,处理中,电商平台
ORD00487,2025-06,2025-06-28,CUST0217,HC010AS,云母粉,578,26.25,15172.5,0.13,已完成,直销
ORD00488,2025-10,2025-10-10,CUST0091,FWD510,金属彩光系列,397,35.02,13902.94,0.02,处理中,直销
ORD00489,2025-07,2025-07-16,CUST0062,FWD6009,超白系列,544,45.9,24969.6,0.04,已完成,经销商
ORD00490,2025-10,2025-10-05,CUST0202,FWD419B,着色系列,619,62.4,38625.6,0.12,已完成,展会
ORD00491,2025-08,2025-08-08,CUST0147,FWD425B,着色系列,162,55.2,8942.4,0.05,已完成,展会
ORD00492,2025-11,2025-11-24,CUST0065,FWD5800D,钻石系列,349,106.8,37273.2,0.09,已完成,经销商
ORD00493,2025-05,2025-05-05,CUST0090,BHC89237BG,着色变色龙,690,520.0,358800.0,0.02,已完成,电商平台
ORD00494,2024-10,2024-10-02,CUST0128,FWDV550,玻璃包银系列,44,1205.2,53028.8,0.12,已完成,直销
ORD00495,2025-02,2025-02-01,CUST0295,FWD308,金色系列,196,37.88,7423.5,0.07,已完成,线下门店
ORD00496,2025-09,2025-09-08,CUST0247,FWD534,金属彩光系列,659,34.68,22854.12,0.03,已完成,经销商
ORD00497,2025-06,2025-06-18,CUST0170,FWD8205WR,耐候系列,828,200.2,165765.6,0.1,已完成,电商平台
ORD00498,2025-09,2025-09-02,CUST0210,FWD424,着色系列,615,55.8,34317.0,0.11,已完成,电商平台
ORD00499,2025-09,2025-09-18,CUST0140,FWD6006,超白系列,175,33.54,5869.5,0.1,已取消,直销
ORD00500,2025-09,2025-09-10,CUST0163,FWD224,虹彩系列,590,35.25,20797.5,0.11,已完成,线下门店
ORD00501,2024-12,2024-12-22,CUST0214,FWD323WR,耐候系列,150,88.2,13230.0,0.0,已完成,展会
ORD00502,2025-04,2025-04-12,CUST0285,FWD300WR,耐候系列,744,91.8,68299.2,0.01,处理中,电商平台
ORD00503,2025-06,2025-06-19,CUST0077,BHC9321RY,玻璃变色龙,371,430.0,159530.0,0.04,已完成,线下门店
ORD00504,2024-11,2024-11-06,CUST0038,FWD6860,水晶系列,914,85.0,77690.0,0.14,已完成,线下门店
ORD00505,2025-09,2025-09-05,CUST0216,FWD151WR,耐候系列,933,52.8,49262.4,0.07,已完成,线下门店
ORD00506,2025-11,2025-11-18,CUST0239,FWD6881,水晶系列,145,52.25,7576.25,0.09,已取消,线下门店
ORD00507,2025-03,2025-03-08,CUST0027,FWD435,着色系列,878,57.0,50046.0,0.0,已完成,线下门店
ORD00508,2024-12,2024-12-05,CUST0233,FWDV150B,玻璃包银系列,407,2175.6,885469.2,0.08,已完成,电商平台
ORD00509,2025-06,2025-06-08,CUST0173,FWD6219,水晶系列,71,57.2,4061.2,0.07,已完成,展会
ORD00510,2024-10,2024-10-28,CUST0045,FWD205,虹彩系列,606,35.62,21588.75,0.07,处理中,直销
ORD00511,2025-04,2025-04-09,CUST0139,FWD305,金色系列,889,35.25,31337.25,0.0,处理中,经销商
ORD00512,2024-12,2024-12-15,CUST0177,FWD259,虹彩系列,910,38.62,35148.75,0.07,已完成,线下门店
ORD00513,2025-02,2025-02-17,CUST0214,FWD7305WR,耐候系列,145,102.0,14790.0,0.15,已取消,经销商
ORD00514,2025-10,2025-10-11,CUST0026,FWD205WR,耐候系列,381,87.3,33261.3,0.05,已完成,电商平台
ORD00515,2025-09,2025-09-10,CUST0170,FWDD25M,钻石系列,139,254.8,35417.2,0.12,已完成,经销商
ORD00516,2025-07,2025-07-06,CUST0145,FWD435,着色系列,903,55.2,49845.6,0.13,已完成,线下门店
ORD00517,2025-06,2025-06-19,CUST0226,FWD6224,水晶系列,285,50.6,14421.0,0.15,已完成,线下门店
ORD00518,2024-11,2024-11-10,CUST0163,FWD6003,超白系列,24,47.53,1140.72,0.04,已完成,展会
ORD00519,2024-11,2024-11-04,CUST0193,FWD173,银白系列,923,25.22,23278.06,0.02,已完成,直销
ORD00520,2025-11,2025-11-25,CUST0090,FWD300,金色系列,501,32.62,16345.12,0.1,已取消,展会
ORD00521,2024-11,2024-11-08,CUST0215,FWD153,银白系列,660,23.14,15272.4,0.13,已完成,直销
ORD00522,2025-10,2025-10-28,CUST0153,FWD6504A,水晶系列,208,53.9,11211.2,0.05,已完成,线下门店
ORD00523,2025-02,2025-02-12,CUST0127,FWD436 ,着色系列,694,22.75,15788.5,0.03,已完成,线下门店
ORD00524,2025-03,2025-03-28,CUST0253,FWD500WR,耐候系列,950,90.9,86355.0,0.09,已完成,线下门店
ORD00525,2024-10,2024-10-14,CUST0139,FWD403,着色系列,215,45.32,9743.8,0.09,已取消,电商平台
ORD00526,2025-05,2025-05-26,CUST0122,FWDD25X,钻石系列,608,245.0,148960.0,0.03,已完成,展会
ORD00527,2025-02,2025-02-14,CUST0075,FWD413,着色系列,548,51.0,27948.0,0.12,已完成,直销
ORD00528,2024-11,2024-11-22,CUST0218,FWD5874A,钻石系列,47,254.8,11975.6,0.04,已完成,展会
ORD00529,2025-03,2025-03-19,CUST0207,FWD509,金属彩光系列,508,29.92,15199.36,0.02,已完成,展会
ORD00530,2025-09,2025-09-26,CUST0290,FWD6215,水晶系列,253,53.9,13636.7,0.05,已取消,电商平台
ORD00531,2025-10,2025-10-20,CUST0062,FWD223WR,耐候系列,94,88.2,8290.8,0.0,已取消,直销
ORD00532,2025-05,2025-05-26,CUST0284,FWD5892,钻石系列,735,220.0,161700.0,0.06,已完成,线下门店
ORD00533,2025-10,2025-10-19,CUST0283,FWD508,金属彩光系列,234,32.3,7558.2,0.01,已取消,线下门店
ORD00534,2025-11,2025-11-18,CUST0150,FWD6224,水晶系列,8,48.4,387.2,0.02,已完成,直销
ORD00535,2025-03,2025-03-17,CUST0196,FWD103,银白系列,544,26.97,14671.68,0.1,已完成,直销
ORD00536,2024-12,2024-12-22,CUST0068,FWD111M,银白系列,870,28.13,24473.1,0.06,已取消,直销
ORD00537,2025-05,2025-05-04,CUST0153,FWD6009,超白系列,596,40.5,24138.0,0.06,已完成,直销
ORD00538,2025-01,2025-01-07,CUST0171,HM010AS,云母粉,728,21.5,15652.0,0.14,已完成,展会
ORD00539,2025-05,2025-05-24,CUST0142,FWD6820,水晶系列,444,77.35,34343.4,0.07,已取消,线下门店
ORD00540,2025-02,2025-02-25,CUST0096,FWD101WR,耐候系列,111,59.4,6593.4,0.0,处理中,经销商
ORD00541,2024-10,2024-10-16,CUST0151,FWD6018,超白系列,580,34.5,20010.0,0.04,已完成,线下门店
ORD00542,2025-08,2025-08-19,CUST0239,FWD6504T,水晶系列,39,84.15,3281.85,0.08,已取消,线下门店
ORD00543,2025-10,2025-10-15,CUST0081,FWD6003,超白系列,944,48.51,45793.44,0.13,已完成,经销商
ORD00544,2025-11,2025-11-22,CUST0189,FWD6002,超白系列,998,38.25,38173.5,0.04,已完成,线下门店
ORD00545,2025-08,2025-08-04,CUST0237,FWD500,金属彩光系列,542,33.32,18059.44,0.12,已取消,经销商
ORD00546,2025-07,2025-07-05,CUST0004,FWD6860,水晶系列,179,79.05,14149.95,0.08,已取消,线下门店
ORD00547,2025-04,2025-04-28,CUST0082,FWD5800A,钻石系列,57,111.6,6361.2,0.02,已完成,经销商
ORD00548,2024-11,2024-11-01,CUST0062,FWDD29X,钻石系列,955,315.0,300825.0,0.11,已取消,经销商
ORD00549,2025-11,2025-11-15,CUST0230,FWD524WR,耐候系列,256,84.6,21657.6,0.06,已完成,电商平台
ORD00550,2025-04,2025-04-15,CUST0157,FWDD10Y,钻石系列,357,116.4,41554.8,0.1,处理中,经销商
ORD00551,2025-11,2025-11-05,CUST0054,FWDV060B,玻璃包银系列,79,4921.5,388798.5,0.03,已完成,线下门店
ORD00552,2025-03,2025-03-17,CUST0079,FWD502WR,耐候系列,347,88.2,30605.4,0.04,已完成,展会
ORD00553,2025-08,2025-08-21,CUST0177,FWD101WR,耐候系列,571,52.2,29806.2,0.15,已完成,经销商
ORD00554,2025-02,2025-02-17,CUST0168,FWD400B,着色系列,554,41.8,23157.2,0.11,已完成,线下门店
ORD00555,2025-04,2025-04-15,CUST0043,BHC9337GP,玻璃变色龙,276,500.0,138000.0,0.07,处理中,电商平台
ORD00556,2025-03,2025-03-12,CUST0295,FWDD29M,钻石系列,161,357.0,57477.0,0.11,已取消,电商平台
ORD00557,2025-11,2025-11-15,CUST0128,FWD3302,金色系列,81,33.38,2703.38,0.04,已完成,直销
ORD00558,2025-05,2025-05-13,CUST0189,FWD5890,钻石系列,834,106.8,89071.2,0.04,已完成,线下门店
ORD00559,2025-08,2025-08-06,CUST0027,FWD153,银白系列,992,26.52,26307.84,0.01,已完成,线下门店
ORD00560,2025-09,2025-09-18,CUST0098,FWDV150,玻璃包银系列,567,2688.0,1524096.0,0.08,已完成,经销商
ORD00561,2025-08,2025-08-11,CUST0049,FWDV095B,玻璃包银系列,66,1744.4,115130.4,0.07,已完成,电商平台
ORD00562,2025-01,2025-01-16,CUST0291,FWD6001,超白系列,784,36.38,28518.0,0.09,已完成,经销商
ORD00563,2025-10,2025-10-23,CUST0064,FWDD10X,钻石系列,249,102.0,25398.0,0.07,处理中,电商平台
ORD00564,2024-10,2024-10-03,CUST0253,FWDD29M,钻石系列,88,301.0,26488.0,0.04,已取消,经销商
ORD00565,2025-07,2025-07-20,CUST0035,FWD306,金色系列,585,36.0,21060.0,0.03,处理中,经销商
ORD00566,2025-09,2025-09-17,CUST0073,FWD6830,水晶系列,336,81.6,27417.6,0.08,已取消,电商平台
ORD00567,2025-01,2025-01-16,CUST0074,FWD6500,水晶系列,116,52.25,6061.0,0.04,处理中,电商平台
ORD00568,2024-12,2024-12-22,CUST0111,FWD215WR,耐候系列,983,89.1,87585.3,0.04,已完成,展会
ORD00569,2024-12,2024-12-17,CUST0202,FWD249,虹彩系列,38,33.38,1268.25,0.01,已完成,直销
ORD00570,2025-11,2025-11-08,CUST0150,FWD430,着色系列,781,63.0,49203.0,0.0,处理中,经销商
ORD00571,2025-04,2025-04-02,CUST0282,FWD303,金色系列,784,32.62,25578.0,0.13,处理中,展会
ORD00572,2025-11,2025-11-25,CUST0089,FWD6007,超白系列,215,44.1,9481.5,0.05,已取消,电商平台
ORD00573,2024-12,2024-12-02,CUST0205,FWD7351,其他,643,61.2,39351.6,0.1,处理中,展会
ORD00574,2025-09,2025-09-01,CUST0033,FWD6810,水晶系列,504,53.9,27165.6,0.15,已取消,线下门店
ORD00575,2024-10,2024-10-07,CUST0065,FWD111WR,耐候系列,482,55.2,26606.4,0.14,已完成,电商平台
ORD00576,2024-11,2024-11-15,CUST0269,FWD111,银白系列,982,29.29,28762.78,0.05,已取消,线下门店
ORD00577,2025-08,2025-08-05,CUST0205,FWDV040B,玻璃包银系列,580,5733.0,3325140.0,0.08,已完成,经销商
ORD00578,2025-05,2025-05-03,CUST0267,FWD5519WR,耐候系列,145,117.6,17052.0,0.09,已取消,经销商
ORD00579,2025-04,2025-04-23,CUST0241,FWD401,着色系列,392,45.76,17937.92,0.1,已取消,展会
ORD00580,2025-11,2025-11-26,CUST0070,FWDV220,玻璃包银系列,257,1353.6,347875.2,0.12,处理中,直销
ORD00581,2025-11,2025-11-27,CUST0248,FWD215WR,耐候系列,307,90.9,27906.3,0.12,已完成,展会
ORD00582,2025-01,2025-01-25,CUST0146,FWD300,金色系列,63,32.25,2031.75,0.14,已完成,电商平台
ORD00583,2025-06,2025-06-03,CUST0196,FWD301,金色系列,803,36.0,28908.0,0.08,已完成,展会
ORD00584,2025-11,2025-11-28,CUST0139,FWD101,银白系列,62,25.5,1581.0,0.14,已取消,展会
ORD00585,2024-12,2024-12-17,CUST0152,FWD524WR,耐候系列,905,91.8,83079.0,0.1,已完成,直销
ORD00586,2025-10,2025-10-01,CUST0255,FWD205A,虹彩系列,937,34.12,31975.12,0.15,已完成,直销
ORD00587,2024-11,2024-11-19,CUST0015,FWD6501,水晶系列,618,57.75,35689.5,0.09,处理中,经销商
ORD00588,2025-09,2025-09-13,CUST0015,BHC9325BR,玻璃变色龙,771,465.0,358515.0,0.01,已完成,展会
ORD00589,2025-05,2025-05-18,CUST0001,FWD5871A,钻石系列,727,263.2,191346.4,0.06,已完成,展会
ORD00590,2025-09,2025-09-11,CUST0019,FWD6307A,水晶系列,185,50.6,9361.0,0.01,处理中,展会
ORD00591,2025-08,2025-08-28,CUST0078,FWD299,虹彩系列,363,36.75,13340.25,0.14,已完成,线下门店
ORD00592,2025-09,2025-09-28,CUST0047,FWD302WR,耐候系列,236,90.9,21452.4,0.07,处理中,电商平台
ORD00593,2025-01,2025-01-10,CUST0227,FWD6504A,水晶系列,353,56.1,19803.3,0.06,已完成,电商平台
ORD00594,2024-12,2024-12-20,CUST0125,FWD3504,金属彩光系列,83,32.64,2709.12,0.12,已取消,展会
ORD00595,2025-08,2025-08-08,CUST0196,FWD361,金色系列,123,30.1,3702.3,0.08,已完成,线下门店
ORD00596,2025-01,2025-01-16,CUST0282,FWDD25L,钻石系列,121,285.6,34557.6,0.09,处理中,直销
ORD00597,2024-12,2024-12-12,CUST0207,FWD323WR,耐候系列,904,92.7,83800.8,0.12,已完成,经销商
ORD00598,2025-02,2025-02-23,CUST0116,FWDV220,玻璃包银系列,333,1466.4,488311.2,0.01,已完成,线下门店
ORD00599,2025-07,2025-07-11,CUST0111,FWD111WR,耐候系列,125,57.0,7125.0,0.12,已完成,经销商
ORD00600,2025-11,2025-11-05,CUST0278,FWD152,银白系列,591,24.84,14680.44,0.09,已完成,电商平台
ORD00601,2025-07,2025-07-14,CUST0143,FWD323,金色系列,789,33.75,26628.75,0.12,已完成,直销
ORD00602,2025-02,2025-02-21,CUST0219,FWD163,银白系列,619,22.0,13618.0,0.02,已完成,电商平台
ORD00603,2025-07,2025-07-22,CUST0005,FWD6881,水晶系列,643,48.95,31474.85,0.09,已取消,展会
ORD00604,2024-11,2024-11-16,CUST0060,FWD520WR,耐候系列,693,86.4,59875.2,0.12,处理中,直销
ORD00605,2025-08,2025-08-10,CUST0102,FWD249,虹彩系列,491,37.88,18596.62,0.11,已完成,线下门店
ORD00606,2024-11,2024-11-12,CUST0098,BHC9234BOH,化妆品系列,864,231.0,199584.0,0.12,已完成,线下门店
ORD00607,2025-10,2025-10-20,CUST0008,FWD103,银白系列,531,29.58,15706.98,0.13,已完成,线下门店
ORD00608,2024-10,2024-10-08,CUST0035,FWD5800,钻石系列,474,139.05,65909.7,0.07,已完成,电商平台
ORD00609,2025-04,2025-04-14,CUST0132,FWD403,着色系列,923,43.12,39799.76,0.12,处理中,展会
ORD00610,2025-05,2025-05-06,CUST0263,FWD5890,钻石系列,383,108.0,41364.0,0.1,已完成,展会
ORD00611,2025-04,2025-04-08,CUST0294,FWD6018,超白系列,718,37.88,27194.25,0.08,已完成,线下门店
ORD00612,2025-01,2025-01-09,CUST0022,FWD231,虹彩系列,805,38.25,30791.25,0.05,已完成,线下门店
ORD00613,2025-05,2025-05-04,CUST0241,FWD552,金属彩光系列,895,26.4,23628.0,0.09,处理中,直销
ORD00614,2025-03,2025-03-10,CUST0005,FWD231WR,耐候系列,484,81.0,39204.0,0.01,已完成,电商平台
ORD00615,2025-05,2025-05-25,CUST0067,FWD330,金色系列,857,33.38,28602.38,0.07,已完成,电商平台
ORD00616,2025-04,2025-04-23,CUST0206,FWD5518,金属彩光系列,606,61.2,37087.2,0.03,已完成,直销
ORD00617,2025-05,2025-05-17,CUST0078,FWD6003,超白系列,357,45.08,16093.56,0.03,已完成,电商平台
ORD00618,2025-08,2025-08-04,CUST0088,FWD6300,水晶系列,44,80.75,3553.0,0.02,已完成,经销商
ORD00619,2025-05,2025-05-22,CUST0139,FWDV095,玻璃包银系列,381,2054.4,782726.4,0.1,已取消,电商平台
ORD00620,2024-12,2024-12-11,CUST0279,HC010AS,云母粉,813,25.25,20528.25,0.12,已取消,经销商
ORD00621,2025-05,2025-05-16,CUST0046,FWD6910,水晶系列,989,51.7,51131.3,0.03,已完成,线下门店
ORD00622,2025-01,2025-01-03,CUST0153,FWD3112,金色系列,315,40.8,12852.0,0.14,已完成,电商平台
ORD00623,2025-10,2025-10-28,CUST0259,FWD221WR,耐候系列,495,90.9,44995.5,0.14,已完成,线下门店
ORD00624,2025-08,2025-08-12,CUST0208,FWD510,金属彩光系列,447,31.96,14286.12,0.1,处理中,展会
ORD00625,2025-05,2025-05-02,CUST0293,FWD6225,水晶系列,91,54.45,4954.95,0.04,已取消,线下门店
ORD00626,2025-09,2025-09-19,CUST0190,FWD6884,水晶系列,989,48.4,47867.6,0.08,已完成,直销
ORD00627,2025-09,2025-09-18,CUST0112,FWD231,虹彩系列,402,37.5,15075.0,0.02,已完成,经销商
ORD00628,2024-11,2024-11-06,CUST0174,FWD205A,虹彩系列,118,37.12,4380.75,0.01,处理中,电商平台
ORD00629,2025-09,2025-09-03,CUST0033,FWD323M,金色系列,705,33.38,23529.38,0.11,已完成,展会
ORD00630,2024-11,2024-11-24,CUST0127,FWD306WR,耐候系列,189,77.4,14628.6,0.02,已完成,直销
ORD00631,2024-11,2024-11-19,CUST0224,FWD503,金属彩光系列,956,34.0,32504.0,0.1,已完成,经销商
ORD00632,2025-03,2025-03-24,CUST0248,FWD122,银白系列,199,29.1,5790.9,0.04,已完成,直销
ORD00633,2025-01,2025-01-05,CUST0138,BHC9321RY,玻璃变色龙,939,480.0,450720.0,0.06,已完成,展会
ORD00634,2025-11,2025-11-10,CUST0078,FWD320,金色系列,807,37.5,30262.5,0.09,已取消,线下门店
ORD00635,2025-08,2025-08-16,CUST0243,FWD5871A,钻石系列,325,252.0,81900.0,0.03,处理中,线下门店
ORD00636,2025-06,2025-06-08,CUST0077,FWD6601A,磁性珠光,890,151.5,134835.0,0.13,已完成,展会
ORD00637,2025-08,2025-08-16,CUST0112,FWD215WR,耐候系列,178,88.2,15699.6,0.03,已完成,经销商
ORD00638,2025-04,2025-04-21,CUST0044,FWD325,金色系列,646,41.08,26537.68,0.14,处理中,电商平台
ORD00639,2025-05,2025-05-20,CUST0028,FWD5519,金属彩光系列,285,59.4,16929.0,0.07,已完成,经销商
ORD00640,2025-07,2025-07-27,CUST0226,FWD223,虹彩系列,738,35.62,26291.25,0.14,已完成,经销商
ORD00641,2024-11,2024-11-21,CUST0111,FWD503,金属彩光系列,383,29.24,11198.92,0.11,已完成,展会
ORD00642,2025-10,2025-10-01,CUST0287,FWD424,着色系列,102,58.8,5997.6,0.1,处理中,展会
ORD00643,2024-10,2024-10-19,CUST0036,FWD520,金属彩光系列,562,29.24,16432.88,0.11,已完成,经销商
ORD00644,2025-10,2025-10-27,CUST0271,FWD429,着色系列,864,57.0,49248.0,0.04,已完成,经销商
ORD00645,2025-02,2025-02-02,CUST0126,FWD525WR,耐候系列,975,84.6,82485.0,0.13,已取消,线下门店
ORD00646,2025-02,2025-02-07,CUST0075,FWD6602E,磁性珠光,695,145.5,101122.5,0.04,已取消,电商平台
ORD00647,2025-04,2025-04-28,CUST0055,FWDD29L,钻石系列,525,339.5,178237.5,0.07,已完成,直销
ORD00648,2024-10,2024-10-03,CUST0133,FWD524,金属彩光系列,470,29.92,14062.4,0.07,已完成,直销
ORD00649,2025-10,2025-10-01,CUST0246,BHC9237GRH,化妆品系列,932,209.0,194788.0,0.09,已完成,经销商
ORD00650,2025-08,2025-08-02,CUST0182,FWD325,金色系列,86,34.37,2955.39,0.05,处理中,电商平台
ORD00651,2025-01,2025-01-10,CUST0225,FWD6602,磁性珠光,827,129.0,106683.0,0.07,已完成,经销商
ORD00652,2025-05,2025-05-01,CUST0134,BHC89233BR,着色变色龙,109,450.0,49050.0,0.04,处理中,线下门店
ORD00653,2025-01,2025-01-06,CUST0168,FWD7322,其他,468,63.7,29811.6,0.12,已完成,展会
ORD00654,2024-10,2024-10-08,CUST0142,FWD205M,虹彩系列,311,37.5,11662.5,0.13,已完成,直销
ORD00655,2025-02,2025-02-15,CUST0169,FWD152,银白系列,374,24.57,9189.18,0.01,已完成,直销
ORD00656,2025-10,2025-10-19,CUST0027,FWDV060B,玻璃包银系列,640,4873.25,3118880.0,0.1,已取消,电商平台
ORD00657,2025-04,2025-04-14,CUST0205,FWD600,其他,396,50.0,19800.0,0.11,已完成,经销商
ORD00658,2025-10,2025-10-18,CUST0060,FWD6300T,水晶系列,247,80.75,19945.25,0.05,已完成,直销
ORD00659,2024-11,2024-11-17,CUST0133,FWD5518,金属彩光系列,637,58.8,37455.6,0.09,已完成,线下门店
ORD00660,2024-11,2024-11-17,CUST0291,FWD330,金色系列,463,35.62,16494.38,0.1,已完成,线下门店
ORD00661,2025-08,2025-08-16,CUST0044,FWD5870D,钻石系列,863,167.4,144466.2,0.03,已完成,电商平台
ORD00662,2024-11,2024-11-11,CUST0153,FWD534WR,耐候系列,824,82.8,68227.2,0.06,已完成,电商平台
ORD00663,2025-06,2025-06-04,CUST0206,FWD306WR,耐候系列,767,83.7,64197.9,0.08,已完成,经销商
ORD00664,2025-02,2025-02-19,CUST0190,FWD353,金色系列,382,35.62,13608.75,0.11,已完成,展会
ORD00665,2025-05,2025-05-02,CUST0267,FWD111WR,耐候系列,774,54.0,41796.0,0.06,已完成,线下门店
ORD00666,2025-08,2025-08-07,CUST0165,FWD302WR,耐候系列,313,83.7,26198.1,0.05,已取消,线下门店
ORD00667,2025-11,2025-11-13,CUST0274,FWD362,金色系列,513,34.88,17890.88,0.11,已完成,直销
ORD00668,2024-12,2024-12-15,CUST0212,FWD6005T,超白系列,155,35.25,5463.75,0.04,已完成,线下门店
ORD00669,2025-05,2025-05-01,CUST0266,FWD111MT,银白系列,182,25.52,4644.64,0.05,已完成,展会
ORD00670,2025-04,2025-04-20,CUST0270,FWD224,虹彩系列,990,38.62,38238.75,0.04,处理中,线下门店
ORD00671,2025-04,2025-04-20,CUST0235,FWD500WR,耐候系列,31,91.8,2845.8,0.02,已取消,电商平台
ORD00672,2025-03,2025-03-12,CUST0178,FWD530,金属彩光系列,690,33.32,22990.8,0.06,处理中,经销商
ORD00673,2025-02,2025-02-24,CUST0115,FWD424,着色系列,529,52.2,27613.8,0.08,已完成,经销商
ORD00674,2024-10,2024-10-04,CUST0064,FWD500WR,耐候系列,793,82.8,65660.4,0.08,已完成,直销
ORD00675,2025-07,2025-07-23,CUST0243,BHC89232BR,着色变色龙,736,435.0,320160.0,0.03,处理中,经销商
ORD00676,2025-06,2025-06-24,CUST0032,FWD508,金属彩光系列,703,30.6,21511.8,0.01,已完成,经销商
ORD00677,2025-05,2025-05-21,CUST0152,FWD152,银白系列,489,27.27,13335.03,0.14,处理中,电商平台
ORD00678,2025-09,2025-09-21,CUST0286,FWDD29L,钻石系列,480,315.0,151200.0,0.12,已取消,展会
ORD00679,2024-10,2024-10-24,CUST0249,FWDV060,玻璃包银系列,617,5840.0,3603280.0,0.14,已取消,线下门店
ORD00680,2024-11,2024-11-25,CUST0198,FWDV040,玻璃包银系列,673,6692.75,4504220.75,0.08,已完成,经销商
ORD00681,2025-01,2025-01-28,CUST0201,FWDV150,玻璃包银系列,745,2483.2,1849984.0,0.04,已完成,展会
ORD00682,2025-02,2025-02-01,CUST0115,FWD205WR,耐候系列,355,86.4,30672.0,0.13,已取消,经销商
ORD00683,2025-10,2025-10-05,CUST0144,FWDV020,玻璃包银系列,109,8515.2,928156.8,0.12,已完成,经销商
ORD00684,2025-05,2025-05-17,CUST0181,FWD508WR,耐候系列,130,85.5,11115.0,0.01,处理中,经销商
ORD00685,2025-08,2025-08-08,CUST0205,FWD323WR,耐候系列,164,92.7,15202.8,0.04,已完成,线下门店
ORD00686,2025-10,2025-10-25,CUST0116,FWDD23X,钻石系列,71,247.5,17572.5,0.04,已完成,线下门店
ORD00687,2024-10,2024-10-14,CUST0066,FWD249,虹彩系列,736,33.0,24288.0,0.01,已取消,经销商
ORD00688,2025-08,2025-08-13,CUST0135,BHC9338GR,玻璃变色龙,898,495.0,444510.0,0.05,已完成,直销
ORD00689,2025-04,2025-04-11,CUST0113,FWD522,金属彩光系列,686,33.66,23090.76,0.1,已完成,电商平台
ORD00690,2025-01,2025-01-24,CUST0126,FWDV095B,玻璃包银系列,213,1673.2,356391.6,0.03,已取消,电商平台
ORD00691,2025-03,2025-03-22,CUST0270,FWD6884,水晶系列,921,56.1,51668.1,0.0,已取消,电商平台
ORD00692,2025-11,2025-11-09,CUST0229,FWD6820,水晶系列,980,87.55,85799.0,0.02,已完成,线下门店
ORD00693,2025-06,2025-06-22,CUST0211,FWD6885,水晶系列,613,55.55,34052.15,0.12,已完成,经销商
ORD00694,2024-11,2024-11-20,CUST0195,FWD205WR,耐候系列,506,86.4,43718.4,0.15,处理中,直销
ORD00695,2025-02,2025-02-19,CUST0057,FWD6003T,超白系列,54,36.38,1964.25,0.12,已完成,经销商
ORD00696,2025-07,2025-07-02,CUST0163,FWD530,金属彩光系列,315,33.66,10602.9,0.04,处理中,电商平台
ORD00697,2024-10,2024-10-04,CUST0102,FWD205A,虹彩系列,351,33.75,11846.25,0.04,已完成,直销
ORD00698,2025-11,2025-11-13,CUST0281,FWD219WR,耐候系列,62,90.0,5580.0,0.1,处理中,经销商
ORD00699,2025-10,2025-10-03,CUST0037,FWD300WR,耐候系列,814,77.4,63003.6,0.07,处理中,直销
ORD00700,2025-05,2025-05-08,CUST0233,FWD6215,水晶系列,958,56.65,54270.7,0.06,已完成,线下门店
ORD00701,2025-08,2025-08-19,CUST0297,FWD491,着色系列,871,57.6,50169.6,0.01,已完成,展会
ORD00702,2025-11,2025-11-21,CUST0248,FWD416,着色系列,487,60.0,29220.0,0.07,已取消,展会
ORD00703,2025-05,2025-05-28,CUST0274,FWD6502,水晶系列,791,51.15,40459.65,0.15,已完成,电商平台
ORD00704,2025-10,2025-10-01,CUST0229,FWDD29X,钻石系列,927,315.0,292005.0,0.12,处理中,线下门店
ORD00705,2025-10,2025-10-24,CUST0092,FWD534,金属彩光系列,616,30.26,18640.16,0.14,已完成,经销商
ORD00706,2025-04,2025-04-11,CUST0018,FWD405B,着色系列,686,41.36,28372.96,0.0,处理中,经销商
