wo_id,month,sku,production_line,sample_qty,defect_qty,defect_rate,defect_type,pass,inspector
WO00556,2025-02,BHC9320YB,产线-06,81,3,0.03704,无,False,QC-C
WO00557,2024-11,FWD402,产线-03,54,1,0.01852,无,True,QC-A
WO00557,2024-11,FWD402,产线-03,84,4,0.04762,杂质,False,QC-A
WO00558,2025-07,FWD5518,产线-01,60,3,0.05,杂质,False,QC-B
WO00558,2025-07,FWD5518,产线-01,97,0,0.0,色差,True,QC-C
WO00559,2025-07,FWD355,产线-03,67,3,0.04478,无,False,QC-A
WO00560,2025-10,FWD6830,产线-08,23,0,0.0,无,True,QC-C
WO00560,2025-10,FWD6830,产线-08,64,3,0.04688,无,False,QC-A
WO00561,2025-06,FWDD23X,产线-07,99,3,0.0303,无,False,QC-B
WO00561,2025-06,FWDD23X,产线-07,83,2,0.0241,杂质,True,QC-C
WO00562,2024-11,FWDV060,产线-08,64,1,0.01562,无,True,QC-C
WO00562,2024-11,FWDV060,产线-08,84,4,0.04762,无,False,QC-A
WO00563,2025-02,FWD6300T,产线-02,39,1,0.02564,粒径偏差,True,QC-A
WO00563,2025-02,FWD6300T,产线-02,22,0,0.0,无,True,QC-A
WO00564,2025-07,FWD504WR,产线-08,93,4,0.04301,无,False,QC-B
WO00564,2025-07,FWD504WR,产线-08,40,1,0.025,粒径偏差,True,QC-C
WO00565,2024-12,FWD205,产线-03,98,0,0.0,色差,True,QC-A
WO00566,2025-05,FWDV040,产线-03,80,0,0.0,杂质,True,QC-C
WO00567,2025-08,FWDD23M,产线-06,52,1,0.01923,杂质,True,QC-A
WO00568,2025-08,FWD325,产线-04,66,3,0.04545,无,False,QC-C
WO00568,2025-08,FWD325,产线-04,45,2,0.04444,无,False,QC-C
WO00569,2025-11,FWD405B,产线-01,81,0,0.0,无,True,QC-A
WO00570,2025-04,FWD323M,产线-07,88,2,0.02273,色差,True,QC-B
WO00570,2025-04,FWD323M,产线-07,32,1,0.03125,色差,False,QC-C
WO00571,2025-07,FWD5874A,产线-01,32,1,0.03125,色差,False,QC-B
WO00571,2025-07,FWD5874A,产线-01,36,1,0.02778,无,True,QC-B
WO00572,2025-01,FWD506,产线-01,38,1,0.02632,粒径偏差,True,QC-B
WO00572,2025-01,FWD506,产线-01,40,1,0.025,粒径偏差,True,QC-B
WO00573,2025-02,FWD6601A,产线-08,46,2,0.04348,色差,False,QC-B
WO00573,2025-02,FWD6601A,产线-08,98,3,0.03061,粒径偏差,False,QC-C
WO00574,2025-10,FWD361,产线-04,61,0,0.0,无,True,QC-B
WO00574,2025-10,FWD361,产线-04,30,1,0.03333,无,False,QC-A
WO00575,2025-10,FWD7351,产线-04,100,3,0.03,粒径偏差,False,QC-C
WO00576,2025-09,FWD6205,产线-03,53,1,0.01887,粒径偏差,True,QC-B
WO00576,2025-09,FWD6205,产线-03,74,0,0.0,无,True,QC-A
WO00577,2025-02,FWD408,产线-05,90,2,0.02222,无,True,QC-B
WO00577,2025-02,FWD408,产线-05,32,1,0.03125,杂质,False,QC-A
WO00578,2025-04,FWD6163,产线-08,54,2,0.03704,色差,False,QC-A
WO00579,2025-03,FWDD29L,产线-02,48,0,0.0,无,True,QC-A
WO00580,2024-11,FWD5518WR,产线-04,40,2,0.05,色差,False,QC-C
WO00580,2024-11,FWD5518WR,产线-04,93,2,0.02151,无,True,QC-B
WO00581,2025-11,BHC89235G,产线-03,82,2,0.02439,粒径偏差,True,QC-A
WO00582,2025-07,FWDV060,产线-02,83,1,0.01205,色差,True,QC-A
WO00582,2025-07,FWDV060,产线-02,57,1,0.01754,粒径偏差,True,QC-A
WO00583,2025-08,FWD3112,产线-01,77,0,0.0,无,True,QC-A
WO00584,2025-01,FWD307,产线-02,97,2,0.02062,无,True,QC-A
WO00585,2025-08,FWD400B,产线-08,97,1,0.01031,无,True,QC-B
WO00585,2025-08,FWD400B,产线-08,34,0,0.0,无,True,QC-A
WO00586,2025-06,FWD223,产线-02,37,1,0.02703,杂质,True,QC-B
WO00587,2025-11,FWDV080,产线-07,100,3,0.03,色差,False,QC-A
WO00587,2025-11,FWDV080,产线-07,60,0,0.0,粒径偏差,True,QC-C
WO00588,2024-12,FWD173,产线-08,59,1,0.01695,无,True,QC-B
WO00589,2024-11,BHC9338GR,产线-05,67,0,0.0,无,True,QC-A
WO00589,2024-11,BHC9338GR,产线-05,51,0,0.0,粒径偏差,True,QC-C
WO00590,2025-08,FWD231WR,产线-01,60,0,0.0,无,True,QC-A
WO00590,2025-08,FWD231WR,产线-01,72,1,0.01389,杂质,True,QC-B
WO00591,2025-10,FWD101WR,产线-08,39,0,0.0,无,True,QC-A
WO00592,2025-04,FWD122,产线-06,79,1,0.01266,色差,True,QC-B
WO00592,2025-04,FWD122,产线-06,94,0,0.0,色差,True,QC-A
WO00593,2025-09,FWD524WR,产线-03,36,1,0.02778,杂质,True,QC-C
WO00593,2025-09,FWD524WR,产线-03,78,3,0.03846,无,False,QC-C
WO00594,2025-03,BHC9232MGH,产线-01,20,0,0.0,粒径偏差,True,QC-B
WO00594,2025-03,BHC9232MGH,产线-01,34,1,0.02941,无,True,QC-A
WO00595,2025-08,FWD6602E,产线-02,96,0,0.0,无,True,QC-B
WO00596,2025-05,FWDV550,产线-02,95,2,0.02105,杂质,True,QC-A
WO00597,2025-09,FWD524,产线-05,95,0,0.0,粒径偏差,True,QC-C
WO00597,2025-09,FWD524,产线-05,66,3,0.04545,无,False,QC-B
WO00598,2024-10,FWD111,产线-07,98,1,0.0102,杂质,True,QC-A
WO00598,2024-10,FWD111,产线-07,32,0,0.0,无,True,QC-C
WO00599,2025-02,FWD491,产线-08,94,4,0.04255,无,False,QC-B
WO00599,2025-02,FWD491,产线-08,49,1,0.02041,无,True,QC-B
WO00600,2024-12,BHC9328GR,产线-02,44,0,0.0,色差,True,QC-B
WO00601,2025-04,BHC9325BR,产线-05,25,0,0.0,无,True,QC-A
WO00602,2025-04,FWD5873A,产线-06,22,0,0.0,无,True,QC-B
WO00602,2025-04,FWD5873A,产线-06,48,1,0.02083,无,True,QC-A
WO00603,2025-07,FWDV040,产线-06,88,3,0.03409,色差,False,QC-B
WO00604,2025-05,BHC9326BM ,产线-01,34,1,0.02941,无,True,QC-C
WO00605,2024-12,BHC89237BG,产线-05,83,4,0.04819,无,False,QC-B
WO00605,2024-12,BHC89237BG,产线-05,22,0,0.0,无,True,QC-B
WO00606,2025-09,FWD534WR,产线-02,32,0,0.0,杂质,True,QC-B
WO00607,2025-03,FWD225WR,产线-05,79,3,0.03797,无,False,QC-A
WO00607,2025-03,FWD225WR,产线-05,75,0,0.0,无,True,QC-A
WO00608,2025-11,FWD224,产线-07,64,3,0.04688,粒径偏差,False,QC-C
WO00608,2025-11,FWD224,产线-07,22,1,0.04545,无,False,QC-B
WO00609,2025-08,FWD119,产线-03,85,0,0.0,无,True,QC-B
WO00610,2025-09,FWD532,产线-08,27,1,0.03704,粒径偏差,False,QC-B
WO00611,2024-11,FWD407,产线-01,44,2,0.04545,杂质,False,QC-C
WO00611,2024-11,FWD407,产线-01,62,1,0.01613,色差,True,QC-B
WO00612,2025-03,FWD111MT,产线-05,22,0,0.0,无,True,QC-A
WO00612,2025-03,FWD111MT,产线-05,26,0,0.0,无,True,QC-C
WO00613,2024-10,FWD5870D,产线-05,62,0,0.0,无,True,QC-B
WO00613,2024-10,FWD5870D,产线-05,39,0,0.0,无,True,QC-C
WO00614,2025-08,FWDV080B,产线-04,98,1,0.0102,无,True,QC-B
WO00615,2024-12,FWD123,产线-04,49,2,0.04082,杂质,False,QC-A
WO00615,2024-12,FWD123,产线-04,88,2,0.02273,色差,True,QC-B
WO00616,2025-08,FWD6810,产线-04,84,3,0.03571,粒径偏差,False,QC-C
WO00616,2025-08,FWD6810,产线-04,98,2,0.02041,色差,True,QC-C
WO00617,2024-12,FWD6005T,产线-03,90,3,0.03333,杂质,False,QC-A
WO00618,2025-01,FWD217,产线-01,60,1,0.01667,无,True,QC-B
WO00618,2025-01,FWD217,产线-01,72,0,0.0,无,True,QC-B
WO00619,2025-11,FWD5800A,产线-03,88,1,0.01136,色差,True,QC-B
WO00620,2025-08,FWD123,产线-07,38,1,0.02632,粒径偏差,True,QC-A
WO00620,2025-08,FWD123,产线-07,66,2,0.0303,无,False,QC-C
WO00621,2025-05,FWD509,产线-02,79,3,0.03797,杂质,False,QC-A
WO00621,2025-05,FWD509,产线-02,55,2,0.03636,无,False,QC-C
WO00622,2025-10,FWD416,产线-06,20,0,0.0,粒径偏差,True,QC-C
WO00623,2025-04,FWD508WR,产线-07,51,0,0.0,粒径偏差,True,QC-B
WO00623,2025-04,FWD508WR,产线-07,26,1,0.03846,粒径偏差,False,QC-B
WO00624,2025-11,FWDD23M,产线-01,78,1,0.01282,无,True,QC-C
WO00624,2025-11,FWDD23M,产线-01,37,1,0.02703,色差,True,QC-B
WO00625,2025-10,FWD7305,产线-07,70,1,0.01429,色差,True,QC-C
WO00626,2024-11,FWD3504,产线-02,59,1,0.01695,色差,True,QC-A
WO00626,2024-11,FWD3504,产线-02,90,3,0.03333,无,False,QC-B
WO00627,2025-10,FWD301,产线-08,72,1,0.01389,无,True,QC-A
WO00628,2025-01,FWD5870D,产线-05,60,3,0.05,无,False,QC-C
WO00628,2025-01,FWD5870D,产线-05,62,3,0.04839,无,False,QC-B
WO00629,2025-06,FWD215WR,产线-05,95,1,0.01053,粒径偏差,True,QC-C
WO00630,2025-01,FWD6840,产线-06,70,2,0.02857,无,True,QC-B
WO00631,2025-06,FWD225,产线-08,33,0,0.0,无,True,QC-A
WO00631,2025-06,FWD225,产线-08,67,3,0.04478,粒径偏差,False,QC-B
WO00632,2025-11,FWD425B,产线-03,33,1,0.0303,无,False,QC-A
WO00633,2025-07,FWD534WR,产线-07,85,0,0.0,杂质,True,QC-A
WO00633,2025-07,FWD534WR,产线-07,49,2,0.04082,色差,False,QC-A
WO00634,2025-03,FWD351,产线-08,21,1,0.04762,无,False,QC-C
WO00635,2024-12,FWD353,产线-05,73,2,0.0274,无,True,QC-A
WO00635,2024-12,FWD353,产线-05,86,4,0.04651,粒径偏差,False,QC-B
WO00636,2024-12,FWD525WR,产线-05,43,0,0.0,无,True,QC-C
WO00637,2025-10,FWD302WR,产线-08,24,0,0.0,色差,True,QC-B
WO00638,2025-01,FWD351WR,产线-03,31,0,0.0,无,True,QC-C
WO00638,2025-01,FWD351WR,产线-03,43,2,0.04651,杂质,False,QC-A
WO00639,2025-02,FWD235WR,产线-05,69,1,0.01449,无,True,QC-C
WO00640,2025-04,FWD6502A,产线-03,21,1,0.04762,无,False,QC-B
WO00640,2025-04,FWD6502A,产线-03,27,1,0.03704,杂质,False,QC-A
WO00641,2025-07,FWD6003,产线-08,93,2,0.02151,杂质,True,QC-C
WO00642,2025-09,FWD163,产线-05,26,1,0.03846,色差,False,QC-C
WO00642,2025-09,FWD163,产线-05,28,1,0.03571,色差,False,QC-C
WO00643,2025-08,FWD500,产线-05,60,2,0.03333,杂质,False,QC-B
WO00643,2025-08,FWD500,产线-05,91,4,0.04396,无,False,QC-B
WO00644,2025-04,FWD419B,产线-01,95,1,0.01053,无,True,QC-B
WO00644,2025-04,FWD419B,产线-01,37,1,0.02703,无,True,QC-C
WO00645,2025-03,FWDD27L,产线-08,72,3,0.04167,色差,False,QC-C
WO00646,2025-01,FWD6002,产线-05,41,0,0.0,杂质,True,QC-B
WO00646,2025-01,FWD6002,产线-05,60,2,0.03333,无,False,QC-B
WO00647,2024-12,FWDV015,产线-02,44,2,0.04545,无,False,QC-B
WO00648,2024-12,FWD6840,产线-05,70,1,0.01429,色差,True,QC-A
WO00649,2025-05,FWD5872C,产线-04,61,3,0.04918,无,False,QC-A
WO00649,2025-05,FWD5872C,产线-04,87,2,0.02299,杂质,True,QC-B
WO00650,2025-06,BHC89232BR,产线-02,42,0,0.0,无,True,QC-C
WO00651,2025-07,FWD419B,产线-03,72,2,0.02778,色差,True,QC-C
WO00651,2025-07,FWD419B,产线-03,76,3,0.03947,色差,False,QC-C
WO00652,2025-06,FWD151WR,产线-06,62,1,0.01613,杂质,True,QC-A
WO00653,2024-11,FWD6850,产线-03,47,1,0.02128,粒径偏差,True,QC-A
WO00654,2025-01,FWDV080,产线-01,92,2,0.02174,粒径偏差,True,QC-A
WO00655,2025-06,FWD6303,产线-07,41,1,0.02439,粒径偏差,True,QC-C
WO00655,2025-06,FWD6303,产线-07,79,3,0.03797,无,False,QC-A
WO00656,2024-12,FWD421,产线-01,56,2,0.03571,杂质,False,QC-A
WO00656,2024-12,FWD421,产线-01,52,1,0.01923,粒径偏差,True,QC-A
WO00657,2025-09,BHC9328GR,产线-01,63,2,0.03175,粒径偏差,False,QC-A
WO00658,2025-10,FWD421,产线-03,64,0,0.0,无,True,QC-B
WO00659,2025-01,FWD111,产线-03,93,2,0.02151,杂质,True,QC-A
WO00660,2024-12,FWD225WR,产线-02,30,1,0.03333,无,False,QC-B
WO00661,2024-12,FWD6007,产线-05,57,2,0.03509,杂质,False,QC-C
WO00662,2024-10,FWD303,产线-08,80,2,0.025,无,True,QC-C
WO00662,2024-10,FWD303,产线-08,89,4,0.04494,粒径偏差,False,QC-A
WO00663,2025-05,FWD6830,产线-07,87,1,0.01149,无,True,QC-C
WO00664,2024-10,FWD231WR,产线-03,79,1,0.01266,色差,True,QC-A
WO00664,2024-10,FWD231WR,产线-03,81,1,0.01235,粒径偏差,True,QC-A
WO00665,2025-09,FWD211WR,产线-07,91,1,0.01099,无,True,QC-A
WO00665,2025-09,FWD211WR,产线-07,92,2,0.02174,杂质,True,QC-C
WO00666,2024-10,FWDV020,产线-01,76,0,0.0,无,True,QC-C
WO00667,2025-01,FWD96107SW,产线-07,43,0,0.0,杂质,True,QC-B
WO00668,2025-02,FWD231,产线-08,28,1,0.03571,粒径偏差,False,QC-A
WO00669,2025-07,FWDD23X,产线-04,64,0,0.0,无,True,QC-B
WO00669,2025-07,FWDD23X,产线-04,37,0,0.0,色差,True,QC-A
WO00670,2025-01,FWD5870D,产线-01,34,1,0.02941,无,True,QC-A
WO00671,2025-04,FWD307,产线-01,44,0,0.0,粒径偏差,True,QC-C
WO00672,2025-06,BHC9328GR,产线-06,72,0,0.0,杂质,True,QC-C
WO00673,2025-07,FWD2205G,产线-02,76,1,0.01316,无,True,QC-C
WO00674,2025-06,FWD303WR,产线-07,93,0,0.0,杂质,True,QC-A
WO00674,2025-06,FWD303WR,产线-07,85,1,0.01176,杂质,True,QC-A
WO00675,2025-04,FWD506,产线-05,64,1,0.01562,粒径偏差,True,QC-C
WO00676,2025-08,FWD552,产线-08,99,0,0.0,色差,True,QC-C
WO00676,2025-08,FWD552,产线-08,89,0,0.0,色差,True,QC-C
WO00677,2025-06,FWDV040B,产线-01,92,2,0.02174,无,True,QC-A
WO00677,2025-06,FWDV040B,产线-01,46,1,0.02174,无,True,QC-A
WO00678,2025-04,FWDV040,产线-04,81,0,0.0,无,True,QC-B
WO00678,2025-04,FWDV040,产线-04,83,0,0.0,粒径偏差,True,QC-C
WO00679,2025-06,FWD001,产线-04,43,0,0.0,无,True,QC-C
WO00679,2025-06,FWD001,产线-04,75,1,0.01333,无,True,QC-C
WO00680,2024-11,FWD6224,产线-06,52,0,0.0,无,True,QC-B
WO00680,2024-11,FWD6224,产线-06,75,1,0.01333,粒径偏差,True,QC-B
WO00681,2025-01,FWDV080,产线-05,35,0,0.0,粒径偏差,True,QC-C
WO00682,2025-08,FWD415Y,产线-02,88,2,0.02273,无,True,QC-B
WO00683,2025-06,BHC9320YB,产线-04,27,1,0.03704,杂质,False,QC-A
WO00683,2025-06,BHC9320YB,产线-04,20,0,0.0,无,True,QC-C
WO00684,2025-01,FWD320,产线-02,95,4,0.04211,杂质,False,QC-C
WO00685,2024-12,FWD6603B,产线-03,51,0,0.0,杂质,True,QC-C
WO00686,2025-05,FWDD23X,产线-07,61,2,0.03279,无,False,QC-B
WO00687,2025-02,FWD429,产线-07,75,0,0.0,无,True,QC-A
WO00688,2024-11,FWD500,产线-03,86,1,0.01163,无,True,QC-A
WO00688,2024-11,FWD500,产线-03,47,2,0.04255,无,False,QC-B
WO00689,2025-11,FWD151WR,产线-07,59,2,0.0339,杂质,False,QC-A
WO00690,2025-09,BHC9320YB,产线-03,73,1,0.0137,粒径偏差,True,QC-A
WO00691,2025-01,FWD8205WR,产线-08,41,1,0.02439,杂质,True,QC-C
WO00692,2025-01,FWD301,产线-08,40,2,0.05,无,False,QC-B
WO00693,2025-05,FWD201,产线-05,62,2,0.03226,杂质,False,QC-A
WO00693,2025-05,FWD201,产线-05,60,0,0.0,无,True,QC-C
WO00694,2025-02,FWD427,产线-05,70,3,0.04286,无,False,QC-C
WO00695,2025-02,FWD306,产线-08,67,0,0.0,无,True,QC-C
WO00696,2024-11,FWD152,产线-08,88,3,0.03409,粒径偏差,False,QC-C
WO00696,2024-11,FWD152,产线-08,64,2,0.03125,无,False,QC-A
WO00697,2025-02,FWD259,产线-02,33,1,0.0303,无,False,QC-B
WO00698,2025-09,FWD6830,产线-02,98,0,0.0,杂质,True,QC-A
WO00699,2025-10,FWD330,产线-05,43,0,0.0,无,True,QC-A
WO00700,2025-10,BHC9323PG,产线-04,80,0,0.0,无,True,QC-A
WO00701,2025-10,FWD5800,产线-04,28,0,0.0,杂质,True,QC-B
WO00702,2025-11,BHC9237GRH,产线-04,76,0,0.0,无,True,QC-B
WO00703,2025-01,FWD249,产线-04,84,4,0.04762,色差,False,QC-B
WO00703,2025-01,FWD249,产线-04,25,0,0.0,色差,True,QC-A
WO00704,2025-08,FWD201WR,产线-02,21,0,0.0,无,True,QC-A
WO00704,2025-08,FWD201WR,产线-02,75,0,0.0,粒径偏差,True,QC-A
WO00705,2025-11,FWD303WR,产线-08,42,2,0.04762,粒径偏差,False,QC-A
WO00706,2024-11,FWD6820,产线-02,100,5,0.05,色差,False,QC-C
WO00706,2024-11,FWD6820,产线-02,26,0,0.0,无,True,QC-B
WO00707,2025-01,FWD6601A,产线-06,28,1,0.03571,无,False,QC-C
WO00707,2025-01,FWD6601A,产线-06,94,2,0.02128,无,True,QC-B
WO00708,2025-04,FWD505,产线-07,100,2,0.02,无,True,QC-C
WO00709,2025-06,FWD7331,产线-06,58,1,0.01724,无,True,QC-A
WO00710,2025-10,FWD6300,产线-08,31,0,0.0,无,True,QC-A
WO00710,2025-10,FWD6300,产线-08,82,4,0.04878,杂质,False,QC-C
WO00711,2024-10,FWD6883,产线-05,62,1,0.01613,色差,True,QC-C
WO00711,2024-10,FWD6883,产线-05,66,3,0.04545,色差,False,QC-C
WO00712,2025-07,FWD302WR,产线-06,28,0,0.0,无,True,QC-A
WO00712,2025-07,FWD302WR,产线-06,100,4,0.04,无,False,QC-C
WO00713,2025-10,FWD411,产线-01,80,0,0.0,杂质,True,QC-A
WO00713,2025-10,FWD411,产线-01,28,0,0.0,无,True,QC-C
WO00714,2025-07,FWD6235,产线-05,73,2,0.0274,无,True,QC-A
WO00715,2025-03,FWD217,产线-08,63,3,0.04762,无,False,QC-C
WO00716,2025-06,FWD4012,产线-04,59,2,0.0339,杂质,False,QC-A
WO00717,2025-05,FWD413,产线-08,42,1,0.02381,色差,True,QC-A
WO00718,2025-10,HM010AS,产线-06,53,2,0.03774,色差,False,QC-B
WO00719,2025-05,FWD6300T,产线-01,90,3,0.03333,无,False,QC-B
WO00719,2025-05,FWD6300T,产线-01,37,1,0.02703,粒径偏差,True,QC-C
WO00720,2024-12,BHC89234BG,产线-03,79,2,0.02532,无,True,QC-C
WO00720,2024-12,BHC89234BG,产线-03,37,1,0.02703,杂质,True,QC-A
WO00721,2025-05,FWD5519,产线-07,48,1,0.02083,无,True,QC-C
WO00721,2025-05,FWD5519,产线-07,88,3,0.03409,杂质,False,QC-A
WO00722,2025-02,FWDD25L,产线-05,54,1,0.01852,无,True,QC-A
WO00723,2024-11,FWD121WR,产线-05,84,0,0.0,粒径偏差,True,QC-A
WO00724,2025-08,FWD6002,产线-02,46,1,0.02174,无,True,QC-A
WO00724,2025-08,FWD6002,产线-02,67,0,0.0,无,True,QC-A
WO00725,2024-10,FWD522,产线-01,44,0,0.0,无,True,QC-A
WO00726,2025-10,FWD201WR,产线-05,63,0,0.0,粒径偏差,True,QC-A
WO00726,2025-10,FWD201WR,产线-05,57,2,0.03509,无,False,QC-B
WO00727,2025-02,FWD5518WR,产线-06,74,1,0.01351,无,True,QC-C
WO00728,2025-03,FWD103TWR,产线-05,92,4,0.04348,无,False,QC-B
WO00729,2024-12,FWD221,产线-02,53,2,0.03774,粒径偏差,False,QC-A
WO00730,2025-04,FWD5519WR,产线-01,43,1,0.02326,无,True,QC-C
WO00730,2025-04,FWD5519WR,产线-01,63,0,0.0,色差,True,QC-C
WO00731,2024-10,FWDV150B,产线-03,66,0,0.0,无,True,QC-C
WO00732,2025-10,FWD6910,产线-07,43,0,0.0,无,True,QC-A
WO00732,2025-10,FWD6910,产线-07,96,3,0.03125,无,False,QC-A
WO00733,2025-07,FWD6884,产线-06,98,4,0.04082,粒径偏差,False,QC-C
WO00734,2025-06,FWD101,产线-03,26,1,0.03846,无,False,QC-B
WO00735,2025-03,FWD303,产线-03,25,1,0.04,色差,False,QC-A
WO00736,2024-10,FWD5519,产线-01,98,1,0.0102,无,True,QC-B
WO00737,2025-06,FWDV095B,产线-02,66,2,0.0303,色差,False,QC-B
WO00737,2025-06,FWDV095B,产线-02,87,0,0.0,杂质,True,QC-B
WO00738,2025-03,FWD7352,产线-03,72,0,0.0,无,True,QC-B
WO00739,2025-02,BHC9234BOH,产线-08,77,3,0.03896,杂质,False,QC-A
WO00739,2025-02,BHC9234BOH,产线-08,91,0,0.0,色差,True,QC-B
WO00740,2025-09,FWDV220,产线-04,30,1,0.03333,粒径偏差,False,QC-A
WO00740,2025-09,FWDV220,产线-04,95,4,0.04211,色差,False,QC-A
WO00741,2025-05,FWD435,产线-08,93,0,0.0,无,True,QC-C
WO00742,2025-09,FWD323M,产线-03,61,1,0.01639,杂质,True,QC-B
WO00742,2025-09,FWD323M,产线-03,41,1,0.02439,无,True,QC-B
WO00743,2025-03,BHC9327GP,产线-03,59,1,0.01695,杂质,True,QC-A
WO00743,2025-03,BHC9327GP,产线-03,30,1,0.03333,色差,False,QC-A
WO00744,2025-09,FWD429,产线-07,52,2,0.03846,无,False,QC-A
WO00744,2025-09,FWD429,产线-07,100,0,0.0,杂质,True,QC-C
WO00745,2025-07,FWD6235,产线-04,59,2,0.0339,无,False,QC-B
WO00746,2025-02,BHC9320YB,产线-08,23,1,0.04348,粒径偏差,False,QC-C
WO00747,2024-10,FWD6500,产线-04,80,3,0.0375,杂质,False,QC-B
WO00748,2025-05,FWD101WR,产线-08,45,0,0.0,无,True,QC-C
WO00748,2025-05,FWD101WR,产线-08,45,1,0.02222,色差,True,QC-A
WO00749,2024-11,FWD6501,产线-05,74,1,0.01351,粒径偏差,True,QC-B
WO00750,2025-04,FWDV150B,产线-07,28,1,0.03571,粒径偏差,False,QC-A
WO00751,2025-10,FWD6007,产线-05,23,0,0.0,无,True,QC-C
WO00752,2024-11,FWD307,产线-02,68,0,0.0,无,True,QC-C
WO00753,2025-11,FWD6601A,产线-06,21,1,0.04762,无,False,QC-A
WO00754,2025-02,FWD6219,产线-08,62,1,0.01613,无,True,QC-C
WO00755,2025-04,BHC9233POH,产线-04,78,3,0.03846,无,False,QC-A
WO00755,2025-04,BHC9233POH,产线-04,79,1,0.01266,无,True,QC-A
WO00756,2025-10,FWDD21X,产线-08,89,0,0.0,无,True,QC-A
WO00757,2024-11,FWD500,产线-04,41,1,0.02439,粒径偏差,True,QC-A
WO00757,2024-11,FWD500,产线-04,35,1,0.02857,无,True,QC-A
WO00758,2025-03,FWD6830,产线-05,28,1,0.03571,色差,False,QC-B
WO00758,2025-03,FWD6830,产线-05,48,1,0.02083,无,True,QC-A
WO00759,2025-09,FWD211,产线-08,34,1,0.02941,粒径偏差,True,QC-C
WO00760,2024-11,FWDD21M,产线-02,87,1,0.01149,无,True,QC-A
WO00760,2024-11,FWDD21M,产线-02,23,1,0.04348,粒径偏差,False,QC-C
WO00761,2025-01,FWD219,产线-08,86,4,0.04651,无,False,QC-B
WO00762,2025-04,FWD6300,产线-05,49,2,0.04082,粒径偏差,False,QC-C
WO00762,2025-04,FWD6300,产线-05,89,3,0.03371,无,False,QC-B
WO00763,2025-10,FWD3112,产线-06,98,2,0.02041,无,True,QC-B
WO00763,2025-10,FWD3112,产线-06,96,0,0.0,色差,True,QC-A
WO00764,2025-03,FWD5800A,产线-04,100,1,0.01,无,True,QC-A
WO00764,2025-03,FWD5800A,产线-04,24,0,0.0,无,True,QC-A
WO00765,2025-09,FWD5519,产线-08,65,1,0.01538,无,True,QC-C
WO00765,2025-09,FWD5519,产线-08,78,2,0.02564,无,True,QC-C
WO00766,2024-11,FWDV150,产线-03,32,1,0.03125,无,False,QC-A
WO00766,2024-11,FWDV150,产线-03,22,1,0.04545,无,False,QC-A
WO00767,2025-07,FWD6009,产线-04,72,1,0.01389,杂质,True,QC-C
WO00767,2025-07,FWD6009,产线-04,97,4,0.04124,无,False,QC-A
WO00768,2025-08,FWD3500,产线-03,83,3,0.03614,无,False,QC-A
WO00769,2025-09,FWD304,产线-03,92,4,0.04348,杂质,False,QC-A
WO00770,2024-10,BHC9235BVH,产线-03,60,3,0.05,无,False,QC-B
WO00771,2025-09,FWD6885,产线-03,56,2,0.03571,无,False,QC-A
WO00771,2025-09,FWD6885,产线-03,74,2,0.02703,杂质,True,QC-B
WO00772,2025-10,FWDV060B,产线-07,72,3,0.04167,无,False,QC-B
WO00772,2025-10,FWDV060B,产线-07,54,0,0.0,杂质,True,QC-A
WO00773,2024-10,FWD7322B,产线-03,81,4,0.04938,无,False,QC-A
WO00774,2025-09,BHC9227GOH,产线-04,86,3,0.03488,无,False,QC-B
WO00775,2024-12,FWDV220,产线-01,30,0,0.0,色差,True,QC-B
WO00775,2024-12,FWDV220,产线-01,52,2,0.03846,杂质,False,QC-B
WO00776,2024-12,FWDD21L,产线-05,39,0,0.0,杂质,True,QC-B
WO00777,2025-08,FWD6603B,产线-01,89,1,0.01124,无,True,QC-C
WO00778,2025-06,FWD6910,产线-01,54,2,0.03704,杂质,False,QC-A
WO00778,2025-06,FWD6910,产线-01,96,0,0.0,无,True,QC-A
WO00779,2025-11,FWD491,产线-02,55,1,0.01818,粒径偏差,True,QC-A
WO00780,2024-11,FWD151,产线-02,39,0,0.0,粒径偏差,True,QC-B
WO00780,2024-11,FWD151,产线-02,70,3,0.04286,无,False,QC-A
WO00781,2025-10,FWD6501,产线-06,85,4,0.04706,色差,False,QC-C
WO00782,2025-10,FWDD27M,产线-01,36,0,0.0,杂质,True,QC-B
WO00782,2025-10,FWDD27M,产线-01,99,3,0.0303,粒径偏差,False,QC-C
WO00783,2024-10,FWD5518,产线-04,89,1,0.01124,粒径偏差,True,QC-A
WO00783,2024-10,FWD5518,产线-04,77,0,0.0,杂质,True,QC-C
WO00784,2025-05,BHC9237GRH,产线-03,65,0,0.0,粒径偏差,True,QC-B
WO00784,2025-05,BHC9237GRH,产线-03,23,0,0.0,色差,True,QC-B
WO00785,2025-01,FWD201WR,产线-02,83,2,0.0241,色差,True,QC-B
WO00786,2025-11,FWD7331,产线-04,24,0,0.0,杂质,True,QC-A
WO00787,2025-01,FWD6225,产线-01,58,1,0.01724,无,True,QC-A
WO00788,2025-07,FWD5891,产线-06,59,1,0.01695,无,True,QC-A
WO00789,2025-05,FWDD27M,产线-08,34,1,0.02941,无,True,QC-A
WO00789,2025-05,FWDD27M,产线-08,100,1,0.01,无,True,QC-A
WO00790,2025-03,FWD219WR,产线-02,80,4,0.05,粒径偏差,False,QC-A
