campaign_id,sku,category,original_price,promo_price,discount_rate,promo_qty_sold,promo_revenue
CAMP0017,FWD201,虹彩系列,37.5,34.5,0.08,396,14904.0
CAMP0017,BHC89232BR,着色变色龙,500.0,390.0,0.22,44,110370.0
CAMP0017,FWD221WR,耐候系列,90.0,72.9,0.19,188,7435.8
CAMP0018,BHC9225BMTH,化妆品系列,220.0,195.8,0.11,192,84977.2
CAMP0018,FWD6307A,水晶系列,55.0,48.4,0.12,157,2565.2
CAMP0018,FWD6163,超白系列,37.5,28.12,0.25,121,6018.75
CAMP0018,FWD5518WR,耐候系列,120.0,98.4,0.18,30,48904.8
CAMP0018,FWD5870A,钻石系列,180.0,171.0,0.05,364,24453.0
CAMP0018,FWDV155,玻璃包银系列,1390.0,1000.8,0.28,471,118094.4
CAMP0018,FWD532,金属彩光系列,34.0,31.28,0.08,266,6600.08
CAMP0018,BHC9326BM ,玻璃变色龙,25.0,22.0,0.12,190,5148.0
CAMP0018,FWD6810,水晶系列,55.0,51.7,0.06,43,15354.9
CAMP0018,FWD424,着色系列,60.0,43.2,0.28,68,14083.2
CAMP0018,FWD110,银白系列,27.0,24.3,0.1,38,7362.9
CAMP0018,FWD152WR,耐候系列,60.0,50.4,0.16,222,17085.6
CAMP0018,FWD123TS,银白系列,38.0,35.72,0.06,121,5322.28
CAMP0018,FWD6006,超白系列,39.0,30.03,0.23,161,14234.22
CAMP0018,BHC9323PG,玻璃变色龙,500.0,450.0,0.1,358,191250.0
CAMP0018,FWDD29X,钻石系列,350.0,308.0,0.12,162,71148.0
CAMP0018,FWD111,银白系列,29.0,22.33,0.23,38,10785.39
CAMP0018,FWDD10X,钻石系列,120.0,90.0,0.25,399,35460.0
CAMP0018,FWD100,银白系列,25.0,21.25,0.15,79,1147.5
CAMP0019,FWD504WR,耐候系列,90.0,81.9,0.09,356,25225.2
CAMP0019,FWD5519WR,耐候系列,120.0,85.2,0.29,427,37317.6
CAMP0019,FWDD25L,钻石系列,280.0,218.4,0.22,46,79497.6
CAMP0019,FWD151WR,耐候系列,60.0,45.6,0.24,182,9211.2
CAMP0019,FWD402,着色系列,44.0,36.52,0.17,346,5587.56
CAMP0019,BHC9338GR,玻璃变色龙,500.0,385.0,0.23,89,5775.0
CAMP0019,FWD5894,钻石系列,250.0,235.0,0.06,437,54285.0
CAMP0019,FWD5516,金属彩光系列,60.0,50.4,0.16,281,6400.8
CAMP0019,FWD508WR,耐候系列,90.0,64.8,0.28,52,26632.8
CAMP0019,FWDD10L,钻石系列,120.0,108.0,0.1,62,648.0
CAMP0019,FWD5518WR,耐候系列,120.0,86.4,0.28,399,9763.2
CAMP0019,FWD6885,水晶系列,55.0,40.15,0.27,421,8230.75
CAMP0019,FWD308,金色系列,37.5,29.62,0.21,322,14220.0
CAMP0019,FWD427,着色系列,60.0,51.6,0.14,298,15480.0
CAMP0019,FWD6307A,水晶系列,55.0,41.8,0.24,416,1588.4
CAMP0020,FWD299,虹彩系列,37.5,27.75,0.26,293,6132.75
CAMP0020,FWD534,金属彩光系列,34.0,30.94,0.09,202,7858.76
CAMP0020,FWD7305WR,耐候系列,120.0,85.2,0.29,349,18573.6
CAMP0020,FWD405B,着色系列,44.0,32.56,0.26,109,15140.4
CAMP0020,FWD320,金色系列,37.5,28.12,0.25,143,6412.5
CAMP0020,FWDD28M,钻石系列,280.0,257.6,0.08,17,80886.4
CAMP0020,FWD4002,着色系列,44.0,37.4,0.15,125,12379.4
CAMP0020,FWD205M,虹彩系列,37.5,28.88,0.23,210,13022.62
CAMP0020,FWD534WR,耐候系列,90.0,75.6,0.16,31,3326.4
CAMP0020,FWD219,虹彩系列,37.5,28.88,0.23,70,6179.25
CAMP0021,FWD001,其他,105.0,81.9,0.22,112,1228.5
CAMP0021,FWD6830,水晶系列,85.0,78.2,0.08,398,11182.6
CAMP0021,BHC9325BR,玻璃变色龙,500.0,355.0,0.29,241,96205.0
CAMP0021,FWD122,银白系列,30.0,23.7,0.21,299,2820.3
CAMP0021,FWD5872A,钻石系列,280.0,263.2,0.06,51,33163.2
CAMP0021,FWD5894,钻石系列,250.0,215.0,0.14,136,58695.0
CAMP0021,FWDV015,玻璃包银系列,8010.0,7209.0,0.1,469,2717793.0
CAMP0021,FWDV060,玻璃包银系列,5840.0,4146.4,0.29,485,464396.8
CAMP0021,FWDD28X,钻石系列,250.0,210.0,0.16,408,41580.0
CAMP0021,BHC9227GOH,化妆品系列,220.0,173.8,0.21,429,75081.6
CAMP0021,FWDV060B,玻璃包银系列,4825.0,3570.5,0.26,121,1081861.5
CAMP0021,FWDD10M,钻石系列,120.0,93.6,0.22,377,33415.2
CAMP0021,FWD6601,磁性珠光,150.0,118.5,0.21,302,1659.0
CAMP0021,FWD6303,水晶系列,85.0,74.8,0.12,180,36278.0
CAMP0021,FWD508,金属彩光系列,34.0,28.56,0.16,72,8225.28
CAMP0021,FWD151,银白系列,25.0,23.5,0.06,428,9729.0
CAMP0022,BHC9323PG,玻璃变色龙,500.0,470.0,0.06,191,169200.0
CAMP0022,FWDD21L,钻石系列,280.0,263.2,0.06,202,78960.0
CAMP0022,FWD503,金属彩光系列,34.0,24.82,0.27,154,4095.3
CAMP0022,FWDV150,玻璃包银系列,2560.0,1868.8,0.27,80,698931.2
CAMP0022,FWD205,虹彩系列,37.5,35.25,0.06,405,11526.75
CAMP0022,FWD308,金色系列,37.5,35.25,0.06,332,5710.5
CAMP0022,FWD225,虹彩系列,37.5,27.75,0.26,495,7964.25
CAMP0022,FWD6006,超白系列,39.0,33.93,0.13,475,10654.02
CAMP0022,FWD6002,超白系列,37.5,33.75,0.1,114,11475.0
CAMP0022,FWD123,银白系列,30.0,25.5,0.15,89,4921.5
CAMP0022,FWD001,其他,105.0,81.9,0.22,352,12285.0
CAMP0022,FWD901KSW,耐候系列,130.0,94.9,0.27,373,0.0
CAMP0022,FWD100,银白系列,25.0,23.5,0.06,485,6885.5
CAMP0022,FWDD28M,钻石系列,280.0,224.0,0.2,394,110656.0
CAMP0022,FWD3500,金属彩光系列,34.0,28.56,0.16,93,8796.48
CAMP0022,FWD407,着色系列,44.0,34.32,0.22,414,16988.4
CAMP0022,FWDD25X,钻石系列,250.0,212.5,0.15,327,61412.5
CAMP0022,FWD504,金属彩光系列,34.0,24.82,0.27,254,1787.04
CAMP0022,FWDD21M,钻石系列,280.0,218.4,0.22,39,26426.4
CAMP0022,FWD235,虹彩系列,37.5,29.62,0.21,163,2518.12
CAMP0022,FWD123T,银白系列,33.0,28.38,0.14,493,1277.1
CAMP0022,FWD419B,着色系列,60.0,54.6,0.09,343,17854.2
CAMP0022,FWD416,着色系列,60.0,52.8,0.12,171,12038.4
CAMP0022,FWD362,金色系列,37.5,26.25,0.3,107,3333.75
CAMP0022,FWD5800A,钻石系列,120.0,104.4,0.13,179,13676.4
CAMP0023,FWD100,银白系列,25.0,22.75,0.09,403,10055.5
CAMP0023,FWD215,虹彩系列,37.5,31.5,0.16,388,11056.5
CAMP0023,FWD5874A,钻石系列,280.0,212.8,0.24,231,7873.6
CAMP0023,FWD302WR,耐候系列,90.0,81.0,0.1,17,12150.0
CAMP0023,FWD221WR,耐候系列,90.0,63.9,0.29,133,31119.3
CAMP0023,FWD436 ,着色系列,25.0,18.25,0.27,175,1587.75
CAMP0023,FWD201WR,耐候系列,90.0,82.8,0.08,82,30967.2
CAMP0023,FWDV155,玻璃包银系列,1390.0,1000.8,0.28,482,459367.2
CAMP0023,FWD5872C,钻石系列,260.0,244.4,0.06,173,74297.6
CAMP0023,FWD5890,钻石系列,120.0,114.0,0.05,457,28158.0
CAMP0023,BHC9326BM ,玻璃变色龙,25.0,22.0,0.12,220,10604.0
CAMP0023,FWD5871C,钻石系列,260.0,223.6,0.14,310,101738.0
CAMP0023,FWD3302,金色系列,37.5,30.38,0.19,27,1549.13
CAMP0024,FWD3504,金属彩光系列,34.0,24.48,0.28,421,8274.24
CAMP0024,FWD524,金属彩光系列,34.0,29.24,0.14,245,2982.48
CAMP0024,FWD152WR,耐候系列,60.0,43.2,0.28,105,3758.4
CAMP0024,BHC89232BR,着色变色龙,500.0,430.0,0.14,500,17630.0
CAMP0024,BHC9321RY,玻璃变色龙,500.0,410.0,0.18,59,64370.0
CAMP0024,FWD6885,水晶系列,55.0,49.5,0.1,241,12375.0
CAMP0024,FWD6215,水晶系列,55.0,50.6,0.08,135,2327.6
CAMP0024,FWD6502A,水晶系列,55.0,47.3,0.14,198,4446.2
CAMP0024,FWD6009,超白系列,45.0,35.55,0.21,195,6718.95
CAMP0024,FWD323M,金色系列,37.5,28.12,0.25,22,3768.75
CAMP0024,FWD219,虹彩系列,37.5,30.38,0.19,134,3493.13
CAMP0024,FWD6602E,磁性珠光,150.0,136.5,0.09,288,4231.5
CAMP0024,BHC9233POH,化妆品系列,220.0,162.8,0.26,356,55514.8
CAMP0024,BHC9328GR,玻璃变色龙,500.0,360.0,0.28,342,63360.0
CAMP0024,FWDV150,玻璃包银系列,2560.0,2304.0,0.1,211,1145088.0
CAMP0024,FWD425,着色系列,60.0,53.4,0.11,116,15112.2
CAMP0024,FWD223,虹彩系列,37.5,27.0,0.28,198,11313.0
CAMP0024,FWD5895,钻石系列,250.0,207.5,0.17,494,56855.0
CAMP0024,FWD101,银白系列,25.0,21.75,0.13,479,5285.25
CAMP0024,FWD219WR,耐候系列,90.0,75.6,0.16,120,18370.8
CAMP0025,FWD302,金色系列,37.5,29.25,0.22,372,13689.0
CAMP0025,FWD6603,磁性珠光,250.0,225.0,0.1,44,44550.0
CAMP0025,FWD173,银白系列,26.0,21.84,0.16,282,3625.44
CAMP0025,FWDV060B,玻璃包银系列,4825.0,4390.75,0.09,266,1027435.5
CAMP0025,BHC9233POH,化妆品系列,220.0,204.6,0.07,6,82249.2
CAMP0025,FWD7331,其他,110.0,96.8,0.12,300,25845.6
CAMP0025,FWD419B,着色系列,60.0,54.0,0.1,57,11448.0
CAMP0025,FWD402,着色系列,44.0,32.56,0.26,290,9800.56
CAMP0025,FWD502WR,耐候系列,90.0,76.5,0.15,493,36796.5
CAMP0025,FWD502,金属彩光系列,34.0,24.82,0.27,54,7148.16
CAMP0025,FWD436 ,着色系列,25.0,22.25,0.11,402,3248.5
CAMP0025,FWD5519,金属彩光系列,60.0,55.2,0.08,450,9715.2
CAMP0025,FWD525,金属彩光系列,34.0,31.28,0.08,135,6130.88
CAMP0025,FWD403,着色系列,44.0,37.84,0.14,292,11768.24
CAMP0025,FWD205M,虹彩系列,37.5,30.75,0.18,88,4335.75
CAMP0025,FWD205WR,耐候系列,90.0,72.0,0.2,316,22392.0
CAMP0025,FWD303WR,耐候系列,90.0,78.3,0.13,205,1487.7
CAMP0025,FWD3500,金属彩光系列,34.0,27.2,0.2,450,4596.8
CAMP0025,FWD6882,水晶系列,55.0,47.85,0.13,25,18230.85
CAMP0026,FWD6300T,水晶系列,85.0,61.2,0.28,363,15850.8
CAMP0026,FWD5870C,钻石系列,180.0,144.0,0.2,399,62640.0
CAMP0026,FWD123,银白系列,30.0,24.9,0.17,291,348.6
CAMP0026,FWDD21X,钻石系列,250.0,185.0,0.26,448,78810.0
CAMP0026,FWD6307A,水晶系列,55.0,41.25,0.25,29,5238.75
CAMP0026,FWDD23L,钻石系列,280.0,198.8,0.29,25,93436.0
CAMP0026,FWD6205,水晶系列,55.0,43.45,0.21,101,6083.0
CAMP0026,FWDV150,玻璃包银系列,2560.0,2022.4,0.21,237,521779.2
CAMP0026,FWD325,金色系列,39.5,31.6,0.2,472,1990.8
CAMP0026,FWD6003T,超白系列,37.5,32.62,0.13,123,6198.75
CAMP0026,FWD408,着色系列,60.0,49.2,0.18,228,4428.0
CAMP0026,FWD6504A,水晶系列,55.0,51.7,0.06,242,15510.0
CAMP0026,FWD351WR,耐候系列,90.0,75.6,0.16,176,6274.8
CAMP0026,FWDD10M,钻石系列,120.0,109.2,0.09,132,41823.6
CAMP0026,FWD223WR,耐候系列,90.0,81.9,0.09,46,11875.5
CAMP0026,FWD307,金色系列,37.5,26.62,0.29,25,2209.88
CAMP0026,FWD522,金属彩光系列,34.0,30.94,0.09,399,15284.36
CAMP0026,FWD5519,金属彩光系列,60.0,45.0,0.25,113,14895.0
CAMP0026,FWD151WR,耐候系列,60.0,45.6,0.24,105,6247.2
CAMP0026,FWDV060,玻璃包银系列,5840.0,5022.4,0.14,262,50224.0
CAMP0026,FWD7331,其他,110.0,101.2,0.08,495,39670.4
CAMP0026,FWD5870D,钻石系列,180.0,156.6,0.13,242,72975.6
CAMP0026,FWD225,虹彩系列,37.5,27.38,0.27,88,8404.12
CAMP0026,FWD7322B,其他,70.0,63.0,0.1,114,8127.0
CAMP0026,FWD429,着色系列,60.0,51.0,0.15,482,7956.0
CAMP0027,FWD6504,水晶系列,85.0,76.5,0.1,410,31671.0
CAMP0027,FWD205WR,耐候系列,90.0,76.5,0.15,338,12469.5
CAMP0027,FWD5871C,钻石系列,260.0,226.2,0.13,369,2940.6
CAMP0027,FWDD10Y,钻石系列,120.0,103.2,0.14,151,13622.4
CAMP0027,FWD525WR,耐候系列,90.0,83.7,0.07,207,16572.6
CAMP0027,FWD6850,水晶系列,85.0,74.8,0.12,298,27077.6
CAMP0027,FWD6001,超白系列,37.5,35.62,0.05,417,3455.62
CAMP0027,FWD5519WR,耐候系列,120.0,94.8,0.21,365,10712.4
CAMP0027,FWD6303A,水晶系列,55.0,47.85,0.13,326,19187.85
CAMP0027,FWD7352,其他,60.0,49.2,0.18,481,16875.6
CAMP0027,FWD6603B,磁性珠光,250.0,197.5,0.21,153,85320.0
CAMP0027,FWD330,金色系列,37.5,27.75,0.26,336,12432.0
CAMP0027,FWD110,银白系列,27.0,22.68,0.16,150,1111.32
CAMP0027,FWD7305,其他,60.0,49.2,0.18,379,6494.4
CAMP0027,FWD5870D,钻石系列,180.0,158.4,0.12,286,61776.0
CAMP0027,BHC89237BG,着色变色龙,500.0,465.0,0.07,484,161820.0
CAMP0027,FWD6215,水晶系列,55.0,50.6,0.08,335,2277.0
CAMP0027,FWD6502A,水晶系列,55.0,41.8,0.24,114,15925.8
CAMP0027,FWD355,金色系列,37.5,34.5,0.08,215,13903.5
CAMP0027,FWDV020,玻璃包银系列,8870.0,8160.4,0.08,190,1085333.2
CAMP0027,FWD289,虹彩系列,37.5,31.88,0.15,237,13865.62
CAMP0027,FWDD21X,钻石系列,250.0,182.5,0.27,27,80847.5
CAMP0027,FWD6504T,水晶系列,85.0,73.1,0.14,297,35307.3
CAMP0027,FWDD23M,钻石系列,280.0,240.8,0.14,241,109564.0
CAMP0027,FWD6883,水晶系列,55.0,41.25,0.25,61,18315.0
CAMP0027,FWD522,金属彩光系列,34.0,29.58,0.13,271,4496.16
CAMP0027,FWD421,着色系列,60.0,48.0,0.2,445,20976.0
CAMP0027,FWD7331,其他,110.0,81.4,0.26,102,14245.0
CAMP0027,FWD6018T,超白系列,37.5,30.0,0.2,291,13710.0
CAMP0027,FWD231,虹彩系列,37.5,34.88,0.07,234,2545.88
CAMP0028,FWD508,金属彩光系列,34.0,27.54,0.19,244,5397.84
CAMP0028,FWD303,金色系列,37.5,26.25,0.3,273,2677.5
CAMP0028,FWDV080,玻璃包银系列,5060.0,4452.8,0.12,486,31169.6
CAMP0028,FWDD29M,钻石系列,350.0,322.0,0.08,387,137172.0
CAMP0028,FWD504,金属彩光系列,34.0,28.22,0.17,9,9764.12
CAMP0028,FWDD25L,钻石系列,280.0,196.0,0.3,375,24892.0
CAMP0028,FWD231,虹彩系列,37.5,28.5,0.24,449,5016.0
CAMP0028,FWD103,银白系列,29.0,22.62,0.22,52,4433.52
CAMP0028,FWD508WR,耐候系列,90.0,74.7,0.17,156,6349.5
CAMP0028,FWD6504,水晶系列,85.0,61.2,0.28,23,9302.4
CAMP0028,FWD5518,金属彩光系列,60.0,56.4,0.06,233,20980.8
CAMP0028,FWD491,着色系列,60.0,49.8,0.17,268,8565.6
CAMP0028,BHC9237GRH,化妆品系列,220.0,178.2,0.19,351,12117.6
CAMP0028,FWD429,着色系列,60.0,47.4,0.21,461,11850.0
CAMP0028,FWDV095,玻璃包银系列,2140.0,1690.6,0.21,96,142010.4
CAMP0028,FWD307,金色系列,37.5,35.25,0.06,470,14628.75
CAMP0028,FWD407,着色系列,44.0,35.2,0.2,116,4012.8
CAMP0028,FWD303WR,耐候系列,90.0,79.2,0.12,67,8553.6
CAMP0028,FWD225WR,耐候系列,90.0,79.2,0.12,301,20433.6
CAMP0028,FWD103TWR,耐候系列,60.0,44.4,0.26,187,16161.6
CAMP0029,FWD205,虹彩系列,37.5,33.75,0.1,254,3408.75
CAMP0029,FWD5871C,钻石系列,260.0,221.0,0.15,398,29614.0
CAMP0029,FWD6860,水晶系列,85.0,77.35,0.09,498,7967.05
CAMP0029,BHC9337GP,玻璃变色龙,500.0,395.0,0.21,209,59645.0
CAMP0029,FWD215,虹彩系列,37.5,27.75,0.26,280,7048.5
CAMP0029,FWD355,金色系列,37.5,34.88,0.07,352,16635.38
CAMP0029,FWD123,银白系列,30.0,24.6,0.18,120,24.6
CAMP0029,FWD400B,着色系列,44.0,30.8,0.3,45,14291.2
CAMP0029,FWD223WR,耐候系列,90.0,65.7,0.27,293,22469.4
CAMP0029,FWD7305WR,耐候系列,120.0,98.4,0.18,486,4526.4
CAMP0029,FWD5871A,钻石系列,280.0,249.2,0.11,38,92204.0
CAMP0029,FWD4012,着色系列,44.0,38.72,0.12,463,5072.32
CAMP0029,BHC9327GP,玻璃变色龙,500.0,430.0,0.14,233,215000.0
CAMP0029,FWD6850,水晶系列,85.0,65.45,0.23,237,1636.25
CAMP0029,FWD8503WR,耐候系列,180.0,129.6,0.28,89,57931.2
CAMP0029,FWD425,着色系列,60.0,42.6,0.29,148,7838.4
CAMP0029,FWD3504,金属彩光系列,34.0,30.6,0.1,160,6670.8
CAMP0029,FWD111,银白系列,29.0,25.52,0.12,48,11101.2
CAMP0029,FWD6303A,水晶系列,55.0,48.95,0.11,23,195.8
CAMP0029,FWD231WR,耐候系列,90.0,81.9,0.09,339,27108.9
CAMP0029,FWD3302,金色系列,37.5,27.75,0.26,183,12681.75
CAMP0029,FWD7352,其他,60.0,48.6,0.19,318,6658.2
CAMP0029,FWD6303,水晶系列,85.0,78.2,0.08,47,14858.0
CAMP0029,FWD411,着色系列,60.0,54.0,0.1,93,3132.0
CAMP0029,FWD221WR,耐候系列,90.0,72.0,0.2,492,16776.0
CAMP0029,FWD351,金色系列,37.5,28.88,0.23,197,10192.88
CAMP0029,FWD7305,其他,60.0,54.6,0.09,409,11739.0
CAMP0029,FWD401,着色系列,44.0,37.84,0.14,408,3216.4
CAMP0029,FWD6215,水晶系列,55.0,40.15,0.27,356,14895.65
CAMP0029,FWD361,金色系列,35.0,24.85,0.29,482,10735.2
CAMP0030,FWD351,金色系列,37.5,27.0,0.28,335,4320.0
CAMP0030,FWD223WR,耐候系列,90.0,63.0,0.3,444,21861.0
CAMP0030,FWDV040,玻璃包银系列,7045.0,5847.35,0.17,380,1724968.25
CAMP0030,BHC9232MGH,化妆品系列,220.0,193.6,0.12,114,96800.0
CAMP0030,FWD302WR,耐候系列,90.0,84.6,0.06,447,14635.8
CAMP0030,FWD508,金属彩光系列,34.0,28.22,0.17,352,10102.76
CAMP0030,FWD5871A,钻石系列,280.0,238.0,0.15,221,80444.0
CAMP0030,FWD5894,钻石系列,250.0,220.0,0.12,246,38940.0
CAMP0030,FWD152,银白系列,27.0,23.49,0.13,328,4627.53
CAMP0030,FWD407,着色系列,44.0,32.56,0.26,423,9279.6
CAMP0030,FWDV080,玻璃包银系列,5060.0,4655.2,0.08,313,125690.4
CAMP0030,FWD3112,金色系列,40.0,28.0,0.3,478,2240.0
CAMP0030,FWD101WR,耐候系列,60.0,49.8,0.17,240,21712.8
CAMP0030,FWD323WR,耐候系列,90.0,73.8,0.18,84,2804.4
CAMP0030,FWD211,虹彩系列,37.5,33.38,0.11,164,4105.12
CAMP0031,FWD6910,水晶系列,55.0,40.15,0.27,211,722.7
CAMP0031,FWD219,虹彩系列,37.5,31.5,0.16,0,13293.0
CAMP0031,FWDV095B,玻璃包银系列,1780.0,1281.6,0.28,309,631828.8
CAMP0031,FWD6002T,超白系列,37.5,31.88,0.15,155,14503.12
CAMP0031,BHC9328GR,玻璃变色龙,500.0,415.0,0.17,105,139025.0
CAMP0031,FWD5872C,钻石系列,260.0,226.2,0.13,486,39358.8
CAMP0031,FWD103TWR,耐候系列,60.0,47.4,0.21,27,19813.2
CAMP0031,FWD6007,超白系列,49.0,37.24,0.24,232,6293.56
CAMP0031,FWD302,金色系列,37.5,31.5,0.16,317,9670.5
CAMP0031,FWD525WR,耐候系列,90.0,73.8,0.18,336,13726.8
CAMP0031,FWD7305WR,耐候系列,120.0,105.6,0.12,58,5174.4
CAMP0031,BHC9234BOH,化妆品系列,220.0,195.8,0.11,113,195.8
CAMP0031,FWD502WR,耐候系列,90.0,71.1,0.21,424,23036.4
CAMP0031,FWD307,金色系列,37.5,35.25,0.06,149,9870.0
CAMP0031,FWDV580,玻璃包银系列,1310.0,1087.3,0.17,359,58714.2
CAMP0031,FWD500WR,耐候系列,90.0,63.9,0.29,84,16102.8
CAMP0031,FWDD27L,钻石系列,280.0,207.2,0.26,367,78736.0
CAMP0031,FWD401,着色系列,44.0,38.72,0.12,54,5033.6
CAMP0031,FWDV550,玻璃包银系列,1310.0,1113.5,0.15,96,67923.5
CAMP0031,FWD122,银白系列,30.0,27.9,0.07,201,3069.0
CAMP0032,FWD524,金属彩光系列,34.0,29.24,0.14,310,13187.24
CAMP0032,FWDD23X,钻石系列,250.0,195.0,0.22,451,38220.0
CAMP0032,FWD355,金色系列,37.5,30.0,0.2,311,14040.0
CAMP0032,FWD211WR,耐候系列,90.0,78.3,0.13,127,10962.0
CAMP0032,FWD211,虹彩系列,37.5,30.0,0.2,175,14880.0
CAMP0032,FWD4012,着色系列,44.0,33.88,0.23,412,2303.84
CAMP0032,FWD504WR,耐候系列,90.0,65.7,0.27,308,23520.6
CAMP0032,FWD524WR,耐候系列,90.0,82.8,0.08,262,12668.4
CAMP0032,FWDV080B,玻璃包银系列,4230.0,3849.3,0.09,280,1693692.0
CAMP0032,FWD408,着色系列,60.0,46.8,0.22,377,22370.4
CAMP0032,FWDV580,玻璃包银系列,1310.0,1100.4,0.16,111,112240.8
CAMP0032,FWD103,银白系列,29.0,21.75,0.25,365,3219.0
CAMP0032,HM010AS,云母粉,25.0,21.75,0.13,471,7482.0
CAMP0032,FWD215,虹彩系列,37.5,27.38,0.27,363,9088.5
CAMP0032,BHC89232BR,着色变色龙,500.0,470.0,0.06,91,120790.0
CAMP0032,FWD300WR,耐候系列,90.0,75.6,0.16,326,12474.0
CAMP0032,FWDV040,玻璃包银系列,7045.0,6199.6,0.12,389,1115928.0
CAMP0032,FWDV150B,玻璃包银系列,2220.0,1864.8,0.16,298,544521.6
CAMP0032,FWD504,金属彩光系列,34.0,31.96,0.06,363,6807.48
CAMP0032,BHC9275BOH,化妆品系列,220.0,191.4,0.13,457,82302.0
CAMP0032,FWD502,金属彩光系列,34.0,28.22,0.17,449,12219.26
CAMP0032,FWD405B,着色系列,44.0,35.64,0.19,6,9515.88
CAMP0032,FWD351,金色系列,37.5,27.38,0.27,195,2025.75
CAMP0032,FWD6601,磁性珠光,150.0,106.5,0.29,28,10863.0
CAMP0033,FWD430,着色系列,60.0,52.2,0.13,24,24742.8
CAMP0033,FWD6224,水晶系列,55.0,44.0,0.2,213,21516.0
CAMP0033,FWD6840,水晶系列,85.0,76.5,0.1,350,12240.0
CAMP0033,FWD418B,着色系列,60.0,56.4,0.06,27,338.4
CAMP0033,FWD259,虹彩系列,37.5,33.38,0.11,103,10579.88
CAMP0033,FWD6502,水晶系列,55.0,50.6,0.08,440,22517.0
CAMP0033,FWD3502,金属彩光系列,34.0,27.54,0.19,115,12833.64
CAMP0033,BHC9323PG,玻璃变色龙,500.0,430.0,0.14,363,142330.0
CAMP0033,FWD163,银白系列,25.0,19.75,0.21,301,5510.25
CAMP0033,FWD5894,钻石系列,250.0,220.0,0.12,100,87340.0
CAMP0033,FWD508WR,耐候系列,90.0,79.2,0.12,99,11880.0
CAMP0033,FWD330,金色系列,37.5,30.38,0.19,349,1154.25
CAMP0033,BHC89237BG,着色变色龙,500.0,375.0,0.25,88,141000.0
CAMP0033,FWD6002T,超白系列,37.5,31.12,0.17,193,622.5
CAMP0033,FWD6601A,磁性珠光,150.0,121.5,0.19,284,16402.5
CAMP0033,FWD6009,超白系列,45.0,32.85,0.27,299,14224.05
CAMP0033,FWD7305,其他,60.0,45.6,0.24,169,10852.8
CAMP0033,FWD6225,水晶系列,55.0,48.4,0.12,79,968.0
CAMP0034,FWDD21M,钻石系列,280.0,252.0,0.1,81,53424.0
CAMP0034,FWD221,虹彩系列,37.5,31.5,0.16,206,1480.5
CAMP0034,FWD6303A,水晶系列,55.0,43.45,0.21,452,4736.05
CAMP0034,FWDV150,玻璃包银系列,2560.0,2227.2,0.13,169,409804.8
CAMP0034,BHC9234BOH,化妆品系列,220.0,169.4,0.23,486,65219.0
CAMP0034,BHC9328GR,玻璃变色龙,500.0,425.0,0.15,243,121975.0
CAMP0034,FWD5894,钻石系列,250.0,227.5,0.09,332,910.0
CAMP0034,FWD249,虹彩系列,37.5,27.38,0.27,177,6241.5
CAMP0034,FWDD28L,钻石系列,280.0,212.8,0.24,328,66819.2
CAMP0034,FWD001,其他,105.0,97.65,0.07,124,47848.5
CAMP0034,FWD6002,超白系列,37.5,26.62,0.29,453,4366.5
CAMP0034,FWD510,金属彩光系列,34.0,27.2,0.2,407,13137.6
CAMP0034,FWD7352,其他,60.0,43.8,0.27,131,12088.8
CAMP0034,FWD216,虹彩系列,37.5,33.0,0.12,12,15378.0
CAMP0035,FWD5870D,钻石系列,180.0,158.4,0.12,19,6969.6
CAMP0035,FWD7322B,其他,70.0,50.4,0.28,91,20462.4
CAMP0035,FWDV150B,玻璃包银系列,2220.0,1687.2,0.24,36,496036.8
CAMP0035,FWD500WR,耐候系列,90.0,81.9,0.09,466,10810.8
CAMP0035,FWDV080,玻璃包银系列,5060.0,4048.0,0.2,230,1303456.0
CAMP0035,FWD2205G,虹彩系列,37.5,30.0,0.2,161,240.0
CAMP0035,FWD6502,水晶系列,55.0,44.0,0.2,60,12012.0
CAMP0035,FWD525,金属彩光系列,34.0,23.8,0.3,368,7520.8
CAMP0035,FWDD10M,钻石系列,120.0,86.4,0.28,381,25833.6
CAMP0035,FWD304,金色系列,37.5,26.62,0.29,434,985.12
CAMP0035,FWD323M,金色系列,37.5,29.62,0.21,257,1599.75
CAMP0035,FWD436 ,着色系列,25.0,19.25,0.23,351,2964.5
CAMP0035,BHC9320YB,玻璃变色龙,500.0,425.0,0.15,144,166175.0
CAMP0035,BHC9337GP,玻璃变色龙,500.0,465.0,0.07,195,93930.0
CAMP0035,FWD110,银白系列,27.0,24.57,0.09,15,5945.94
CAMP0035,FWD299,虹彩系列,37.5,27.75,0.26,112,1914.75
CAMP0035,FWD5518,金属彩光系列,60.0,53.4,0.11,407,21787.2
CAMP0035,FWD506,金属彩光系列,28.0,25.48,0.09,151,12510.68
CAMP0035,FWD215WR,耐候系列,90.0,77.4,0.14,152,26780.4
CAMP0035,FWD351,金色系列,37.5,34.5,0.08,494,14041.5
CAMP0035,FWD3504,金属彩光系列,34.0,31.28,0.08,331,5974.48
CAMP0035,FWD303WR,耐候系列,90.0,84.6,0.06,5,23941.8
CAMP0035,FWD224,虹彩系列,37.5,34.5,0.08,72,2173.5
CAMP0035,FWD425,着色系列,60.0,42.6,0.29,293,12993.0
CAMP0035,FWD123TS,银白系列,38.0,30.4,0.2,280,14713.6
